Time (s),REG_TID,REG_DSEE,MCU_TID,MCU_SEL,MCU_SEFI,SRAM_SEL,SRAM_TID,REG,MCU,SRAM,Payload
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,3.039588134434213e-09,0.0,0.0018614790575127,0.0052452396561035,0.0097492516501214,0.0,3.03958813443e-09,0.0070969548098447285,0.0097492516501214,0.016777019450168327
120.0,0.0,4.733845863392729e-09,0.0,0.0030278058650781,0.0085219405285806,0.0158150742662485,0.0,4.73384586339e-09,0.011523943612144417,0.0158150742662485,0.027156770459616716
179.0,0.0,6.8256630174198665e-09,0.0,0.004758681546267,0.0133701123487859,0.0247534025281707,0.0,6.82566301742e-09,0.018065169788147217,0.024753402528170702,0.0423714044332623
240.0,0.0,9.391792864060935e-09,0.0,0.0074328025375655,0.0208263866459847,0.038416567272649,0.0,9.39179286406e-09,0.02810439076403961,0.038416567272649,0.06544129259542696
299.0,0.0,1.2971362693186238e-08,0.0,0.0122918786971235,0.0342724303523585,0.0628084514468537,0.0,1.297136269319e-08,0.04614303649293521,0.0628084514468537,0.10605332686831868
360.0,0.0,1.790406454279822e-08,0.0,0.0210987790341994,0.0583168502900251,0.10566026581844,0.0,1.79040645428e-08,0.07818521498598477,0.10566026581844001,0.1755844249663237
419.0,0.0,2.5491972819653327e-08,0.0,0.0385947492207401,0.1048813515747854,0.1859221708365853,0.0,2.549197281965e-08,0.13942823133356438,0.1859221708365853,0.29942762058368033
480.0,0.0,3.674836557259912e-08,0.0,0.0706047061310662,0.1860798176882463,0.3173763621992778,0.0,3.67483655726e-08,0.24354641297451152,0.3173763621992778,0.48362691957312326
540.0,0.0,5.4722192005433075e-08,0.0,0.1289757337320792,0.3214446439572002,0.5124140474358853,0.0,5.472219200543e-08,0.4089618188806526,0.5124140474358853,0.7118181012271073
599.0,0.0,8.1949570310705e-08,0.0,0.2206311975365285,0.5029680077451875,0.7256955907396855,0.0,8.19495703107e-08,0.6126287714103333,0.7256955907396855,0.8937423726850365
660.0,0.0,1.224114799261464e-07,0.0,0.3465843413338889,0.69634604511809,0.8895372186668817,0.0,1.2241147992615e-07,0.801587751064267,0.8895372186668816,0.9780828338149129
719.0,0.0,1.8389634270590894e-07,0.0,0.5018666889381371,0.857615596691714,0.9726679032303556,0.0,1.8389634270591e-07,0.9290735857364758,0.9726679032303556,0.9980614327383209
780.0,0.0,2.683848232570032e-07,0.0,0.6533137302651026,0.9481466377731302,0.9957498422779004,0.0,2.68384823257e-07,0.9820231512763541,0.9957498422779004,0.9999235955780839
839.0,0.0,3.882639917605981e-07,0.0,0.7865485647804213,0.9865544065737204,0.999645850468632,0.0,3.882639917606e-07,0.9971300187857819,0.999645850468632,0.9999989835978925
900.0,0.0,5.420613933685181e-07,0.0,0.879900914359792,0.99728093622997,0.9999812891639024,0.0,5.4206139336852e-07,0.999673442927422,0.9999812891639023,0.9999999938898474
959.0,0.0,7.462109394419683e-07,0.0,0.9402067821849208,0.9996077157707564,0.9999994676941776,0.0,7.4621093944197e-07,0.9999765440636355,0.9999994676941777,0.9999999999875142
1020.0,0.0,9.921986071937234e-07,0.0,0.9721559313267396,0.999952883444739,0.9999999891646708,0.0,9.9219860719372e-07,0.9999986880833994,0.9999999891646708,0.9999999999999858
1080.0,0.0,1.3004367259222785e-06,0.0,0.9883589197775472,0.9999957937202548,0.9999999998718242,0.0,1.30043672592228e-06,0.99999995103436,0.9999999998718242,1.0
1139.0,0.0,1.6568539464567934e-06,0.0,0.9953929777667158,0.999999676804214,0.9999999999988464,0.0,1.65685394645679e-06,0.9999999985110298,0.9999999999988464,1.0
1200.0,0.0,2.0569875703081226e-06,0.0,0.9982544116812246,0.99999997794937,0.9999999999999916,0.0,2.05698757030812e-06,0.9999999999615088,0.9999999999999917,1.0000000000000002
1259.0,0.0,2.5161343571268097e-06,0.0,0.999391592315654,0.999999998804276,1.0,0.0,2.51613435712681e-06,0.9999999999992726,1.0,1.0
1320.0,0.0,2.995797236122583e-06,0.0,0.9997885253000643,0.9999999999355864,1.0,0.0,2.99579723612258e-06,0.9999999999999865,1.0,1.0
