Time (s),MCU_SEL,REG_DSEE,SRAM_SEL,REG_SET,MCU_SEFI,SRAM_TID,MCU_TID,REG_TID,WDT_TID
1740.0,0.9999998806712306,6.4998819723597625e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1799.0,0.9999999533659572,6.912925142351792e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1860.0,0.9999999800994536,7.2775965614335e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1919.0,0.9999999912247853,7.619549507676958e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1980.0,0.9999999957785368,7.918521866228245e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2039.0,0.9999999978931257,8.197451305836147e-06,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0
2100.0,0.9999999988592055,8.440247323099387e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2160.0,0.9999999993587414,8.665930795423262e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2219.0,0.9999999996156531,8.8651693472076e-06,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
2280.0,0.9999999997555216,9.040704990261301e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2339.0,0.9999999998390747,9.202962151418075e-06,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
