Time (s),MCU_SEL,REG_DSEE,SRAM_SEL,REG_SET,MCU_SEFI,SRAM_TID,MCU_TID,REG_TID,WDT_TID
32400.0,0.9999999999895925,1.3571801463243964e-05,0.999999999999999,0.9999999999999989,0.9999999999999993,0.0,0.0,0.0,0.0
32640.0,0.999999999989593,1.3592821129855538e-05,0.999999999999999,0.9999999999999989,0.9999999999999993,0.0,0.0,0.0,0.0
32880.0,0.9999999999895934,1.3611244811691019e-05,0.9999999999999991,0.999999999999999,0.9999999999999993,0.0,0.0,0.0,0.0
32940.0,0.9999999999895942,1.3627273307431979e-05,0.9999999999999992,0.9999999999999989,0.9999999999999994,0.0,0.0,0.0,0.0
32999.0,0.9999999999895945,1.3631141448484345e-05,0.9999999999999993,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
33060.0,0.9999999999895949,1.3634813330856501e-05,0.9999999999999993,0.9999999999999987,0.9999999999999993,0.0,0.0,0.0,0.0
33119.0,0.9999999999895951,1.3638480016998181e-05,0.9999999999999994,0.9999999999999987,0.9999999999999994,0.0,0.0,0.0,0.0
33180.0,0.9999999999895955,1.364190739182214e-05,0.9999999999999994,0.9999999999999986,0.9999999999999994,0.0,0.0,0.0,0.0
33239.0,0.9999999999895959,1.3645334772074371e-05,0.9999999999999993,0.9999999999999986,0.9999999999999994,0.0,0.0,0.0,0.0
33300.0,0.9999999999895964,1.3648544492286203e-05,0.9999999999999993,0.9999999999999986,0.9999999999999996,0.0,0.0,0.0,0.0
33359.0,0.999999999989597,1.3651761813303886e-05,0.9999999999999993,0.9999999999999986,0.9999999999999996,0.0,0.0,0.0,0.0
33420.0,0.9999999999895975,1.3654783460063438e-05,0.9999999999999992,0.9999999999999987,0.9999999999999996,0.0,0.0,0.0,0.0
33480.0,0.9999999999895981,1.3657822536966317e-05,0.9999999999999991,0.9999999999999987,0.9999999999999996,0.0,0.0,0.0,0.0
33539.0,0.999999999989599,1.3660736580363255e-05,0.9999999999999991,0.9999999999999988,0.9999999999999997,0.0,0.0,0.0,0.0
33600.0,0.9999999999896,1.3663536635158239e-05,0.9999999999999991,0.9999999999999988,0.9999999999999996,0.0,0.0,0.0,0.0
33659.0,0.9999999999896011,1.3666373114421837e-05,0.9999999999999992,0.9999999999999989,0.9999999999999994,0.0,0.0,0.0,0.0
33720.0,0.9999999999896024,1.3669069212890452e-05,0.9999999999999992,0.9999999999999988,0.9999999999999994,0.0,0.0,0.0,0.0
33779.0,0.9999999999896042,1.3671817639555484e-05,0.9999999999999991,0.9999999999999987,0.9999999999999993,0.0,0.0,0.0,0.0
33840.0,0.9999999999896061,1.3674448171243438e-05,0.9999999999999991,0.9999999999999986,0.9999999999999993,0.0,0.0,0.0,0.0
33899.0,0.9999999999896086,1.3677150287682914e-05,0.9999999999999992,0.9999999999999987,0.9999999999999992,0.0,0.0,0.0,0.0
33960.0,0.9999999999896115,1.3679758173892424e-05,0.9999999999999992,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34020.0,0.9999999999896151,1.3682461384316354e-05,0.9999999999999992,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34079.0,0.9999999999896193,1.3685140642887124e-05,0.9999999999999992,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34140.0,0.9999999999896244,1.368781007733264e-05,0.9999999999999993,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
34199.0,0.9999999999896307,1.3690623206747366e-05,0.9999999999999992,0.9999999999999989,0.9999999999999993,0.0,0.0,0.0,0.0
34260.0,0.9999999999896383,1.3693413945371743e-05,0.9999999999999991,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
34319.0,0.9999999999896478,1.3696393671890331e-05,0.9999999999999991,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
34380.0,0.9999999999896589,1.3699391116428658e-05,0.9999999999999992,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
34439.0,0.9999999999896731,1.3702639453935627e-05,0.9999999999999991,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
34500.0,0.99999999998969,1.3705960146006567e-05,0.9999999999999991,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34560.0,0.9999999999897112,1.3709618686292683e-05,0.999999999999999,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34619.0,0.9999999999897367,1.3713485440821058e-05,0.9999999999999989,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34680.0,0.9999999999897674,1.3717603165356991e-05,0.9999999999999988,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34739.0,0.999999999989806,1.372224819050661e-05,0.9999999999999988,0.9999999999999987,0.9999999999999992,0.0,0.0,0.0,0.0
34800.0,0.9999999999898517,1.372718650022569e-05,0.9999999999999988,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34859.0,0.9999999999899088,1.3732833113383116e-05,0.9999999999999988,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
34920.0,0.9999999999899761,1.3738915370375479e-05,0.9999999999999988,0.9999999999999987,0.9999999999999992,0.0,0.0,0.0,0.0
34979.0,0.9999999999900605,1.374596280033448e-05,0.9999999999999987,0.9999999999999988,0.9999999999999992,0.0,0.0,0.0,0.0
35040.0,0.9999999999901591,1.3753647076835863e-05,0.9999999999999988,0.9999999999999988,0.9999999999999993,0.0,0.0,0.0,0.0
35100.0,0.9999999999902817,1.3762649247375894e-05,0.9999999999999989,0.9999999999999989,0.9999999999999993,0.0,0.0,0.0,0.0
35159.0,0.9999999999904262,1.3772724951532354e-05,0.9999999999999991,0.999999999999999,0.9999999999999993,0.0,0.0,0.0,0.0
35220.0,0.9999999999905954,1.3784027674493962e-05,0.9999999999999991,0.9999999999999992,0.9999999999999993,0.0,0.0,0.0,0.0
35279.0,0.999999999990803,1.3797427274073128e-05,0.9999999999999992,0.9999999999999993,0.9999999999999994,0.0,0.0,0.0,0.0
35340.0,0.9999999999910401,1.3812339642160426e-05,0.9999999999999993,0.9999999999999996,0.9999999999999994,0.0,0.0,0.0,0.0
35399.0,0.9999999999913272,1.3830124267308037e-05,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0
35460.0,0.9999999999916497,1.3850004526021538e-05,0.9999999999999996,0.9999999999999997,0.9999999999999996,0.0,0.0,0.0,0.0
35519.0,0.9999999999920327,1.3873771319783169e-05,0.9999999999999996,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0,0.0
35580.0,0.999999999992455,1.3900425093326593e-05,0.9999999999999997,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0,0.0
35640.0,0.9999999999929451,1.393233954708747e-05,0.9999999999999997,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0
35699.0,0.9999999999934783,1.3968686328308856e-05,0.9999999999999998,1.0,0.9999999999999998,0.0,0.0,0.0,0.0
35760.0,0.9999999999940493,1.4009998552514342e-05,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.0
35819.0,0.9999999999946791,1.4059269796524982e-05,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.0
35880.0,0.9999999999953156,1.4114130042059636e-05,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.0
35939.0,0.9999999999959857,1.4179241161376465e-05,0.9999999999999999,1.0,0.9999999999999998,0.0,0.0,0.0,0.0
36000.0,0.9999999999966276,1.425136252246768e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
36059.0,0.9999999999972646,1.4336558282769999e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36120.0,0.9999999999978357,1.4430461412586933e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36180.0,0.9999999999983623,1.4540892196683588e-05,0.9999999999999999,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
36239.0,0.9999999999988041,1.4664136246444493e-05,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0
36300.0,0.9999999999991591,1.480126865697176e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36359.0,0.9999999999994433,1.4961383750096273e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36420.0,0.9999999999996452,1.5135941714755534e-05,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
36479.0,0.9999999999997893,1.533886927717277e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
36540.0,0.9999999999998799,1.5559112655113866e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
36599.0,0.9999999999999369,1.5814134524030883e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
36660.0,0.9999999999999682,1.608987161242584e-05,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
36720.0,0.9999999999999855,1.6407915916184494e-05,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
36779.0,0.9999999999999936,1.6756159024593092e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36840.0,0.9999999999999973,1.7135606450354803e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
36899.0,0.9999999999999991,1.7566817940206753e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36960.0,0.9999999999999997,1.8019655090240383e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37019.0,0.9999999999999999,1.851998597735243e-05,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
37080.0,1.0,1.9027292939672356e-05,0.9999999999999999,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
37139.0,1.0,1.9564542328875518e-05,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
37200.0,1.0,2.008287456287733e-05,0.9999999999999999,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
37260.0,0.9999999999999999,2.0601683061329427e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
37319.0,1.0,2.1079672976501107e-05,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0
37380.0,1.0,2.1504103453397402e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37439.0,1.0,2.188525338399435e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37500.0,1.0,2.219225339755485e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
37559.0,1.0,2.2446074721904243e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
37620.0,0.9999999999999999,2.2635237709719563e-05,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
37679.0,1.0,2.2780484471271703e-05,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
37740.0,1.0,2.2882010163639782e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37800.0,0.9999999999999999,2.2955739587962233e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
37859.0,0.9999999999999999,2.300554112790446e-05,1.0,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
37920.0,0.9999999999999998,2.303860128887604e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
37979.0,0.9999999999999998,2.3061361182169545e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38040.0,0.9999999999999999,2.307592192304904e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
38099.0,0.9999999999999998,2.3085874499957745e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38160.0,0.9999999999999998,2.309226618834604e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38219.0,0.9999999999999997,2.30966871433298e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0
38280.0,0.9999999999999997,2.309962232602235e-05,1.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
38340.0,0.9999999999999997,2.310176408827528e-05,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0
38399.0,0.9999999999999998,2.310330960581122e-05,0.9999999999999999,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
38460.0,0.9999999999999997,2.310447189009421e-05,0.9999999999999998,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
38519.0,0.9999999999999996,2.3105430533869162e-05,0.9999999999999997,0.9999999999999999,1.0,0.0,0.0,0.0,0.0
38580.0,0.9999999999999994,2.3106215090035655e-05,0.9999999999999996,1.0,0.9999999999999999,0.0,0.0,0.0,0.0
38639.0,0.9999999999999993,2.3106940589696433e-05,0.9999999999999996,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0
38700.0,0.9999999999999993,2.3107605739693726e-05,0.9999999999999997,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0
38759.0,0.9999999999999993,2.3108294589628936e-05,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0
