Run,REG_TID,REG_DSEE,MCU_TID,MCU_SEL,MCU_SEFI,SRAM_SEL,SRAM_TID,REG,MCU,SRAM,Payload
991,inf,101750564.74643211,inf,587.9172607964174,496.99450380248453,634.2207758032918,inf,101750564.74643211,496.99450380248453,634.2207758032918,496.99450380248453
992,inf,116052049.14221518,inf,548.1694317216889,561.5571116084784,450.00358220716925,inf,116052049.14221518,548.1694317216889,450.00358220716925,450.00358220716925
993,inf,42918744.768117815,inf,581.1232731786482,527.1933961185346,569.1243930832029,inf,42918744.768117815,527.1933961185346,569.1243930832029,527.1933961185346
994,inf,63414803.45482914,inf,697.1337245369893,689.5529958472717,640.6584453344468,inf,63414803.45482914,689.5529958472717,640.6584453344468,640.6584453344468
995,inf,2139279.1781204636,inf,772.3055877209872,689.6198224599434,329.0638949414332,inf,2139279.1781204636,689.6198224599434,329.0638949414332,329.0638949414332
996,inf,77093702.89537847,inf,612.2700136650017,692.2855218130128,440.90580786932003,inf,77093702.89537847,612.2700136650017,440.90580786932003,440.90580786932003
997,inf,48379762.790805526,inf,869.1178113298712,627.7585932520761,213.27998058269566,inf,48379762.790805526,627.7585932520761,213.27998058269566,213.27998058269566
998,inf,56608751.86309221,inf,463.8677318325238,453.9742472018962,244.55960171398036,inf,56608751.86309221,453.9742472018962,244.55960171398036,244.55960171398036
999,inf,18973260.044949695,inf,465.1862830649883,572.5164194945346,572.1278437080618,inf,18973260.044949695,465.1862830649883,572.1278437080618,465.1862830649883
1000,inf,103089791.11549832,inf,714.5324539176686,373.3747378017015,354.74176534066567,inf,103089791.11549832,373.3747378017015,354.74176534066567,354.74176534066567
1001,inf,80152092.1166323,inf,823.8420484777223,778.01968870495,550.499688330874,inf,80152092.1166323,778.01968870495,550.499688330874,550.499688330874
1002,inf,16866739.310389258,inf,837.2630873093633,453.4258756004804,596.9607071451987,inf,16866739.310389258,453.4258756004804,596.9607071451987,453.4258756004804
1003,inf,110871555.07843095,inf,616.8158800816008,832.2974201854132,542.0644275911594,inf,110871555.07843095,616.8158800816008,542.0644275911594,542.0644275911594
1004,inf,74527775.0317432,inf,907.8370196889629,436.7495858768134,545.8926591104592,inf,74527775.0317432,436.7495858768134,545.8926591104592,436.7495858768134
1005,inf,109615780.61827484,inf,608.6630317949767,587.1858305755638,569.0411640508325,inf,109615780.61827484,587.1858305755638,569.0411640508325,569.0411640508325
1006,inf,47897205.50368365,inf,636.667356276291,652.3223093915642,391.2649400333277,inf,47897205.50368365,636.667356276291,391.2649400333277,391.2649400333277
1007,inf,112194338.88119459,inf,494.731399056047,555.9693388388702,831.4280398462013,inf,112194338.88119459,494.731399056047,831.4280398462013,494.731399056047
1008,inf,69768031.388282,inf,792.8778264367972,546.5301028299676,716.728956323226,inf,69768031.388282,546.5301028299676,716.728956323226,546.5301028299676
1009,inf,32391304.715834316,inf,899.9360217346382,539.4830474582277,622.1283411613153,inf,32391304.715834316,539.4830474582277,622.1283411613153,539.4830474582277
1010,inf,55979826.18626242,inf,784.6397252083441,439.0656357439716,500.9249172767356,inf,55979826.18626242,439.0656357439716,500.9249172767356,439.0656357439716
1011,inf,13530919.140516752,inf,477.55599804507995,657.2144189767016,389.4584927603224,inf,13530919.140516752,477.55599804507995,389.4584927603224,389.4584927603224
1012,inf,10182324.573005654,inf,826.239527488661,672.4508946160743,480.84694939571324,inf,10182324.573005654,672.4508946160743,480.84694939571324,480.84694939571324
1013,inf,120793147.65953451,inf,865.725507187474,812.9210134234864,497.57982848990895,inf,120793147.65953451,812.9210134234864,497.57982848990895,497.57982848990895
1014,inf,33188372.49408649,inf,622.1346393921897,500.94613613890726,656.3163445636136,inf,33188372.49408649,500.94613613890726,656.3163445636136,500.94613613890726
1015,inf,101618510.12253784,inf,732.986487502163,645.2614408310803,518.9720357070836,inf,101618510.12253784,645.2614408310803,518.9720357070836,518.9720357070836
1016,inf,118073233.35728745,inf,639.0252754647868,659.361216875384,459.9597181885187,inf,118073233.35728745,639.0252754647868,459.9597181885187,459.9597181885187
1017,inf,126645584.14003436,inf,825.9480080147449,583.0268859171447,591.637109624793,inf,126645584.14003436,583.0268859171447,591.637109624793,583.0268859171447
1018,inf,34638549.547713205,inf,682.1984252790452,759.6297057048487,610.5428928677051,inf,34638549.547713205,682.1984252790452,610.5428928677051,610.5428928677051
1019,inf,89489916.48667444,inf,752.7583402146677,572.4264598758944,640.4790366998935,inf,89489916.48667444,572.4264598758944,640.4790366998935,572.4264598758944
1020,inf,1060971.2699018025,inf,686.6825166524061,662.9712989987407,481.52793541375075,inf,1060971.2699018025,662.9712989987407,481.52793541375075,481.52793541375075
1021,inf,61708591.89300742,inf,663.8350831102329,608.0029206489659,611.0200466483576,inf,61708591.89300742,608.0029206489659,611.0200466483576,608.0029206489659
1022,inf,123510138.72451012,inf,651.1483974031212,661.9824497618138,613.5656921748883,inf,123510138.72451012,651.1483974031212,613.5656921748883,613.5656921748883
1023,inf,96241815.6304295,inf,915.5344510163317,548.3441759970586,390.9384771047802,inf,96241815.6304295,548.3441759970586,390.9384771047802,390.9384771047802
1024,inf,69910014.43869528,inf,983.501951625206,517.3895651890391,529.3835123993553,inf,69910014.43869528,517.3895651890391,529.3835123993553,517.3895651890391
1025,inf,43338409.56078981,inf,499.89965038227945,261.13404176325196,496.42819392308195,inf,43338409.56078981,261.13404176325196,496.42819392308195,261.13404176325196
1026,inf,124787021.8974978,inf,517.1557002584519,599.2043403168802,540.4901032696565,inf,124787021.8974978,517.1557002584519,540.4901032696565,517.1557002584519
1027,inf,111582671.79138567,inf,686.1942449149963,712.6725614396381,607.1463732203358,inf,111582671.79138567,686.1942449149963,607.1463732203358,607.1463732203358
1028,inf,67900187.3500949,inf,551.7934959029056,480.8149851536366,651.5715067023581,inf,67900187.3500949,480.8149851536366,651.5715067023581,480.8149851536366
1029,inf,65456290.887748085,inf,935.6421170052722,602.1308634856505,330.83254840816676,inf,65456290.887748085,602.1308634856505,330.83254840816676,330.83254840816676
1030,inf,16335320.143915826,inf,682.6386945105372,366.70888392112846,651.9212916743822,inf,16335320.143915826,366.70888392112846,651.9212916743822,366.70888392112846
1031,inf,96495947.97879076,inf,532.2295238229352,644.8595351890356,515.0337731378514,inf,96495947.97879076,532.2295238229352,515.0337731378514,515.0337731378514
1032,inf,112607567.099889,inf,699.5122141175879,672.0899542227213,530.1640613467556,inf,112607567.099889,672.0899542227213,530.1640613467556,530.1640613467556
1033,inf,43152741.62789962,inf,656.5085567459306,586.3139188676295,589.2726645862705,inf,43152741.62789962,586.3139188676295,589.2726645862705,586.3139188676295
1034,inf,83369896.98312221,inf,797.7603234468113,560.252177348929,535.0199494154483,inf,83369896.98312221,560.252177348929,535.0199494154483,535.0199494154483
1035,inf,74545022.38743676,inf,839.6175746601082,507.64582752869177,502.80673824490333,inf,74545022.38743676,507.64582752869177,502.80673824490333,502.80673824490333
1036,inf,56813316.18918732,inf,752.6506452689395,572.1201547245937,571.2982273215783,inf,56813316.18918732,572.1201547245937,571.2982273215783,571.2982273215783
1037,inf,72788073.36581261,inf,651.7252680947025,579.2058069806715,484.4270779581983,inf,72788073.36581261,579.2058069806715,484.4270779581983,484.4270779581983
1038,inf,15218448.176852109,inf,966.7972350634446,517.0913598346356,430.5399532010292,inf,15218448.176852109,517.0913598346356,430.5399532010292,430.5399532010292
1039,inf,79040163.54591504,inf,567.4243668032698,731.4380005514249,564.5531682306895,inf,79040163.54591504,567.4243668032698,564.5531682306895,564.5531682306895
1040,inf,29370435.539326508,inf,820.031608972097,540.7607076687674,558.9564710610061,inf,29370435.539326508,540.7607076687674,558.9564710610061,540.7607076687674
1041,inf,43036047.26866741,inf,870.6687285876756,642.3931391109172,686.9369504550488,inf,43036047.26866741,642.3931391109172,686.9369504550488,642.3931391109172
1042,inf,97033615.4449363,inf,727.9744473268113,397.10828050021416,552.9168705317488,inf,97033615.4449363,397.10828050021416,552.9168705317488,397.10828050021416
1043,inf,81754196.20732282,inf,537.9745808525334,344.9753055284159,380.4611713138799,inf,81754196.20732282,344.9753055284159,380.4611713138799,344.9753055284159
1044,inf,14957067.9670177,inf,985.6150617345237,557.2850652572503,716.9924245770591,inf,14957067.9670177,557.2850652572503,716.9924245770591,557.2850652572503
1045,inf,98038709.97856793,inf,588.3127830248575,703.6851838557922,497.5223372742374,inf,98038709.97856793,588.3127830248575,497.5223372742374,497.5223372742374
1046,inf,31547570.07522068,inf,587.9100292617386,685.067769371581,692.8564316691554,inf,31547570.07522068,587.9100292617386,692.8564316691554,587.9100292617386
1047,inf,89169964.03306928,inf,553.7714795557712,519.779817077566,477.56478677043975,inf,89169964.03306928,519.779817077566,477.56478677043975,477.56478677043975
1048,inf,1825545.5053180924,inf,716.6985552267921,680.4329774089985,508.50617001348724,inf,1825545.5053180924,680.4329774089985,508.50617001348724,508.50617001348724
1049,inf,95628437.69660825,inf,798.7316697248766,654.2028672972385,553.13296222074,inf,95628437.69660825,654.2028672972385,553.13296222074,553.13296222074
1050,inf,29080640.716393575,inf,880.8686734792088,668.1426554110135,408.1888861816569,inf,29080640.716393575,668.1426554110135,408.1888861816569,408.1888861816569
1051,inf,123723878.3839175,inf,700.0340012397603,637.0391440526724,534.7866503902243,inf,123723878.3839175,637.0391440526724,534.7866503902243,534.7866503902243
1052,inf,42841310.754287824,inf,673.3480693761715,653.0266530834901,522.565415037179,inf,42841310.754287824,653.0266530834901,522.565415037179,522.565415037179
1053,inf,68231038.47631444,inf,528.8884750765127,506.6407073808831,634.8060865421257,inf,68231038.47631444,506.6407073808831,634.8060865421257,506.6407073808831
1054,inf,53896411.29538472,inf,900.9268479039733,633.5237507202711,270.17585693241017,inf,53896411.29538472,633.5237507202711,270.17585693241017,270.17585693241017
1055,inf,67037742.71418022,inf,676.6038472783054,592.2389334514203,648.3783895907698,inf,67037742.71418022,592.2389334514203,648.3783895907698,592.2389334514203
1056,inf,40305162.45616138,inf,379.5604308680113,731.4892105874331,337.4563404930258,inf,40305162.45616138,379.5604308680113,337.4563404930258,337.4563404930258
1057,inf,72590221.48695922,inf,880.746715343855,581.6246763548975,576.9223595969047,inf,72590221.48695922,581.6246763548975,576.9223595969047,576.9223595969047
1058,inf,101248819.87274724,inf,790.2587140627705,140.11398080448797,541.8079687176235,inf,101248819.87274724,140.11398080448797,541.8079687176235,140.11398080448797
1059,inf,56808535.73073111,inf,667.8471682072119,634.3011910634827,598.4970218686869,inf,56808535.73073111,634.3011910634827,598.4970218686869,598.4970218686869
1060,inf,70223543.29838544,inf,913.4087204153395,588.2585281219991,666.6036320279549,inf,70223543.29838544,588.2585281219991,666.6036320279549,588.2585281219991
1061,inf,33881419.7519597,inf,533.3789460339576,649.0810749626086,491.2755867490617,inf,33881419.7519597,533.3789460339576,491.2755867490617,491.2755867490617
1062,inf,45859059.346359156,inf,737.9435519880649,730.785257569406,591.0374147103933,inf,45859059.346359156,730.785257569406,591.0374147103933,591.0374147103933
1063,inf,33503178.450182095,inf,951.0010527962179,374.206206449935,672.2304045594122,inf,33503178.450182095,374.206206449935,672.2304045594122,374.206206449935
1064,inf,27945859.552479148,inf,854.7422293844925,664.2317652815227,401.1984439480913,inf,27945859.552479148,664.2317652815227,401.1984439480913,401.1984439480913
1065,inf,15015624.308375718,inf,362.3271646151204,583.3145477222495,405.89596633452766,inf,15015624.308375718,362.3271646151204,405.89596633452766,362.3271646151204
1066,inf,112139461.90853572,inf,545.0770812230312,526.7812309167193,640.8232147742524,inf,112139461.90853572,526.7812309167193,640.8232147742524,526.7812309167193
1067,inf,20333016.999263167,inf,627.4869749877219,554.3078921617598,663.1098238709235,inf,20333016.999263167,554.3078921617598,663.1098238709235,554.3078921617598
1068,inf,44475913.25759786,inf,927.5007292983056,457.59149996131544,216.0497835341707,inf,44475913.25759786,457.59149996131544,216.0497835341707,216.0497835341707
1069,inf,13783768.361754285,inf,672.6536745044544,522.0887664747794,26.617683124511675,inf,13783768.361754285,522.0887664747794,26.617683124511675,26.617683124511675
1070,inf,97135238.377633,inf,693.2019876128361,476.3680252547145,543.6311008155379,inf,97135238.377633,476.3680252547145,543.6311008155379,476.3680252547145
1071,inf,69413446.8005413,inf,772.0645136933867,652.5222225760933,511.605800803681,inf,69413446.8005413,652.5222225760933,511.605800803681,511.605800803681
1072,inf,8088473.579166749,inf,782.4660233749906,365.4650534158175,605.8306322932235,inf,8088473.579166749,365.4650534158175,605.8306322932235,365.4650534158175
1073,inf,488334.1083470115,inf,606.5857628897842,602.7989018113778,528.9340855089829,inf,488334.1083470115,602.7989018113778,528.9340855089829,528.9340855089829
1074,inf,124059119.97491913,inf,812.2057676818825,546.9939462852127,604.6560179208099,inf,124059119.97491913,546.9939462852127,604.6560179208099,546.9939462852127
1075,inf,32684580.63187053,inf,881.7962161698756,482.7334436370057,315.8877243286272,inf,32684580.63187053,482.7334436370057,315.8877243286272,315.8877243286272
1076,inf,70237692.74318536,inf,527.79367583221,531.9367057173175,464.87732321325404,inf,70237692.74318536,527.79367583221,464.87732321325404,464.87732321325404
1077,inf,77102790.14659883,inf,827.5880068478033,692.9576746908272,452.7034799071199,inf,77102790.14659883,692.9576746908272,452.7034799071199,452.7034799071199
1078,inf,109632777.05124922,inf,497.06262944724085,601.9921412094623,581.1999104461809,inf,109632777.05124922,497.06262944724085,581.1999104461809,497.06262944724085
1079,inf,93966978.86672063,inf,659.9647803625921,574.4582208971278,441.16105196262237,inf,93966978.86672063,574.4582208971278,441.16105196262237,441.16105196262237
1080,inf,37364165.94472572,inf,664.543634742267,571.6440644722418,733.7947928938537,inf,37364165.94472572,571.6440644722418,733.7947928938537,571.6440644722418
1081,inf,13562246.565521494,inf,943.833460779606,508.2588148464311,320.87895115303667,inf,13562246.565521494,508.2588148464311,320.87895115303667,320.87895115303667
1082,inf,119075171.76047505,inf,819.2946793478488,372.687535876955,611.2857327728291,inf,119075171.76047505,372.687535876955,611.2857327728291,372.687535876955
1083,inf,69037339.28859347,inf,467.66454007553574,477.65688939609265,385.5049413335163,inf,69037339.28859347,467.66454007553574,385.5049413335163,385.5049413335163
1084,inf,42450355.486280754,inf,510.83769869147244,500.16513767136684,466.41051730040795,inf,42450355.486280754,500.16513767136684,466.41051730040795,466.41051730040795
1085,inf,113108295.64755379,inf,947.0673091793444,552.8566074727955,358.7130913501913,inf,113108295.64755379,552.8566074727955,358.7130913501913,358.7130913501913
1086,inf,82800745.381313,inf,880.6957010622302,564.9038136611584,493.1818392883972,inf,82800745.381313,564.9038136611584,493.1818392883972,493.1818392883972
1087,inf,5317228.740112746,inf,897.9304200777772,643.0707333427742,607.4318554243795,inf,5317228.740112746,643.0707333427742,607.4318554243795,607.4318554243795
1088,inf,106500385.8802583,inf,730.3631875186975,653.9198974118721,518.2239723461051,inf,106500385.8802583,653.9198974118721,518.2239723461051,518.2239723461051
1089,inf,73092309.74944915,inf,673.1700374519536,499.0681313761414,473.54202215892536,inf,73092309.74944915,499.0681313761414,473.54202215892536,473.54202215892536
1090,inf,32800666.105997056,inf,444.17502778604705,559.6190479279044,557.4673652377834,inf,32800666.105997056,444.17502778604705,557.4673652377834,444.17502778604705
1091,inf,35185106.21678434,inf,701.1231660820162,831.9188458387157,667.0416010620501,inf,35185106.21678434,701.1231660820162,667.0416010620501,667.0416010620501
1092,inf,86085514.93122071,inf,499.2616911388716,633.2835471676419,543.8814722293816,inf,86085514.93122071,499.2616911388716,543.8814722293816,499.2616911388716
1093,inf,35314225.050868854,inf,368.09142463109464,685.4176647514739,115.49054142722002,inf,35314225.050868854,368.09142463109464,115.49054142722002,115.49054142722002
1094,inf,1861976.7380818506,inf,772.6727433596632,625.5821654736963,658.832152668768,inf,1861976.7380818506,625.5821654736963,658.832152668768,625.5821654736963
1095,inf,103127684.66559827,inf,734.3262469519407,581.4139409388101,438.5391291292235,inf,103127684.66559827,581.4139409388101,438.5391291292235,438.5391291292235
1096,inf,78401494.50243427,inf,993.5920065042047,719.6367849856214,631.2715469787797,inf,78401494.50243427,719.6367849856214,631.2715469787797,631.2715469787797
1097,inf,91561418.77586481,inf,548.2514143489562,501.4866245733105,537.5728881558066,inf,91561418.77586481,501.4866245733105,537.5728881558066,501.4866245733105
1098,inf,37529066.06657011,inf,688.5609884272761,729.6749567659605,571.2493532068617,inf,37529066.06657011,688.5609884272761,571.2493532068617,571.2493532068617
1099,inf,81973416.77928907,inf,680.029551499775,524.9295311419112,711.0469632403881,inf,81973416.77928907,524.9295311419112,711.0469632403881,524.9295311419112
1100,inf,78309024.67274696,inf,916.4559232958657,671.0073412293245,522.8650107727593,inf,78309024.67274696,671.0073412293245,522.8650107727593,522.8650107727593
1101,inf,78963511.29246101,inf,601.636609488006,569.4637559670516,488.84519686274905,inf,78963511.29246101,569.4637559670516,488.84519686274905,488.84519686274905
1102,inf,88284883.54861107,inf,732.980648380301,384.33632056772024,672.2273831020167,inf,88284883.54861107,384.33632056772024,672.2273831020167,384.33632056772024
1103,inf,44962156.62206459,inf,798.4608499415149,603.2515179579246,324.6487123373002,inf,44962156.62206459,603.2515179579246,324.6487123373002,324.6487123373002
1104,inf,71606045.68119715,inf,728.1607918766922,580.9529564344537,551.1987653926208,inf,71606045.68119715,580.9529564344537,551.1987653926208,551.1987653926208
1105,inf,126259385.86708193,inf,612.8366417493658,575.9707698300566,593.1664220774954,inf,126259385.86708193,575.9707698300566,593.1664220774954,575.9707698300566
1106,inf,3418265.6286371807,inf,315.40402765012476,584.2738943471284,346.62526500908285,inf,3418265.6286371807,315.40402765012476,346.62526500908285,315.40402765012476
1107,inf,111743225.07397147,inf,772.6875370464805,740.6584700699447,414.92133588062467,inf,111743225.07397147,740.6584700699447,414.92133588062467,414.92133588062467
1108,inf,32391889.823262237,inf,883.8742524515915,683.6539851520354,500.5741471081413,inf,32391889.823262237,683.6539851520354,500.5741471081413,500.5741471081413
1109,inf,126199514.55255269,inf,779.4726689642087,476.04146696768487,503.82571096311494,inf,126199514.55255269,476.04146696768487,503.82571096311494,476.04146696768487
1110,inf,43136328.2564875,inf,912.7558129740174,465.7556277941454,505.8099525539114,inf,43136328.2564875,465.7556277941454,505.8099525539114,465.7556277941454
1111,inf,20565681.433105707,inf,794.8803963194619,630.1721438578337,479.4820797668044,inf,20565681.433105707,630.1721438578337,479.4820797668044,479.4820797668044
1112,inf,118450809.82221507,inf,588.9778825367384,470.531505792465,571.6101832023088,inf,118450809.82221507,470.531505792465,571.6101832023088,470.531505792465
1113,inf,40474338.022705525,inf,623.7227855893957,619.270709998207,673.2324494981345,inf,40474338.022705525,619.270709998207,673.2324494981345,619.270709998207
1114,inf,21080679.594305538,inf,422.41429305680913,540.7567109493107,394.7280606403036,inf,21080679.594305538,422.41429305680913,394.7280606403036,394.7280606403036
1115,inf,107853140.34699208,inf,516.4901337166019,556.081617845901,394.15358218620764,inf,107853140.34699208,516.4901337166019,394.15358218620764,394.15358218620764
1116,inf,99665568.284604,inf,718.1951562016947,662.208234049463,528.1793970929476,inf,99665568.284604,662.208234049463,528.1793970929476,528.1793970929476
1117,inf,17773779.465731896,inf,814.0152044001101,591.1247471213582,526.2651024216004,inf,17773779.465731896,591.1247471213582,526.2651024216004,526.2651024216004
1118,inf,25446158.56339405,inf,560.7930329906362,517.7013457503384,441.5148358230246,inf,25446158.56339405,517.7013457503384,441.5148358230246,441.5148358230246
1119,inf,44009075.5388066,inf,628.6883625900465,598.2986628556102,637.5260160365859,inf,44009075.5388066,598.2986628556102,637.5260160365859,598.2986628556102
1120,inf,99182368.38584213,inf,682.0899096349877,866.7833126409031,638.3254955664684,inf,99182368.38584213,682.0899096349877,638.3254955664684,638.3254955664684
1121,inf,29762499.772491597,inf,885.5500136277303,749.1615491444701,638.5814152469159,inf,29762499.772491597,749.1615491444701,638.5814152469159,638.5814152469159
1122,inf,74912861.38453922,inf,774.6422759495333,464.2491711585214,549.4570417941025,inf,74912861.38453922,464.2491711585214,549.4570417941025,464.2491711585214
1123,inf,4181692.3242823365,inf,992.5977681897054,517.5997691326338,601.1795836217359,inf,4181692.3242823365,517.5997691326338,601.1795836217359,517.5997691326338
1124,inf,44102159.605972484,inf,1012.2522274309493,719.9959978961961,745.6116914555685,inf,44102159.605972484,719.9959978961961,745.6116914555685,719.9959978961961
1125,inf,73627415.4508136,inf,597.9127903010146,441.5917542877257,652.1993430474693,inf,73627415.4508136,441.5917542877257,652.1993430474693,441.5917542877257
1126,inf,68466853.13517854,inf,682.3761134263714,552.6895419445026,274.83075140991883,inf,68466853.13517854,552.6895419445026,274.83075140991883,274.83075140991883
1127,inf,15976354.925024003,inf,804.4649644496232,652.2154153393907,381.26401192000594,inf,15976354.925024003,652.2154153393907,381.26401192000594,381.26401192000594
1128,inf,21609870.11220628,inf,761.9752646272349,554.9383662136171,590.0991943591118,inf,21609870.11220628,554.9383662136171,590.0991943591118,554.9383662136171
1129,inf,104432183.88362677,inf,978.5491543850691,669.144630886678,603.946977045216,inf,104432183.88362677,669.144630886678,603.946977045216,603.946977045216
1130,inf,99655499.28299654,inf,834.9654702200808,664.9335401607308,582.9651019203778,inf,99655499.28299654,664.9335401607308,582.9651019203778,582.9651019203778
1131,inf,22175842.513904013,inf,744.7216462687309,720.418587881909,702.434251054513,inf,22175842.513904013,720.418587881909,702.434251054513,702.434251054513
1132,inf,4682427.465127077,inf,822.639646073391,592.3961192187827,665.7797866735299,inf,4682427.465127077,592.3961192187827,665.7797866735299,592.3961192187827
1133,inf,68049236.70798218,inf,766.4592457783532,598.5477100771932,509.1687648459543,inf,68049236.70798218,598.5477100771932,509.1687648459543,509.1687648459543
1134,inf,102380128.4489601,inf,867.3120437992036,436.9160573218338,29.346943651165024,inf,102380128.4489601,436.9160573218338,29.346943651165024,29.346943651165024
1135,inf,16651318.167515293,inf,814.4505054885802,399.10736103472567,659.5557662666363,inf,16651318.167515293,399.10736103472567,659.5557662666363,399.10736103472567
1136,inf,58883596.55688421,inf,643.577102904987,547.7368473176324,523.3813555445091,inf,58883596.55688421,547.7368473176324,523.3813555445091,523.3813555445091
1137,inf,16767154.83788284,inf,834.7820126138955,570.6166041299241,17.718347193118866,inf,16767154.83788284,570.6166041299241,17.718347193118866,17.718347193118866
1138,inf,120892786.5697856,inf,565.2422953949746,761.8379390860327,608.6921178733622,inf,120892786.5697856,565.2422953949746,608.6921178733622,565.2422953949746
1139,inf,104752190.92194591,inf,678.8382842611092,699.7094251161611,430.61913797989325,inf,104752190.92194591,678.8382842611092,430.61913797989325,430.61913797989325
1140,inf,5012425.758780886,inf,1011.5663775423222,450.13497121257296,651.3761361402688,inf,5012425.758780886,450.13497121257296,651.3761361402688,450.13497121257296
1141,inf,103414975.43161438,inf,897.2257397743526,306.8498456233243,655.1428880512489,inf,103414975.43161438,306.8498456233243,655.1428880512489,306.8498456233243
1142,inf,96698327.85956112,inf,875.5151644367654,655.3247957931442,523.8315484629132,inf,96698327.85956112,655.3247957931442,523.8315484629132,523.8315484629132
1143,inf,123515022.69184288,inf,739.3124580451561,715.4918239559161,476.527378225469,inf,123515022.69184288,715.4918239559161,476.527378225469,476.527378225469
1144,inf,89612089.82936205,inf,788.0983258718544,529.2931149879171,488.2192541054918,inf,89612089.82936205,529.2931149879171,488.2192541054918,488.2192541054918
1145,inf,12197812.37851815,inf,775.1734896947614,736.028209261566,606.0604978075555,inf,12197812.37851815,736.028209261566,606.0604978075555,606.0604978075555
1146,inf,89492521.75897914,inf,789.6708873989517,515.7432452532397,424.9595880347025,inf,89492521.75897914,515.7432452532397,424.9595880347025,424.9595880347025
1147,inf,84355794.33036046,inf,671.3809070438009,450.2972248947134,510.6314672159058,inf,84355794.33036046,450.2972248947134,510.6314672159058,450.2972248947134
1148,inf,68182912.01091382,inf,428.2919920487351,357.78395016630304,653.6677810513141,inf,68182912.01091382,357.78395016630304,653.6677810513141,357.78395016630304
1149,inf,36911881.86202002,inf,789.4412278118239,413.21815291880887,469.2939506278541,inf,36911881.86202002,413.21815291880887,469.2939506278541,413.21815291880887
1150,inf,20887698.18018203,inf,546.2821148339717,658.3902842949637,561.4837488059484,inf,20887698.18018203,546.2821148339717,561.4837488059484,546.2821148339717
1151,inf,112464922.5384684,inf,615.1800923874758,757.2346713484615,572.8711909123406,inf,112464922.5384684,615.1800923874758,572.8711909123406,572.8711909123406
1152,inf,116154430.4661241,inf,910.2445524491665,568.9862789306425,493.6831874417387,inf,116154430.4661241,568.9862789306425,493.6831874417387,493.6831874417387
1153,inf,8166847.90382427,inf,699.8045480299355,562.8145918742133,586.8168908650035,inf,8166847.90382427,562.8145918742133,586.8168908650035,562.8145918742133
1154,inf,69631879.84777585,inf,698.9557804371868,750.8598469639746,447.6134966754324,inf,69631879.84777585,698.9557804371868,447.6134966754324,447.6134966754324
1155,inf,116374776.71494609,inf,758.303071749155,670.844863120563,54.94783638593589,inf,116374776.71494609,670.844863120563,54.94783638593589,54.94783638593589
1156,inf,54533700.603420004,inf,638.9711107907733,611.1053908309208,481.2530701872147,inf,54533700.603420004,611.1053908309208,481.2530701872147,481.2530701872147
1157,inf,118017910.57201268,inf,684.4127608879546,615.0091251857185,728.1122691782725,inf,118017910.57201268,615.0091251857185,728.1122691782725,615.0091251857185
1158,inf,79838024.85213949,inf,965.6988087131759,506.6431968891546,587.1920437001387,inf,79838024.85213949,506.6431968891546,587.1920437001387,506.6431968891546
1159,inf,37814251.94136124,inf,891.5778591522933,557.6640044130102,406.176866686854,inf,37814251.94136124,557.6640044130102,406.176866686854,406.176866686854
1160,inf,108196756.60783876,inf,797.7059011347258,671.5868101924659,78.84114461908436,inf,108196756.60783876,671.5868101924659,78.84114461908436,78.84114461908436
1161,inf,90733812.497584,inf,913.6595072743587,460.04650514953886,631.097306982476,inf,90733812.497584,460.04650514953886,631.097306982476,460.04650514953886
1162,inf,23272637.27673986,inf,624.2307630240817,756.0270718949255,584.2781510591794,inf,23272637.27673986,624.2307630240817,584.2781510591794,584.2781510591794
1163,inf,19235396.36688712,inf,473.93183862116,612.9385849623549,447.0845810924467,inf,19235396.36688712,473.93183862116,447.0845810924467,447.0845810924467
1164,inf,1432999.2445133284,inf,620.3511355297395,551.7293492806087,451.29922607041925,inf,1432999.2445133284,551.7293492806087,451.29922607041925,451.29922607041925
1165,inf,52820581.384874776,inf,808.2629711388978,517.4091536561357,448.4385694336603,inf,52820581.384874776,517.4091536561357,448.4385694336603,448.4385694336603
1166,inf,112603260.57902284,inf,750.1956364920494,686.2857710241667,214.22763524156886,inf,112603260.57902284,686.2857710241667,214.22763524156886,214.22763524156886
1167,inf,91855315.64862642,inf,991.0856139570003,327.17538527231756,426.6988876946788,inf,91855315.64862642,327.17538527231756,426.6988876946788,327.17538527231756
1168,inf,56965526.83263526,inf,1079.445717480853,713.7842248995871,603.8705627965147,inf,56965526.83263526,713.7842248995871,603.8705627965147,603.8705627965147
1169,inf,105285232.0873785,inf,365.5207260872235,556.8448488939247,670.6376453298354,inf,105285232.0873785,365.5207260872235,670.6376453298354,365.5207260872235
1170,inf,70192613.93501063,inf,646.1932383513798,639.6170003109168,623.3626680508094,inf,70192613.93501063,639.6170003109168,623.3626680508094,623.3626680508094
1171,inf,103115346.10730356,inf,1086.6841821767318,684.6507221783302,445.3060843712201,inf,103115346.10730356,684.6507221783302,445.3060843712201,445.3060843712201
1172,inf,17642929.122877453,inf,741.8777853957919,566.1067144412754,580.9966523194347,inf,17642929.122877453,566.1067144412754,580.9966523194347,566.1067144412754
1173,inf,87811409.01559168,inf,480.46785988188765,862.5701457252676,319.09989567950873,inf,87811409.01559168,480.46785988188765,319.09989567950873,319.09989567950873
1174,inf,55485326.472522065,inf,729.6812152485961,512.8183939201989,638.1345367075322,inf,55485326.472522065,512.8183939201989,638.1345367075322,512.8183939201989
