Time (s),REG_TID,REG_DSEE,MCU_TID,MCU_SEL,MCU_SEFI,SRAM_SEL,SRAM_TID,REG,MCU,SRAM,Payload
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59.0,0.9832229805498316,0.9832229835384245,0.9832229805498317,0.9850566428609812,0.9884074143157876,0.992903042172139,0.9832229805498317,0.9832229835384245,0.9902507453399242,0.992903042172139,1.0
120.0,0.9728432295403833,0.9728432341456732,0.9728432295403833,0.9757977557082468,0.9812050001984202,0.9884760517085622,0.9728432295403833,0.9728432341456732,0.9841849210747717,0.9884760517085622,1.0
179.0,0.9576285955667377,0.9576286021031879,0.9576285955667376,0.962207434328156,0.970605702860353,0.9819348235094968,0.957628595566738,0.9576286021031879,0.9752465908151247,0.9819348235094968,1.0
240.0,0.934558707404573,0.9345587161817549,0.9345587074045729,0.9415571155220883,0.9544361639846273,0.9718956001081182,0.9345587074045729,0.9345587161817549,0.9615834236963584,0.9718956001081182,1.0
299.0,0.8939466731316813,0.893946684727388,0.8939466731316813,0.905071704738526,0.9256716917151383,0.9538569511342404,0.8939466731316815,0.893946684727388,0.9371915363964948,0.9538569511342404,1.0
360.0,0.8244155750336764,0.8244155897940664,0.8244155750336764,0.8421846427163446,0.8754702420740825,0.9218147685097839,0.8244155750336764,0.8244155897940664,0.8943397181692437,0.9218147685097839,1.0
419.0,0.7005723794163197,0.7005723972752922,0.7005723794163196,0.7286962275777835,0.7826586795491738,0.8605717467287634,0.7005723794163199,0.7005723972752922,0.8140778084109648,0.8605717467287634,1.0
480.0,0.5163730804268767,0.516373099402744,0.5163730804268767,0.555601135311642,0.6344271731415203,0.7564535592270555,0.5163730804268767,0.516373099402744,0.6826236127154192,0.7564535592270555,1.0
540.0,0.2881818987728927,0.2881819145428387,0.2881818987728927,0.33085404153855125,0.42469917333423224,0.5910381487764427,0.2881818987728927,0.2881819145428387,0.4875859258823426,0.5910381487764427,1.0
599.0,0.10625762731496347,0.10625763602273075,0.10625762731496347,0.1363380558460876,0.21378428143612982,0.38737119684476096,0.10625762731496347,0.10625763602273075,0.27430438678118607,0.38737119684476096,1.0
660.0,0.0219171661850871,0.021917168868000103,0.0219171661850871,0.03354245631307484,0.07217810218744092,0.19841222464779595,0.0219171661850871,0.021917168868000103,0.1104627678112059,0.19841222464779595,1.0
719.0,0.0019385672616790695,0.0019385676181746803,0.0019385672616790695,0.003891663574047244,0.013615025358372335,0.07092640122041605,0.0019385672616789584,0.0019385676181746803,0.0273320917433717,0.07092640122041605,1.0
780.0,7.640442191614305e-05,7.640444242185129e-05,7.640442191614305e-05,0.0002203849087372145,0.001473470931002363,0.017976843898932393,7.640442191614305e-05,7.640444242185129e-05,0.0042501565814219155,0.017976843898932393,1.0
839.0,1.0164021074787755e-06,1.0164025019410161e-06,1.0164021074787755e-06,4.76174876218316e-06,7.559369640275371e-05,0.0028699800999077985,1.0164021074787755e-06,1.0164025019410161e-06,0.00035414939386446687,0.0028699800999077985,1.0
900.0,6.1101526060980405e-09,6.110155936767114e-09,6.110152495075738e-09,5.087592880315128e-08,2.247153088719145e-06,0.0003265568955640452,6.1101526060980405e-09,6.110155936767114e-09,1.8710825955170485e-05,0.0003265568955640452,1.0
959.0,1.2485790179539435e-11,1.2485790179539435e-11,1.2485790179539435e-11,2.0881507634129548e-10,3.182825425440683e-08,2.3455918861547964e-05,1.2485790179539435e-11,1.2485790179539435e-11,5.323054250716552e-07,2.3455918861547964e-05,1.0
1020.0,1.4099832412739488e-14,1.4099832412739488e-14,1.4210854715202004e-14,5.10480546722647e-13,3.0169944320590503e-10,1.3119152988405602e-06,1.4210854715202004e-14,1.4099832412739488e-14,1.0835318420276963e-08,1.3119152988405602e-06,1.0
1080.0,0.0,0.0,0.0,4.440892098500626e-16,1.4921397450962104e-12,4.896557626032916e-08,0.0,0.0,1.281755812598817e-10,4.896557626032916e-08,1.0
1139.0,0.0,0.0,0.0,0.0,5.440092820663267e-15,1.4889676158702514e-09,-1.1102230246251565e-16,0.0,1.1536327448880002e-12,1.4889676158702514e-09,1.0
1200.0,-2.220446049250313e-16,0.0,-2.220446049250313e-16,0.0,0.0,3.849109919684679e-11,-3.3306690738754696e-16,0.0,8.215650382226158e-15,3.849109919684679e-11,1.0
1259.0,0.0,0.0,0.0,0.0,0.0,7.274181257344026e-13,0.0,0.0,0.0,7.274181257344026e-13,1.0
1320.0,0.0,0.0,0.0,0.0,0.0,1.354472090042691e-14,0.0,0.0,0.0,1.354472090042691e-14,1.0
