  3.2275E-02,  6.5492E+00,  7.4217E+05,  3.2834E+05,  1.4526E+05,  3.7458E+04,  9.6591E+03,  2.4001E+03,  5.9640E+02,  1.6139E+02,  4.1478E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0728E-02,  6.4644E+00,  8.7741E+05,  3.9970E+05,  1.8208E+05,  4.6629E+04,  1.1942E+04,  3.0144E+03,  7.6093E+02,  2.1093E+02,  5.3359E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.9279E-02,  6.3847E+00,  1.0009E+06,  4.5970E+05,  2.1113E+05,  5.3907E+04,  1.3763E+04,  3.5259E+03,  9.0325E+02,  2.4394E+02,  5.7383E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.7922E-02,  6.3122E+00,  1.1905E+06,  5.3797E+05,  2.4309E+05,  6.3149E+04,  1.6404E+04,  4.0930E+03,  1.0212E+03,  2.7636E+02,  6.5181E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.6649E-02,  6.2442E+00,  1.4080E+06,  6.3819E+05,  2.8926E+05,  7.4965E+04,  1.9428E+04,  5.0070E+03,  1.2904E+03,  3.4822E+02,  8.0554E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.5454E-02,  6.1798E+00,  1.6348E+06,  7.4758E+05,  3.4188E+05,  9.0455E+04,  2.3933E+04,  6.2904E+03,  1.6533E+03,  4.4449E+02,  1.0162E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.4331E-02,  6.1223E+00,  1.7995E+06,  8.2176E+05,  3.7527E+05,  1.0335E+05,  2.8464E+04,  7.4689E+03,  1.9598E+03,  5.4507E+02,  1.2349E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3275E-02,  6.0684E+00,  2.0805E+06,  9.4897E+05,  4.3285E+05,  1.2085E+05,  3.3740E+04,  8.7762E+03,  2.2828E+03,  6.5076E+02,  1.5607E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2282E-02,  6.0180E+00,  2.4459E+06,  1.1342E+06,  5.2598E+05,  1.4274E+05,  3.8738E+04,  1.0213E+04,  2.6927E+03,  7.7536E+02,  1.9597E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1346E-02,  5.9704E+00,  2.6999E+06,  1.2662E+06,  5.9387E+05,  1.6014E+05,  4.3183E+04,  1.1666E+04,  3.1516E+03,  9.0748E+02,  2.1849E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0465E-02,  5.9280E+00,  2.8429E+06,  1.3635E+06,  6.5400E+05,  1.7341E+05,  4.5981E+04,  1.2885E+04,  3.6108E+03,  1.0278E+03,  2.3233E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9633E-02,  5.8885E+00,  3.0170E+06,  1.4807E+06,  7.2669E+05,  1.9081E+05,  5.0103E+04,  1.4426E+04,  4.1535E+03,  1.1606E+03,  2.5806E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8847E-02,  5.8517E+00,  3.2687E+06,  1.6207E+06,  8.0360E+05,  2.1355E+05,  5.6748E+04,  1.6709E+04,  4.9196E+03,  1.3443E+03,  3.0874E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8105E-02,  5.8171E+00,  3.6349E+06,  1.7903E+06,  8.8182E+05,  2.3677E+05,  6.3574E+04,  1.9149E+04,  5.7679E+03,  1.5624E+03,  3.6504E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.7404E-02,  5.7849E+00,  3.9543E+06,  1.9348E+06,  9.4667E+05,  2.5848E+05,  7.0575E+04,  2.1459E+04,  6.5247E+03,  1.7714E+03,  4.2336E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6740E-02,  5.7565E+00,  4.2128E+06,  2.0494E+06,  9.9701E+05,  2.7786E+05,  7.7435E+04,  2.3460E+04,  7.1078E+03,  1.9455E+03,  4.6277E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6112E-02,  5.7301E+00,  4.4737E+06,  2.1636E+06,  1.0464E+06,  2.9799E+05,  8.4863E+04,  2.5560E+04,  7.6984E+03,  2.1302E+03,  5.0215E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.5516E-02,  5.7058E+00,  4.7309E+06,  2.2775E+06,  1.0964E+06,  3.2070E+05,  9.3810E+04,  2.7876E+04,  8.2834E+03,  2.3177E+03,  5.3925E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.4952E-02,  5.6832E+00,  4.9496E+06,  2.3763E+06,  1.1409E+06,  3.3679E+05,  9.9420E+04,  2.9630E+04,  8.8306E+03,  2.5013E+03,  5.8661E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.4416E-02,  5.6622E+00,  5.1522E+06,  2.4885E+06,  1.2019E+06,  3.5490E+05,  1.0479E+05,  3.1318E+04,  9.3594E+03,  2.6831E+03,  6.3565E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.3907E-02,  5.6426E+00,  5.3593E+06,  2.6009E+06,  1.2622E+06,  3.7292E+05,  1.1018E+05,  3.2996E+04,  9.8816E+03,  2.8648E+03,  6.9512E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.3424E-02,  5.6256E+00,  5.5632E+06,  2.7083E+06,  1.3185E+06,  3.8981E+05,  1.1525E+05,  3.4734E+04,  1.0469E+04,  3.0519E+03,  7.6080E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.2964E-02,  5.6101E+00,  5.7599E+06,  2.8118E+06,  1.3726E+06,  4.0610E+05,  1.2014E+05,  3.6626E+04,  1.1166E+04,  3.2537E+03,  8.2480E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.2527E-02,  5.5960E+00,  5.9521E+06,  2.9097E+06,  1.4224E+06,  4.2178E+05,  1.2506E+05,  3.8444E+04,  1.1818E+04,  3.4491E+03,  8.8543E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.2111E-02,  5.5832E+00,  6.1447E+06,  3.0175E+06,  1.4818E+06,  4.3949E+05,  1.3035E+05,  4.0325E+04,  1.2475E+04,  3.6620E+03,  9.4140E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.1714E-02,  5.5717E+00,  6.3289E+06,  3.1319E+06,  1.5498E+06,  4.6262E+05,  1.3809E+05,  4.2569E+04,  1.3122E+04,  3.8726E+03,  9.9733E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.1337E-02,  5.5612E+00,  6.5048E+06,  3.2425E+06,  1.6163E+06,  4.8611E+05,  1.4620E+05,  4.4851E+04,  1.3760E+04,  4.0803E+03,  1.0531E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.0976E-02,  5.5517E+00,  6.6731E+06,  3.3495E+06,  1.6813E+06,  5.0915E+05,  1.5419E+05,  4.7098E+04,  1.4386E+04,  4.2852E+03,  1.1112E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.0632E-02,  5.5428E+00,  6.8366E+06,  3.4545E+06,  1.7455E+06,  5.3204E+05,  1.6217E+05,  4.9349E+04,  1.5017E+04,  4.4903E+03,  1.1893E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.0304E-02,  5.5358E+00,  6.9819E+06,  3.5499E+06,  1.8049E+06,  5.5307E+05,  1.6948E+05,  5.1585E+04,  1.5701E+04,  4.6973E+03,  1.2656E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  9.9904E-03,  5.5297E+00,  7.1176E+06,  3.6402E+06,  1.8618E+06,  5.7319E+05,  1.7647E+05,  5.3735E+04,  1.6362E+04,  4.9180E+03,  1.3418E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  9.6906E-03,  5.5248E+00,  7.2405E+06,  3.7237E+06,  1.9151E+06,  5.9195E+05,  1.8297E+05,  5.5749E+04,  1.6986E+04,  5.1285E+03,  1.4165E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  9.4039E-03,  5.5204E+00,  7.3576E+06,  3.8041E+06,  1.9668E+06,  6.1015E+05,  1.8929E+05,  5.7712E+04,  1.7596E+04,  5.3352E+03,  1.4915E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  9.1295E-03,  5.5168E+00,  7.4651E+06,  3.8791E+06,  2.0157E+06,  6.2731E+05,  1.9522E+05,  5.9569E+04,  1.8177E+04,  5.5330E+03,  1.5652E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  8.8669E-03,  5.5139E+00,  7.5632E+06,  3.9489E+06,  2.0618E+06,  6.4337E+05,  2.0076E+05,  6.1315E+04,  1.8727E+04,  5.7216E+03,  1.6373E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  8.6153E-03,  5.5117E+00,  7.6524E+06,  4.0136E+06,  2.1051E+06,  6.5833E+05,  2.0589E+05,  6.2947E+04,  1.9245E+04,  5.9005E+03,  1.7075E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  8.3742E-03,  5.5102E+00,  7.7330E+06,  4.0732E+06,  2.1455E+06,  6.7219E+05,  2.1060E+05,  6.4463E+04,  1.9731E+04,  6.0695E+03,  1.7755E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  8.1430E-03,  5.5093E+00,  7.8054E+06,  4.1279E+06,  2.1831E+06,  6.8496E+05,  2.1491E+05,  6.5864E+04,  2.0185E+04,  6.2285E+03,  1.8410E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  7.9213E-03,  5.5089E+00,  7.8701E+06,  4.1780E+06,  2.2180E+06,  6.9670E+05,  2.1884E+05,  6.7156E+04,  2.0608E+04,  6.3779E+03,  1.9039E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  7.7085E-03,  5.5090E+00,  7.9284E+06,  4.2242E+06,  2.2507E+06,  7.0754E+05,  2.2243E+05,  6.8352E+04,  2.1004E+04,  6.5188E+03,  1.9645E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  7.5041E-03,  5.5097E+00,  7.9771E+06,  4.2647E+06,  2.2800E+06,  7.1709E+05,  2.2553E+05,  6.9407E+04,  2.1360E+04,  6.6472E+03,  2.0218E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  7.3079E-03,  5.5112E+00,  8.0152E+06,  4.2989E+06,  2.3057E+06,  7.2513E+05,  2.2805E+05,  7.0299E+04,  2.1670E+04,  6.7609E+03,  2.0752E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  7.1193E-03,  5.5131E+00,  8.0458E+06,  4.3284E+06,  2.3285E+06,  7.3208E+05,  2.3016E+05,  7.1424E+04,  2.2165E+04,  6.9027E+03,  2.1407E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.9379E-03,  5.5156E+00,  8.0693E+06,  4.3534E+06,  2.3487E+06,  7.3796E+05,  2.3187E+05,  7.2674E+04,  2.2778E+04,  7.1114E+03,  2.2217E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.7635E-03,  5.5184E+00,  8.0859E+06,  4.3741E+06,  2.3662E+06,  7.4366E+05,  2.3372E+05,  7.3872E+04,  2.3349E+04,  7.3084E+03,  2.2987E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.5957E-03,  5.5217E+00,  8.0959E+06,  4.3906E+06,  2.3812E+06,  7.4849E+05,  2.3528E+05,  7.4950E+04,  2.3876E+04,  7.4933E+03,  2.3713E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.4341E-03,  5.5257E+00,  8.0967E+06,  4.4017E+06,  2.3930E+06,  7.5208E+05,  2.3637E+05,  7.5852E+04,  2.4341E+04,  7.6611E+03,  2.4376E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.2785E-03,  5.5297E+00,  8.0949E+06,  4.4154E+06,  2.4084E+06,  7.5599E+05,  2.3731E+05,  7.6686E+04,  2.4782E+04,  7.8246E+03,  2.5009E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  6.1286E-03,  5.5341E+00,  8.0949E+06,  4.4277E+06,  2.4218E+06,  7.5910E+05,  2.3793E+05,  7.7399E+04,  2.5178E+04,  7.9755E+03,  2.5591E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  5.9842E-03,  5.5388E+00,  8.2199E+06,  4.4723E+06,  2.4333E+06,  7.6143E+05,  2.3827E+05,  7.7992E+04,  2.5529E+04,  8.1127E+03,  2.6121E+02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
