time,A,B,C,D,E,F
0.12780736281546654,0.0,0.0,0.0,0.0,0.0,0.0
0.13058578374623755,0.0,0.0,0.0,0.0,0.0,0.0
0.13336420467700855,0.0,0.0,0.0,0.0,0.0,0.0
0.13614262560777957,0.0,0.0,0.0,0.0,0.0,0.0
0.13892104653855059,0.0,0.0,0.0,0.0,0.0,0.0
0.1416994674693216,0.0,0.0,0.0,0.0,0.0,0.0
0.1444778884000926,0.0,0.0,0.0,0.0,0.0,0.0
0.14725630933086362,0.0,0.0,0.0,0.0,0.0,0.0
0.15003473026163464,0.0,0.0,0.0,0.0,0.0,0.0
0.15281315119240566,0.0,0.0,0.0,0.0,0.0,0.0
0.15559157212317665,0.0,0.0,0.0,0.0,0.0,0.0
0.15836999305394767,0.0,0.0,0.0,0.0,0.0,0.0
0.16114841398471869,0.0,0.0,0.0,0.0,0.0,0.0
0.16392683491548968,0.0,0.0,0.0,0.0,0.0,0.0
0.1667052558462607,0.0,0.0,0.0,0.0,0.0,0.0
0.16948367677703172,0.0,0.0,0.0,0.0,0.0,0.0
0.17226209770780274,0.0,0.0,0.0,0.0,0.0,0.0
0.17504051863857373,0.0,0.0,0.0,0.0,0.0,0.0
0.17781893956934475,0.0,0.0,0.0,0.0,0.0,0.0
0.18059736050011577,0.0,0.0,0.0,0.0,0.0,0.0
0.18337578143088676,0.0,0.0,0.0,0.0,0.0,0.0
0.18615420236165778,0.0,0.0,0.0,0.0,0.0,0.0
0.1889326232924288,0.0,0.0,0.0,0.0,0.0,0.0
0.19171104422319982,0.0,0.0,0.0,0.0,0.0,0.0
0.1944894651539708,0.0,0.0,0.0,0.0,0.0,0.0
0.19726788608474183,0.0,0.0,0.0,0.0,0.0,0.0
0.20004630701551285,0.0,0.0,0.0,0.0,0.0,0.0
0.20282472794628384,0.0,0.0,0.0,0.0,0.0,0.0
0.20560314887705486,0.0,0.0,0.0,0.0,0.0,0.0
0.20838156980782588,0.0,0.0,0.0,0.0,0.0,0.0
0.2111599907385969,0.0,0.0,0.0,0.0,0.0,0.0
0.2139384116693679,0.0,0.0,0.0,0.0,0.0,0.0
0.2167168326001389,0.0,0.0,0.0,0.0,0.0,0.0
0.21949525353090993,0.0,0.0,0.0,0.0,0.0,0.0
0.22227367446168095,0.0,0.0,0.0,0.0,0.0,0.0
0.22505209539245194,0.0,0.0,0.0,0.0,0.0,0.0
0.22783051632322296,0.0,0.0,0.0,0.0,0.0,0.0
0.23060893725399398,0.0,0.0,0.0,0.0,0.0,0.0
0.23338735818476497,0.0,0.0,0.0,0.0,0.0,0.0
0.236165779115536,0.0,0.0,0.0,0.0,0.0,0.0
0.238944200046307,0.0,0.0,0.0,0.0,0.0,0.0
0.24172262097707803,0.0,0.0,0.0,0.0,0.0,0.0
0.24450104190784902,0.0,0.0,0.0,0.0,0.0,0.0
0.24727946283862004,0.0,0.0,0.0,0.0,0.0,0.0
0.25005788376939103,0.0,0.0,0.0,0.0,0.0,0.0
0.25283630470016205,0.0,0.0,0.0,0.0,0.0,0.0
0.25561472563093307,0.0,0.0,0.0,0.0,0.0,0.0
0.2583931465617041,0.0,0.0,0.0,0.0,0.0,0.0
0.2611715674924751,0.0,0.0,0.0,0.0,0.0,0.0
0.26394998842324613,0.0,0.0,0.0,0.0,0.0,0.0
0.2667284093540171,0.0,0.0,0.0,0.0,0.0,0.0
0.2695068302847881,0.0,0.0,0.0,0.0,0.0,0.0
0.27228525121555913,0.0,0.0,0.0,0.0,0.0,0.0
0.27506367214633015,0.0,0.0,0.0,0.0,0.0,0.0
0.27784209307710117,0.0,0.0,0.0,0.0,0.0,0.0
0.2806205140078722,0.0,0.0,0.0,0.0,0.0,0.0
0.2833989349386432,0.0,0.0,0.0,0.0,0.0,0.0
0.28617735586941423,0.0,0.0,0.0,0.0,0.0,0.0
0.2889557768001852,0.0,0.0,0.0,0.0,0.0,0.0
0.2917341977309562,0.0,0.0,0.0,0.0,0.0,0.0
0.29451261866172723,0.0,0.0,0.0,0.0,0.0,0.0
0.29729103959249825,0.0,0.0,0.0,0.0,0.0,0.0
0.30006946052326927,0.0,0.0,0.0,0.0,0.0,0.0
0.3028478814540403,0.0,0.0,0.0,0.0,0.0,0.0
0.3056263023848113,0.0,0.0,0.0,0.0,0.0,0.0
0.3084047233155823,0.0,0.0,0.0,0.0,0.0,0.0
0.3111831442463533,0.0,0.0,0.0,0.0,0.0,0.0
0.3139615651771243,0.0,0.0,0.0,0.0,0.0,0.0
0.31673998610789533,0.0,0.0,0.0,0.0,0.0,0.0
0.31951840703866635,0.0,0.0,0.0,0.0,0.0,0.0
0.32229682796943737,0.0,0.0,0.0,0.0,0.0,0.0
0.3250752489002084,0.0,0.0,0.0,0.0,0.0,0.0
0.32785366983097936,0.0,0.0,0.0,0.0,0.0,0.0
0.3306320907617504,0.0,0.0,0.0,0.0,0.0,0.0
0.3334105116925214,0.0,0.0,0.0,0.0,0.0,0.0
0.3361889326232924,0.0,0.0,0.0,0.0,0.0,0.0
0.33896735355406343,0.0,0.0,0.0,0.0,0.0,0.0
0.34174577448483445,0.0,0.0,0.0,0.0,0.0,0.0
0.34452419541560547,0.0,0.0,0.0,0.0,0.0,0.0
0.34730261634637644,0.0,0.0,0.0,0.0,0.0,0.0
0.35008103727714746,0.0,0.0,0.0,0.0,0.0,0.0
0.3528594582079185,0.0,0.0,0.0,0.0,0.0,0.0
0.3556378791386895,0.0,0.0,0.0,0.0,0.0,0.0
0.3584163000694605,0.0,0.0,0.0,0.0,0.0,0.0
0.36119472100023153,0.0,0.0,0.0,0.0,0.0,0.0
0.36397314193100255,0.0,0.0,0.0,0.0,0.0,0.0
0.3667515628617735,0.0,0.0,0.0,0.0,0.0,0.0
0.36952998379254454,0.0,0.0,0.0,0.0,0.0,0.0
0.37230840472331556,0.0,0.0,0.0,0.0,0.0,0.0
0.3750868256540866,0.0,0.0,0.0,0.0,0.0,0.0
0.3778652465848576,0.0,0.0,0.0,0.0,0.0,0.0
0.3806436675156286,0.0,0.0,0.0,0.0,0.0,0.0
0.38342208844639963,0.0,0.0,0.0,0.0,0.0,0.0
0.3862005093771706,0.0,0.0,0.0,0.0,0.0,0.0
0.3889789303079416,0.0,0.0,0.0,0.0,0.0,0.0
0.39175735123871264,0.0,0.0,0.0,0.0,0.0,0.0
0.39453577216948366,0.0,0.0,0.0,0.0,0.0,0.0
0.3973141931002547,0.0,0.0,0.0,0.0,0.0,0.0
0.4000926140310257,0.0,0.0,0.0,0.0,0.0,0.0
0.4028710349617967,0.0,0.0,0.0,0.0,0.0,0.0
0.4056494558925677,0.0,0.0,0.0,0.0,0.0,0.0
0.4084278768233387,0.0,0.0,0.0,0.0,0.0,0.0
0.4112062977541097,0.0,0.0,0.0,0.0,0.0,0.0
0.41398471868488074,0.0,0.0,0.0,0.0,0.0,0.0
0.41676313961565176,0.0,0.0,0.0,0.0,0.0,0.0
0.4195415605464228,0.0,0.0,0.0,0.0,0.0,0.0
0.4223199814771938,0.0,0.0,0.0,0.0,0.0,0.0
0.42509840240796476,0.0,0.0,0.0,0.0,0.0,0.0
0.4278768233387358,0.0,0.0,0.0,0.0,0.0,0.0
0.4306552442695068,0.0,0.0,0.0,0.0,0.0,0.0
0.4334336652002778,0.0,0.0,0.0,0.0,0.0,0.0
0.43621208613104884,0.0,0.0,0.0,0.0,0.0,0.0
0.43899050706181986,0.0,0.0,0.0,0.0,0.0,0.0
0.4417689279925909,0.0,0.0,0.0,0.0,0.0,0.0
0.4445473489233619,0.0,0.0,0.0,0.0,0.0,0.0
0.44732576985413286,0.0,0.0,0.0,0.0,0.0,0.0
0.4501041907849039,0.0,0.0,0.0,0.0,0.0,0.0
0.4528826117156749,0.0,0.0,0.0,0.0,0.0,0.0
0.4556610326464459,0.0,0.0,0.0,0.0,0.0,0.0
0.45843945357721694,0.0,0.0,0.0,0.0,0.0,0.0
0.46121787450798796,0.0,0.0,0.0,0.0,0.0,0.0
0.463996295438759,0.0,0.0,0.0,0.0,0.0,0.0
0.46677471636952994,0.0,0.0,0.0,0.0,0.0,0.0
0.46955313730030096,0.0,0.0,0.0,0.0,0.0,0.0
0.472331558231072,0.0,0.0,0.0,0.0,0.0,0.0
0.475109979161843,0.0,0.0,0.0,0.0,0.0,0.0
0.477888400092614,0.0,0.0,0.0,0.0,0.0,0.0
0.48066682102338504,0.0,0.0,0.0,0.0,0.0,0.0
0.48344524195415606,0.0,0.0,0.0,0.0,0.0,0.0
0.486223662884927,0.0,0.0,0.0,0.0,0.0,0.0
0.48900208381569804,0.0,0.0,0.0,0.0,0.0,0.0
0.49178050474646906,0.0,0.0,0.0,0.0,0.0,0.0
0.4945589256772401,0.0,0.0,0.0,0.0,0.0,0.0
0.4973373466080111,0.0,0.0,0.0,0.0,0.0,0.0
0.5001157675387821,0.0,0.0,0.0,0.0,0.0,0.0
0.5028941884695531,0.0,0.0,0.0,0.0,0.0,0.0
0.5056726094003241,0.0,0.0,0.0,0.0,0.0,0.0
0.5084510303310952,0.0,0.0,0.0,0.0,0.0,0.0
0.5112294512618661,0.0,0.0,0.0,0.0,0.0,0.0
0.5140078721926371,0.0,0.0,0.0,0.0,0.0,0.0
0.5167862931234082,0.0,0.0,0.0,0.0,0.0,0.0
0.5195647140541791,0.0,0.0,0.0,0.0,0.0,0.0
0.5223431349849502,0.0,0.0,0.0,0.0,0.0,0.0
0.5251215559157212,0.0,0.0,0.0,0.0,0.0,0.0
0.5278999768464923,0.0,0.0,0.0,0.0,0.0,0.0
0.5306783977772632,0.0,0.0,0.0,0.0,0.0,0.0
0.5334568187080342,0.0,0.0,0.0,0.0,0.0,0.0
0.5362352396388053,0.0,0.0,0.0,0.0,0.0,0.0
0.5390136605695762,0.0,0.0,0.0,0.0,0.0,0.0
0.5417920815003473,0.0,0.0,0.0,0.0,0.0,0.0
0.5445705024311183,0.0,0.0,0.0,0.0,0.0,0.0
0.5473489233618893,0.0,0.0,0.0,0.0,0.0,0.0
0.5501273442926603,0.0,0.0,0.0,0.0,0.0,0.0
0.5529057652234314,0.0,0.0,0.0,0.0,0.0,0.0
0.5556841861542023,0.0,0.0,0.0,0.0,0.0,0.0
0.5584626070849733,0.0,0.0,0.0,0.0,0.0,0.0
0.5612410280157444,0.0,0.0,0.0,0.0,0.0,0.0
0.5640194489465153,0.0,0.0,0.0,0.0,0.0,0.0
0.5667978698772864,0.0,0.0,0.0,0.0,0.0,0.0
0.5695762908080574,0.0,0.0,0.0,0.0,0.0,0.0
0.5723547117388285,0.0,0.0,0.0,0.0,0.0,0.0
0.5751331326695994,0.0,0.0,0.0,0.0,0.0,0.0
0.5779115536003704,0.0,0.0,0.0,0.0,0.0,0.0
0.5806899745311415,0.0,0.0,0.0,0.0,0.0,0.0
0.5834683954619124,0.0,0.0,0.0,0.0,0.0,0.0
0.5862468163926835,0.0,0.0,0.0,0.0,0.0,0.0
0.5890252373234545,0.0,0.0,0.0,0.0,0.0,0.0
0.5918036582542255,0.0,0.0,0.0,0.0,0.0,0.0
0.5945820791849965,0.0,0.0,0.0,0.0,0.0,0.0
0.5973605001157675,0.0,0.0,0.0,0.0,0.0,0.0
0.6001389210465385,0.0,0.0,0.0,0.0,0.0,0.0
0.6029173419773095,0.0,0.0,0.0,0.0,0.0,0.0
0.6056957629080806,0.0,0.0,0.0,0.0,0.0,0.0
0.6084741838388515,0.0,0.0,0.0,0.0,0.0,0.0
0.6112526047696226,0.0,0.0,0.0,0.0,0.0,0.0
0.6140310257003936,0.0,0.0,0.0,0.0,0.0,0.0
0.6168094466311645,0.0,0.0,0.0,0.0,0.0,0.0
0.6195878675619356,0.0,0.0,0.0,0.0,0.0,0.0
0.6223662884927066,0.0,0.0,0.0,0.0,0.0,0.0
0.6251447094234777,0.0,0.0,0.0,0.0,0.0,0.0
0.6279231303542486,0.0,0.0,0.0,0.0,0.0,0.0
0.6307015512850197,0.0,0.0,0.0,0.0,0.0,0.0
0.6334799722157907,0.0,0.0,0.0,0.0,0.0,0.0
0.6362583931465616,0.0,0.0,0.0,0.0,0.0,0.0
0.6390368140773327,0.0,0.0,0.0,0.0,0.0,0.0
0.6418152350081037,0.0,0.0,0.0,0.0,0.0,0.0
0.6445936559388747,0.0,0.0,0.0,0.0,0.0,0.0
0.6473720768696457,0.0,0.0,0.0,0.0,0.0,0.0
0.6501504978004168,0.0,0.0,0.0,0.0,0.0,0.0
0.6529289187311877,0.0,0.0,0.0,0.0,0.0,0.0
0.6557073396619587,0.0,0.0,0.0,0.0,0.0,0.0
0.6584857605927298,0.0,0.0,0.0,0.0,0.0,0.0
0.6612641815235007,0.0,0.0,0.0,0.0,0.0,0.0
0.6640426024542718,0.0,0.0,0.0,0.0,0.0,0.0
0.6668210233850428,0.0,0.0,0.0,0.0,0.0,0.0
0.6695994443158139,0.0,0.0,0.0,0.0,0.0,0.0
0.6723778652465848,0.0,0.0,0.0,0.0,0.0,0.0
0.6751562861773558,0.0,0.0,0.0,0.0,0.0,0.0
0.6779347071081269,0.0,0.0,0.0,0.0,0.0,0.0
0.6807131280388978,0.0,0.0,0.0,0.0,0.0,0.0
0.6834915489696689,0.0,0.0,0.0,0.0,0.0,0.0
0.6862699699004399,0.0,0.0,0.0,0.0,0.0,0.0
0.6890483908312109,0.0,0.0,0.0,0.0,0.0,0.0
0.6918268117619819,0.0,0.0,0.0,0.0,0.0,0.0
0.6946052326927529,0.0,0.0,0.0,0.0,0.0,0.0
0.697383653623524,0.0,0.0,0.0,0.0,0.0,0.0
0.7001620745542949,0.0,0.0,0.0,0.0,0.0,0.0
0.702940495485066,0.0,0.0,0.0,0.0,0.0,0.0
0.705718916415837,0.0,0.0,0.0,0.0,0.0,0.0
0.708497337346608,0.0,0.0,0.0,0.0,0.0,0.0
0.711275758277379,0.0,0.0,0.0,0.0,0.0,0.0
0.71405417920815,0.0,0.0,0.0,0.0,0.0,0.0
0.716832600138921,0.0,0.0,0.0,0.0,0.0,0.0
0.719611021069692,0.0,0.0,0.0,0.0,0.0,0.0
0.7223894420004631,0.0,0.0,0.0,0.0,0.0,0.0
0.725167862931234,0.0,0.0,0.0,0.0,0.0,0.0
0.7279462838620051,0.0,0.0,0.0,0.0,0.0,0.0
0.7307247047927761,0.0,0.0,0.0,0.0,0.0,0.0
0.733503125723547,0.0,0.0,0.0,0.0,0.0,0.0
0.7362815466543181,0.0,0.0,0.0,0.0,0.0,0.0
0.7390599675850891,0.0,0.0,0.0,0.0,0.0,0.0
0.7418383885158601,0.0,0.0,0.0,0.0,0.0,0.0
0.7446168094466311,0.0,0.0,0.0,0.0,0.0,0.0
0.7473952303774022,0.0,0.0,0.0,0.0,0.0,0.0
0.7501736513081732,0.0,0.0,0.0,0.0,0.0,0.0
0.7529520722389441,0.0,0.0,0.0,0.0,0.0,0.0
0.7557304931697152,0.0,0.0,0.0,0.0,0.0,0.0
0.7585089141004862,0.0,0.0,0.0,0.0,0.0,0.0
0.7612873350312572,0.0,0.0,0.0,0.0,0.0,0.0
0.7640657559620282,0.0,0.0,0.0,0.0,0.0,0.0
0.7668441768927993,0.0,0.0,0.0,0.0,0.0,0.0
0.7696225978235702,0.0,0.0,0.0,0.0,0.0,0.0
0.7724010187543412,0.0,0.0,0.0,0.0,0.0,0.0
0.7751794396851123,0.0,0.0,0.0,0.0,0.0,0.0
0.7779578606158832,0.0,0.0,0.0,0.0,0.0,0.0
0.7807362815466543,0.0,0.0,0.0,0.0,0.0,0.0
0.7835147024774253,0.0,0.0,0.0,0.0,0.0,0.0
0.7862931234081963,0.0,0.0,0.0,0.0,2.378356423568661e-06,0.0
0.7890715443389673,0.0,0.0,0.0,0.0,4.769814409950515e-06,0.0
0.7918499652697383,0.0,0.0,0.0,0.0,7.096458378220931e-06,0.0
0.7946283862005094,0.0,0.0,0.0,0.0,9.35997465204847e-06,0.0
0.7974068071312803,0.0,0.0,0.0,0.0,1.1562005759819664e-05,0.0
0.8001852280620514,0.0,0.0,0.0,0.0,1.3704151571953703e-05,0.0
0.8029636489928224,0.0,0.0,0.0,0.0,1.5787970408681206e-05,0.0
0.8057420699235934,0.0,0.0,0.0,0.0,1.781498011905656e-05,0.0
0.8085204908543644,0.0,0.0,0.0,0.0,1.9786659131948464e-05,0.0
0.8112989117851354,0.0,0.0,0.0,0.0,2.1704447479738557e-05,0.0
0.8140773327159064,0.0,0.0,0.0,0.0,2.3569747795435187e-05,0.0
0.8168557536466774,0.0,0.0,0.0,0.0,2.5383926283893345e-05,0.0
0.8196341745774485,0.0,0.0,0.0,0.0,2.7148313667813848e-05,0.0
0.8224125955082194,0.0,0.0,0.0,0.0,2.8864206109175066e-05,0.0
0.8251910164389905,0.0,0.0,0.0,0.0,3.05328661067373e-05,0.0
0.8279694373697615,0.0,0.0,0.0,0.0,3.2155523370238945e-05,0.0
0.8307478583005324,0.0,0.0,0.0,0.0,3.3733375671891914e-05,0.0
0.8335262792313035,0.0,0.0,0.0,0.0,3.526758967576399e-05,0.0
0.8363047001620745,0.0,0.0,0.0,0.0,3.675930174562323e-05,0.0
0.8390831210928456,0.0,0.0,0.0,0.0,3.820961873180425e-05,0.0
0.8418615420236165,0.0,0.0,0.0,0.0,3.9619618737639515e-05,0.0
0.8446399629543876,0.0,0.0,0.0,0.0,4.0990351865988487e-05,0.0
0.8474183838851586,0.0,0.0,0.0,0.0,4.2322840946379236e-05,0.0
0.8501968048159295,0.0,0.0,0.0,0.0,4.361808224326798e-05,0.0
0.8529752257467006,0.0,0.0,0.0,0.0,4.487704614590537e-05,0.0
0.8557536466774716,0.0,0.0,0.0,0.0,4.6100677840287964e-05,0.0
0.8585320676082426,0.0,0.0,0.0,0.0,4.728989796366019e-05,0.0
0.8613104885390136,0.0,0.0,0.0,0.0,4.844560324201917e-05,0.0
0.8640889094697847,0.0,0.0,0.0,0.0,4.956866711106495e-05,0.0
0.8668673304005556,0.0,0.0,0.0,0.0,5.065994032102473e-05,0.0
0.8696457513313266,0.0,0.0,0.0,0.0,5.172025152577121e-05,0.0
0.8724241722620977,0.0,0.0,0.0,0.0,5.27504078566418e-05,0.0
0.8752025931928686,0.0,0.0,0.0,0.0,5.3751195481356384e-05,0.0
0.8779810141236397,0.0,0.0,0.0,0.0,5.472338014842124e-05,0.0
0.8807594350544107,0.0,0.0,0.0,0.0,5.566770771739467e-05,0.0
0.8835378559851818,0.0,0.0,0.0,0.0,5.658490467538299e-05,0.0
0.8863162769159527,0.0,0.0,0.0,0.0,5.7475678640123136e-05,0.0
0.8890946978467238,0.0,0.0,0.0,0.0,5.834071885000147e-05,0.0
0.8918731187774948,0.0,0.0,0.0,0.0,5.918069664134662e-05,0.0
0.8946515397082657,0.0,0.0,0.0,0.0,5.9996265913328344e-05,0.0
0.8974299606390368,0.0,0.0,0.0,0.0,6.078806358078317e-05,0.0
0.9002083815698078,0.0,0.0,0.0,0.0,6.155671001528049e-05,0.0
0.9029868025005788,0.0,2.597133079585152e-06,0.0,0.0,6.230280947473529e-05,0.0
0.9057652234313498,0.0,5.410874280382554e-06,0.0,0.0,6.30269505218638e-05,0.0
0.9085436443621209,0.0,8.143077579800102e-06,0.0,0.0,6.372970643177272e-05,0.0
0.9113220652928918,0.0,1.0795997633796126e-05,0.0,0.0,6.441163558896356e-05,0.0
0.9141004862236628,0.0,1.3371826897611823e-05,0.0,0.0,6.507328187402761e-05,0.0
0.9168789071544339,0.0,1.587269734154893e-05,0.0,0.0,6.571517504029848e-05,0.0
0.9196573280852048,0.0,1.8300682119418693e-05,0.0,0.0,6.633783108072378e-05,0.0
0.9224357490159759,0.0,2.0657797190968717e-05,0.0,0.0,6.694175258520957e-05,0.0
0.9252141699467469,0.0,2.2946002899554773e-05,0.0,0.0,6.752742908868463e-05,0.0
0.927992590877518,0.0,2.5167205506294922e-05,0.0,0.0,6.809533741012647e-05,0.0
0.9307710118082889,0.0,2.732325868190359e-05,0.0,0.0,6.864594198278269e-05,0.0
0.9335494327390599,0.0,2.9415964957375627e-05,0.0,0.0,6.917969517581747e-05,0.0
0.936327853669831,0.0,3.144707713465322e-05,0.0,0.0,6.96970376076048e-05,0.0
0.9391062746006019,0.0,3.3418299658380504e-05,0.0,0.0,7.0198398450886e-05,0.0
0.941884695531373,0.0,3.533128994982003e-05,0.0,0.0,7.068419573000289e-05,0.0
0.944663116462144,0.0,3.718765970397267e-05,0.0,0.0,7.115483661041186e-05,0.0
0.947441537392915,0.0,3.898897615091857e-05,0.0,0.0,7.161071768067986e-05,0.0
0.950219958323686,0.0,4.073676328236362e-05,0.0,0.0,7.205222522715704e-05,0.0
0.952998379254457,0.0,4.243250304435344e-05,0.0,0.0,7.24797355015168e-05,0.0
0.955776800185228,8.467105134072659e-07,4.4077636497086426e-05,0.0,0.0,7.289361498134784e-05,0.0
0.958555221115999,3.4249387818219116e-06,4.567356494273405e-05,0.0,0.0,7.329422062397903e-05,0.0
0.9613336420467701,5.921694345375948e-06,4.722165102215156e-05,0.0,0.0,7.3681900113713e-05,0.0
0.964112062977541,8.339445258324832e-06,4.8723219781335744e-05,0.0,0.0,7.405699210263892e-05,0.0
0.9668904839083121,1.0680584952459569e-05,5.017955970846603e-05,0.0,0.0,7.441982644519214e-05,0.0
0.9696689048390831,1.2947434493149562e-05,5.159192374233836e-05,0.0,0.0,7.477072442662218e-05,0.0
0.972447325769854,1.514224476718078e-05,5.296153025298324e-05,0.0,0.0,7.510999898552797e-05,0.0
0.9752257467006251,1.7267198604448743e-05,5.4289563995233154e-05,0.0,0.0,7.543795493061404e-05,0.0
0.9780041676313961,1.9324412835507316e-05,5.5577177035986585e-05,0.0,0.0,7.575488915181772e-05,0.0
0.9807825885621672,2.131594028691306e-05,5.682548965589452e-05,0.0,0.0,7.606109082595375e-05,0.0
0.9835610094929381,2.3243771716243796e-05,5.803559122617369e-05,0.0,0.0,7.635684161701841e-05,0.0
0.9863394304237092,2.5109837688617765e-05,5.920854106123429e-05,0.0,0.0,7.664241587129221e-05,0.0
0.9891178513544802,2.6916010396479418e-05,6.034536924778773e-05,0.0,0.0,7.691808080737568e-05,0.0
0.9918962722852511,2.8664105424369266e-05,6.144707745108455e-05,0.0,0.0,7.718409670129047e-05,0.0
0.9946746932160222,3.0355883460339495e-05,6.25146396989125e-05,0.0,0.0,7.744071706677348e-05,0.0
0.9974531141467932,3.1993051955628835e-05,6.354900314396829e-05,0.0,0.0,7.768818883088873e-05,0.0
1.0002315350775641,3.3577266734161695e-05,6.45510888052004e-05,0.0,0.0,7.792675250507931e-05,0.0
1.0030099560083352,3.5110133553387344e-05,6.552179228870174e-05,0.0,0.0,7.81566423517769e-05,0.0
1.0057883769391063,3.659320961793072e-05,6.646198448871726e-05,0.0,0.0,7.837808654668468e-05,0.0
1.0085667978698771,3.802800504748189e-05,6.737251226931465e-05,0.0,0.0,7.859130733684617e-05,0.0
1.0113452188006482,3.941598430030758e-05,6.825419912725187e-05,0.0,0.0,7.879652119460899e-05,0.0
1.0141236397314193,4.075856755372512e-05,6.910784583655907e-05,0.0,0.0,7.899393896759054e-05,0.0
1.0169020606621904,4.2057132042842095e-05,6.993423107534093e-05,0.0,0.0,7.918376602474903e-05,0.0
1.0196804815929612,4.331301335882172e-05,7.07341120352887e-05,0.0,0.0,7.936620239866139e-05,0.0
1.0224589025237323,4.4527506707898854e-05,7.150822501437932e-05,0.0,7.648894512298426e-07,7.954144292410652e-05,0.0
1.0252373234545034,4.570186813233151e-05,7.225728599322499e-05,0.0,3.0420117396611983e-06,7.970967737304923e-05,0.0
1.0280157443852742,4.683731569444078e-05,7.298199119552497e-05,0.0,5.266530995101706e-06,7.987109058611934e-05,0.0
1.0307941653160453,4.793503062485397e-05,7.368301763305741e-05,0.0,7.439605688795779e-06,8.002586260067614e-05,0.0
1.0335725862468164,4.8996158436032594e-05,7.436102363563767e-05,0.0,9.562368844454739e-06,8.017416877554718e-05,0.0
1.0363510071775874,5.002181000213622e-05,7.501664936645854e-05,0.0,1.1635928597176888e-05,8.031617991252778e-05,0.0
1.0391294281083583,5.101306260623871e-05,7.56505173232148e-05,0.0,1.3661368740090725e-05,8.045206237472539e-05,0.0
1.0419078490391294,5.197096095588489e-05,7.626323282540475e-05,0.0,1.5639749258992964e-05,8.058197820183059e-05,0.0
1.0446862699699004,5.28965181679433e-05,7.685538448818946e-05,0.0,1.757210685524252e-05,8.070608522239478e-05,0.0
1.0474646909006713,5.379071672368513e-05,7.742754468318135e-05,0.0,1.945945545717128e-05,8.082453716319194e-05,0.0
1.0502431118314424,5.465450939498833e-05,7.798026998652205e-05,0.0,2.1302786720262615e-05,8.093748375574061e-05,0.0
1.0530215327622134,5.548882014253968e-05,7.851410161460001e-05,0.0,2.3103070516342845e-05,8.10450708400595e-05,0.0
