Time (s),Time Step (s),Dose Rate (rad/s),Dose (rad),Total Dose (rad),A,B,Z
10550000.0,50000.0,0.001,50.0,10600.0,0.5900783230268654,0.9999999999998705,1.0
10600000.0,50000.0,0.001,50.0,10650.0,0.5886049696783553,0.9999999999998161,1.0
10650000.0,50000.0,0.001,50.0,10700.0,0.5871352951128217,0.99999999999974,1.0
10700000.0,50000.0,0.001,50.0,10750.0,0.5856692901447937,0.9999999999996341,1.0
10750000.0,50000.0,0.001,50.0,10800.0,0.5842069456117357,0.999999999999487,1.0
10800000.0,50000.0,0.001,50.0,10850.0,0.5827482523739898,0.9999999999992832,1.0
10850000.0,50000.0,0.001,50.0,10900.0,0.5812932013147178,0.9999999999990024,1.0
10900000.0,50000.0,0.001,50.0,10950.0,0.5798417833398464,0.9999999999986162,1.0
10950000.0,50000.0,0.001,50.0,11000.0,0.5783939893780083,0.9999999999980874,1.0
11000000.0,50000.0,0.001,50.0,11050.0,0.5769498103804868,0.9999999999973657,1.0
11050000.0,50000.0,0.001,50.0,11100.0,0.575509237321158,0.999999999996384,1.0
11100000.0,50000.0,0.001,50.0,11150.0,0.574072261196436,0.9999999999950535,1.0
11150000.0,50000.0,0.001,50.0,11200.0,0.5726388730252152,0.9999999999932565,1.0
11200000.0,50000.0,0.001,50.0,11250.0,0.5712090638488149,0.9999999999908366,1.0
11250000.0,50000.0,0.001,50.0,11300.0,0.569782824730923,0.9999999999875895,1.0
11300000.0,50000.0,0.001,50.0,11350.0,0.5683601467575405,0.9999999999832462,1.0
11350000.0,50000.0,0.001,50.0,11400.0,0.5669410210369252,0.9999999999774563,1.0
11400000.0,50000.0,0.001,50.0,11450.0,0.5655254386995372,0.9999999999697606,1.0
11450000.0,50000.0,0.001,50.0,11500.0,0.5641133908979816,0.9999999999595659,1.0
11500000.0,50000.0,0.001,50.0,11550.0,0.5627048688069557,0.999999999946102,1.0
11550000.0,50000.0,0.001,50.0,11600.0,0.5612998636231915,0.9999999999283751,1.0
11600000.0,50000.0,0.001,50.0,11650.0,0.559898366565402,0.9999999999051062,1.0
11650000.0,50000.0,0.001,50.0,11700.0,0.5585003688742262,0.9999999998746555,1.0
11700000.0,50000.0,0.001,50.0,11750.0,0.5571058618121739,0.9999999998349242,1.0
11750000.0,50000.0,0.001,50.0,11800.0,0.5557148366635714,0.9999999997832362,1.0
11800000.0,50000.0,0.001,50.0,11850.0,0.5543272847345071,0.9999999997161888,1.0
11850000.0,50000.0,0.001,50.0,11900.0,0.5529431973527766,0.9999999996294686,1.0
11900000.0,50000.0,0.001,50.0,11950.0,0.5515625658678298,0.999999999517622,1.0
11950000.0,50000.0,0.001,50.0,12000.0,0.550185381650715,0.9999999993737747,1.0
12000000.0,50000.0,0.001,50.0,12050.0,0.5488116360940265,0.9999999991892861,1.0
12050000.0,50000.0,0.001,50.0,12100.0,0.54744132061185,0.9999999989533254,1.0
12100000.0,50000.0,0.001,50.0,12150.0,0.5460744266397095,0.9999999986523525,1.0
12150000.0,50000.0,0.001,50.0,12200.0,0.5447109456345129,0.9999999982694912,1.0
12200000.0,50000.0,0.001,50.0,12250.0,0.5433508690744999,0.9999999977837579,1.0
