Time (hr),dose,SRAM_SEL,MCU_SEFI,MCU_SEL,LREG_SEGR,SRAM_TID,MCU_TID,LREG_TID,WDOG_TID
7.13306,1.9115094403013156e-06,5.5997286249030316e-06,5.827098393822584e-08,5.861142564203516e-06,9.172913419099816e-09,0.0,0.0,0.0,0.0
7.2,1.7782560455660167e-06,5.2645137067947885e-06,5.4846108832894685e-08,5.509910694319873e-06,8.666516366742236e-09,0.0,0.0,0.0,0.0
7.26667,1.637074905408807e-06,4.905157012606363e-06,5.116999611461642e-08,5.133404839836056e-06,8.120652794975193e-09,0.0,0.0,0.0,0.0
7.33333,1.4919279566074927e-06,4.530770271417919e-06,4.733468683328618e-08,4.741177026011898e-06,7.548337394580524e-09,0.0,0.0,0.0,0.0
7.39972,1.3449193831744828e-06,4.14592370108181e-06,4.338593054863199e-08,4.338020459408701e-06,6.955792239093399e-09,0.0,0.0,0.0,0.0
7.46639,1.1995048935318475e-06,3.7589602827666614e-06,3.9408404595009895e-08,3.932679774881758e-06,6.35519335906261e-09,0.0,0.0,0.0,0.0
7.53333,1.0586083589243911e-06,3.3772364634189487e-06,3.547707894048447e-08,3.5328643089598944e-06,5.757474967965317e-09,0.0,0.0,0.0,0.0
7.6,9.245452455054617e-07,3.0068939904869474e-06,3.1654864753557684e-08,3.145009083585128e-06,5.17197904012442e-09,0.0,0.0,0.0,0.0
7.66639,7.994838902444326e-07,2.6541174503809693e-06,2.800559572629838e-08,2.775591695902746e-06,4.60844229578079e-09,0.0,0.0,0.0,0.0
7.73306,6.852325159397372e-07,2.3245793873220432e-06,2.458836596174857e-08,2.4305507630014623e-06,4.076175425946181e-09,0.0,0.0,0.0,0.0
7.8,5.82219041954272e-07,2.0203854215171442e-06,2.142576029496876e-08,2.1120876750619485e-06,3.5790561834122828e-09,0.0,0.0,0.0,0.0
7.86667,4.914766333291711e-07,1.7457509148055232e-06,1.856269751329178e-08,1.8246103320705406e-06,3.124695809324885e-09,0.0,0.0,0.0,0.0
7.93333,4.1249756409431783e-07,1.500544150147008e-06,1.599918151944653e-08,1.5679738955371306e-06,2.7138041125028614e-09,0.0,0.0,0.0,0.0
7.99972,3.44917544474001e-07,1.2851508911383178e-06,1.3740776693987698e-08,1.3425739955769036e-06,2.3480640037957952e-09,0.0,0.0,0.0,0.0
8.06639,2.8810919835210763e-07,1.0991909966868854e-06,1.1785183103527713e-08,1.1480035151289055e-06,2.027979637597803e-09,0.0,0.0,0.0,0.0
8.13333,2.410262143744133e-07,9.408648574978717e-07,1.0115201512541356e-08,9.82369479848915e-07,1.7516330650361093e-09,0.0,0.0,0.0,0.0
8.2,2.0257426264488527e-07,8.080340557620104e-07,8.709948585778974e-09,8.43424485694938e-07,1.5164344290649993e-09,0.0,0.0,0.0,0.0
8.26639,1.7172225257901126e-07,6.985550105704021e-07,7.54831587626862e-09,7.2891592102278e-07,1.3196453018630447e-09,0.0,0.0,0.0,0.0
8.33306,1.4748838730770672e-07,6.1020500096199e-07,6.608146693000521e-09,6.365086201058803e-07,1.1582155663973293e-09,0.0,0.0,0.0,0.0
8.4,1.2898850391927466e-07,5.408275674770761e-07,5.867732686045348e-09,5.639367544429336e-07,1.028988002631693e-09,0.0,0.0,0.0,0.0
8.46667,1.1555700139386324e-07,4.887732199915365e-07,5.310497971677734e-09,5.094641043147529e-07,9.294566683181029e-10,0.0,0.0,0.0,0.0
8.53333,1.0675403194038357e-07,4.5292433520944505e-07,4.925251459942993e-09,4.719088197465112e-07,8.577697008773695e-10,0.0,0.0,0.0,0.0
8.59972,1.024835810082945e-07,4.331045952221379e-07,4.710551375317742e-09,4.510693304015001e-07,8.133775824100144e-10,0.0,0.0,0.0,0.0
8.66639,1.0313771134710709e-07,4.3052124655518636e-07,4.67935108596706e-09,4.4818334837589014e-07,7.976803392154774e-10,0.0,0.0,0.0,0.0
8.73333,1.0988863820642015e-07,4.485300257552987e-07,4.866951380101473e-09,4.6671956608498573e-07,8.149425098054454e-10,0.0,0.0,0.0,0.0
8.8,1.2534389528264847e-07,4.943424299175247e-07,5.348685513915247e-09,5.141493039223348e-07,8.745433422910432e-10,0.0,0.0,0.0,0.0
8.86639,1.550107859582105e-07,5.824874962294869e-07,6.275444090973378e-09,6.055347555381354e-07,9.95078565612135e-10,0.0,0.0,0.0,0.0
8.93306,2.1076408980755936e-07,7.424005080726568e-07,7.950898745226047e-09,7.713956199332832e-07,1.2130106595849698e-09,0.0,0.0,0.0,0.0
9.0,3.2027285300794434e-07,1.0375656011505526e-06,1.1024857955246767e-08,1.0775492098240626e-06,1.6034828082258281e-09,0.0,0.0,0.0,0.0
9.06667,5.499633547611437e-07,1.6053193482577972e-06,1.688812082980234e-08,1.6663407543356985e-06,2.318704200873966e-09,0.0,0.0,0.0,0.0
9.13333,1.060248493587915e-06,2.7380681347755077e-06,2.8463030539375474e-08,2.8407176925630033e-06,3.6574237325889246e-09,0.0,0.0,0.0,0.0
9.15,1.2699557460480036e-06,3.17317900677351e-06,3.287909837314094e-08,3.2917306656930266e-06,4.150915431024807e-09,0.0,0.0,0.0,0.0
9.16639,1.5316766727157646e-06,3.699324241662697e-06,3.8202171422630654e-08,3.837055700710375e-06,4.7363712845124065e-09,0.0,0.0,0.0,0.0
9.18333,1.8570385247528515e-06,4.332589241194439e-06,4.458807718012864e-08,4.4933449529252575e-06,5.427371788499569e-09,0.0,0.0,0.0,0.0
9.19972,2.264270846038375e-06,5.099495603505598e-06,5.229576519173084e-08,5.288060551648607e-06,6.247676771208248e-09,0.0,0.0,0.0,0.0
9.21667,2.7756260923179604e-06,6.030706665338899e-06,6.162273578934083e-08,6.252948317049595e-06,7.223707047592409e-09,0.0,0.0,0.0,0.0
9.23306,3.4196602448959214e-06,7.164265622318088e-06,7.293671467370402e-08,7.427391274321903e-06,8.387589315286556e-09,0.0,0.0,0.0,0.0
9.25,4.233029787315653e-06,8.547385123029111e-06,8.669239411158545e-08,8.860260875088862e-06,9.778423644221975e-09,0.0,0.0,0.0,0.0
9.26639,5.262783961804895e-06,1.0238655234633557e-05,1.0345190240995502e-07,1.0612200991518003e-05,1.144377115717644e-08,0.0,0.0,0.0,0.0
9.28333,6.569275721726568e-06,1.2310756879765221e-05,1.2390997332114223e-07,1.2758434466122854e-05,1.344147802529302e-08,0.0,0.0,0.0,0.0
9.3,8.229838150848116e-06,1.4853780653806596e-05,1.4892448420729644e-07,1.5392195739704408e-05,1.5841903542588014e-08,0.0,0.0,0.0,0.0
9.31639,1.034339690611519e-05,1.797926303855109e-05,1.7955354536934706e-07,1.862890512209955e-05,1.8730512364658494e-08,0.0,0.0,0.0,0.0
9.33333,1.3036210900172325e-05,2.1825061681816876e-05,2.1710001015147722e-07,2.2611210678609833e-05,2.2211020905463566e-08,0.0,0.0,0.0,0.0
9.34972,1.6468948811889393e-05,2.656119661899192e-05,2.631646855134039e-07,2.751502875396522e-05,2.6409083047611386e-08,0.0,0.0,0.0,0.0
9.36667,2.0845311747102682e-05,3.239678091843361e-05,3.1970911092080544e-07,3.3556710822017934e-05,3.1476643653280976e-08,0.0,0.0,0.0,0.0
9.38306,2.6443758492956368e-05,3.961526094378968e-05,3.893901551510058e-07,4.1029514702848636e-05,3.761982930251471e-08,0.0,0.0,0.0,0.0
9.4,3.354991477269234e-05,4.848142082365005e-05,4.74656627076413e-07,5.02073227330707e-05,4.501788554041909e-08,0.0,0.0,0.0,0.0
9.41639,4.261751679037102e-05,5.943845743828523e-05,5.796410223639683e-07,6.154864051849132e-05,5.398698235477309e-08,0.0,0.0,0.0,0.0
9.43333,5.4128619478683215e-05,7.292341611575682e-05,7.083736630759579e-07,7.550552671555827e-05,6.482253410045644e-08,0.0,0.0,0.0,0.0
9.45,6.864713745211329e-05,8.94331564404371e-05,8.654159102150717e-07,9.259188232124979e-05,7.78552121631225e-08,0.0,0.0,0.0,0.0
9.46639,8.701761633167378e-05,0.00010973945983807119,1.0578921533362927e-06,0.00011360605108141158,9.361660664085842e-08,0.0,0.0,0.0,0.0
9.48333,0.00011018045613984164,0.0001346655313094117,1.293345557647318e-06,0.0001393994920189724,1.1265797435955403e-07,0.0,0.0,0.0,0.0
9.49972,0.00013905077050187147,0.00016496678876046927,1.5786207065629353e-06,0.00017075345396414232,1.3546545095212898e-07,0.0,0.0,0.0,0.0
9.51667,0.00017505949227927635,0.00020190322813493474,1.92524947669503e-06,0.00020897124110466676,1.6289335029534414e-07,0.0,0.0,0.0,0.0
9.53306,0.00021938406542745028,0.0002464413369447375,2.3419366888813137e-06,0.00025505242454154105,1.9556749986822283e-07,0.0,0.0,0.0,0.0
9.55,0.00027387705430811113,0.00030021677036777577,2.843587719025181e-06,0.000310688941116876,2.3460418358829586e-07,0.0,0.0,0.0,0.0
9.56639,0.00034032759233562534,0.00036480060637087157,3.444425473967322e-06,0.00037750594853875566,2.8107432384270273e-07,0.0,0.0,0.0,0.0
9.58333,0.0004201855005141733,0.0004414587081288465,4.155782830021977e-06,0.0004568129296740044,3.358390775614269e-07,0.0,0.0,0.0,0.0
9.6,0.0005161763482180207,0.000532678622951996,5.000252690010689e-06,0.0005511833105738171,4.0062714993671017e-07,0.0,0.0,0.0,0.0
9.61639,0.0006305827629254929,0.0006405378728766176,5.996529105433318e-06,0.0006627664176812154,4.768780399725281e-07,0.0,0.0,0.0,0.0
9.63333,0.0007662013301569146,0.0007676398570014289,7.168089494682399e-06,0.000794255766085076,5.664170720715007e-07,0.0,0.0,0.0,0.0
9.64972,0.0009266623802990339,0.0009174170484210351,8.54595056070633e-06,0.0009492027505827945,6.71669313251861e-07,0.0,0.0,0.0,0.0
9.66667,0.001113822264193464,0.001091713490200038,1.0146439304656621e-05,0.001129515737910951,7.939669165693646e-07,0.0,0.0,0.0,0.0
9.68306,0.0013337694663309823,0.001296395056549515,1.20227247849098e-05,0.0013412640282933588,9.374920476781793e-07,0.0,0.0,0.0,0.0
9.7,0.0015905042986534186,0.0015354744431968228,1.4210806544303339e-05,0.0015886001116210983,1.1051581437902514e-06,0.0,0.0,0.0,0.0
9.71639,0.0018890802376462373,0.0018140528495339085,1.675653870077448e-05,0.0018768029340869483,1.3006804842496655e-06,0.0,0.0,0.0,0.0
9.73333,0.0022340673485257826,0.002136890850981294,1.9702542625635965e-05,0.002210799425056455,1.52757501004891e-06,0.0,0.0,0.0,0.0
9.75,0.002630105155947856,0.0025089105784095586,2.309281655053679e-05,0.002595683976444913,1.789506415527472e-06,0.0,0.0,0.0,0.0
9.76639,0.003079021658952234,0.0029324472524124355,2.6947731982553077e-05,0.003033874788755066,2.0883381545377856e-06,0.0,0.0,0.0,0.0
9.78333,0.0035986341930213327,0.0034250120417513284,3.142555985407963e-05,0.0035434914592508823,2.4366725983997625e-06,0.0,0.0,0.0,0.0
9.79972,0.0041940893434806795,0.003992247137964501,3.6576233537483145e-05,0.004130374336151224,2.838765259396282e-06,0.0,0.0,0.0,0.0
9.81667,0.00487347803713826,0.004642546726864676,4.2474516491954966e-05,0.004803210988893707,3.3007984094107918e-06,0.0,0.0,0.0,0.0
9.83306,0.005647701255251091,0.0053868957869323076,4.9218385226053844e-05,0.005573369384309356,3.83074855650269e-06,0.0,0.0,0.0,0.0
9.85,0.006524087112983674,0.006232631723584059,5.6872449824031946e-05,0.006448442926330546,4.43390093371923e-06,0.0,0.0,0.0,0.0
9.86639,0.007536158422520456,0.007212089481158121,6.572692118326018e-05,0.007461889087102686,5.133234620221932e-06,0.0,0.0,0.0,0.0
9.88333,0.008679747269480636,0.008320653549901486,7.573721278353867e-05,0.00860893150966377,5.925127680711717e-06,0.0,0.0,0.0,0.0
9.9,0.009987035377080322,0.009588118257208466,8.716905098458238e-05,0.009920395691448201,6.830185836260084e-06,0.0,0.0,0.0,0.0
9.91639,0.011475177709452429,0.011028663042982325,0.00010014618286910574,0.011410947438882761,7.85739684077221e-06,0.0,0.0,0.0,0.0
9.93333,0.013176684743104647,0.012669904813260269,0.00011491236090403192,0.013109152568071578,9.024710437550979e-06,0.0,0.0,0.0,0.0
9.94972,0.015129140964110603,0.01454376573895892,0.00013174902916759384,0.015048030112237732,1.0352871117303019e-05,0.0,0.0,0.0,0.0
9.96667,0.017353999210407974,0.016667392267498023,0.00015080455941210276,0.017245312820427787,1.1852455803230728e-05,0.0,0.0,0.0,0.0
9.98306,0.019890941054595834,0.019074922368989746,0.00017237918744786554,0.019736313207070054,1.3545882610904435e-05,0.0,0.0,0.0,0.0
10.0,0.022777652669546213,0.02179787889195097,0.00019674867743546027,0.02255363608280921,1.5453437936544785e-05,0.0,0.0,0.0,0.0
10.01639,0.026045415207114564,0.024861169174309798,0.0002241288339673327,0.025723039891553733,1.7590560811566798e-05,0.0,0.0,0.0,0.0
10.03333,0.029754802032703257,0.02831651979099791,0.00025497425918762,0.02929802955578858,1.9991166615922196e-05,0.0,0.0,0.0,0.0
10.05,0.033931346508158204,0.03218237651959175,0.0002894414629786462,0.033297675051356314,2.2665822814207235e-05,0.0,0.0,0.0,0.0
10.06639,0.0386050185363527,0.03648128743939286,0.00032772351260648973,0.03774529041265869,2.5628004705167343e-05,0.0,0.0,0.0,0.0
10.08333,0.04384377743678444,0.04127053069477436,0.0003703221799015043,0.04270012028984391,2.891509636690175e-05,0.0,0.0,0.0,0.0
10.09972,0.049694699744227716,0.04658795760572786,0.0004175654327314004,0.0482013096141263,3.255107773646711e-05,0.0,0.0,0.0,0.0
10.11667,0.05616802881193946,0.05243847375219723,0.0004694886894538382,0.054253920062510064,3.653771228121014e-05,0.0,0.0,0.0,0.0
10.13306,0.0633158227420578,0.05886574712722614,0.0005264719314133747,0.060903116863229,4.090367549887629e-05,0.0,0.0,0.0,0.0
10.15,0.07117069469248069,0.06589690714768714,0.0005887485468698782,0.06817695756654318,4.5666895407461914e-05,0.0,0.0,0.0,0.0
10.16639,0.07975847876508972,0.07355463891456858,0.0006565132343835373,0.07609890571049246,5.0843061131190585e-05,0.0,0.0,0.0,0.0
10.18333,0.089071018839629,0.08183359894370976,0.0007297139419413983,0.08466343460323712,5.642995457858942e-05,0.0,0.0,0.0,0.0
10.2,0.09910544967883582,0.09073488411108392,0.0008083546388964148,0.09387168496899877,6.243034714655095e-05,0.0,0.0,0.0,0.0
10.21639,0.1098128670514502,0.1002099522140543,0.0008919737996493676,0.10367343204164844,6.880835357771353e-05,0.0,0.0,0.0,0.0
10.23333,0.12112590892330548,0.11018590168586428,0.0009798690657167217,0.11399323973880246,7.550693377102612e-05,0.0,0.0,0.0,0.0
10.24972,0.13284746838357456,0.1204718293433602,0.0010702832782773664,0.12463360031696559,8.238746347625726e-05,0.0,0.0,0.0,0.0
10.26667,0.14479276814838885,0.1308846573751743,0.001161515970274219,0.13540510009637843,8.931452492376305e-05,0.0,0.0,0.0,0.0
10.28306,0.1567973407281977,0.14125501644249588,0.0012519711522927686,0.14613250321265264,9.615930450823337e-05,0.0,0.0,0.0,0.0
10.3,0.16849959100725767,0.151240371494705,0.00133853247546303,0.1564614451717238,0.00010267692507494708,0.0,0.0,0.0,0.0
10.31639,0.17965717377724563,0.16059988186967136,0.0014189685041574105,0.16614275839782547,0.00010868895466270329,0.0,0.0,0.0,0.0
10.33333,0.18988448519058737,0.16897253162090706,0.001490019585106518,0.1748029706074401,0.0001139401076569801,0.0,0.0,0.0,0.0
10.35,0.19885069059562782,0.1760489508555119,0.0015489003809006155,0.18212204152130132,0.00011821236167944689,0.0,0.0,0.0,0.0
10.36639,0.20626785998494793,0.18155912816593422,0.0015931846914940403,0.18782064828945189,0.00012131586698834853,0.0,0.0,0.0,0.0
10.38333,0.21177166685951423,0.18518920887118023,0.0016201632017687308,0.19157414608153925,0.00012304601475771293,0.0,0.0,0.0,0.0
10.39972,0.21509595427712858,0.18670809505354866,0.001627853061476296,0.19314347439993096,0.00012325475809207487,0.0,0.0,0.0,0.0
10.41667,0.21559944555362517,0.1855604943557324,0.001611527642910301,0.1919540503887158,0.00012160161896603926,0.0,0.0,0.0,0.0
10.43306,0.21258685137559702,0.18116312109971505,0.0015663284241826895,0.187402291457663,0.00011774769234647724,0.0,0.0,0.0,0.0
10.45,0.20553145415656646,0.17310779936271614,0.0014890171686681283,0.1790658558826045,0.0001114793780841529,0.0,0.0,0.0,0.0
10.46639,0.19449144294511678,0.16160224727580288,0.0013820749065357753,0.16715980846751702,0.0001030304063572772,0.0,0.0,0.0,0.0
10.48333,0.1796434498530317,0.1469246770414681,0.0012484080395473262,0.15197219067172563,9.264787800392347e-05,0.0,0.0,0.0,0.0
10.5,0.1617686860683274,0.12993096444674973,0.0010960580920606308,0.13438883321639783,8.096480382726962e-05,0.0,0.0,0.0,0.0
10.51639,0.14196844002908596,0.11172223738876692,0.00093500067267289,0.11554929528984724,6.874253619734523e-05,0.0,0.0,0.0,0.0
10.53333,0.12138061524707468,0.09336834706373326,0.0007746685468951904,0.09656067853959459,5.668440845619214e-05,0.0,0.0,0.0,0.0
10.54972,0.10129199012964296,0.07599831558846365,0.0006247425018750244,0.07859113579256599,4.549879630724905e-05,0.0,0.0,0.0,0.0
10.56667,0.08272338871058314,0.06042837703969986,0.0004919318439120719,0.06248500875625663,3.5661484067292994e-05,0.0,0.0,0.0,0.0
10.58306,0.06631552869468395,0.047092545566627876,0.0003795044722723657,0.04869105156508425,2.7388671044549357e-05,0.0,0.0,0.0,0.0
10.6,0.05233061983396175,0.03608078707569079,0.0002877493862404715,0.03730201294791664,2.0677731798729398e-05,0.0,0.0,0.0,0.0
10.61639,0.0411899065377528,0.027581435221025418,0.00021773520669608114,0.02851227293316666,1.558492274865157e-05,0.0,0.0,0.0,0.0
10.63333,0.03249935957232034,0.021151140376374528,0.00016534041435629468,0.021862899662468283,1.1792258463903253e-05,0.0,0.0,0.0,0.0
10.65,0.026004101703778336,0.01648198564613804,0.0001276808476346482,0.017035104567954894,9.077807645969886e-06,0.0,0.0,0.0,0.0
10.66639,0.021238363825621782,0.01314485909056635,0.00010101017480087711,0.013584885049507067,7.16237410417277e-06,0.0,0.0,0.0,0.0
10.68333,0.01778613791585012,0.010782767560855444,8.22824909667808e-05,0.01114292797148832,5.8214448531120445e-06,0.0,0.0,0.0,0.0
10.69972,0.015537320644988965,0.009272878562979816,7.038892153795312e-05,0.009582085008404627,4.971854606586216e-06,0.0,0.0,0.0,0.0
10.71667,0.014168791631559612,0.008366485691282876,6.328241449453446e-05,0.008645146906854476,4.465052954025649e-06,0.0,0.0,0.0,0.0
10.73306,0.013548612636328438,0.00795908525798031,6.009713157889973e-05,0.008224028747854308,4.238113634222224e-06,0.0,0.0,0.0,0.0
10.75,0.013567672120613635,0.007971573231403867,6.0194683527137567e-05,0.008236937095939775,4.245061742038755e-06,0.0,0.0,0.0,0.0
10.76639,0.014228028374227032,0.008405510916234033,6.358783429142948e-05,0.00868548655394777,4.4868202865746094e-06,0.0,0.0,0.0,0.0
