Time (hr),dose,SRAM_SEL,MCU_SEFI,MCU_SEL,LREG_SEGR,SRAM_TID,MCU_TID,LREG_TID,WDOG_TID
0.3,0.21302038129932457,0.18588464519100656,0.0016246444149809786,0.1922930012050399,0.0001232789224892594,0.0,0.0,0.0,0.0
0.31639,0.2090182969289817,0.18345275276663742,0.0016076854763312865,0.1897787931101378,0.00012227967000065328,0.0,0.0,0.0,0.0
0.33333,0.2035199699140086,0.1795709864602139,0.0015774625699443547,0.18576460295333097,0.000120232714420451,0.0,0.0,0.0,0.0
0.34972,0.19666701878079668,0.17435682282668874,0.0015349638528011447,0.1803719375325072,0.0001172111466655896,0.0,0.0,0.0,0.0
0.36667,0.18857835285429886,0.1679178010645646,0.001481133859755581,0.17371203669328053,0.00011328776176739076,0.0,0.0,0.0,0.0
0.38306,0.1794882578652372,0.16045969245635686,0.0014177703246449572,0.16599775122315613,0.0001085998301551229,0.0,0.0,0.0,0.0
0.4,0.16954669762424285,0.15212635090258356,0.0013461801865284077,0.15737789849182193,0.00010325070746938402,0.0,0.0,0.0,0.0
0.41639,0.15914771020005908,0.14327167919982636,0.0012695018693106986,0.14821857536304603,9.748229267791108e-05,0.0,0.0,0.0,0.0
0.43333,0.1482620455343379,0.13389261184262702,0.001187800344499534,0.13851663496887665,9.13062790616137e-05,0.0,0.0,0.0,0.0
0.45,0.13730836123946205,0.12436970450842275,0.0011044747510852938,0.12866575565237842,8.498573915558941e-05,0.0,0.0,0.0,0.0
0.46639,0.12640960410759947,0.11482965406986949,0.0010207187436827277,0.11879702154696704,7.861713974841184e-05,0.0,0.0,0.0,0.0
0.48333,0.11575688111479654,0.10545659200102087,0.0009382220259037983,0.10910092897840606,7.233390973904007e-05,0.0,0.0,0.0,0.0
0.49972,0.10551047259970661,0.09640609424736736,0.0008584176677310284,0.09973843513430704,6.62493249048632e-05,0.0,0.0,0.0,0.0
0.51667,0.09574372582404665,0.08775480953189192,0.0007820340109309145,0.09078884824461929,6.042216181863928e-05,0.0,0.0,0.0,0.0
0.53306,0.08655763233918512,0.07960118724879355,0.0007099811457623841,0.08235402660633773,5.4924151780730235e-05,0.0,0.0,0.0,0.0
0.55,0.07800602850919984,0.07199406143163795,0.0006427081298939275,0.07448448990364563,4.978899371831543e-05,0.0,0.0,0.0,0.0
0.56639,0.0700236018282412,0.06487189625990629,0.00057967337412435,0.0671165738036413,4.4973220103946914e-05,0.0,0.0,0.0,0.0
0.58333,0.06273150662710397,0.05834146309401559,0.0005218258036020145,0.06036073344139335,4.054800108975968e-05,0.0,0.0,0.0,0.0
0.6,0.05606136989663355,0.0523423221664398,0.00046863577875443845,0.054154447810455274,3.6472296380674423e-05,0.0,0.0,0.0,0.0
0.61639,0.04998548096174385,0.04685145192233889,0.00041990514854688203,0.04847390775823484,3.2730919710628876e-05,0.0,0.0,0.0,0.0
0.63333,0.044457713131622174,0.04182995584011115,0.0003752949669388627,0.043278882401518656,2.929825835799479e-05,0.0,0.0,0.0,0.0
0.64972,0.03939517515148781,0.03720552777593022,0.0003341685780014642,0.03849457624648761,2.6125913559001022e-05,0.0,0.0,0.0,0.0
0.66667,0.034901636528153625,0.033077091306661345,0.00029741274343641116,0.03422334502207728,2.3283322182344236e-05,0.0,0.0,0.0,0.0
0.68306,0.030856583768716524,0.029338746149241722,0.0002640923721923107,0.030355639202579752,2.0699496061796755e-05,0.0,0.0,0.0,0.0
0.7,0.02723687697389414,0.02597344879949465,0.00023406225315885745,0.026873837603073852,1.836442093012634e-05,0.0,0.0,0.0,0.0
0.71639,0.024024081122107764,0.022968592642444344,0.00020721683349491938,0.023764909525178624,1.627124667327141e-05,0.0,0.0,0.0,0.0
0.73333,0.02115506170588852,0.020269396072856605,0.00018307319722719553,0.020972187474135845,1.4383631157291032e-05,0.0,0.0,0.0,0.0
0.75,0.018606816515622904,0.01785808518966278,0.00016147826141705277,0.018477291934715163,1.2690818186127518e-05,0.0,0.0,0.0,0.0
0.76639,0.016366724722457624,0.015726514890528755,0.0001423650603289963,0.016271805333397806,1.1188767947901929e-05,0.0,0.0,0.0,0.0
0.78333,0.014372729633668225,0.013818980286292061,0.00012523946440909844,0.014298099685664487,9.83972548021464e-06,0.0,0.0,0.0,0.0
0.79972,0.012626178637306069,0.012139730360877574,0.00011014451961983081,0.012560578837017205,8.648041400884957e-06,0.0,0.0,0.0,0.0
0.81667,0.011084102498440615,0.010650464968347208,9.674074353305056e-05,0.011019621158280203,7.587916211439576e-06,0.0,0.0,0.0,0.0
