  0.9999996,  0.0000000,  0.0008537,  0.0000000,  1.0000000, -0.0000026, -0.0008537,  0.0000026,  0.9999996,  0.0000000,  0.0000000,  7.3562973, -0.5070654,  0.3913155, -0.7679563
  0.9999996,  0.0000000,  0.0009037, -0.0000000,  1.0000000, -0.0000027, -0.0009037,  0.0000027,  0.9999996, -0.0000000, -0.0000000,  7.3566848, -0.5521595,  0.3913147, -0.7362015
  0.9999995,  0.0000000,  0.0009506,  0.0000000,  1.0000000, -0.0000027, -0.0009506,  0.0000027,  0.9999995, -0.0000000, -0.0000000,  7.3570941, -0.5952727,  0.3913139, -0.7018004
  0.9999995,  0.0000000,  0.0009939,  0.0000000,  1.0000000, -0.0000026, -0.0009939,  0.0000026,  0.9999995, -0.0000000, -0.0000000,  7.3575235, -0.6362498,  0.3913131, -0.6648761
  0.9999995,  0.0000000,  0.0010338, -0.0000000,  1.0000000, -0.0000026, -0.0010338,  0.0000026,  0.9999995,  0.0000000,  0.0000000,  7.3579716, -0.6749433,  0.3913122, -0.6255608
  0.9999994,  0.0000000,  0.0010698,  0.0000000,  1.0000000, -0.0000025, -0.0010698,  0.0000025,  0.9999994,  0.0000000,  0.0000000,  7.3584369, -0.7112139,  0.3913113, -0.5839950
  0.9999994,  0.0000000,  0.0011021, -0.0000000,  1.0000000, -0.0000024, -0.0011021,  0.0000024,  0.9999994,  0.0000000,  0.0000000,  7.3589176, -0.7449309,  0.3913105, -0.5403278
  0.9999994,  0.0000000,  0.0011304, -0.0000000,  1.0000000, -0.0000022, -0.0011304,  0.0000022,  0.9999994,  0.0000000,  0.0000000,  7.3594119, -0.7759726,  0.3913096, -0.4947155
  0.9999993,  0.0000000,  0.0011547,  0.0000000,  1.0000000, -0.0000021, -0.0011547,  0.0000021,  0.9999993, -0.0000000,  0.0000000,  7.3599183, -0.8042269,  0.3913087, -0.4473216
  0.9999993,  0.0000000,  0.0011748, -0.0000000,  1.0000000, -0.0000019, -0.0011748,  0.0000019,  0.9999993, -0.0000000, -0.0000000,  7.3604347, -0.8295917,  0.3913078, -0.3983162
  0.9999993,  0.0000000,  0.0011907,  0.0000000,  1.0000000, -0.0000017, -0.0011907,  0.0000017,  0.9999993,  0.0000000,  0.0000000,  7.3609594, -0.8519753,  0.3913069, -0.3478749
  0.9999993,  0.0000000,  0.0012024,  0.0000000,  1.0000000, -0.0000015, -0.0012024,  0.0000015,  0.9999993, -0.0000000,  0.0000000,  7.3614904, -0.8712965,  0.3913060, -0.2961789
  0.9999993,  0.0000000,  0.0012098,  0.0000000,  1.0000000, -0.0000013, -0.0012098,  0.0000013,  0.9999993,  0.0000000,  0.0000000,  7.3620257, -0.8874852,  0.3913051, -0.2434137
  0.9999993,  0.0000000,  0.0012129,  0.0000000,  1.0000000, -0.0000011, -0.0012129,  0.0000011,  0.9999993,  0.0000000,  0.0000000,  7.3625635, -0.9004825,  0.3913043, -0.1897690
  0.9999993,  0.0000000,  0.0012117,  0.0000000,  1.0000000, -0.0000009, -0.0012117,  0.0000009,  0.9999993, -0.0000000, -0.0000000,  7.3631017, -0.9102408,  0.3913034, -0.1354374
  0.9999993,  0.0000000,  0.0012061,  0.0000000,  1.0000000, -0.0000006, -0.0012061,  0.0000006,  0.9999993,  0.0000000,  0.0000000,  7.3636384, -0.9167244,  0.3913025, -0.0806145
  0.9999993,  0.0000000,  0.0011962, -0.0000000,  1.0000000, -0.0000004, -0.0011962,  0.0000004,  0.9999993, -0.0000000,  0.0000000,  7.3641715, -0.9199092,  0.3913016, -0.0254974
  0.9999993,  0.0000000,  0.0011821,  0.0000000,  1.0000000, -0.0000002, -0.0011821,  0.0000002,  0.9999993, -0.0000000, -0.0000000,  7.3646991, -0.9197830,  0.3913007,  0.0297156
  0.9999993,  0.0000000,  0.0011638,  0.0000000,  1.0000000, -0.0000000, -0.0011638,  0.0000000,  0.9999993,  0.0000000, -0.0000000,  7.3652193, -0.9163455,  0.3912998,  0.0848256
  0.9999993, -0.0000000,  0.0011413,  0.0000000,  1.0000000,  0.0000002, -0.0011413, -0.0000002,  0.9999993, -0.0000000,  0.0000000,  7.3657300, -0.9096084,  0.3912990,  0.1396342
  0.9999994, -0.0000000,  0.0011148,  0.0000000,  1.0000000,  0.0000004, -0.0011148, -0.0000004,  0.9999994,  0.0000000, -0.0000000,  7.3662296, -0.8995953,  0.3912981,  0.1939437
  0.9999994, -0.0000000,  0.0010842,  0.0000000,  1.0000000,  0.0000005, -0.0010842, -0.0000005,  0.9999994,  0.0000000, -0.0000000,  7.3667160, -0.8863415,  0.3912972,  0.2475585
  0.9999994, -0.0000000,  0.0010498,  0.0000000,  1.0000000,  0.0000007, -0.0010498, -0.0000007,  0.9999994, -0.0000000,  0.0000000,  7.3671876, -0.8698943,  0.3912963,  0.3002851
  0.9999995, -0.0000000,  0.0010116,  0.0000000,  1.0000000,  0.0000008, -0.0010116, -0.0000008,  0.9999995,  0.0000000,  0.0000000,  7.3676425, -0.8503122,  0.3912954,  0.3519334
  0.9999995, -0.0000000,  0.0009698,  0.0000000,  1.0000000,  0.0000009, -0.0009698, -0.0000009,  0.9999995, -0.0000000,  0.0000000,  7.3680792, -0.8276653,  0.3912945,  0.4023168
  0.9999996, -0.0000000,  0.0009244,  0.0000000,  1.0000000,  0.0000010, -0.0009244, -0.0000010,  0.9999996, -0.0000000, -0.0000000,  7.3684961, -0.8020347,  0.3912936,  0.4512535
  0.9999996, -0.0000000,  0.0008758,  0.0000000,  1.0000000,  0.0000010, -0.0008758, -0.0000010,  0.9999996, -0.0000000, -0.0000000,  7.3688916, -0.7735123,  0.3912926,  0.4985668
  0.9999997, -0.0000000,  0.0008240,  0.0000000,  1.0000000,  0.0000011, -0.0008240, -0.0000011,  0.9999997, -0.0000000,  0.0000000,  7.3692644, -0.7422005,  0.3912917,  0.5440857
  0.9999997, -0.0000000,  0.0007691, -0.0000000,  1.0000000,  0.0000011, -0.0007691, -0.0000011,  0.9999997,  0.0000000, -0.0000000,  7.3696131, -0.7082120,  0.3912907,  0.5876456
  0.9999997, -0.0000000,  0.0007115,  0.0000000,  1.0000000,  0.0000011, -0.0007115, -0.0000011,  0.9999997,  0.0000000,  0.0000000,  7.3699364, -0.6716688,  0.3912897,  0.6290893
  0.9999998, -0.0000000,  0.0006513,  0.0000000,  1.0000000,  0.0000010, -0.0006513, -0.0000010,  0.9999998, -0.0000000,  0.0000000,  7.3702334, -0.6327027,  0.3912887,  0.6682667
  0.9999998, -0.0000000,  0.0005886, -0.0000000,  1.0000000,  0.0000010, -0.0005886, -0.0000010,  0.9999998,  0.0000000, -0.0000000,  7.3705029, -0.5914539,  0.3912877,  0.7050363
  0.9999999, -0.0000000,  0.0005239,  0.0000000,  1.0000000,  0.0000009, -0.0005239, -0.0000009,  0.9999999,  0.0000000,  0.0000000,  7.3707441, -0.5480711,  0.3912867,  0.7392651
  0.9999999, -0.0000000,  0.0004571,  0.0000000,  1.0000000,  0.0000008, -0.0004571, -0.0000008,  0.9999999,  0.0000000, -0.0000000,  7.3709561, -0.5027106,  0.3912856,  0.7708292
  0.9999999, -0.0000000,  0.0003887,  0.0000000,  1.0000000,  0.0000006, -0.0003887, -0.0000006,  0.9999999, -0.0000000,  0.0000000,  7.3711382, -0.4555362,  0.3912845,  0.7996144
  0.9999999, -0.0000000,  0.0003188,  0.0000000,  1.0000000,  0.0000005, -0.0003188, -0.0000005,  0.9999999,  0.0000000,  0.0000000,  7.3712898, -0.4067178,  0.3912834,  0.8255168
  1.0000000, -0.0000000,  0.0002478,  0.0000000,  1.0000000,  0.0000004, -0.0002478, -0.0000004,  1.0000000,  0.0000000,  0.0000000,  7.3714106, -0.3564318,  0.3912823,  0.8484425
  1.0000000, -0.0000000,  0.0001757,  0.0000000,  1.0000000,  0.0000002, -0.0001757, -0.0000002,  1.0000000,  0.0000000, -0.0000000,  7.3715000, -0.3048595,  0.3912811,  0.8683086
  1.0000000, -0.0000000,  0.0001030, -0.0000000,  1.0000000,  0.0000000, -0.0001030, -0.0000000,  1.0000000, -0.0000000,  0.0000000,  7.3715579, -0.2521873,  0.3912800,  0.8850433
  1.0000000,  0.0000000,  0.0000299,  0.0000000,  1.0000000, -0.0000002, -0.0000299,  0.0000002,  1.0000000, -0.0000000,  0.0000000,  7.3715841, -0.1986051,  0.3912788,  0.8985861
  1.0000000, -0.0000000, -0.0000433, -0.0000000,  1.0000000, -0.0000004,  0.0000433,  0.0000004,  1.0000000,  0.0000000,  0.0000000,  7.3715786, -0.1443066,  0.3912776,  0.9088880
  1.0000000, -0.0000000, -0.0001164,  0.0000000,  1.0000000, -0.0000006,  0.0001164,  0.0000006,  1.0000000, -0.0000000, -0.0000000,  7.3715414, -0.0894878,  0.3912764,  0.9159119
  1.0000000, -0.0000000, -0.0001892, -0.0000000,  1.0000000, -0.0000008,  0.0001892,  0.0000008,  1.0000000, -0.0000000,  0.0000000,  7.3714728, -0.0343465,  0.3912753,  0.9196325
  1.0000000, -0.0000000, -0.0002612, -0.0000000,  1.0000000, -0.0000009,  0.0002612,  0.0000009,  1.0000000,  0.0000000,  0.0000000,  7.3713729,  0.0209180,  0.3912741,  0.9200364
  0.9999999, -0.0000000, -0.0003323,  0.0000000,  1.0000000, -0.0000011,  0.0003323,  0.0000011,  0.9999999,  0.0000000,  0.0000000,  7.3712423,  0.0761062,  0.3912729,  0.9171223
  0.9999999, -0.0000000, -0.0004022,  0.0000000,  1.0000000, -0.0000013,  0.0004022,  0.0000013,  0.9999999,  0.0000000,  0.0000000,  7.3710814,  0.1310190,  0.3912717,  0.9109009
  0.9999999, -0.0000000, -0.0004706, -0.0000000,  1.0000000, -0.0000014,  0.0004706,  0.0000014,  0.9999999,  0.0000000,  0.0000000,  7.3708907,  0.1854580,  0.3912706,  0.9013948
  0.9999999, -0.0000000, -0.0005373,  0.0000000,  1.0000000, -0.0000016,  0.0005373,  0.0000016,  0.9999999,  0.0000000,  0.0000000,  7.3706710,  0.2392269,  0.3912694,  0.8886387
  0.9999998, -0.0000000, -0.0006020,  0.0000000,  1.0000000, -0.0000017,  0.0006020,  0.0000017,  0.9999998,  0.0000000,  0.0000000,  7.3704230,  0.2921316,  0.3912683,  0.8726788
  0.9999998, -0.0000000, -0.0006645,  0.0000000,  1.0000000, -0.0000018,  0.0006645,  0.0000018,  0.9999998, -0.0000000, -0.0000000,  7.3701476,  0.3439812,  0.3912672,  0.8535730
  0.9999997, -0.0000000, -0.0007246,  0.0000000,  1.0000000, -0.0000019,  0.0007246,  0.0000019,  0.9999997, -0.0000000,  0.0000000,  7.3698458,  0.3945888,  0.3912661,  0.8313907
  0.9999997, -0.0000000, -0.0007820,  0.0000000,  1.0000000, -0.0000019,  0.0007820,  0.0000019,  0.9999997,  0.0000000,  0.0000000,  7.3695186,  0.4437718,  0.3912650,  0.8062123
  0.9999997, -0.0000000, -0.0008365,  0.0000000,  1.0000000, -0.0000020,  0.0008365,  0.0000020,  0.9999997,  0.0000000, -0.0000000,  7.3691671,  0.4913531,  0.3912639,  0.7781289
  0.9999996, -0.0000000, -0.0008879, -0.0000000,  1.0000000, -0.0000020,  0.0008879,  0.0000020,  0.9999996, -0.0000000,  0.0000000,  7.3687925,  0.5371612,  0.3912629,  0.7472424
  0.9999996, -0.0000000, -0.0009360,  0.0000000,  1.0000000, -0.0000019,  0.0009360,  0.0000019,  0.9999996,  0.0000000, -0.0000000,  7.3683961,  0.5810312,  0.3912619,  0.7136644
  0.9999995, -0.0000000, -0.0009807, -0.0000000,  1.0000000, -0.0000019,  0.0009807,  0.0000019,  0.9999995,  0.0000000, -0.0000000,  7.3679794,  0.6228051,  0.3912609,  0.6775166
  0.9999995, -0.0000000, -0.0010218, -0.0000000,  1.0000000, -0.0000018,  0.0010218,  0.0000018,  0.9999995,  0.0000000,  0.0000000,  7.3675436,  0.6623326,  0.3912599,  0.6389297
  0.9999994, -0.0000000, -0.0010591,  0.0000000,  1.0000000, -0.0000017,  0.0010591,  0.0000017,  0.9999994, -0.0000000,  0.0000000,  7.3670904,  0.6994718,  0.3912590,  0.5980432
  0.9999994, -0.0000000, -0.0010926,  0.0000000,  1.0000000, -0.0000016,  0.0010926,  0.0000016,  0.9999994,  0.0000000,  0.0000000,  7.3666212,  0.7340890,  0.3912580,  0.5550049
  0.9999994, -0.0000000, -0.0011221,  0.0000000,  1.0000000, -0.0000014,  0.0011221,  0.0000014,  0.9999994,  0.0000000,  0.0000000,  7.3661378,  0.7660601,  0.3912571,  0.5099703
  0.9999993, -0.0000000, -0.0011474, -0.0000000,  1.0000000, -0.0000012,  0.0011474,  0.0000012,  0.9999993,  0.0000000, -0.0000000,  7.3656419,  0.7952704,  0.3912562,  0.4631022
  0.9999993, -0.0000000, -0.0011686,  0.0000000,  1.0000000, -0.0000010,  0.0011686,  0.0000010,  0.9999993, -0.0000000,  0.0000000,  7.3651350,  0.8216151,  0.3912553,  0.4145696
  0.9999993, -0.0000000, -0.0011855,  0.0000000,  1.0000000, -0.0000008,  0.0011855,  0.0000008,  0.9999993, -0.0000000,  0.0000000,  7.3646191,  0.8450000,  0.3912544,  0.3645477
  0.9999993, -0.0000000, -0.0011982,  0.0000000,  1.0000000, -0.0000006,  0.0011982,  0.0000006,  0.9999993, -0.0000000,  0.0000000,  7.3640960,  0.8653414,  0.3912535,  0.3132170
  0.9999993, -0.0000000, -0.0012064,  0.0000000,  1.0000000, -0.0000003,  0.0012064,  0.0000003,  0.9999993, -0.0000000,  0.0000000,  7.3635675,  0.8825669,  0.3912526,  0.2607626
  0.9999993, -0.0000000, -0.0012104,  0.0000000,  1.0000000, -0.0000001,  0.0012104,  0.0000001,  0.9999993,  0.0000000, -0.0000000,  7.3630355,  0.8966149,  0.3912517,  0.2073734
  0.9999993,  0.0000000, -0.0012100,  0.0000000,  1.0000000,  0.0000002,  0.0012100, -0.0000002,  0.9999993,  0.0000000, -0.0000000,  7.3625020,  0.9074358,  0.3912508,  0.1532419
  0.9999993,  0.0000000, -0.0012052,  0.0000000,  1.0000000,  0.0000005,  0.0012052, -0.0000005,  0.9999993, -0.0000000,  0.0000000,  7.3619688,  0.9149911,  0.3912500,  0.0985630
  0.9999993,  0.0000000, -0.0011961, -0.0000000,  1.0000000,  0.0000008,  0.0011961, -0.0000008,  0.9999993,  0.0000000,  0.0000000,  7.3614379,  0.9192546,  0.3912491,  0.0435334
  0.9999993,  0.0000000, -0.0011828,  0.0000000,  1.0000000,  0.0000011,  0.0011828, -0.0000011,  0.9999993,  0.0000000,  0.0000000,  7.3609113,  0.9202115,  0.3912482, -0.0116488
  0.9999993,  0.0000000, -0.0011652,  0.0000000,  1.0000000,  0.0000014,  0.0011652, -0.0000014,  0.9999993, -0.0000000,  0.0000000,  7.3603908,  0.9178591,  0.3912473, -0.0667853
  0.9999993,  0.0000000, -0.0011435,  0.0000000,  1.0000000,  0.0000016,  0.0011435, -0.0000016,  0.9999993,  0.0000000,  0.0000000,  7.3598784,  0.9122065,  0.3912464, -0.1216777
  0.9999994,  0.0000000, -0.0011177, -0.0000000,  1.0000000,  0.0000019,  0.0011177, -0.0000019,  0.9999994, -0.0000000,  0.0000000,  7.3593760,  0.9032749,  0.3912455, -0.1761289
  0.9999994,  0.0000000, -0.0010879, -0.0000000,  1.0000000,  0.0000022,  0.0010879, -0.0000022,  0.9999994,  0.0000000,  0.0000000,  7.3588854,  0.8910969,  0.3912447, -0.2299433
  0.9999994,  0.0000000, -0.0010543, -0.0000000,  1.0000000,  0.0000024,  0.0010543, -0.0000024,  0.9999994, -0.0000000,  0.0000000,  7.3584085,  0.8757170,  0.3912438, -0.2829278
  0.9999995,  0.0000000, -0.0010170,  0.0000000,  1.0000000,  0.0000026,  0.0010170, -0.0000026,  0.9999995,  0.0000000,  0.0000000,  7.3579469,  0.8571909,  0.3912429, -0.3348921
  0.9999995,  0.0000000, -0.0009760, -0.0000000,  1.0000000,  0.0000028,  0.0009760, -0.0000028,  0.9999995, -0.0000000,  0.0000000,  7.3575025,  0.8355860,  0.3912420, -0.3856498
  0.9999996,  0.0000000, -0.0009317,  0.0000000,  1.0000000,  0.0000030,  0.0009317, -0.0000030,  0.9999996, -0.0000000,  0.0000000,  7.3570768,  0.8109802,  0.3912411, -0.4350190
  0.9999996,  0.0000000, -0.0008840,  0.0000000,  1.0000000,  0.0000031,  0.0008840, -0.0000031,  0.9999996, -0.0000000, -0.0000000,  7.3566715,  0.7834624,  0.3912403, -0.4828226
  0.9999997,  0.0000000, -0.0008332,  0.0000000,  1.0000000,  0.0000032,  0.0008332, -0.0000032,  0.9999997, -0.0000000, -0.0000000,  7.3562881,  0.7531320,  0.3912394, -0.5288894
  0.9999997,  0.0000000, -0.0007795, -0.0000000,  1.0000000,  0.0000033,  0.0007795, -0.0000033,  0.9999997,  0.0000000,  0.0000000,  7.3559279,  0.7200981,  0.3912386, -0.5730542
  0.9999997,  0.0000000, -0.0007230,  0.0000000,  1.0000000,  0.0000034,  0.0007230, -0.0000034,  0.9999997, -0.0000000,  0.0000000,  7.3555923,  0.6844797,  0.3912377, -0.6151590
  0.9999998,  0.0000000, -0.0006639, -0.0000000,  1.0000000,  0.0000034,  0.0006639, -0.0000034,  0.9999998, -0.0000000,  0.0000000,  7.3552825,  0.6464049,  0.3912369, -0.6550530
  0.9999998,  0.0000000, -0.0006025, -0.0000000,  1.0000000,  0.0000034,  0.0006025, -0.0000034,  0.9999998,  0.0000000,  0.0000000,  7.3549997,  0.6060106,  0.3912361, -0.6925933
  0.9999999,  0.0000000, -0.0005390,  0.0000000,  1.0000000,  0.0000034,  0.0005390, -0.0000034,  0.9999999,  0.0000000, -0.0000000,  7.3547448,  0.5634420,  0.3912353, -0.7276456
  0.9999999,  0.0000000, -0.0004736,  0.0000000,  1.0000000,  0.0000033,  0.0004736, -0.0000033,  0.9999999, -0.0000000,  0.0000000,  7.3545188,  0.5188519,  0.3912346, -0.7600843
  0.9999999,  0.0000000, -0.0004064,  0.0000000,  1.0000000,  0.0000032,  0.0004064, -0.0000032,  0.9999999,  0.0000000, -0.0000000,  7.3543225,  0.4724005,  0.3912338, -0.7897936
  0.9999999,  0.0000000, -0.0003378, -0.0000000,  1.0000000,  0.0000031,  0.0003378, -0.0000031,  0.9999999, -0.0000000,  0.0000000,  7.3541565,  0.4242543,  0.3912331, -0.8166670
  1.0000000,  0.0000000, -0.0002681,  0.0000000,  1.0000000,  0.0000029,  0.0002681, -0.0000029,  1.0000000, -0.0000000,  0.0000000,  7.3540216,  0.3745862,  0.3912324, -0.8406083
  1.0000000,  0.0000000, -0.0001973, -0.0000000,  1.0000000,  0.0000028,  0.0001973, -0.0000028,  1.0000000, -0.0000000,  0.0000000,  7.3539180,  0.3235744,  0.3912317, -0.8615320
  1.0000000,  0.0000000, -0.0001258,  0.0000000,  1.0000000,  0.0000025,  0.0001258, -0.0000025,  1.0000000, -0.0000000,  0.0000000,  7.3538461,  0.2714016,  0.3912311, -0.8793631
  1.0000000,  0.0000000, -0.0000539,  0.0000000,  1.0000000,  0.0000023,  0.0000539, -0.0000023,  1.0000000,  0.0000000,  0.0000000,  7.3538062,  0.2182551,  0.3912304, -0.8940377
'End of Block'
'*',    73,     1,    32,    36,     3,    15,    -1,     1
'SPENVIS 4.6.11.3477          - 11-Sep-2022 21:44:57'
'PRJ_DEF', -1,'PROJECT'
'PRJ_HDR', -1,'project'
'MOD_ABB', -1,'ORB'
'MIS_PLA',  1,    3,' '
'PLA_RAD', 1,   6371.20,'km'
'PLA_DIS', 1,     1.000,'AU'
'MIS_NTR',  1,    3,' '
'MIS_STA',  1,  26663.00000000,' '
'MIS_END',  1,  26753.00000000,' '
'MIS_DUR',  1, 9.000000E+01,'days'
'ORB_HDR', -1,'GTO'
'ORB_TYP', -1,'GEN'
'ORB_MJD',  1,  26694.00000000,' '
'ORB_YEA',  1, 2023,' '
'ORB_MON',  1,  2,' '
'ORB_DAY',  1,  1,' '
'ORB_HOU',  1,  0,' '
'ORB_MIN',  1,  0,' '
'ORB_SEC',  1,  0.0,' '
'ORB_APO',  1, 3.578600E+04,'km'
'ORB_PER',  1, 1.000000E+03,'km'
'ORB_INC',  1,     0.00,'deg'
'ORB_RAA',  1,     0.00,'deg'
'ORB_ARG',  1,     0.00,'deg'
'ORB_TRA',  1,     0.00,'deg'
'ORB_PRD',  1, 1.077304E+01,'hrs'
'ORB_DUR',  1, 4.488766E-01,'days'
'ORB_TSE',  1,  26722.00000000,' '
'ORB_AXM',  1,  2,' '
'ORB_MJR', -1,'1 Jan 1950, 00:00 UT'
'ORB_GDR', -1,'Astron. J. 66, 15, 1961'
'VEC_CMP', -3,'X','Y','Z'
'PS Annotation',  8,  1
'Mission start: 01/01/2023 00:00:00'
 0.05, 0.00, 0.00
'Mission end: 01/04/2023 00:00:00'
 0.95, 0.00, 1.00
'Nr. of segments:   3'
 0.05, 1.50, 0.00
'Duration: 90.00 days'
 0.95, 0.00, 1.00
'PS Annotation', 26,  0
'Segment  2: GTO'
 0.05, 2.00, 0.00
'Apogee: 35786.0 km'
 0.05, 1.50, 0.00
'Perigee: 1000.0 km'
 0.50, 0.00, 0.50
'Inclination: 0.0 deg'
 0.95, 0.00, 1.00
'R.A. Asc. Node: 0.0 deg'
 0.05, 1.50, 0.00
'Arg. Per.: 0.0 deg'
 0.50, 0.00, 0.50
'True Anomaly: 0.0 deg'
 0.95, 0.00, 1.00
'Period: 10.77 hrs'
 0.05, 1.50, 0.00
'Duration: 0.45 days'
 0.50, 0.00, 0.50
'1.00 Orbits'
 0.95, 0.00, 1.00
'Orbit start: 01/02/2023 00:00:00'
 0.05, 1.50, 0.00
'Orbit end: 01/02/2023 10:46:22'
 0.95, 0.00, 1.00
'Satellite axis parallel to the velocity vector'
 0.05, 1.00, 0.00
'Attitude',' ', 9,'Attitude'
'SatVel','km s!u-1!n', 3,'Satellite velocity component V_','VEC_CMP'
'SatSun',' ', 3,'Sun direction component S_','VEC_CMP'
  1.0000000,  0.0000000,  0.0000000,  0.0000000,  1.0000000,  0.0000000,  0.0000000,  0.0000000,  1.0000000,  0.0000000,  0.0000000,  9.5947052,  0.6672505,  0.2962417, -0.6833869
