Run,A,B,Z
1708,8537737.51170189,33894317.77690656,8537737.51170189
1709,7976248.788295334,5954343.362720371,5954343.362720371
1710,9770249.406230155,28792738.365715258,9770249.406230155
1711,8648515.39383371,8787143.261612587,8648515.39383371
1712,9505260.251557488,32572776.225201823,9505260.251557488
1713,9430255.018019294,6885213.4967190055,6885213.4967190055
1714,9271079.028429957,17378495.253403727,9271079.028429957
1715,10128627.33256013,12925765.929455008,10128627.33256013
1716,8010348.39820327,9214739.975672314,8010348.39820327
1717,9167597.116652658,4984586.985296833,4984586.985296833
1718,10251871.78465058,12348717.11772829,10251871.78465058
1719,9124192.414479742,1078644.4734941474,1078644.4734941474
1720,9942414.863785025,15936341.640086502,9942414.863785025
1721,12769434.246684413,895525.916019237,895525.916019237
1722,11199239.484298764,9326620.65139164,9326620.65139164
1723,11146396.205775393,10745010.994659424,10745010.994659424
1724,8907251.475909773,3320354.2747024205,3320354.2747024205
1725,10675293.285284532,12122583.533259144,10675293.285284532
1726,10003539.66456231,7421542.724853643,7421542.724853643
1727,8851941.487680493,16217283.512471195,8851941.487680493
1728,8852810.529568484,19627963.052124202,8852810.529568484
1729,8111465.783484202,1937298.9844622754,1937298.9844622754
1730,9471702.953070505,21370234.74744124,9471702.953070505
1731,11657334.947702402,4870215.554597474,4870215.554597474
1732,10844125.72097831,5959655.471802232,5959655.471802232
1733,9539302.397880094,5499461.627901514,5499461.627901514
1734,9994416.79880499,4638917.579679136,4638917.579679136
1735,8144945.18485231,5255429.5394756645,5255429.5394756645
1736,8740455.957603289,34876856.416298166,8740455.957603289
1737,10017908.470315542,3063429.7758311345,3063429.7758311345
1738,11183001.26382005,18242143.66644438,11183001.26382005
1739,10501562.47959539,3510810.3891925793,3510810.3891925793
1740,12270430.203686718,4421271.635016162,4421271.635016162
1741,11347236.530041039,1604925.7702881272,1604925.7702881272
1742,8763169.37211726,14855479.615095677,8763169.37211726
1743,8904017.645423839,8026982.450996855,8026982.450996855
1744,8495856.47539151,8097134.308786469,8097134.308786469
1745,10012767.13065697,5595321.044160101,5595321.044160101
1746,8705062.112552522,9018567.739688741,8705062.112552522
1747,9837921.275158394,24354599.80861114,9837921.275158394
1748,8986028.46739887,14014630.941933611,8986028.46739887
1749,8375836.208106871,8204082.554041245,8204082.554041245
1750,8902034.423281517,19127206.489434175,8902034.423281517
1751,9292627.401767248,5256946.284328479,5256946.284328479
1752,8227028.048966868,9807034.898023821,8227028.048966868
1753,8973025.136172257,27261291.9845975,8973025.136172257
1754,8383880.497822812,5943134.544944888,5943134.544944888
1755,9574926.796244448,4393822.790631658,4393822.790631658
1756,10334127.785395607,601106.0262199356,601106.0262199356
1757,10776476.657229353,2428321.8453974454,2428321.8453974454
1758,9686814.946392404,5276661.54645935,5276661.54645935
1759,8505944.336672474,14412484.660905344,8505944.336672474
1760,9391274.017767029,8622730.318527218,8622730.318527218
1761,8440748.586553486,832502.4141097292,832502.4141097292
1762,10634144.927865386,6066963.650608167,6066963.650608167
1763,8661977.43938817,3509888.447138739,3509888.447138739
1764,7517014.022260071,1667916.0022487112,1667916.0022487112
1765,9308462.234510781,489220.25587746163,489220.25587746163
1766,9324388.03108431,536812.7465288973,536812.7465288973
1767,9894013.7186451,1314626.495869616,1314626.495869616
1768,7390583.489814162,9173830.560580963,7390583.489814162
1769,9051331.311759764,2119573.794494765,2119573.794494765
1770,10428583.809221629,1475981.1745586628,1475981.1745586628
1771,9408188.804931644,7446195.325430989,7446195.325430989
1772,9122889.60913541,1994540.754601029,1994540.754601029
1773,10017439.645310504,7413245.26881788,7413245.26881788
1774,9975265.786219336,5200880.59295415,5200880.59295415
1775,9448956.682675675,22419567.686102062,9448956.682675675
1776,10479818.163376011,12167748.8955469,10479818.163376011
1777,8691963.562890677,9343748.909032643,8691963.562890677
1778,8494107.088829322,32774271.479393672,8494107.088829322
1779,9014599.725667754,3824732.7200963194,3824732.7200963194
1780,10838647.819595842,24905615.79790882,10838647.819595842
1781,10177810.13717916,23538514.516378913,10177810.13717916
1782,7971279.601297256,14124009.197232297,7971279.601297256
1783,8006687.063952981,901187.3084246737,901187.3084246737
1784,8775617.507562473,6734733.321666717,6734733.321666717
1785,11045622.364603175,23032795.93738332,11045622.364603175
1786,9257911.76189745,13790018.155314837,9257911.76189745
1787,9471655.191138363,6355502.510643792,6355502.510643792
1788,10488599.064384723,10327939.174835326,10327939.174835326
1789,10020192.39340575,7675050.280580238,7675050.280580238
1790,8767031.380100965,12354595.26483789,8767031.380100965
1791,8377570.358623536,14038350.449228253,8377570.358623536
1792,9915264.060374154,174503.37384238074,174503.37384238074
1793,10352919.402085798,31875124.983290043,10352919.402085798
1794,9381682.98149592,7679826.046263439,7679826.046263439
1795,10184938.038581835,5236346.655155235,5236346.655155235
1796,8926504.136186333,12480769.888686314,8926504.136186333
1797,11467167.6921088,28272636.777964957,11467167.6921088
1798,9351014.891363367,5950887.691937013,5950887.691937013
1799,8804972.187159924,9758745.381224493,8804972.187159924
1800,9109307.644530648,15493906.22222746,9109307.644530648
1801,9421868.58674972,7154044.128682403,7154044.128682403
1802,9768141.340909151,20591314.55440849,9768141.340909151
1803,11046847.127808535,14667267.186938612,11046847.127808535
1804,9331805.18049014,1558291.753885177,1558291.753885177
1805,9118197.945038008,31825152.6628592,9118197.945038008
1806,9205692.126644243,29524945.787580088,9205692.126644243
