Run,A,B,Z
4627,9912687.094132394,25637688.167085644,9912687.094132394
4628,9694548.615014147,9546474.284508653,9546474.284508653
4629,9250155.489568166,22359177.82133233,9250155.489568166
4630,9519704.803186806,2733659.3626359045,2733659.3626359045
4631,8934235.013471162,10707146.578572415,8934235.013471162
4632,7993759.501819563,18877538.494436357,7993759.501819563
4633,10255454.832038058,34338890.83031822,10255454.832038058
4634,10044833.489179479,14307375.387126613,10044833.489179479
4635,9171873.46000297,31499087.625387862,9171873.46000297
4636,8253635.675764232,2435635.0590529214,2435635.0590529214
4637,9997029.228252536,2333649.7951680706,2333649.7951680706
4638,9328902.475975208,5370227.308069856,5370227.308069856
4639,8331746.270796507,4168652.45074337,4168652.45074337
4640,9982686.357511885,28199626.636295978,9982686.357511885
4641,8234576.355149277,12082639.681660047,8234576.355149277
4642,10344183.168750057,30454821.204929627,10344183.168750057
4643,9113625.602015177,4360244.646098655,4360244.646098655
4644,9938019.871473093,26441412.00753117,9938019.871473093
4645,8649103.7640722,22974804.660059795,8649103.7640722
4646,10082690.258646095,31389133.849911228,10082690.258646095
4647,9530222.152674245,29538227.08537795,9530222.152674245
4648,11626750.81165375,6010104.43811292,6010104.43811292
4649,10688458.188001651,17457719.801405374,10688458.188001651
4650,10118645.456556719,32414586.231410734,10118645.456556719
4651,8966058.16459207,21562731.216433845,8966058.16459207
4652,9898115.732617069,3613555.591320363,3613555.591320363
4653,10284636.316133212,9599094.078039194,9599094.078039194
4654,9508384.10535621,3567246.254949281,3567246.254949281
4655,11461484.295758229,3313357.487817631,3313357.487817631
4656,9360597.441511184,1201375.2473413518,1201375.2473413518
4657,10597483.029510317,2177512.329322108,2177512.329322108
4658,8228111.604760383,6597232.432796281,6597232.432796281
4659,8989312.077792417,5771121.754381569,5771121.754381569
4660,8621375.534235185,34158732.95309089,8621375.534235185
4661,10232793.879632695,13153664.017171707,10232793.879632695
4662,9843464.887186775,14510215.623886755,9843464.887186775
4663,9896233.784801919,27237539.215419468,9896233.784801919
4664,9564538.556449452,31880591.750033073,9564538.556449452
4665,9742804.70089388,5098373.428823728,5098373.428823728
4666,9966033.06032724,11499759.624299452,9966033.06032724
4667,11043281.49963349,22653093.823149204,11043281.49963349
4668,11207904.671326535,28198647.024597697,11207904.671326535
4669,9621684.917175809,32880216.15088933,9621684.917175809
4670,9066305.317953067,14779681.736730905,9066305.317953067
4671,9095660.435114758,3678529.699499864,3678529.699499864
4672,9950711.603291148,11265035.677223422,9950711.603291148
4673,8838164.431453507,11824023.758345524,8838164.431453507
4674,9940579.817190994,14327216.289096475,9940579.817190994
4675,9734171.88831604,8238444.109615496,8238444.109615496
4676,10680279.74878993,10096762.856291393,10096762.856291393
4677,8635100.698971167,6303711.679289462,6303711.679289462
4678,8958222.792598143,31889085.589820407,8958222.792598143
4679,10171164.276283924,12411017.945844611,10171164.276283924
4680,11081723.660925392,22395193.756745324,11081723.660925392
4681,11768588.650295194,3418709.1005482096,3418709.1005482096
4682,9569883.148010608,12229019.254354218,9569883.148010608
4683,9083799.225556247,6986565.687837207,6986565.687837207
4684,10695452.966452677,6574996.188051784,6574996.188051784
4685,11273369.89266125,5632578.466942428,5632578.466942428
4686,8272329.155227928,1931426.6058848165,1931426.6058848165
4687,7946303.079681488,5922075.987564218,5922075.987564218
4688,9102898.484214546,2974185.845207619,2974185.845207619
4689,9833395.749655131,32244600.99770178,9833395.749655131
4690,7504203.164868863,4910777.140090707,4910777.140090707
4691,9964555.39936897,1000372.5919609624,1000372.5919609624
4692,9902915.683064822,29413430.668876205,9902915.683064822
4693,8323219.122583475,27882407.108783863,8323219.122583475
4694,8112167.248061069,4572089.6344750505,4572089.6344750505
4695,8689261.047043495,9854798.484837357,8689261.047043495
4696,11452287.386990083,26090985.475055676,11452287.386990083
4697,8358967.634834177,24694216.172283683,8358967.634834177
4698,10688268.30603458,18918154.051237285,10688268.30603458
4699,10810897.367829053,3072852.6141996803,3072852.6141996803
4700,9755847.682791479,9686470.289813418,9686470.289813418
4701,9304520.619036894,3289187.825848514,3289187.825848514
4702,9668746.875455447,28949808.667137295,9668746.875455447
4703,10772756.299051272,22993595.6054493,10772756.299051272
4704,8928333.37128578,20655541.7824299,8928333.37128578
4705,6822111.521336129,18959048.56939483,6822111.521336129
4706,8329239.628847273,4831688.914185729,4831688.914185729
4707,9387936.913607856,1055474.3185320152,1055474.3185320152
4708,11078166.319782207,14483114.592041438,11078166.319782207
4709,8785317.521657202,19782206.29080615,8785317.521657202
4710,11078103.97351387,5966674.831234042,5966674.831234042
4711,8813938.538989775,1405688.2824277987,1405688.2824277987
4712,10522798.36307581,997132.1018100732,997132.1018100732
4713,11271053.393093439,974322.6738668308,974322.6738668308
4714,9074539.815973729,33351162.51017738,9074539.815973729
4715,9393870.914791118,216352.48630754038,216352.48630754038
4716,14514088.296986442,4617631.203512926,4617631.203512926
4717,9813904.320232475,350340.54965392547,350340.54965392547
4718,10459425.64715653,27355923.431550287,10459425.64715653
4719,8145986.03705908,363694.3012037507,363694.3012037507
4720,9820484.652334277,3965005.7936954983,3965005.7936954983
4721,9353024.858557554,34805695.42570241,9353024.858557554
4722,9312534.449395116,15728514.129293265,9312534.449395116
4723,10690054.637987824,13231636.613870421,10690054.637987824
4724,8743515.517465444,10221894.696408032,8743515.517465444
4725,8843247.19354583,12172872.50522304,8843247.19354583
4726,10330607.802144172,10167077.581171466,10167077.581171466
4727,8814708.991615899,7683188.428079052,7683188.428079052
4728,9473066.669480542,7793907.2143407585,7793907.2143407585
4729,9514520.020697318,7621198.418316859,7621198.418316859
4730,8588240.88515333,8310748.48986344,8310748.48986344
4731,9217151.646191806,8058729.995351394,8058729.995351394
4732,8974127.44002996,3414738.83132148,3414738.83132148
4733,10596976.094277326,29932031.017663524,10596976.094277326
4734,11239285.828065524,1171849.5538067343,1171849.5538067343
4735,9893818.174248561,19128144.627872374,9893818.174248561
4736,10999432.702524614,19324232.718267374,10999432.702524614
4737,11415852.070555698,19242115.213823672,11415852.070555698
4738,9479536.247505398,12336494.108239627,9479536.247505398
4739,10941727.841031209,11060595.561927922,10941727.841031209
4740,9570942.542924754,23550872.936162367,9570942.542924754
4741,9111578.748226397,3435344.8491540737,3435344.8491540737
4742,12200008.966035422,31673546.838686813,12200008.966035422
4743,9729139.205520974,3181012.0667242156,3181012.0667242156
4744,7847731.373470939,740303.1131789901,740303.1131789901
4745,7800068.079640887,33636233.43101148,7800068.079640887
4746,8589374.352454437,11833158.662748177,8589374.352454437
4747,10196666.24704606,13880524.378509073,10196666.24704606
4748,9556426.330337059,3764181.578748406,3764181.578748406
4749,9653600.263161305,19391267.261489622,9653600.263161305
4750,8212268.097557564,2552135.7520335536,2552135.7520335536
4751,10397662.045428887,7015836.3312289305,7015836.3312289305
4752,10496495.08005359,9450462.155577417,9450462.155577417
4753,11309306.874146862,9535385.129113281,9535385.129113281
4754,11335436.095685543,31066632.646537483,11335436.095685543
4755,8900686.897515943,7974605.3453200115,7974605.3453200115
4756,8407626.016593225,18669499.51869797,8407626.016593225
4757,8300475.524489459,17984237.604660716,8300475.524489459
4758,9346229.673843505,7867891.985955463,7867891.985955463
4759,9766326.281535547,4397738.008297419,4397738.008297419
4760,8871256.82456145,3219656.9831151017,3219656.9831151017
4761,8909572.991792927,17396825.944159817,8909572.991792927
4762,9493420.321652984,8535126.621767,8535126.621767
4763,11030661.49251548,9518072.478206119,9518072.478206119
4764,9154996.3544484,33459117.983238712,9154996.3544484
4765,8698654.760498384,18715570.114746287,8698654.760498384
4766,10109049.471519306,12465657.846876234,10109049.471519306
4767,10248871.916555516,29170259.461657617,10248871.916555516
4768,9793845.357230002,1052044.723266449,1052044.723266449
4769,8401137.864656756,7325700.793252596,7325700.793252596
4770,9592076.740281187,7322164.001471773,7322164.001471773
4771,10684314.100017559,18806713.879217032,10684314.100017559
4772,10005941.309512708,6522582.231589028,6522582.231589028
4773,9873577.507020704,1458018.8956429833,1458018.8956429833
4774,9648645.780191187,8403980.858936008,8403980.858936008
4775,10085846.713538192,3735455.5233936096,3735455.5233936096
4776,9833315.052583875,15221107.298868654,9833315.052583875
4777,12007035.838154115,34128756.17338452,12007035.838154115
4778,9147228.175810436,6112670.907795139,6112670.907795139
4779,9016705.09880253,6254514.694808971,6254514.694808971
4780,9653501.932568567,20350394.777947634,9653501.932568567
4781,9309036.785010915,14884403.168850847,9309036.785010915
4782,9295678.239229338,5635135.371417177,5635135.371417177
4783,10856206.835333575,1428650.2133336477,1428650.2133336477
4784,9476795.264806874,5599821.704824033,5599821.704824033
4785,9954715.486090336,24036530.73241959,9954715.486090336
4786,8328375.2910101805,28179032.484472655,8328375.2910101805
4787,8409757.339204255,1896589.7756439263,1896589.7756439263
4788,9808416.488068942,34728975.269878276,9808416.488068942
4789,8563659.742201658,389072.088124993,389072.088124993
4790,7876529.810024049,5242333.9656688655,5242333.9656688655
4791,10785076.763224917,27297972.426253673,10785076.763224917
4792,9870321.150231617,2055699.8655961503,2055699.8655961503
4793,10104038.20890007,18858653.615805063,10104038.20890007
4794,10475176.871681482,217028.77976485924,217028.77976485924
4795,10927394.176420074,55204.59125421292,55204.59125421292
4796,9633311.122243658,31717863.873437986,9633311.122243658
4797,8346430.140429285,4769458.063888048,4769458.063888048
4798,9823649.249936817,22985392.497272495,9823649.249936817
4799,9881346.125197118,2497722.5057421285,2497722.5057421285
4800,9581730.510969477,19705482.757181574,9581730.510969477
4801,8888029.524205785,13860774.790432423,8888029.524205785
4802,10661654.105756821,3559841.5585057926,3559841.5585057926
4803,9505954.83345403,23417874.731841296,9505954.83345403
4804,9640398.668633984,1710669.3795411435,1710669.3795411435
4805,10964894.932020586,32371045.184058417,10964894.932020586
4806,9479186.3083747,1137255.389559601,1137255.389559601
4807,9983824.754038755,7287170.896903825,7287170.896903825
4808,9986784.862636749,21800953.052061334,9986784.862636749
4809,11081450.660373008,8228818.985704813,8228818.985704813
4810,10240972.558957417,25515332.415335763,10240972.558957417
4811,10957719.47510684,3090324.546194877,3090324.546194877
4812,10398683.056245718,15299457.637486486,10398683.056245718
4813,9542482.027649984,34448160.189004235,9542482.027649984
4814,9090462.703774154,20688659.008176763,9090462.703774154
4815,9535883.140932914,11846986.149231417,9535883.140932914
4816,8081773.036576381,18687144.22643769,8081773.036576381
4817,11483486.204417529,19513981.680693854,11483486.204417529
4818,9578966.339487512,832609.5975762692,832609.5975762692
4819,10720116.222464744,8990654.032125527,8990654.032125527
4820,9461387.21256758,24537635.633236285,9461387.21256758
4821,9620252.179735968,17250642.243131004,9620252.179735968
4822,9519450.64557895,3829363.9927970953,3829363.9927970953
4823,9332865.606660735,26075797.623873316,9332865.606660735
4824,9052627.52211816,1727927.975724761,1727927.975724761
4825,10586768.304893423,4352490.5314645525,4352490.5314645525
4826,8526812.55565704,1725036.4588153758,1725036.4588153758
4827,8854716.811006337,7177680.808791747,7177680.808791747
4828,9399651.646263966,14853899.628131144,9399651.646263966
4829,10217597.774022684,34845992.90641167,10217597.774022684
4830,9364887.387579927,18703194.729216397,9364887.387579927
4831,7782161.608077855,8476135.039249532,7782161.608077855
4832,9373414.668546202,28615852.776602834,9373414.668546202
4833,8492121.230849624,6129633.686229573,6129633.686229573
4834,9532684.047400896,31140888.408685543,9532684.047400896
4835,9815003.092530333,14093606.366822684,9815003.092530333
4836,11410727.088236177,25874905.636729248,11410727.088236177
4837,8398223.683134545,3707132.686208013,3707132.686208013
4838,9287025.212920051,33270527.65250873,9287025.212920051
4839,10001721.490838898,4701988.4312496325,4701988.4312496325
4840,8823175.944372708,23862361.23308407,8823175.944372708
4841,9999431.825897763,31722695.189125195,9999431.825897763
4842,9548184.628506511,4053564.159474123,4053564.159474123
4843,9928677.796384737,16914598.085811783,9928677.796384737
4844,10893378.960394543,25549388.34253301,10893378.960394543
4845,9332703.783942096,16966060.431813072,9332703.783942096
4846,10343898.374811124,15257777.280903153,10343898.374811124
4847,10105087.59441468,13419014.553789834,10105087.59441468
4848,8753390.352106782,2334902.87654374,2334902.87654374
4849,8625273.30778653,836366.4820417229,836366.4820417229
4850,9352216.439099386,12384492.564772855,9352216.439099386
4851,8880051.992675284,10073267.887814434,8880051.992675284
4852,10045606.951901995,1659955.3612103069,1659955.3612103069
4853,9948353.937043993,2262996.1589571033,2262996.1589571033
4854,8964037.243484091,1752358.3928107785,1752358.3928107785
4855,9899479.07300756,291350.86563745415,291350.86563745415
4856,9119754.509085994,17614847.021897715,9119754.509085994
4857,9497450.28001304,14746359.033603394,9497450.28001304
4858,9107147.352743477,3073099.185752522,3073099.185752522
4859,8617605.42414287,14920909.177761,8617605.42414287
4860,7481812.69280771,9851348.554280728,7481812.69280771
4861,9934661.335400546,4187253.005464102,4187253.005464102
4862,10267848.528057238,16186724.650074307,10267848.528057238
4863,8107184.348360445,17645965.61411944,8107184.348360445
4864,10096337.493783936,15850423.510427589,10096337.493783936
4865,9955785.647568418,9390332.989866307,9390332.989866307
4866,10225397.728014488,11574097.625574062,10225397.728014488
4867,10713442.553492615,1236871.3254264975,1236871.3254264975
4868,9183228.417370064,17001604.23249699,9183228.417370064
4869,9269922.402794324,16923751.41678407,9269922.402794324
4870,10411190.770445034,4381886.096247346,4381886.096247346
4871,9862097.193395305,3949024.328303703,3949024.328303703
4872,9901485.393871006,4403848.217088077,4403848.217088077
4873,9707522.218302071,17111366.14990157,9707522.218302071
4874,10052088.318785239,24081564.79474635,10052088.318785239
4875,10421161.402749106,2445263.2279939894,2445263.2279939894
4876,10655812.911933698,24309087.7838512,10655812.911933698
4877,8474046.10698354,27462262.78670114,8474046.10698354
4878,10843626.43147575,29092945.227819093,10843626.43147575
4879,9407852.062208796,32562229.75633528,9407852.062208796
4880,7410142.447254253,10895990.19636494,7410142.447254253
4881,10608122.880957294,17129473.64549383,10608122.880957294
4882,8933235.345508246,26093701.32343541,8933235.345508246
4883,9103772.641416822,4598967.893216959,4598967.893216959
4884,7775528.671588052,28057826.129338592,7775528.671588052
4885,8950843.686242733,13501564.210446633,8950843.686242733
4886,10463966.976524921,7859050.646838583,7859050.646838583
4887,9451563.234037269,3586146.9469415173,3586146.9469415173
4888,9313200.366352072,31097948.560659777,9313200.366352072
4889,9158052.289742975,33268129.19987809,9158052.289742975
4890,11114805.486291189,2703864.9986620406,2703864.9986620406
4891,10266755.68140839,26183106.420835566,10266755.68140839
4892,9607628.21444301,23665994.93882899,9607628.21444301
4893,11337819.550013646,15661641.500367137,11337819.550013646
4894,8652143.698514342,737239.3095189371,737239.3095189371
4895,9829682.22865247,956515.6243002599,956515.6243002599
4896,9590858.515675608,4576029.888438244,4576029.888438244
4897,9358975.932924632,4563917.72559508,4563917.72559508
4898,8172515.749200657,18973660.068925668,8172515.749200657
4899,9777996.216226004,1140123.7162154547,1140123.7162154547
4900,9603367.91779017,31568895.150958754,9603367.91779017
4901,8849612.987800587,12725163.18758423,8849612.987800587
4902,9308353.193219347,5242376.508908126,5242376.508908126
4903,8666537.777089773,14160367.050143648,8666537.777089773
4904,9260591.68089163,15385335.305588607,9260591.68089163
4905,8825049.267886559,237394.8223841311,237394.8223841311
4906,8678972.496284844,10349308.919052849,8678972.496284844
4907,8251263.7905920725,14351827.947588034,8251263.7905920725
4908,9923917.01309478,30740114.606877,9923917.01309478
4909,8670149.176941626,8853141.46348608,8670149.176941626
4910,8542530.228827013,24554562.344583258,8542530.228827013
4911,11990087.641575603,18018212.22366913,11990087.641575603
4912,8843772.139342703,12264545.889847778,8843772.139342703
4913,9781550.364802005,6943780.322933356,6943780.322933356
4914,10726077.07468924,9717362.627569757,9717362.627569757
4915,9832088.284817614,9522592.876542982,9522592.876542982
4916,10195291.133221071,20101562.343879793,10195291.133221071
4917,8778428.588983247,12955823.771061696,8778428.588983247
4918,10796712.42647089,5485113.572483458,5485113.572483458
4919,8093415.445490515,30333168.495041292,8093415.445490515
4920,9624326.827661354,5755222.110817636,5755222.110817636
4921,9978067.78388569,30233579.664919943,9978067.78388569
4922,8615478.469153346,24487503.055585314,8615478.469153346
4923,8416534.105470201,11841822.193623336,8416534.105470201
4924,11052942.10299179,551404.9114834724,551404.9114834724
4925,11164648.258408625,26828887.242324956,11164648.258408625
4926,10786415.516033096,6900234.792879936,6900234.792879936
4927,10206811.385103362,5228441.884312615,5228441.884312615
4928,8983190.602659423,12679578.80062938,8983190.602659423
4929,10033021.12669417,5998593.9546708,5998593.9546708
4930,10009833.855856994,685954.6068785369,685954.6068785369
4931,8199240.937799348,308772.58338594274,308772.58338594274
4932,8763634.371688994,2031453.5811582701,2031453.5811582701
4933,10099677.79130714,10100719.35804031,10099677.79130714
4934,9106206.531470915,2180426.9401594624,2180426.9401594624
4935,9144587.910878317,22491183.845385592,9144587.910878317
4936,9145807.27932323,13144234.107503673,9145807.27932323
4937,10522405.372868111,15890880.482943675,10522405.372868111
4938,9839494.191055471,22251512.52824632,9839494.191055471
4939,10508022.585054003,30992867.14597391,10508022.585054003
4940,9042424.630803578,2527204.3892635545,2527204.3892635545
4941,7968085.585333813,8413479.855421098,7968085.585333813
4942,9919131.112631118,9358222.96396484,9358222.96396484
4943,10245624.396648295,11346472.760558147,10245624.396648295
4944,9296238.061400793,34528790.28676497,9296238.061400793
4945,11263955.27623322,28813003.56115608,11263955.27623322
4946,9039639.500477089,10359762.553103711,9039639.500477089
4947,10009053.284987079,6791595.213311771,6791595.213311771
4948,10346128.714306328,31003808.269591294,10346128.714306328
4949,9747587.875095557,25219318.477860577,9747587.875095557
4950,9286232.915891187,15110767.583807724,9286232.915891187
4951,8096759.747528306,14903996.147460595,8096759.747528306
4952,8821803.489160877,21389676.40330204,8821803.489160877
4953,7556607.540432222,27530290.401092853,7556607.540432222
4954,10299285.629605236,27628519.631628234,10299285.629605236
4955,9121651.694743617,906509.5694493735,906509.5694493735
4956,10607054.141653195,4070790.9139008676,4070790.9139008676
4957,10052033.575596446,9563779.156633317,9563779.156633317
4958,9466445.87060016,9990565.73343003,9466445.87060016
4959,9793892.326903133,3047719.2866956177,3047719.2866956177
4960,10932294.71249916,87958.82502398339,87958.82502398339
4961,10277178.674279789,6162171.463489699,6162171.463489699
4962,8688271.289871812,12882106.980918547,8688271.289871812
4963,8898799.535398262,5680182.414285182,5680182.414285182
4964,8552693.490791094,6993147.39739838,6993147.39739838
4965,9062266.097871572,22879071.8173104,9062266.097871572
4966,9163294.057961572,12793485.253861403,9163294.057961572
4967,10163921.168495951,1033963.4262829247,1033963.4262829247
4968,9504510.550189406,11776592.390034074,9504510.550189406
4969,11661892.794113737,2199877.5561762787,2199877.5561762787
4970,9654389.847126687,6083224.82224483,6083224.82224483
4971,10496047.030780934,4548182.662339632,4548182.662339632
4972,9673067.440729221,8269683.352275719,8269683.352275719
4973,9292023.610604018,255324.46929440435,255324.46929440435
4974,8670208.770971576,16652713.384766784,8670208.770971576
4975,8731902.51984805,31965542.07495282,8731902.51984805
4976,9965423.019057343,11563170.257182954,9965423.019057343
4977,9623128.329450717,20312814.248614565,9623128.329450717
4978,10072382.134040555,4684320.540159673,4684320.540159673
4979,8597535.090818675,30599356.364877116,8597535.090818675
4980,8799790.837430824,3626770.3701664316,3626770.3701664316
4981,10270084.983627424,15264634.367868267,10270084.983627424
4982,9435849.815111225,28932664.064985447,9435849.815111225
4983,12140902.812148094,23544472.911833346,12140902.812148094
4984,9488213.954576567,12059632.817404628,9488213.954576567
4985,9473661.367237248,15759.21761709506,15759.21761709506
4986,8527434.858944453,6063414.376496519,6063414.376496519
4987,9861551.863023506,3514417.363120826,3514417.363120826
4988,9925680.048188811,2270477.311772035,2270477.311772035
4989,6958826.708758331,7089019.178289213,6958826.708758331
4990,10206348.261042247,27528595.891592957,10206348.261042247
4991,8702329.009012666,13966189.563138703,8702329.009012666
4992,8033728.626583222,33337660.67915435,8033728.626583222
4993,9515264.286018742,372524.57345380395,372524.57345380395
4994,10023219.041330244,9974951.923990507,9974951.923990507
4995,8034962.039633261,32112832.071970403,8034962.039633261
4996,10774942.738443723,21226795.815086767,10774942.738443723
4997,9214394.446825337,4951883.031318625,4951883.031318625
4998,9490521.919049487,4236474.60004296,4236474.60004296
4999,12181787.258445965,6410890.003177811,6410890.003177811
5000,8099732.174194297,14777241.336009737,8099732.174194297
5001,8563878.49350177,11204340.130250223,8563878.49350177
5002,9485045.935553374,33268917.797048807,9485045.935553374
5003,9144467.337462174,5100771.779109547,5100771.779109547
5004,9006693.00027394,12654856.2312753,9006693.00027394
5005,9434142.369697899,26153467.384470895,9434142.369697899
5006,10474898.708342386,33915927.3746063,10474898.708342386
5007,11089623.893631043,31326538.675774522,11089623.893631043
5008,10550116.960194316,9341854.067824392,9341854.067824392
5009,10551241.707106171,10556888.720080376,10551241.707106171
5010,9775640.169038273,4884700.016719459,4884700.016719459
5011,9489341.566636147,18787074.36197424,9489341.566636147
5012,9594119.084326623,1071900.8489136638,1071900.8489136638
5013,11540694.484917264,35334.21833912876,35334.21833912876
5014,9749706.996357353,8151397.96297315,8151397.96297315
5015,9124371.49333433,2620780.759961825,2620780.759961825
5016,11023733.340024559,2641568.287692638,2641568.287692638
5017,8963200.144954696,8795036.678169154,8795036.678169154
5018,9358084.702426802,18174561.662776835,9358084.702426802
5019,10606559.283167401,1073041.2471573183,1073041.2471573183
5020,8699829.944829678,3731866.0958504584,3731866.0958504584
5021,9565245.556779908,2094607.2960545039,2094607.2960545039
5022,9377452.802590733,31205114.356649667,9377452.802590733
5023,9943854.252629017,5970815.463816801,5970815.463816801
5024,8928562.569540102,20596376.27613321,8928562.569540102
5025,10438003.491406277,18341323.050401557,10438003.491406277
5026,8299628.808145048,14771900.926044306,8299628.808145048
5027,8369209.445694223,1272103.4730440106,1272103.4730440106
5028,7470401.214290953,16704713.398537561,7470401.214290953
5029,10618364.030356761,5151254.253063478,5151254.253063478
5030,10393962.265480211,15992591.198786631,10393962.265480211
5031,10462178.162991168,4200267.837864132,4200267.837864132
5032,7557015.266678898,7996487.922703318,7557015.266678898
5033,9482517.527432464,4806314.3472638335,4806314.3472638335
5034,10037485.00453383,12271947.902028957,10037485.00453383
5035,9392005.135430446,6671564.109220343,6671564.109220343
5036,10404944.880286379,4625244.396025241,4625244.396025241
5037,9097373.062344084,22260023.316307727,9097373.062344084
5038,9028309.509101005,13569694.375175837,9028309.509101005
5039,10474437.94298826,6909549.239180809,6909549.239180809
5040,8903786.901785383,5589327.800299462,5589327.800299462
5041,9025085.401153907,8975034.321047189,8975034.321047189
5042,9664562.545116546,15013873.250454776,9664562.545116546
5043,9314748.289156074,29837175.818987466,9314748.289156074
5044,10355467.442668907,3755154.0741836983,3755154.0741836983
5045,7987937.514708752,30313589.103411738,7987937.514708752
5046,11397547.823340101,23965361.756380558,11397547.823340101
5047,8626917.723993214,25544608.3107763,8626917.723993214
5048,8621490.307887813,23239062.970573455,8621490.307887813
5049,9053741.794890972,32567870.876525484,9053741.794890972
5050,9068278.286370233,18289064.0038024,9068278.286370233
5051,8768032.713821985,16793794.15645351,8768032.713821985
5052,10433115.90934285,20253163.295374263,10433115.90934285
5053,9292240.892739719,17541066.231125448,9292240.892739719
5054,9913626.413632084,10541732.11358036,9913626.413632084
5055,9587104.790598305,30407918.039703526,9587104.790598305
5056,9182688.234652532,14125064.509349752,9182688.234652532
5057,8906739.15883716,1844042.280783077,1844042.280783077
5058,9120298.346461916,16845075.554214153,9120298.346461916
5059,8970104.881649904,20731914.32707087,8970104.881649904
5060,9515563.454921857,3383285.9895786447,3383285.9895786447
5061,9559134.072585523,4110278.8228086615,4110278.8228086615
5062,9649340.833117142,17061513.605446786,9649340.833117142
5063,8751612.13995699,2410688.6852513687,2410688.6852513687
5064,10082157.982967276,8374550.66933609,8374550.66933609
5065,9668162.833985154,5016820.8709402885,5016820.8709402885
5066,11248562.580571381,401814.7403685708,401814.7403685708
5067,10102135.437342783,1554833.6948255296,1554833.6948255296
5068,8766549.578673678,4880516.5671556555,4880516.5671556555
5069,9253921.784986606,11012436.836354978,9253921.784986606
5070,10347049.50877835,2472011.1900919513,2472011.1900919513
5071,10848921.19321163,8320978.756815399,8320978.756815399
5072,10035188.629510261,8229940.51909288,8229940.51909288
5073,10579063.19963214,2329678.095485374,2329678.095485374
5074,9671399.219947409,15438516.806499133,9671399.219947409
5075,8606558.298030779,23453045.86795003,8606558.298030779
5076,8687742.544757573,28964311.68243724,8687742.544757573
5077,9664958.01014069,26411976.339025848,9664958.01014069
5078,9984890.930983918,33274418.272540506,9984890.930983918
5079,8533688.255324319,4398329.717862085,4398329.717862085
5080,8057764.718275175,1368127.2348569864,1368127.2348569864
5081,10019834.127591752,11660297.154874008,10019834.127591752
5082,10894087.854324969,8570553.753084406,8570553.753084406
5083,8838445.690920478,3565941.04150384,3565941.04150384
5084,9043150.763921773,29810573.598246455,9043150.763921773
5085,9919400.93845029,3149049.327133457,3149049.327133457
5086,8752130.22650213,2334746.118049419,2334746.118049419
5087,10485739.860471318,5910304.065552259,5910304.065552259
5088,9899533.612753715,4317346.85232953,4317346.85232953
5089,8520649.67444201,19396489.087416913,8520649.67444201
5090,8875816.83980136,7948061.028269733,7948061.028269733
5091,8268480.825879014,8433575.791049626,8268480.825879014
5092,10052545.899953954,7521650.730410891,7521650.730410891
5093,10874929.334414557,7878647.809010053,7878647.809010053
5094,9991436.847486839,6507917.974665834,6507917.974665834
5095,9786919.998082435,22625257.846340008,9786919.998082435
5096,11531540.839930568,22987907.209578715,11531540.839930568
5097,9172836.180500016,23624346.78195674,9172836.180500016
5098,9022942.694785234,7739716.471304024,7739716.471304024
5099,8686005.294949092,27802899.755623024,8686005.294949092
5100,9075615.851776792,16706138.155381449,9075615.851776792
5101,7835148.028911406,22721115.69788425,7835148.028911406
5102,8788012.671015678,10364805.453767477,8788012.671015678
5103,9904496.589425027,6118855.197766185,6118855.197766185
5104,8364416.259108115,10122338.717266815,8364416.259108115
5105,9167761.913570018,8717530.001101328,8717530.001101328
5106,10313125.724020643,19091645.470614154,10313125.724020643
5107,9267837.498341646,11119109.259811617,9267837.498341646
5108,10421379.046087023,7395804.025124108,7395804.025124108
5109,8477145.934979102,28192339.045003753,8477145.934979102
5110,8978775.056592496,31277449.55427885,8978775.056592496
5111,9054009.829090387,18197580.13531473,9054009.829090387
5112,10596970.328404104,30555223.62407513,10596970.328404104
5113,10750996.156278297,16257426.10676449,10750996.156278297
5114,8681630.595374897,2546580.664903499,2546580.664903499
5115,9013576.322587129,23754441.144230332,9013576.322587129
5116,10864309.227698265,8836151.176821178,8836151.176821178
5117,11232388.61589753,27418228.455728237,11232388.61589753
5118,10711908.367243044,10415836.187227923,10415836.187227923
5119,9792908.062104424,7171087.672705197,7171087.672705197
5120,9586612.629639043,10097689.584963026,9586612.629639043
5121,9415880.479974655,4846532.058150435,4846532.058150435
5122,10842863.864429967,7959687.086020228,7959687.086020228
5123,7882337.558226922,13095530.126294423,7882337.558226922
5124,9479128.628764303,7903769.175828432,7903769.175828432
5125,9338131.9835693,7827359.067294853,7827359.067294853
5126,9425534.226261012,2438340.8495564293,2438340.8495564293
5127,9458691.452594709,6902723.758311794,6902723.758311794
5128,8968100.837089224,30055563.31742628,8968100.837089224
5129,10352072.496546127,10895271.696659623,10352072.496546127
5130,10461836.251467906,5360939.35185199,5360939.35185199
5131,11105513.803136585,1560483.132553541,1560483.132553541
5132,8844406.051861009,22603456.549758494,8844406.051861009
5133,8211278.6315048225,25328691.552407824,8211278.6315048225
5134,8471749.844511673,1192819.0702194453,1192819.0702194453
5135,9615284.689545406,4782412.249364672,4782412.249364672
5136,7744671.317127088,4507384.483985845,4507384.483985845
5137,11094860.295007698,10106100.351925079,10106100.351925079
5138,11084285.232023064,5998177.984399005,5998177.984399005
5139,9728421.090548918,23969087.573126342,9728421.090548918
