Time (s),A,B,Z
0.0,0.0,0.001339102600882991,0.001339102600882991
20000.0,0.0,0.0013382060029951681,0.0013382060029951681
40000.0,0.0,0.0013364140078560571,0.0013364140078560571
60000.0,0.0,0.0013346244123823015,0.0013346244123823015
80000.0,0.0,0.0013328372133604716,0.0013328372133604716
100000.0,0.0,0.0013310524075814678,0.0013310524075814678
120000.0,0.0,0.001329269991840576,0.001329269991840576
140000.0,0.0,0.001327489962937245,0.001327489962937245
160000.0,0.0,0.0013257123176752539,0.0013257123176752539
180000.0,0.0,0.0013239370528626004,0.0013239370528626004
200000.0,0.0,0.0013221641653116678,0.0013221641653116678
220000.0,0.0,0.001320393651839169,0.001320393651839169
240000.0,0.0,0.001318625509265814,0.001318625509265814
260000.0,0.0,0.0013168597344166977,0.0013168597344166977
280000.0,0.0,0.0013150963241213565,0.0013150963241213565
300000.0,0.0,0.0013133352752133232,0.0013133352752133232
320000.0,0.0,0.0013115765845304606,0.0013115765845304606
340000.0,0.0,0.0013098202489148503,0.0013098202489148503
360000.0,0.0,0.0013080662652128483,0.0013080662652128483
380000.0,0.0,0.001306314630274974,0.001306314630274974
400000.0,0.0,0.0013045653409559654,0.0013045653409559654
420000.0,0.0,0.0013028183941149463,0.0013028183941149463
440000.0,0.0,0.0013010737866148703,0.0013010737866148703
460000.0,0.0,0.0012993315153232432,0.0012993315153232432
480000.0,0.0,0.0012975915771117341,0.0012975915771117341
500000.0,0.0,0.0012958539688558979,0.0012958539688558979
520000.0,0.0,0.0012941186874358412,0.0012941186874358412
540000.0,0.0,0.0012923857297356678,0.0012923857297356678
560000.0,0.0,0.001290655092643589,0.001290655092643589
580000.0,0.0,0.0012889267730522014,0.0012889267730522014
600000.0,0.0,0.0012872007678580433,0.0012872007678580433
620000.0,0.0,0.001285477073961927,0.001285477073961927
640000.0,0.0,0.0012837556882688839,0.0012837556882688839
660000.0,0.0,0.001282036607687831,0.001282036607687831
680000.0,0.0,0.0012803198291319595,0.0012803198291319595
700000.0,0.0,0.0012786053495188465,0.0012786053495188465
720000.0,0.0,0.0012768931657698435,0.0012768931657698435
740000.0,0.0,0.0012751832748104652,0.0012751832748104652
760000.0,0.0,0.0012734756735705566,0.0012734756735705566
780000.0,0.0,0.001271770358983959,0.001271770358983959
800000.0,0.0,0.001270067327988511,0.001270067327988511
820000.0,0.0,0.0012683665775262698,0.0012683665775262698
840000.0,0.0,0.0012666681045434558,0.0012666681045434558
860000.0,0.0,0.0012649719059901754,0.0012649719059901754
880000.0,0.0,0.0012632779788208093,0.0012632779788208093
900000.0,0.0,0.0012615863199937905,0.0012615863199937905
920000.0,0.0,0.0012598969264714377,0.0012598969264714377
940000.0,0.0,0.0012582097952203442,0.0012582097952203442
960000.0,0.0,0.0012565249232110998,0.0012565249232110998
980000.0,0.0,0.0012548423074183468,0.0012548423074183468
1000000.0,0.0,0.0012531619448208353,0.0012531619448208353
1020000.0,0.0,0.0012514838324012012,0.0012514838324012012
1040000.0,0.0,0.0012498079671462436,0.0012498079671462436
1060000.0,0.0,0.0012481343460468142,0.0012481343460468142
1080000.0,0.0,0.001246462966097761,0.001246462966097761
1100000.0,0.0,0.001244793824297985,0.001244793824297985
1120000.0,0.0,0.0012431269176502724,0.0012431269176502724
1140000.0,0.0,0.0012414622431616285,0.0012414622431616285
1160000.0,0.0,0.0012397997978429443,0.0012397997978429443
1180000.0,0.0,0.0012381395787090521,0.0012381395787090521
1200000.0,0.0,0.0012364815827789477,0.0012364815827789477
1220000.0,0.0,0.0012348258070755125,0.0012348258070755125
1240000.0,0.0,0.0012331722486256247,0.0012331722486256247
1260000.0,0.0,0.0012315209044601039,0.0012315209044601039
1280000.0,0.0,0.001229871771613933,0.001229871771613933
1300000.0,0.0,0.0012282248471258694,0.0012282248471258694
1320000.0,0.0,0.0012265801280385569,0.0012265801280385569
1340000.0,0.0,0.001224937611398913,0.001224937611398913
1360000.0,0.0,0.0012232972942575748,0.0012232972942575748
1380000.0,0.0,0.0012216591736691762,0.0012216591736691762
1400000.0,0.0,0.0012200232466923477,0.0012200232466923477
1420000.0,0.0,0.0012183895103895503,0.0012183895103895503
1440000.0,0.0,0.0012167579618272972,0.0012167579618272972
1460000.0,0.0,0.0012151285980759319,0.0012151285980759319
1480000.0,0.0,0.00121350141620985,0.00121350141620985
1500000.0,0.0,0.001211876413307278,0.001211876413307278
1520000.0,0.0,0.0012102535864502162,0.0012102535864502162
1540000.0,0.0,0.0012086329327248846,0.0012086329327248846
1560000.0,0.0,0.001207014449221222,0.001207014449221222
1580000.0,0.0,0.0012053981330328867,0.0012053981330328867
1600000.0,0.0,0.0012037839812578666,0.0012037839812578666
1620000.0,0.0,0.0012021719909977024,0.0012021719909977024
1640000.0,0.0,0.0012005621593578208,0.0012005621593578208
1660000.0,0.0,0.0011989544834477006,0.0011989544834477006
1680000.0,0.0,0.0011973489603805398,0.0011973489603805398
1700000.0,0.0,0.0011957455872735334,0.0011957455872735334
1720000.0,0.0,0.001194144361247651,0.001194144361247651
1740000.0,0.0,0.0011925452794276925,0.0011925452794276925
1760000.0,0.0,0.0011909483389423436,0.0011909483389423436
1780000.0,0.0,0.0011893535369241204,0.0011893535369241204
1800000.0,0.0,0.00118776087050948,0.00118776087050948
1820000.0,0.0,0.0011861703368385434,0.0011861703368385434
1840000.0,0.0,0.001184581933055373,0.001184581933055373
1860000.0,0.0,0.0011829956563078614,0.0011829956563078614
1880000.0,0.0,0.0011814115037476758,0.0011814115037476758
1900000.0,0.0,0.0011798294725303138,0.0011798294725303138
1920000.0,0.0,0.0011782495598150478,0.0011782495598150478
1940000.0,0.0,0.0011766717627649803,0.0011766717627649803
1960000.0,0.0,0.0011750960785470443,0.0011750960785470443
1980000.0,0.0,0.0011735225043320585,0.0011735225043320585
2000000.0,0.0,0.0011719510372942832,0.0011719510372942832
2020000.0,0.0,0.0011703816746120865,0.0011703816746120865
2040000.0,0.0,0.001168814413467667,0.001168814413467667
2060000.0,0.0,0.0011672492510466093,0.0011672492510466093
2080000.0,0.0,0.0011656861845386057,0.0011656861845386057
2100000.0,0.0,0.0011641252111371236,0.0011641252111371236
2120000.0,0.0,0.0011625663280391274,0.0011625663280391274
2140000.0,0.0,0.0011610095324455783,0.0011610095324455783
2160000.0,0.0,0.0011594548215610456,0.0011594548215610456
2180000.0,0.0,0.0011579021925938182,0.0011579021925938182
2200000.0,0.0,0.0011563516427561815,0.0011563516427561815
2220000.0,0.0,0.0011548031692638627,0.0011548031692638627
2240000.0,0.0,0.0011532567693363638,0.0011532567693363638
2260000.0,0.0,0.001151712440197017,0.001151712440197017
2280000.0,0.0,0.0011501701790728736,0.0011501701790728736
2300000.0,0.0,0.0011486299831947044,0.0011486299831947044
2320000.0,0.0,0.001147091849796722,0.001147091849796722
2340000.0,0.0,0.0011455557761171908,0.0011455557761171908
2360000.0,0.0,0.001144021759397984,0.001144021759397984
2380000.0,0.0,0.0011424897968844716,0.0011424897968844716
2400000.0,0.0,0.001140959885825965,0.001140959885825965
2420000.0,0.0,0.0011394320234753286,0.0011394320234753286
2440000.0,0.0,0.001137906207089201,0.001137906207089201
2460000.0,0.0,0.0011363824339277184,0.0011363824339277184
2480000.0,0.0,0.0011348607012548473,0.0011348607012548473
2500000.0,0.0,0.0011333410063382177,0.0011333410063382177
2520000.0,0.0,0.0011318233464489014,0.0011318233464489014
2540000.0,0.0,0.0011303077188619115,0.0011303077188619115
2560000.0,0.0,0.0011287941208557584,0.0011287941208557584
2580000.0,0.0,0.0011272825497126715,0.0011272825497126715
2600000.0,0.0,0.0011257730027184887,0.0011257730027184887
2620000.0,0.0,0.0011242654771624894,0.0011242654771624894
2640000.0,0.0,0.0011227599703379498,0.0011227599703379498
2660000.0,0.0,0.0011212564795415325,0.0011212564795415325
2680000.0,0.0,0.0011197550020734526,0.0011197550020734526
2700000.0,0.0,0.0011182555352378665,0.0011182555352378665
2720000.0,0.0,0.0011167580763422058,0.0011167580763422058
2740000.0,0.0,0.001115262622697566,0.001115262622697566
2760000.0,0.0,0.0011137691716188725,0.0011137691716188725
2780000.0,0.0,0.0011122777204243817,0.0011122777204243817
2800000.0,0.0,0.0011107882664360136,0.0011107882664360136
2820000.0,0.0,0.0011093008069794075,0.0011093008069794075
2840000.0,0.0,0.0011078153393836443,0.0011078153393836443
2860000.0,0.0,0.0011063318609814132,0.0011063318609814132
2880000.0,0.0,0.0011048503691089007,0.0011048503691089007
2900000.0,0.0,0.0011033708611060122,0.0011033708611060122
2920000.0,0.0,0.0011018933343162063,0.0011018933343162063
2940000.0,0.0,0.0011004177860863273,0.0011004177860863273
2960000.0,0.0,0.0010989442137668837,0.0010989442137668837
2980000.0,0.0,0.0010974726147119918,0.0010974726147119918
3000000.0,0.0,0.0010960029862792653,0.0010960029862792653
3020000.0,0.0,0.0010945353258297597,0.0010945353258297597
3040000.0,0.0,0.001093069630728194,0.001093069630728194
3060000.0,0.0,0.001091605898342729,0.001091605898342729
3080000.0,0.0,0.0010901441260451339,0.0010901441260451339
3100000.0,0.0,0.0010886843112106193,0.0010886843112106193
3120000.0,0.0,0.001087226451217893,0.001087226451217893
3140000.0,0.0,0.001085770543449327,0.001085770543449327
3160000.0,0.0,0.0010843165852906234,0.0010843165852906234
3180000.0,0.0,0.0010828645741310927,0.0010828645741310927
3200000.0,0.0,0.0010814145073634873,0.0010814145073634873
3220000.0,0.0,0.0010799663823840566,0.0010799663823840566
3240000.0,0.0,0.0010785201965924918,0.0010785201965924918
3260000.0,0.0,0.0010770759473921476,0.0010770759473921476
3280000.0,0.0,0.0010756336321896542,0.0010756336321896542
3300000.0,0.0,0.0010741932483951944,0.0010741932483951944
3320000.0,0.0,0.001072754793422448,0.001072754793422448
3340000.0,0.0,0.0010713182646884256,0.0010713182646884256
3360000.0,0.0,0.0010698836596138017,0.0010698836596138017
3380000.0,0.0,0.0010684509756225813,0.0010684509756225813
3400000.0,0.0,0.001067020210142211,0.001067020210142211
3420000.0,0.0,0.001065591360603635,0.001065591360603635
3440000.0,0.0,0.001064164424441183,0.001064164424441183
3460000.0,0.0,0.0010627393990925715,0.0010627393990925715
3480000.0,0.0,0.0010613162819991806,0.0010613162819991806
3500000.0,0.0,0.0010598950706056653,0.0010598950706056653
3520000.0,0.0,0.001058475762359956,0.001058475762359956
3540000.0,0.0,0.0010570583547135914,0.0010570583547135914
3560000.0,0.0,0.001055642845121496,0.001055642845121496
3580000.0,0.0,0.001054229231041981,0.001054229231041981
3600000.0,0.0,0.0010528175099367987,0.0010528175099367987
3620000.0,0.0,0.001051407679270977,0.001051407679270977
3640000.0,0.0,0.001049999736513041,0.001049999736513041
3660000.0,0.0,0.0010485936791350126,0.0010485936791350126
3680000.0,0.0,0.0010471895046120228,0.0010471895046120228
3700000.0,0.0,0.0010457872104226995,0.0010457872104226995
3720000.0,0.0,0.001044386794049279,0.001044386794049279
3740000.0,0.0,0.0010429882529770507,0.0010429882529770507
3760000.0,0.0,0.001041591584694801,0.001041591584694801
3780000.0,0.0,0.0010401967866947026,0.0010401967866947026
3800000.0,0.0,0.001038803856472148,0.001038803856472148
3820000.0,0.0,0.0010374127915261377,0.0010374127915261377
3840000.0,0.0,0.001036023589358892,0.001036023589358892
3860000.0,0.0,0.0010346362474757953,0.0010346362474757953
3880000.0,0.0,0.0010332507633857846,0.0010332507633857846
3900000.0,0.0,0.0010318671346011832,0.0010318671346011832
3920000.0,0.0,0.0010304853586374785,0.0010304853586374785
3940000.0,0.0,0.001029105433013544,0.001029105433013544
3960000.0,0.0,0.0010277273552516397,0.0010277273552516397
3980000.0,0.0,0.0010263511228772448,0.0010263511228772448
4000000.0,0.0,0.001024976733419114,0.001024976733419114
4020000.0,0.0,0.0010236041844095545,0.0010236041844095545
4040000.0,0.0,0.0010222334733839822,0.0010222334733839822
4060000.0,0.0,0.0010208645978810327,0.0010208645978810327
4080000.0,0.0,0.0010194975554428387,0.0010194975554428387
4100000.0,0.0,0.0010181323436148082,0.0010181323436148082
4120000.0,2.7755575615628914e-17,0.0010167689599454577,0.0010167689599454854
4140000.0,2.7755575615628914e-17,0.0010154074019866344,0.0010154074019866621
4160000.0,2.7755575615628914e-17,0.0010140476672936827,0.0010140476672937104
4180000.0,2.7755575615628914e-17,0.0010126897534250001,0.0010126897534250279
4200000.0,2.7755575615628914e-17,0.0010113336579422594,0.0010113336579422871
4220000.0,8.326672684688674e-17,0.0010099793784105748,0.0010099793784106579
4240000.0,1.1102230246251565e-16,0.001008626912398114,0.0010086269123982248
4260000.0,1.6653345369377348e-16,0.0010072762574764305,0.0010072762574765968
4280000.0,2.220446049250313e-16,0.001005927411220242,0.001005927411220464
4300000.0,3.0531133177191805e-16,0.0010045803712075418,0.0010045803712078467
4320000.0,4.718447854656915e-16,0.0010032351350196533,0.0010032351350201247
4340000.0,6.938893903907228e-16,0.0010018917002410643,0.0010018917002417576
4360000.0,9.71445146547012e-16,0.0010005500644594822,0.0010005500644604526
4380000.0,1.3322676295501878e-15,0.0009992102252658341,0.000999210225267165
4400000.0,1.915134717478395e-15,0.0009978721802543222,0.0009978721802562354
4420000.0,2.7200464103316335e-15,0.0009965359270224239,0.0009965359270251413
4440000.0,3.802513859341161e-15,0.0009952014631707251,0.000995201463174524
4460000.0,5.3013149425851225e-15,0.0009938687863029205,0.0009938687863082166
4480000.0,7.41073868937292e-15,0.0009925378940262575,0.0009925378940336608
4500000.0,1.0325074129013956e-14,0.0009912087839509254,0.0009912087839612403
4520000.0,1.426636586643326e-14,0.0009898814536902778,0.00098988145370453
4540000.0,1.96787031114809e-14,0.0009885559008610545,0.0009885559008807137
4560000.0,2.708944180085382e-14,0.0009872321230831593,0.000987232123110222
4580000.0,3.7164715749327115e-14,0.0009859101179794938,0.0009859101180166219
4600000.0,5.079270337660091e-14,0.000984589883176179,0.0009845898832269216
4620000.0,6.922240558537851e-14,0.0009832714163028333,0.0009832714163719876
4640000.0,9.400813461013513e-14,0.0009819547149919061,0.0009819547150858219
4660000.0,1.2725931419765857e-13,0.0009806397768790664,0.000980639777006201
4680000.0,1.7175150190951172e-13,0.0009793265996033695,0.0009793265997749528
4700000.0,2.3109292257572633e-13,0.0009780151808067572,0.000978015181037624
4720000.0,3.1002977962657496e-13,0.0009767055181343909,0.000976705518444118
4740000.0,4.1464054412188034e-13,0.0009753976092347627,0.0009753976096489987
4760000.0,5.52891066263328e-13,0.0009740914517593624,0.0009740914523117148
4780000.0,7.350786646043161e-13,0.0009727870433627883,0.000972787044097152
4800000.0,9.744705042891155e-13,0.000971484381702914,0.000971484382676438
4820000.0,1.2881085087457222e-12,0.0009701834644406659,0.0009701834657275248
4840000.0,1.6978363159836363e-12,0.000968884289240135,0.0009688842909363263
4860000.0,2.2315760350721803e-12,0.0009675868537684096,0.0009675868559978264
4880000.0,2.9249658251018218e-12,0.0009662911556959641,0.0009662911586181036
4900000.0,3.823247274326036e-12,0.0009649971926962153,0.0009649971965157732
4920000.0,4.9837356463910965e-12,0.0009637049624455218,0.0009637049674244546
4940000.0,6.478928504805026e-12,0.0009624144626238507,0.0009624144690965437
4960000.0,8.400197204494475e-12,0.0009611256909138888,0.0009611256993060124
4980000.0,1.0862449828508147e-11,0.0009598386450013763,0.0009598386558533999
5000000.0,1.400965454756431e-11,0.0009585533225754395,0.000958553336571665
5020000.0,1.8021945047408394e-11,0.0009572697213280912,0.0009572697393327845
5040000.0,2.3123947201497685e-11,0.0009559878389545085,0.0009559878620563494
5060000.0,2.9595048633979104e-11,0.0009547076731529214,0.0009547077027197155
5080000.0,3.77819997510187e-11,0.0009534292216247242,0.0009534292593707016
5100000.0,4.81139017516341e-11,0.0009521524820743088,0.0009521525301423987
5120000.0,6.112052530760081e-11,0.0009508774522091201,0.0009508775132715273
5140000.0,7.745415420146173e-11,0.0009496041297397673,0.0009496042071203707
5160000.0,9.791623067911814e-11,0.0009483325123798014,0.0009483326102031751
5180000.0,1.2348883027257784e-10,0.0009470625978459934,0.0009470627212178724
5200000.0,1.5537235387164117e-10,0.0009457943838580007,0.0009457945390834041
5220000.0,1.950308248233057e-10,0.0009445278681386449,0.0009445280629852576
5240000.0,2.442454294371288e-10,0.000943263048413856,0.0009432632924288978
5260000.0,3.051780494978118e-10,0.0009419999224124509,0.0009420002273030227
5280000.0,3.804465353862696e-10,0.0009407384878662994,0.000940738867954934
5300000.0,4.732136626994787e-10,0.0009394787425103801,0.0009394792152794686
5320000.0,5.872916319926702e-10,0.0009382206840828355,0.0009382212708234584
5340000.0,7.272650537348824e-10,0.0009369643103246394,0.0009369650369082718
5360000.0,8.986351385242841e-10,0.0009357096189797076,0.0009357105167739847
5380000.0,1.107988145676586e-09,0.000934456607795231,0.0009344577147480099
5400000.0,1.3631918371892482e-09,0.0009332052745213426,0.0009332066364410421
