  6.3360E-02,  1.7824E+00,  3.4548E+08,  2.4480E+08,  1.1634E+08,  5.0362E+07,  1.9857E+07,  7.8290E+06,  3.2470E+06,  1.3467E+06,  6.6101E+05,  2.2308E+05,  1.2608E+05,  7.1255E+04,  3.6820E+04,  1.9026E+04,  1.0790E+04,  6.1189E+03,  2.3684E+03,  9.1670E+02,  3.5655E+02,  1.3868E+02,  5.4201E+01,  2.1184E+01,  5.1647E+00,  1.2592E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  5.9200E-02,  1.8158E+00,  3.4989E+08,  2.4699E+08,  1.1703E+08,  5.0885E+07,  2.0302E+07,  8.0998E+06,  3.2136E+06,  1.2750E+06,  5.9850E+05,  1.8459E+05,  1.0122E+05,  5.5498E+04,  2.7408E+04,  1.3536E+04,  7.4899E+03,  4.1444E+03,  1.6420E+03,  6.5052E+02,  2.6108E+02,  1.0478E+02,  4.2229E+01,  1.7020E+01,  4.1252E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  5.5390E-02,  1.8498E+00,  3.4255E+08,  2.3866E+08,  1.1051E+08,  4.7751E+07,  1.9254E+07,  7.7633E+06,  2.9700E+06,  1.1362E+06,  5.1077E+05,  1.4250E+05,  7.4719E+04,  3.9179E+04,  1.8817E+04,  9.0379E+03,  4.8660E+03,  2.6199E+03,  1.0555E+03,  4.2526E+02,  1.7608E+02,  7.2907E+01,  3.0566E+01,  1.2814E+01,  3.1872E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  5.1898E-02,  1.8838E+00,  3.4613E+08,  2.3986E+08,  1.1043E+08,  4.7884E+07,  1.9556E+07,  7.9864E+06,  2.9462E+06,  1.0869E+06,  4.6789E+05,  1.1808E+05,  5.9206E+04,  2.9686E+04,  1.3865E+04,  6.4758E+03,  3.3910E+03,  1.7757E+03,  7.2404E+02,  2.9523E+02,  1.2624E+02,  5.3981E+01,  2.3152E+01,  9.9296E+00,  2.4786E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  4.8695E-02,  1.9186E+00,  3.4151E+08,  2.3602E+08,  1.0713E+08,  4.6155E+07,  1.8874E+07,  7.7179E+06,  2.7730E+06,  9.9629E+05,  4.1586E+05,  9.7788E+04,  4.6531E+04,  2.2141E+04,  1.0312E+04,  4.8025E+03,  2.4607E+03,  1.2608E+03,  5.0964E+02,  2.0601E+02,  8.9584E+01,  3.8955E+01,  1.6698E+01,  7.1576E+00,  2.6754E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  4.5753E-02,  1.9536E+00,  3.3537E+08,  2.3192E+08,  1.0301E+08,  4.3691E+07,  1.7693E+07,  7.1652E+06,  2.5311E+06,  8.9408E+05,  3.6611E+05,  8.2488E+04,  3.7034E+04,  1.6627E+04,  7.8954E+03,  3.7491E+03,  1.8875E+03,  9.5031E+02,  3.7300E+02,  1.4640E+02,  6.3837E+01,  2.7836E+01,  1.1569E+01,  4.8087E+00,  1.9986E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  4.3048E-02,  1.9888E+00,  3.2917E+08,  2.2808E+08,  9.9507E+07,  4.1636E+07,  1.6708E+07,  6.7050E+06,  2.3283E+06,  8.0852E+05,  3.2474E+05,  7.0083E+04,  2.9673E+04,  1.2564E+04,  6.0809E+03,  2.9432E+03,  1.4534E+03,  7.1774E+02,  2.7266E+02,  1.0358E+02,  4.5291E+01,  1.9803E+01,  8.4672E+00,  3.6202E+00,  1.5479E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  4.0559E-02,  2.0242E+00,  3.1700E+08,  2.1947E+08,  9.3551E+07,  3.8530E+07,  1.5333E+07,  6.1018E+06,  2.0930E+06,  7.1791E+05,  2.8591E+05,  6.1133E+04,  2.5114E+04,  1.0317E+04,  5.0027E+03,  2.4258E+03,  1.1855E+03,  5.7938E+02,  2.1205E+02,  7.7612E+01,  3.1829E+01,  1.3053E+01,  6.1211E+00,  2.8704E+00,  1.3460E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.8264E-02,  2.0598E+00,  3.0671E+08,  2.1145E+08,  8.7268E+07,  3.5201E+07,  1.3878E+07,  5.4712E+06,  1.8579E+06,  6.3088E+05,  2.5040E+05,  5.3892E+04,  2.1772E+04,  8.7954E+03,  4.2403E+03,  2.0443E+03,  9.9373E+02,  4.8306E+02,  1.6976E+02,  5.9661E+01,  2.2177E+01,  8.2433E+00,  4.2640E+00,  2.2056E+00,  1.1409E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.6146E-02,  2.0955E+00,  2.9932E+08,  2.0643E+08,  8.3235E+07,  3.3059E+07,  1.2934E+07,  5.0599E+06,  1.7009E+06,  5.7176E+05,  2.2615E+05,  4.8982E+04,  1.9445E+04,  7.7193E+03,  3.6931E+03,  1.7669E+03,  8.4957E+02,  4.0849E+02,  1.3668E+02,  4.5733E+01,  1.5295E+01,  5.1155E+00,  2.9211E+00,  1.6680E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4189E-02,  2.1313E+00,  2.9141E+08,  2.0098E+08,  7.9122E+07,  3.0931E+07,  1.2007E+07,  4.6609E+06,  1.5509E+06,  5.1609E+05,  2.0342E+05,  4.4341E+04,  1.7298E+04,  6.7479E+03,  3.2042E+03,  1.5215E+03,  7.2388E+02,  3.4440E+02,  1.0975E+02,  3.4972E+01,  1.0575E+01,  3.1980E+00,  2.0211E+00,  1.2773E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.2377E-02,  2.1671E+00,  2.8316E+08,  1.9524E+08,  7.5008E+07,  2.8852E+07,  1.1112E+07,  4.2794E+06,  1.4096E+06,  4.6432E+05,  1.8238E+05,  4.0010E+04,  1.5338E+04,  5.8798E+03,  2.7714E+03,  1.3063E+03,  6.1513E+02,  2.8967E+02,  8.8196E+01,  2.6853E+01,  7.2321E+00,  1.9478E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0699E-02,  2.2032E+00,  2.7453E+08,  1.8920E+08,  7.0948E+07,  2.6889E+07,  1.0299E+07,  3.9450E+06,  1.2912E+06,  4.2262E+05,  1.6569E+05,  3.6539E+04,  1.3811E+04,  5.2202E+03,  2.4328E+03,  1.1338E+03,  5.2697E+02,  2.4492E+02,  7.1767E+01,  2.1029E+01,  4.5858E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.9142E-02,  2.2389E+00,  2.6528E+08,  1.8267E+08,  6.7430E+07,  2.5626E+07,  1.0026E+07,  3.9229E+06,  1.3276E+06,  4.4932E+05,  1.7880E+05,  3.9144E+04,  1.5112E+04,  5.8340E+03,  2.5822E+03,  1.1429E+03,  5.0812E+02,  2.2590E+02,  6.3853E+01,  1.8049E+01,  4.2484E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.7695E-02,  2.2746E+00,  2.5600E+08,  1.7609E+08,  6.3966E+07,  2.4371E+07,  9.7396E+06,  3.8923E+06,  1.3621E+06,  4.7667E+05,  1.9255E+05,  4.1863E+04,  1.6509E+04,  6.5105E+03,  2.7375E+03,  1.1510E+03,  4.8951E+02,  2.0818E+02,  5.6744E+01,  1.5466E+01,  3.9327E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.6349E-02,  2.3099E+00,  2.4696E+08,  1.6969E+08,  6.0659E+07,  2.3168E+07,  9.4544E+06,  3.8581E+06,  1.3956E+06,  5.0485E+05,  2.0700E+05,  4.4709E+04,  1.8009E+04,  7.2542E+03,  2.8999E+03,  1.1593E+03,  4.7185E+02,  1.9205E+02,  5.0469E+01,  1.3263E+01,  3.4852E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.5095E-02,  2.3464E+00,  2.3730E+08,  1.6280E+08,  5.7198E+07,  2.1892E+07,  9.1287E+06,  3.8065E+06,  1.4251E+06,  5.3351E+05,  2.2217E+05,  4.7663E+04,  1.9626E+04,  8.0813E+03,  3.0655E+03,  1.1628E+03,  4.5195E+02,  1.7566E+02,  4.4363E+01,  1.1204E+01,  2.8296E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3926E-02,  2.3821E+00,  2.2825E+08,  1.5637E+08,  5.4016E+07,  2.0718E+07,  8.8234E+06,  3.7576E+06,  1.4549E+06,  5.6329E+05,  2.3818E+05,  5.0794E+04,  2.1387E+04,  9.0051E+03,  3.2497E+03,  1.1728E+03,  4.3691E+02,  1.6277E+02,  3.9669E+01,  9.6674E+00,  2.3560E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2834E-02,  2.4176E+00,  2.1808E+08,  1.4926E+08,  5.0882E+07,  1.9611E+07,  8.5466E+06,  3.7246E+06,  1.5126E+06,  6.1432E+05,  2.6911E+05,  6.0082E+04,  2.7489E+04,  1.2577E+04,  4.7575E+03,  1.7996E+03,  6.8455E+02,  2.6039E+02,  6.8254E+01,  1.7891E+01,  5.2861E+00,  1.5619E+00,  1.3226E+00,  1.1200E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1814E-02,  2.4531E+00,  2.0428E+08,  1.3882E+08,  4.6233E+07,  1.7810E+07,  7.9362E+06,  3.5363E+06,  1.5254E+06,  6.5803E+05,  3.0391E+05,  7.4316E+04,  3.9096E+04,  2.0567E+04,  8.9035E+03,  3.8543E+03,  1.5743E+03,  6.4303E+02,  1.9872E+02,  6.1414E+01,  1.9304E+01,  6.0680E+00,  3.2005E+00,  1.6881E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0858E-02,  2.4884E+00,  1.9134E+08,  1.2911E+08,  4.2013E+07,  1.6176E+07,  7.3694E+06,  3.3572E+06,  1.5379E+06,  7.0447E+05,  3.4297E+05,  9.1818E+04,  5.5505E+04,  3.3554E+04,  1.6612E+04,  8.2245E+03,  3.6021E+03,  1.5776E+03,  5.7287E+02,  2.0802E+02,  6.6501E+01,  2.1259E+01,  7.2213E+00,  2.4529E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9963E-02,  2.5236E+00,  1.7820E+08,  1.1907E+08,  3.7751E+07,  1.4554E+07,  6.8233E+06,  3.1988E+06,  1.5506E+06,  7.5164E+05,  3.8611E+05,  1.1442E+05,  7.3868E+04,  4.7690E+04,  2.5734E+04,  1.3886E+04,  6.5332E+03,  3.0737E+03,  1.2442E+03,  5.0361E+02,  1.7065E+02,  5.7823E+01,  1.6774E+01,  4.8662E+00,  1.4117E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9124E-02,  2.5586E+00,  1.6616E+08,  1.0981E+08,  3.3879E+07,  1.3091E+07,  6.3347E+06,  3.0655E+06,  1.5696E+06,  8.0367E+05,  4.3581E+05,  1.4374E+05,  9.5588E+04,  6.3568E+04,  3.6536E+04,  2.0999E+04,  1.0633E+04,  5.3837E+03,  2.3762E+03,  1.0488E+03,  3.8594E+02,  1.4202E+02,  4.0662E+01,  1.1642E+01,  3.3331E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8335E-02,  2.5935E+00,  1.5494E+08,  1.0127E+08,  3.0407E+07,  1.1775E+07,  5.8810E+06,  2.9373E+06,  1.5884E+06,  8.5890E+05,  4.9158E+05,  1.8039E+05,  1.2356E+05,  8.4632E+04,  5.1797E+04,  3.1701E+04,  1.7269E+04,  9.4072E+03,  4.5236E+03,  2.1753E+03,  8.6857E+02,  3.4681E+02,  9.7925E+01,  2.7650E+01,  5.2584E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.7594E-02,  2.6283E+00,  1.4326E+08,  9.1674E+07,  2.6831E+07,  1.0460E+07,  5.4317E+06,  2.8206E+06,  1.6089E+06,  9.1771E+05,  5.5041E+05,  2.1890E+05,  1.5041E+05,  1.0334E+05,  6.4953E+04,  4.0824E+04,  2.3224E+04,  1.3212E+04,  6.7440E+03,  3.4423E+03,  1.5002E+03,  6.5379E+02,  2.1651E+02,  7.1702E+01,  2.0151E+01,  5.6632E+00,  1.5916E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6897E-02,  2.6628E+00,  1.3248E+08,  8.2820E+07,  2.3642E+07,  9.2880E+06,  5.0214E+06,  2.7148E+06,  1.6324E+06,  9.8157E+05,  6.1581E+05,  2.6385E+05,  1.8088E+05,  1.2400E+05,  7.9436E+04,  5.0889E+04,  3.0037E+04,  1.7729E+04,  9.5567E+03,  5.1515E+03,  2.4559E+03,  1.1708E+03,  4.7379E+02,  1.9172E+02,  6.8416E+01,  2.4414E+01,  4.9386E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.6240E-02,  2.6972E+00,  1.2250E+08,  7.4811E+07,  2.0831E+07,  8.2464E+06,  4.6415E+06,  2.6124E+06,  1.6559E+06,  1.0496E+06,  6.8874E+05,  3.1790E+05,  2.1743E+05,  1.4871E+05,  9.7101E+04,  6.3401E+04,  3.8825E+04,  2.3775E+04,  1.3533E+04,  7.7025E+03,  4.0156E+03,  2.0935E+03,  1.0335E+03,  5.1021E+02,  2.2970E+02,  1.0341E+02,  3.2664E+01,  1.0320E+01,  2.5556E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.5620E-02,  2.7314E+00,  1.0792E+08,  6.2248E+07,  1.7957E+07,  7.3988E+06,  4.3543E+06,  2.5625E+06,  1.6957E+06,  1.1221E+06,  7.6801E+05,  3.8492E+05,  2.5790E+05,  1.7280E+05,  1.1289E+05,  7.3754E+04,  4.5712E+04,  2.8332E+04,  1.6630E+04,  9.7616E+03,  5.4048E+03,  2.9926E+03,  1.5596E+03,  8.1280E+02,  3.8988E+02,  1.8702E+02,  8.2949E+01,  3.6790E+01,  6.6208E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.5036E-02,  2.7654E+00,  9.4911E+07,  5.1583E+07,  1.5482E+07,  6.6541E+06,  4.0953E+06,  2.5205E+06,  1.7399E+06,  1.2011E+06,  8.5716E+05,  4.6663E+05,  3.0590E+05,  2.0054E+05,  1.3091E+05,  8.5463E+04,  5.3523E+04,  3.3519E+04,  2.0257E+04,  1.2242E+04,  7.1853E+03,  4.2174E+03,  2.2987E+03,  1.2529E+03,  6.3268E+02,  3.1948E+02,  1.4975E+02,  7.0191E+01,  1.3799E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.4483E-02,  2.7993E+00,  8.3525E+07,  4.2792E+07,  1.3359E+07,  5.9875E+06,  3.8527E+06,  2.4791E+06,  1.7847E+06,  1.2848E+06,  9.5586E+05,  5.6493E+05,  3.6240E+05,  2.3248E+05,  1.5165E+05,  9.8925E+04,  6.2595E+04,  3.9607E+04,  2.4639E+04,  1.5328E+04,  9.5328E+03,  5.9289E+03,  3.3782E+03,  1.9248E+03,  1.0228E+03,  5.4353E+02,  2.6901E+02,  1.3314E+02,  2.8580E+01,  5.4124E+00,  0.0000E+00,  0.0000E+00
  1.3961E-02,  2.8330E+00,  6.8679E+07,  3.3579E+07,  1.2028E+07,  5.8385E+06,  3.8405E+06,  2.5262E+06,  1.8552E+06,  1.3624E+06,  1.0372E+06,  6.4595E+05,  4.1917E+05,  2.7200E+05,  1.7930E+05,  1.1820E+05,  7.6041E+04,  4.8921E+04,  3.1085E+04,  1.9752E+04,  1.2406E+04,  7.7923E+03,  4.6130E+03,  2.7308E+03,  1.5131E+03,  8.3843E+02,  4.2905E+02,  2.1955E+02,  5.0068E+01,  1.0294E+01,  1.8197E+00,  0.0000E+00
  1.3467E-02,  2.8664E+00,  5.6590E+07,  2.6424E+07,  1.0868E+07,  5.7128E+06,  3.8378E+06,  2.5782E+06,  1.9306E+06,  1.4457E+06,  1.1258E+06,  7.3833E+05,  4.8472E+05,  3.1822E+05,  2.1199E+05,  1.4122E+05,  9.2368E+04,  6.0415E+04,  3.9205E+04,  2.5442E+04,  1.6131E+04,  1.0227E+04,  6.2885E+03,  3.8667E+03,  2.2355E+03,  1.2924E+03,  6.8405E+02,  3.6205E+02,  8.7920E+01,  1.8977E+01,  3.4968E+00,  0.0000E+00
  1.2999E-02,  2.8996E+00,  4.6667E+07,  2.0820E+07,  9.8246E+06,  5.5899E+06,  3.8347E+06,  2.6307E+06,  2.0086E+06,  1.5336E+06,  1.2215E+06,  8.4327E+05,  5.6007E+05,  3.7198E+05,  2.5040E+05,  1.6856E+05,  1.1208E+05,  7.4519E+04,  4.9380E+04,  3.2722E+04,  2.0941E+04,  1.3401E+04,  8.5572E+03,  5.4641E+03,  3.2947E+03,  1.9867E+03,  1.0874E+03,  5.9516E+02,  1.5372E+02,  3.4776E+01,  6.6436E+00,  0.0000E+00
  1.2555E-02,  2.9327E+00,  4.4969E+07,  2.1146E+07,  1.0063E+07,  5.7639E+06,  3.9741E+06,  2.7401E+06,  2.1133E+06,  1.6299E+06,  1.3082E+06,  9.1284E+05,  6.1101E+05,  4.0898E+05,  2.7398E+05,  1.8354E+05,  1.2222E+05,  8.1384E+04,  5.3909E+04,  3.5710E+04,  2.2937E+04,  1.4732E+04,  9.4800E+03,  6.1001E+03,  3.7888E+03,  2.3532E+03,  1.3762E+03,  8.0479E+02,  2.4362E+02,  6.1561E+01,  1.1919E+01,  1.6309E+00
  1.2134E-02,  2.9656E+00,  4.3370E+07,  2.1489E+07,  1.0311E+07,  5.9459E+06,  4.1202E+06,  2.8550E+06,  2.2241E+06,  1.7326E+06,  1.4014E+06,  9.8825E+05,  6.6662E+05,  4.4966E+05,  2.9980E+05,  1.9989E+05,  1.3330E+05,  8.8891E+04,  5.8861E+04,  3.8975E+04,  2.5127E+04,  1.6199E+04,  1.0505E+04,  6.8126E+03,  4.3578E+03,  2.7876E+03,  1.7414E+03,  1.0879E+03,  3.8647E+02,  1.0924E+02,  2.1489E+01,  2.2671E+00
  1.1734E-02,  2.9983E+00,  4.1838E+07,  2.1833E+07,  1.0564E+07,  6.1320E+06,  4.2702E+06,  2.9738E+06,  2.3398E+06,  1.8409E+06,  1.5003E+06,  1.0692E+06,  7.2679E+05,  4.9403E+05,  3.2782E+05,  2.1753E+05,  1.4528E+05,  9.7022E+04,  6.4222E+04,  4.2510E+04,  2.7507E+04,  1.7799E+04,  1.1632E+04,  7.6014E+03,  5.0067E+03,  3.2977E+03,  2.1995E+03,  1.4670E+03,  6.1062E+02,  1.9280E+02,  3.8496E+01,  3.1305E+00
  1.1354E-02,  3.0307E+00,  4.2502E+07,  2.2497E+07,  1.0948E+07,  6.3887E+06,  4.4706E+06,  3.1284E+06,  2.4723E+06,  1.9538E+06,  1.5937E+06,  1.1298E+06,  7.7218E+05,  5.2774E+05,  3.5205E+05,  2.3485E+05,  1.5675E+05,  1.0462E+05,  6.9645E+04,  4.6363E+04,  3.0178E+04,  1.9643E+04,  1.2871E+04,  8.4341E+03,  5.4968E+03,  3.5825E+03,  2.3923E+03,  1.5974E+03,  6.2578E+02,  1.9008E+02,  3.7879E+01,  3.3941E+00
  1.0993E-02,  3.0631E+00,  4.3298E+07,  2.3196E+07,  1.1351E+07,  6.6584E+06,  4.6818E+06,  3.2920E+06,  2.6122E+06,  2.0728E+06,  1.6917E+06,  1.1920E+06,  8.1895E+05,  5.6267E+05,  3.7754E+05,  2.5333E+05,  1.6896E+05,  1.1269E+05,  7.5468E+04,  5.0543E+04,  3.3097E+04,  2.1673E+04,  1.4235E+04,  9.3501E+03,  6.0166E+03,  3.8716E+03,  2.5793E+03,  1.7183E+03,  6.2609E+02,  1.8153E+02,  3.6088E+01,  3.6543E+00
  1.0649E-02,  3.0951E+00,  4.4102E+07,  2.3910E+07,  1.1765E+07,  6.9372E+06,  4.9012E+06,  3.4627E+06,  2.7588E+06,  2.1980E+06,  1.7948E+06,  1.2569E+06,  8.6814E+05,  5.9960E+05,  4.0466E+05,  2.7310E+05,  1.8201E+05,  1.2130E+05,  8.1727E+04,  5.5062E+04,  3.6272E+04,  2.3894E+04,  1.5731E+04,  1.0357E+04,  6.5809E+03,  4.1815E+03,  2.7793E+03,  1.8472E+03,  6.2636E+02,  1.7341E+02,  3.4392E+01,  3.9304E+00
  1.0322E-02,  3.1271E+00,  4.4916E+07,  2.4642E+07,  1.2193E+07,  7.2266E+06,  5.1300E+06,  3.6416E+06,  2.9131E+06,  2.3304E+06,  1.9038E+06,  1.3252E+06,  9.2011E+05,  6.3883E+05,  4.3363E+05,  2.9434E+05,  1.9603E+05,  1.3055E+05,  8.8483E+04,  5.9970E+04,  3.9741E+04,  2.6336E+04,  1.7380E+04,  1.1469E+04,  7.1961E+03,  4.5150E+03,  2.9941E+03,  1.9852E+03,  6.2658E+02,  1.6566E+02,  3.2774E+01,  4.2253E+00
  1.0010E-02,  3.1588E+00,  4.5737E+07,  2.5390E+07,  1.2632E+07,  7.5249E+06,  5.3670E+06,  3.8279E+06,  3.0744E+06,  2.4692E+06,  2.0183E+06,  1.3965E+06,  9.7462E+05,  6.8019E+05,  4.6435E+05,  3.1700E+05,  2.1097E+05,  1.4040E+05,  9.5721E+04,  6.5258E+04,  4.3501E+04,  2.8998E+04,  1.9181E+04,  1.2687E+04,  7.8616E+03,  4.8714E+03,  3.2229E+03,  2.1321E+03,  6.2680E+02,  1.5832E+02,  3.1248E+01,  4.5381E+00
  9.7122E-03,  3.1903E+00,  4.6566E+07,  2.6155E+07,  1.3084E+07,  7.8335E+06,  5.6133E+06,  4.0224E+06,  3.2435E+06,  2.6154E+06,  2.1388E+06,  1.4711E+06,  1.0320E+06,  7.2393E+05,  4.9702E+05,  3.4124E+05,  2.2694E+05,  1.5092E+05,  1.0350E+05,  7.0974E+04,  4.7589E+04,  3.1909E+04,  2.1155E+04,  1.4026E+04,  8.5838E+03,  5.2533E+03,  3.4676E+03,  2.2886E+03,  6.2699E+02,  1.5135E+02,  2.9799E+01,  4.8712E+00
  9.4281E-03,  3.2216E+00,  4.7436E+07,  2.6895E+07,  1.3520E+07,  8.1236E+06,  5.8344E+06,  4.1903E+06,  3.3804E+06,  2.7271E+06,  2.2316E+06,  1.5374E+06,  1.0795E+06,  7.5791E+05,  5.2186E+05,  3.5933E+05,  2.4082E+05,  1.6140E+05,  1.1036E+05,  7.5464E+04,  5.0623E+04,  3.3959E+04,  2.2376E+04,  1.4743E+04,  8.9331E+03,  5.4126E+03,  3.4932E+03,  2.2541E+03,  5.9465E+02,  1.3934E+02,  2.7275E+01,  4.6077E+00
  9.1569E-03,  3.2526E+00,  4.8333E+07,  2.7634E+07,  1.3956E+07,  8.4107E+06,  6.0482E+06,  4.3493E+06,  3.5053E+06,  2.8251E+06,  2.3134E+06,  1.6014E+06,  1.1234E+06,  7.8805E+05,  5.4356E+05,  3.7493E+05,  2.5410E+05,  1.7221E+05,  1.1700E+05,  7.9486E+04,  5.3228E+04,  3.5644E+04,  2.3261E+04,  1.5180E+04,  9.1163E+03,  5.4747E+03,  3.4262E+03,  2.1439E+03,  5.5211E+02,  1.2637E+02,  2.4553E+01,  4.1371E+00
  8.8977E-03,  3.2835E+00,  4.9240E+07,  2.8388E+07,  1.4404E+07,  8.7059E+06,  6.2683E+06,  4.5132E+06,  3.6339E+06,  2.9258E+06,  2.3975E+06,  1.6675E+06,  1.1687E+06,  8.1917E+05,  5.6601E+05,  3.9109E+05,  2.6801E+05,  1.8367E+05,  1.2398E+05,  8.3693E+04,  5.5948E+04,  3.7401E+04,  2.4176E+04,  1.5627E+04,  9.3020E+03,  5.5370E+03,  3.3609E+03,  2.0398E+03,  5.1284E+02,  1.1468E+02,  2.2117E+01,  3.7170E+00
  8.6498E-03,  3.3142E+00,  5.0158E+07,  2.9158E+07,  1.4862E+07,  9.0093E+06,  6.4948E+06,  4.6821E+06,  3.7662E+06,  3.0295E+06,  2.4842E+06,  1.7359E+06,  1.2156E+06,  8.5129E+05,  5.8922E+05,  4.0783E+05,  2.8259E+05,  1.9581E+05,  1.3134E+05,  8.8092E+04,  5.8788E+04,  3.9231E+04,  2.5120E+04,  1.6084E+04,  9.4900E+03,  5.5994E+03,  3.2971E+03,  1.9413E+03,  4.7659E+02,  1.0414E+02,  1.9936E+01,  3.3417E+00
  8.4127E-03,  3.3447E+00,  5.1085E+07,  2.9942E+07,  1.5332E+07,  9.3212E+06,  6.7279E+06,  4.8561E+06,  3.9025E+06,  3.1361E+06,  2.5733E+06,  1.8066E+06,  1.2640E+06,  8.8445E+05,  6.1322E+05,  4.2517E+05,  2.9785E+05,  2.0866E+05,  1.3907E+05,  9.2691E+04,  6.1751E+04,  4.1138E+04,  2.6093E+04,  1.6551E+04,  9.6805E+03,  5.6621E+03,  3.2350E+03,  1.8481E+03,  4.4311E+02,  9.4620E+01,  1.7982E+01,  3.0061E+00
  8.1857E-03,  3.3750E+00,  5.2024E+07,  3.0742E+07,  1.5814E+07,  9.6415E+06,  6.9677E+06,  5.0354E+06,  4.0426E+06,  3.2456E+06,  2.6651E+06,  1.8796E+06,  1.3141E+06,  9.1865E+05,  6.3802E+05,  4.4312E+05,  3.1383E+05,  2.2226E+05,  1.4720E+05,  9.7496E+04,  6.4842E+04,  4.3124E+04,  2.7098E+04,  1.7028E+04,  9.8734E+03,  5.7251E+03,  3.1743E+03,  1.7599E+03,  4.1217E+02,  8.6025E+01,  1.6230E+01,  2.7057E+00
