  1.8694E-01,  1.1901E+00,  1.2873E+05,  1.0386E+05,  6.8982E+04,  3.4668E+04,  1.3183E+04,  5.0133E+03,  2.8846E+03,  1.6598E+03,  1.0390E+03,  4.8186E+02,  2.6859E+02,  1.4971E+02,  1.0569E+02,  7.4606E+01,  4.6736E+01,  2.9277E+01,  1.7018E+01,  9.8916E+00,  5.3084E+00,  2.8487E+00,  1.5288E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.8869E-01,  1.1898E+00,  1.0561E+05,  8.5278E+04,  5.6724E+04,  2.8579E+04,  1.0907E+04,  4.1622E+03,  2.3998E+03,  1.3836E+03,  8.6759E+02,  4.0348E+02,  2.2539E+02,  1.2590E+02,  8.8998E+01,  6.2911E+01,  3.9482E+01,  2.4778E+01,  1.4433E+01,  8.4076E+00,  4.5234E+00,  2.4336E+00,  1.3093E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9061E-01,  1.1894E+00,  8.3216E+04,  6.7279E+04,  4.4802E+04,  2.2638E+04,  8.6800E+03,  3.3281E+03,  1.9241E+03,  1.1124E+03,  6.9911E+02,  3.2630E+02,  1.8281E+02,  1.0242E+02,  7.2559E+01,  5.1402E+01,  3.2354E+01,  2.0364E+01,  1.1904E+01,  6.9590E+00,  3.7602E+00,  2.0318E+00,  1.0978E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9267E-01,  1.1891E+00,  5.5517E+04,  4.4922E+04,  2.9548E+04,  1.4862E+04,  5.7165E+03,  2.1988E+03,  1.2735E+03,  7.3764E+02,  4.6429E+02,  2.1723E+02,  1.2195E+02,  6.8461E+01,  4.8569E+01,  3.4456E+01,  2.1730E+01,  1.3704E+01,  8.0304E+00,  4.7056E+00,  2.5504E+00,  1.3822E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9480E-01,  1.1890E+00,  3.7067E+04,  3.0001E+04,  1.9674E+04,  9.8833E+03,  3.8036E+03,  1.4638E+03,  8.4814E+02,  4.9142E+02,  3.0939E+02,  1.4481E+02,  8.1327E+01,  4.5675E+01,  3.2419E+01,  2.3010E+01,  1.4521E+01,  9.1642E+00,  5.3750E+00,  3.1526E+00,  1.7110E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9697E-01,  1.1884E+00,  2.3675E+04,  1.9036E+04,  1.2510E+04,  6.3124E+03,  2.4456E+03,  9.4749E+02,  5.5110E+02,  3.2054E+02,  2.0246E+02,  9.5251E+01,  5.3718E+01,  3.0295E+01,  2.1565E+01,  1.5351E+01,  9.7267E+00,  6.1629E+00,  3.6323E+00,  2.1408E+00,  1.1689E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9911E-01,  1.1877E+00,  1.5018E+04,  1.1866E+04,  7.8265E+03,  3.9684E+03,  1.5469E+03,  6.0296E+02,  3.5228E+02,  2.0582E+02,  1.3049E+02,  6.1758E+01,  3.4999E+01,  1.9834E+01,  1.4168E+01,  1.0120E+01,  6.4427E+00,  4.1015E+00,  2.4313E+00,  1.4412E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0118E-01,  1.1868E+00,  9.2675E+03,  7.3401E+03,  4.8633E+03,  2.4738E+03,  9.6606E+02,  3.7726E+02,  2.2180E+02,  1.3041E+02,  8.3109E+01,  3.9664E+01,  2.2631E+01,  1.2912E+01,  9.2681E+00,  6.6524E+00,  4.2631E+00,  2.7320E+00,  1.6329E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0316E-01,  1.1851E+00,  5.4377E+03,  4.3236E+03,  2.8865E+03,  1.4869E+03,  5.9095E+02,  2.3488E+02,  1.3958E+02,  8.2950E+01,  5.3342E+01,  2.5827E+01,  1.4907E+01,  8.6045E+00,  6.2254E+00,  4.5041E+00,  2.9179E+00,  1.8904E+00,  1.1449E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0501E-01,  1.1826E+00,  3.0448E+03,  2.4358E+03,  1.6446E+03,  8.6329E+02,  3.5232E+02,  1.4378E+02,  8.6777E+01,  5.2372E+01,  3.4115E+01,  1.6863E+01,  9.8965E+00,  5.8081E+00,  4.2509E+00,  3.1112E+00,  2.0475E+00,  1.3474E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0675E-01,  1.1798E+00,  1.6684E+03,  1.3455E+03,  9.2028E+02,  4.9372E+02,  2.0775E+02,  8.7422E+01,  5.3739E+01,  3.3034E+01,  2.1849E+01,  1.1066E+01,  6.6249E+00,  3.9663E+00,  2.9449E+00,  2.1866E+00,  1.4661E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0839E-01,  1.1763E+00,  8.8246E+02,  7.1854E+02,  4.9226E+02,  2.6944E+02,  1.1783E+02,  5.1532E+01,  3.2391E+01,  2.0360E+01,  1.3719E+01,  7.1567E+00,  4.3895E+00,  2.6922E+00,  2.0343E+00,  1.5371E+00,  1.0569E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.0995E-01,  1.1725E+00,  4.5275E+02,  3.7209E+02,  2.5799E+02,  1.4511E+02,  6.6219E+01,  3.0217E+01,  1.9472E+01,  1.2547E+01,  8.6301E+00,  4.6515E+00,  2.9313E+00,  1.8472E+00,  1.4242E+00,  1.0980E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1149E-01,  1.1681E+00,  2.2117E+02,  1.8414E+02,  1.3042E+02,  7.5968E+01,  3.6394E+01,  1.7435E+01,  1.1559E+01,  7.6637E+00,  5.3965E+00,  3.0184E+00,  1.9623E+00,  1.2757E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1306E-01,  1.1636E+00,  1.0453E+02,  8.8274E+01,  6.3939E+01,  3.8642E+01,  1.9486E+01,  9.8258E+00,  6.7145E+00,  4.5884E+00,  3.3120E+00,  1.9254E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1473E-01,  1.1588E+00,  4.6270E+01,  3.9728E+01,  2.9490E+01,  1.8554E+01,  9.8945E+00,  5.2766E+00,  3.7288E+00,  2.6350E+00,  1.9542E+00,  1.1839E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1655E-01,  1.1544E+00,  1.8786E+01,  1.6434E+01,  1.2471E+01,  8.1532E+00,  4.5923E+00,  2.5866E+00,  1.8930E+00,  1.3854E+00,  1.0139E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1857E-01,  1.1496E+00,  6.2199E+00,  5.6155E+00,  4.5362E+00,  3.1653E+00,  1.9078E+00,  1.1499E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2084E-01,  1.1450E+00,  1.6510E+00,  1.6510E+00,  1.5445E+00,  1.1958E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2337E-01,  1.1406E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
