Time (s),MCU_SEFI,SRAM_SEL,LREG_SEGR,MCU_SEL,SRAM_TID,MCU_TID,LREG_TID,WDT_TID
1980.0,0.866217057028051,1.0,0.14098899499025358,1.0,0.0,0.0,0.0,0.0
2039.0,0.8713605587223888,0.9999999999999999,0.14359396408016734,1.0,0.0,0.0,0.0,0.0
2100.0,0.8756857376798501,1.0,0.14586335681457305,1.0,0.0,0.0,0.0,0.0
2160.0,0.8795805145548119,0.9999999999999999,0.14797339177473515,0.9999999999999999,0.0,0.0,0.0,0.0
2219.0,0.8829193267322429,0.9999999999999999,0.14983587517880806,0.9999999999999999,0.0,0.0,0.0,0.0
2280.0,0.8857842951281346,1.0,0.1514760635342089,0.9999999999999999,0.0,0.0,0.0,0.0
2339.0,0.8883693319453199,0.9999999999999999,0.15299118590676142,1.0,0.0,0.0,0.0,0.0
2400.0,0.8905486816140323,1.0,0.15429578404034977,1.0,0.0,0.0,0.0,0.0
2459.0,0.8925164629519031,1.0,0.15549607049331055,1.0,0.0,0.0,0.0,0.0
2520.0,0.8941782322974905,1.0,0.15652680850024925,1.0,0.0,0.0,0.0,0.0
2579.0,0.8956783990386415,1.0,0.15747116315518575,1.0,0.0,0.0,0.0,0.0
2640.0,0.8969460485557861,1.0,0.1582796057165772,1.0,0.0,0.0,0.0,0.0
2700.0,0.8980904977627029,0.9999999999999999,0.15901780855599412,1.0,0.0,0.0,0.0,0.0
2759.0,0.8990731001630209,0.9999999999999999,0.159657929940369,1.0,0.0,0.0,0.0,0.0
2820.0,0.8999172891874775,0.9999999999999999,0.16021248803060073,1.0,0.0,0.0,0.0,0.0
2879.0,0.9006789686280385,0.9999999999999999,0.16071639677985067,1.0,0.0,0.0,0.0,0.0
2940.0,0.9013223163278699,1.0,0.16114451895071022,1.0,0.0,0.0,0.0,0.0
2999.0,0.901902916829174,1.0,0.1615327041769966,1.0,0.0,0.0,0.0,0.0
3060.0,0.9023931348138665,1.0,0.16186168500709017,0.9999999999999999,0.0,0.0,0.0,0.0
3119.0,0.9028351878691624,0.9999999999999999,0.1621592049810118,1.0,0.0,0.0,0.0,0.0
3180.0,0.9032079760430994,1.0,0.1624106744157591,0.9999999999999999,0.0,0.0,0.0,0.0
3240.0,0.9035431870177603,1.0,0.16263718485596707,0.9999999999999998,0.0,0.0,0.0,0.0
3299.0,0.9038298519904616,1.0,0.16283115973069381,0.9999999999999998,0.0,0.0,0.0,0.0
3360.0,0.9040747391053423,1.0,0.16299704681899657,0.9999999999999998,0.0,0.0,0.0,0.0
3419.0,0.9042942876760443,1.0,0.16314591563021746,0.9999999999999998,0.0,0.0,0.0,0.0
3480.0,0.9044781354740857,0.9999999999999999,0.16327069815411835,0.9999999999999998,0.0,0.0,0.0,0.0
3539.0,0.9046424969397661,0.9999999999999999,0.16338237308025652,0.9999999999999998,0.0,0.0,0.0,0.0
3600.0,0.9047796489263504,0.9999999999999999,0.16347567718460132,0.9999999999999997,0.0,0.0,0.0,0.0
3659.0,0.904901749769083,1.0,0.16355886904407818,0.9999999999999998,0.0,0.0,0.0,0.0
3720.0,0.9050032798007176,1.0,0.16362817645556868,0.9999999999999997,0.0,0.0,0.0,0.0
3780.0,0.9050932899571331,1.0,0.1636897641783791,0.9999999999999997,0.0,0.0,0.0,0.0
3839.0,0.9051690725635154,1.0,0.1637417659157019,0.9999999999999997,0.0,0.0,0.0,0.0
3900.0,0.9052326480959662,1.0,0.16378554272886056,0.9999999999999997,0.0,0.0,0.0,0.0
3959.0,0.9052886761526413,1.0,0.16382428107765257,0.9999999999999996,0.0,0.0,0.0,0.0
4020.0,0.905334731143947,1.0,0.16385627824388505,0.9999999999999997,0.0,0.0,0.0,0.0
4079.0,0.9053750745179202,0.9999999999999999,0.16388446543105165,0.9999999999999997,0.0,0.0,0.0,0.0
4140.0,0.9054080490471126,1.0,0.16390765366218515,0.9999999999999998,0.0,0.0,0.0,0.0
4199.0,0.9054367985695815,1.0,0.1639280196091992,0.9999999999999998,0.0,0.0,0.0,0.0
4260.0,0.9054601575937429,1.0,0.16394470525751514,0.9999999999999997,0.0,0.0,0.0,0.0
4320.0,0.9054804009836154,1.0,0.16395930018137106,0.9999999999999997,0.0,0.0,0.0,0.0
4379.0,0.9054970546748199,1.0,0.16397143093621405,0.9999999999999997,0.0,0.0,0.0,0.0
4440.0,0.9055107086100695,0.9999999999999999,0.16398148955204167,0.9999999999999998,0.0,0.0,0.0,0.0
4499.0,0.9055224540482325,0.9999999999999999,0.16399024850759455,0.9999999999999997,0.0,0.0,0.0,0.0
4560.0,0.9055318963067754,0.9999999999999999,0.16399738211353104,0.9999999999999997,0.0,0.0,0.0,0.0
4619.0,0.9055399950335458,0.9999999999999998,0.1640035858680238,0.9999999999999998,0.0,0.0,0.0,0.0
4680.0,0.9055464877607723,0.9999999999999999,0.16400863219500533,0.9999999999999998,0.0,0.0,0.0,0.0
4739.0,0.9055520491788748,0.9999999999999999,0.1640130207359183,0.9999999999999999,0.0,0.0,0.0,0.0
4800.0,0.9055565051382706,0.9999999999999998,0.16401659272125602,1.0,0.0,0.0,0.0,0.0
4860.0,0.9055603199243315,0.9999999999999999,0.16401970098136687,1.0,0.0,0.0,0.0,0.0
4919.0,0.9055634308405425,1.0,0.16402227838455014,1.0,0.0,0.0,0.0,0.0
4980.0,0.9055659676880571,1.0,0.16402441648662477,1.0,0.0,0.0,0.0,0.0
5039.0,0.9055681469319498,1.0,0.16402628542426426,1.0,0.0,0.0,0.0,0.0
5100.0,0.9055698997604552,1.0,0.1640278155539901,1.0,0.0,0.0,0.0,0.0
5159.0,0.9055714085727584,1.0,0.1640291566096798,0.9999999999999999,0.0,0.0,0.0,0.0
5220.0,0.9055726269579496,1.0,0.16403025932124027,0.9999999999999998,0.0,0.0,0.0,0.0
5279.0,0.9055736811605933,1.0,0.16403123098559133,0.9999999999999998,0.0,0.0,0.0,0.0
5340.0,0.9055745361660537,1.0,0.16403203364951258,0.9999999999999997,0.0,0.0,0.0,0.0
5400.0,0.9055752795708593,1.0,0.1640327444879643,0.9999999999999998,0.0,0.0,0.0,0.0
5459.0,0.9055758964255327,1.0,0.16403334524296798,0.9999999999999997,0.0,0.0,0.0,0.0
5520.0,0.905576409846383,1.0,0.1640338544874318,0.9999999999999996,0.0,0.0,0.0,0.0
5579.0,0.9055768604718101,1.0,0.16403430967284932,0.9999999999999994,0.0,0.0,0.0,0.0
5640.0,0.9055772318722095,1.0,0.16403469167746595,0.9999999999999993,0.0,0.0,0.0,0.0
5699.0,0.9055775603813201,1.0,0.16403503566624178,0.9999999999999992,0.0,0.0,0.0,0.0
5760.0,0.9055778331793762,1.0,0.16403532642965757,0.9999999999999992,0.0,0.0,0.0,0.0
5819.0,0.9055780763860611,0.9999999999999999,0.1640355902212646,0.9999999999999992,0.0,0.0,0.0,0.0
5880.0,0.9055782802559,0.9999999999999999,0.16403581516126023,0.9999999999999992,0.0,0.0,0.0,0.0
5940.0,0.9055784636792187,0.9999999999999999,0.16403602097912437,0.9999999999999992,0.0,0.0,0.0,0.0
5999.0,0.9055786215169992,1.0,0.164036201019256,0.9999999999999993,0.0,0.0,0.0,0.0
6239.0,0.9055787574017544,0.9999999999999999,0.1640363586047919,0.9999999999999993,0.0,0.0,0.0,0.0
6480.0,0.9055791032273001,0.9999999999999999,0.16403678463233198,0.9999999999999993,0.0,0.0,0.0,0.0
6720.0,0.905579339862117,1.0,0.1640370918674947,0.9999999999999993,0.0,0.0,0.0,0.0
6960.0,0.9055795151895678,1.0,0.16403732968848428,0.9999999999999993,0.0,0.0,0.0,0.0
7199.0,0.9055796562542187,1.0,0.16403752800971783,0.9999999999999994,0.0,0.0,0.0,0.0
7439.0,0.9055797772210228,1.0,0.1640377030411342,0.9999999999999994,0.0,0.0,0.0,0.0
7680.0,0.9055798880712622,1.0,0.16403786711675536,0.9999999999999994,0.0,0.0,0.0,0.0
7920.0,0.9055799948034954,1.0,0.16403802787319247,0.9999999999999994,0.0,0.0,0.0,0.0
8159.0,0.905580101082199,0.9999999999999999,0.16403819001333098,0.9999999999999993,0.0,0.0,0.0,0.0
8399.0,0.9055802106421736,0.9999999999999998,0.16403835864554311,0.9999999999999992,0.0,0.0,0.0,0.0
8640.0,0.9055803279176999,0.9999999999999999,0.16403854016345018,0.9999999999999992,0.0,0.0,0.0,0.0
8880.0,0.9055804564221797,1.0,0.16403873960400225,0.9999999999999993,0.0,0.0,0.0,0.0
9120.0,0.9055805986945856,0.9999999999999999,0.16403896048959002,0.9999999999999994,0.0,0.0,0.0,0.0
9359.0,0.9055807592053823,0.9999999999999999,0.16403920928832386,0.9999999999999994,0.0,0.0,0.0,0.0
9599.0,0.9055809414854088,0.9999999999999998,0.16403949092163725,0.9999999999999993,0.0,0.0,0.0,0.0
9840.0,0.905581151768241,0.9999999999999998,0.1640398143630421,0.9999999999999994,0.0,0.0,0.0,0.0
10080.0,0.9055813954826865,0.9999999999999999,0.1640401871732787,0.9999999999999994,0.0,0.0,0.0,0.0
10319.0,0.9055816762627361,0.9999999999999999,0.1640406140086725,0.9999999999999994,0.0,0.0,0.0,0.0
10559.0,0.9055819996344783,0.9999999999999999,0.16404110228083799,0.9999999999999994,0.0,0.0,0.0,0.0
10800.0,0.9055823745297019,0.9999999999999999,0.16404166434818962,0.9999999999999993,0.0,0.0,0.0,0.0
11040.0,0.9055828078124758,0.9999999999999998,0.16404230924118063,0.9999999999999993,0.0,0.0,0.0,0.0
11280.0,0.9055833021164653,0.9999999999999998,0.16404303959748107,0.9999999999999993,0.0,0.0,0.0,0.0
11519.0,0.9055838652631094,0.9999999999999998,0.16404386567415025,0.9999999999999992,0.0,0.0,0.0,0.0
11759.0,0.9055844999228245,0.9999999999999998,0.16404479012129072,0.9999999999999991,0.0,0.0,0.0,0.0
12000.0,0.9055852160564081,0.9999999999999997,0.16404582619927172,0.9999999999999991,0.0,0.0,0.0,0.0
12240.0,0.9055860181293417,0.9999999999999997,0.16404697914412095,0.999999999999999,0.0,0.0,0.0,0.0
12479.0,0.9055869020722843,0.9999999999999997,0.16404824207089824,0.999999999999999,0.0,0.0,0.0,0.0
12719.0,0.9055878681895164,0.9999999999999998,0.16404961462624235,0.9999999999999989,0.0,0.0,0.0,0.0
12960.0,0.9055889240895477,0.9999999999999998,0.16405110696861863,0.9999999999999988,0.0,0.0,0.0,0.0
13200.0,0.9055900690990112,0.9999999999999998,0.16405271759020584,0.9999999999999988,0.0,0.0,0.0,0.0
13440.0,0.9055912900645678,0.9999999999999998,0.1640544277793392,0.9999999999999989,0.0,0.0,0.0,0.0
13679.0,0.9055925875281056,0.9999999999999998,0.1640562382536115,0.9999999999999989,0.0,0.0,0.0,0.0
13919.0,0.9055939499796735,0.9999999999999998,0.1640581331362966,0.9999999999999989,0.0,0.0,0.0,0.0
14160.0,0.9055953820384899,0.9999999999999999,0.16406011917977895,0.999999999999999,0.0,0.0,0.0,0.0
14400.0,0.9055968768686319,1.0,0.1640621873134052,0.999999999999999,0.0,0.0,0.0,0.0
14639.0,0.905598413953187,1.0,0.16406430973681446,0.999999999999999,0.0,0.0,0.0,0.0
14879.0,0.9055999851835034,0.9999999999999999,0.16406647589152282,0.9999999999999991,0.0,0.0,0.0,0.0
15120.0,0.9056015957758258,1.0,0.1640686936332769,0.999999999999999,0.0,0.0,0.0,0.0
15360.0,0.9056032381457743,1.0,0.1640709531837994,0.9999999999999991,0.0,0.0,0.0,0.0
15600.0,0.905604891177571,1.0,0.1640732261634724,0.999999999999999,0.0,0.0,0.0,0.0
15839.0,0.9056065550748271,1.0,0.1640755134654113,0.9999999999999989,0.0,0.0,0.0,0.0
16079.0,0.9056082168577879,1.0,0.164077797805427,0.999999999999999,0.0,0.0,0.0,0.0
16320.0,0.905609885177577,1.0,0.16408009155991526,0.9999999999999989,0.0,0.0,0.0,0.0
16560.0,0.9056115556114155,1.0,0.1640823890584879,0.9999999999999989,0.0,0.0,0.0,0.0
16799.0,0.9056132108098746,0.9999999999999999,0.16408466675021272,0.9999999999999988,0.0,0.0,0.0,0.0
17039.0,0.905614847989838,1.0,0.16408692104896735,0.9999999999999988,0.0,0.0,0.0,0.0
17280.0,0.9056164789107735,1.0,0.1640891683034396,0.9999999999999989,0.0,0.0,0.0,0.0
17520.0,0.9056181022857238,1.0,0.16409140683315537,0.999999999999999,0.0,0.0,0.0,0.0
17760.0,0.9056197040543627,1.0,0.16409361727175523,0.9999999999999989,0.0,0.0,0.0,0.0
17999.0,0.9056212910842119,1.0,0.16409580903819243,0.9999999999999988,0.0,0.0,0.0,0.0
18239.0,0.9056228572303221,0.9999999999999999,0.16409797356454436,0.9999999999999987,0.0,0.0,0.0,0.0
18480.0,0.905624416724883,0.9999999999999999,0.16410013037301477,0.9999999999999986,0.0,0.0,0.0,0.0
18720.0,0.9056259708430663,0.9999999999999998,0.1641022810697057,0.9999999999999984,0.0,0.0,0.0,0.0
18959.0,0.9056275131665995,0.9999999999999998,0.1641044160544642,0.9999999999999984,0.0,0.0,0.0,0.0
19199.0,0.9056290384514342,0.9999999999999998,0.16410652863340863,0.9999999999999986,0.0,0.0,0.0,0.0
19440.0,0.9056305636248965,0.9999999999999998,0.1641086417898823,0.9999999999999986,0.0,0.0,0.0,0.0
19680.0,0.905632091233386,0.9999999999999998,0.16411075877222372,0.9999999999999987,0.0,0.0,0.0,0.0
19920.0,0.9056336114590188,0.9999999999999998,0.16411286566283423,0.9999999999999987,0.0,0.0,0.0,0.0
20159.0,0.9056351330189683,0.9999999999999999,0.1641149742835206,0.9999999999999987,0.0,0.0,0.0,0.0
20399.0,0.9056366519063699,1.0,0.16411707882697016,0.9999999999999988,0.0,0.0,0.0,0.0
20640.0,0.9056381832606493,1.0,0.16411920000355448,0.9999999999999988,0.0,0.0,0.0,0.0
20880.0,0.9056397294191926,1.0,0.16412134079168156,0.9999999999999988,0.0,0.0,0.0,0.0
21119.0,0.90564127945738,1.0,0.164123485848762,0.9999999999999987,0.0,0.0,0.0,0.0
21359.0,0.9056428350714776,0.9999999999999999,0.16412563732351926,0.9999999999999987,0.0,0.0,0.0,0.0
21600.0,0.9056444107154374,0.9999999999999999,0.16412781503067725,0.9999999999999988,0.0,0.0,0.0,0.0
21840.0,0.9056460073876437,1.0,0.16413002021675338,0.9999999999999989,0.0,0.0,0.0,0.0
22080.0,0.9056476124777665,1.0,0.1641322353642335,0.999999999999999,0.0,0.0,0.0,0.0
22319.0,0.9056492324305951,1.0,0.1641344693568767,0.9999999999999991,0.0,0.0,0.0,0.0
22559.0,0.9056508598091068,1.0,0.1641367119695636,0.999999999999999,0.0,0.0,0.0,0.0
22800.0,0.9056525067558656,1.0,0.16413898004598174,0.9999999999999989,0.0,0.0,0.0,0.0
23040.0,0.9056541710942662,1.0,0.16414127076824347,0.9999999999999989,0.0,0.0,0.0,0.0
23279.0,0.9056558358920358,1.0,0.16414356110795514,0.9999999999999989,0.0,0.0,0.0,0.0
23519.0,0.9056574971125054,1.0,0.1641458458803379,0.9999999999999989,0.0,0.0,0.0,0.0
23760.0,0.9056591637164703,1.0,0.1641481378643982,0.9999999999999988,0.0,0.0,0.0,0.0
24000.0,0.9056608298422898,1.0,0.16415042953952794,0.9999999999999988,0.0,0.0,0.0,0.0
24240.0,0.9056624749844758,1.0,0.16415269331564844,0.9999999999999987,0.0,0.0,0.0,0.0
24479.0,0.9056640986261743,1.0,0.1641549291514427,0.9999999999999986,0.0,0.0,0.0,0.0
24719.0,0.905665685987978,0.9999999999999999,0.16415711740462358,0.9999999999999986,0.0,0.0,0.0,0.0
24960.0,0.905667242020181,0.9999999999999999,0.16415926561081065,0.9999999999999987,0.0,0.0,0.0,0.0
25200.0,0.9056687576446517,0.9999999999999998,0.16416136197163853,0.9999999999999987,0.0,0.0,0.0,0.0
25439.0,0.9056702116300499,0.9999999999999997,0.1641633777650784,0.9999999999999987,0.0,0.0,0.0,0.0
25679.0,0.9056715962020989,0.9999999999999997,0.16416530271252858,0.9999999999999987,0.0,0.0,0.0,0.0
25920.0,0.9056729153790041,0.9999999999999996,0.16416714279996464,0.9999999999999987,0.0,0.0,0.0,0.0
26160.0,0.905674162177883,0.9999999999999996,0.16416888854410142,0.9999999999999987,0.0,0.0,0.0,0.0
26400.0,0.9056753205674187,0.9999999999999996,0.16417051754110554,0.9999999999999987,0.0,0.0,0.0,0.0
26639.0,0.9056763921203276,0.9999999999999996,0.164172031729199,0.9999999999999988,0.0,0.0,0.0,0.0
26879.0,0.9056773701791501,0.9999999999999996,0.16417342123722217,0.9999999999999987,0.0,0.0,0.0,0.0
27120.0,0.9056782622799887,0.9999999999999996,0.16417469607767035,0.9999999999999988,0.0,0.0,0.0,0.0
27360.0,0.9056790687251538,0.9999999999999996,0.16417585582748134,0.9999999999999988,0.0,0.0,0.0,0.0
27599.0,0.9056797852943644,0.9999999999999996,0.16417689331435115,0.9999999999999988,0.0,0.0,0.0,0.0
27839.0,0.9056804166092658,0.9999999999999996,0.16417781390425998,0.9999999999999987,0.0,0.0,0.0,0.0
28080.0,0.9056809732070763,0.9999999999999996,0.164178631573582,0.9999999999999987,0.0,0.0,0.0,0.0
28320.0,0.9056814602323302,0.9999999999999996,0.16417935251312796,0.9999999999999987,0.0,0.0,0.0,0.0
28560.0,0.9056818804249472,0.9999999999999997,0.1641799793175048,0.9999999999999987,0.0,0.0,0.0,0.0
28799.0,0.9056822425872877,0.9999999999999996,0.16418052369787123,0.9999999999999988,0.0,0.0,0.0,0.0
29039.0,0.905682552330615,0.9999999999999997,0.16418099274916848,0.9999999999999988,0.0,0.0,0.0,0.0
29280.0,0.9056828191018655,0.9999999999999998,0.16418139955478261,0.9999999999999988,0.0,0.0,0.0,0.0
29520.0,0.9056830490245878,0.9999999999999997,0.1641817523902054,0.9999999999999987,0.0,0.0,0.0,0.0
29759.0,0.9056832461833751,0.9999999999999996,0.1641820565812413,0.9999999999999988,0.0,0.0,0.0,0.0
29999.0,0.9056834163351175,0.9999999999999997,0.16418232019413473,0.9999999999999988,0.0,0.0,0.0,0.0
30240.0,0.9056835659168593,0.9999999999999996,0.16418255252794556,0.9999999999999987,0.0,0.0,0.0,0.0
30480.0,0.9056836992918635,0.9999999999999996,0.1641827597989821,0.9999999999999987,0.0,0.0,0.0,0.0
30720.0,0.9056838194997445,0.9999999999999996,0.16418294624440613,0.9999999999999986,0.0,0.0,0.0,0.0
30959.0,0.9056839309871131,0.9999999999999997,0.16418311830962198,0.9999999999999984,0.0,0.0,0.0,0.0
31199.0,0.9056840371701335,0.9999999999999996,0.16418328079014846,0.9999999999999983,0.0,0.0,0.0,0.0
31440.0,0.9056841430910885,0.9999999999999994,0.16418344080157252,0.9999999999999983,0.0,0.0,0.0,0.0
31680.0,0.905684253717411,0.9999999999999994,0.16418360495702805,0.9999999999999984,0.0,0.0,0.0,0.0
31919.0,0.90568437478898,0.9999999999999993,0.16418378038689566,0.9999999999999983,0.0,0.0,0.0,0.0
32159.0,0.9056845162463838,0.9999999999999993,0.16418397916380909,0.9999999999999982,0.0,0.0,0.0,0.0
32400.0,0.9056846962205092,0.9999999999999993,0.16418422248851264,0.9999999999999981,0.0,0.0,0.0,0.0
32640.0,0.9056849468150604,0.9999999999999993,0.1641845454807111,0.9999999999999981,0.0,0.0,0.0,0.0
32880.0,0.9056853290872318,0.9999999999999993,0.16418501060274657,0.9999999999999981,0.0,0.0,0.0,0.0
32940.0,0.9056859733605672,0.9999999999999993,0.16418574426562213,0.9999999999999981,0.0,0.0,0.0,0.0
32999.0,0.9056861594180096,0.9999999999999993,0.16418595242917425,0.999999999999998,0.0,0.0,0.0,0.0
33060.0,0.905686371994394,0.9999999999999994,0.1641861859939198,0.999999999999998,0.0,0.0,0.0,0.0
33119.0,0.9056866285151066,0.9999999999999993,0.16418646270656412,0.999999999999998,0.0,0.0,0.0,0.0
33180.0,0.9056869195138797,0.9999999999999993,0.16418677079818736,0.999999999999998,0.0,0.0,0.0,0.0
33239.0,0.9056872740348502,0.9999999999999992,0.16418713909583676,0.999999999999998,0.0,0.0,0.0,0.0
33300.0,0.9056876798867571,0.9999999999999993,0.16418755271258806,0.999999999999998,0.0,0.0,0.0,0.0
33359.0,0.9056881786312371,0.9999999999999993,0.16418805126105032,0.999999999999998,0.0,0.0,0.0,0.0
33420.0,0.9056887542769887,0.9999999999999993,0.1641886155862948,0.9999999999999981,0.0,0.0,0.0,0.0
33480.0,0.9056894671266309,0.9999999999999993,0.16418930089304537,0.9999999999999982,0.0,0.0,0.0,0.0
33539.0,0.9056903098317266,0.9999999999999993,0.16419009534274426,0.9999999999999982,0.0,0.0,0.0,0.0
33600.0,0.9056913089111343,0.9999999999999993,0.16419101899607785,0.9999999999999982,0.0,0.0,0.0,0.0
33659.0,0.9056925578423429,0.9999999999999993,0.16419215140968854,0.9999999999999983,0.0,0.0,0.0,0.0
33720.0,0.905694022115885,0.9999999999999992,0.1641934537108291,0.9999999999999983,0.0,0.0,0.0,0.0
33779.0,0.9056958612772498,0.9999999999999992,0.16419505852079141,0.9999999999999983,0.0,0.0,0.0,0.0
33840.0,0.9056980277974477,0.9999999999999992,0.16419691364627328,0.9999999999999984,0.0,0.0,0.0,0.0
33899.0,0.9057007581823369,0.9999999999999992,0.16419920883445732,0.9999999999999984,0.0,0.0,0.0,0.0
33960.0,0.9057039830500073,0.9999999999999992,0.16420187104951778,0.9999999999999983,0.0,0.0,0.0,0.0
34020.0,0.905708057567689,0.9999999999999992,0.16420517593484,0.9999999999999984,0.0,0.0,0.0,0.0
34079.0,0.9057129535454145,0.9999999999999992,0.16420908018469654,0.9999999999999986,0.0,0.0,0.0,0.0
34140.0,0.9057188383478322,0.9999999999999992,0.1642136965625958,0.9999999999999984,0.0,0.0,0.0,0.0
34199.0,0.905726276279854,0.9999999999999991,0.1642194401804956,0.9999999999999984,0.0,0.0,0.0,0.0
34260.0,0.90573505639565,0.9999999999999992,0.16422612009780915,0.9999999999999984,0.0,0.0,0.0,0.0
34319.0,0.9057461262411378,0.9999999999999992,0.16423442471899025,0.9999999999999984,0.0,0.0,0.0,0.0
34380.0,0.9057591488011268,0.9999999999999992,0.16424406812995257,0.9999999999999983,0.0,0.0,0.0,0.0
34439.0,0.9057754942931864,0.9999999999999991,0.1642560284265434,0.9999999999999983,0.0,0.0,0.0,0.0
34500.0,0.9057946407556117,0.999999999999999,0.16426988777588422,0.9999999999999984,0.0,0.0,0.0,0.0
34560.0,0.9058185190467547,0.999999999999999,0.16428700852120814,0.9999999999999984,0.0,0.0,0.0,0.0
34619.0,0.9058467706807898,0.9999999999999991,0.1643070968386021,0.9999999999999986,0.0,0.0,0.0,0.0
34680.0,0.9058800757510881,0.999999999999999,0.16433060940000996,0.9999999999999987,0.0,0.0,0.0,0.0
34739.0,0.9059212210174145,0.9999999999999989,0.1643594824830504,0.9999999999999989,0.0,0.0,0.0,0.0
34800.0,0.9059686446236981,0.9999999999999989,0.16439259699845415,0.9999999999999989,0.0,0.0,0.0,0.0
34859.0,0.9060268257065781,0.9999999999999991,0.16443306614097128,0.9999999999999989,0.0,0.0,0.0,0.0
34920.0,0.9060934610732929,0.9999999999999993,0.16447928176692123,0.999999999999999,0.0,0.0,0.0,0.0
34979.0,0.9061748295478095,0.9999999999999993,0.16453560620256746,0.999999999999999,0.0,0.0,0.0,0.0
35040.0,0.9062675426314134,0.9999999999999994,0.16459971740439563,0.9999999999999991,0.0,0.0,0.0,0.0
35100.0,0.9063801277942573,0.9999999999999994,0.16467755810998463,0.9999999999999992,0.0,0.0,0.0,0.0
35159.0,0.9065097547620317,0.9999999999999996,0.16476724218725905,0.9999999999999993,0.0,0.0,0.0,0.0
35220.0,0.9066582783149748,0.9999999999999997,0.1648701465054594,0.9999999999999994,0.0,0.0,0.0,0.0
35279.0,0.9068370391891459,0.9999999999999998,0.1649942685004004,0.9999999999999996,0.0,0.0,0.0,0.0
35340.0,0.9070378678797457,0.9999999999999998,0.16513410951976118,0.9999999999999996,0.0,0.0,0.0,0.0
35399.0,0.9072784159401763,1.0,0.1653021917618794,0.9999999999999997,0.0,0.0,0.0,0.0
35460.0,0.907547278170722,1.0,0.1654908239723283,0.9999999999999997,0.0,0.0,0.0,0.0
35519.0,0.9078674612367176,1.0,0.16571650144343,0.9999999999999999,0.0,0.0,0.0,0.0
