Run,LDO_TID,LDO_SEGR,MCU_TID,MCU_SEL,MCU_SEFI,WDT_TID,SRAM_TID,SRAM_SEL,LDO,WDT,Harden_SRAM_SEL,Harden_MCU_SEL,Harden_MCU_SEFI,SRAM,MCU,Payload
2941,389038.3085145032,462554.56220637256,886609.1748938736,10.06293998278471,1360.6871534563384,inf,inf,1.0736330210852785,389038.3085145032,inf,inf,inf,inf,inf,886609.1748938736,389038.3085145032
2942,427797.2574700407,231209.9242850944,736318.1510984781,44.1080322818339,1244.715846347444,inf,inf,17.83974070137532,231209.9242850944,inf,inf,inf,inf,inf,736318.1510984781,231209.9242850944
2943,428264.66040656983,38055.34721093271,658487.7006831397,203.91771599061366,1303.733312486245,inf,inf,42.937734927169565,38055.34721093271,inf,inf,inf,inf,inf,658487.7006831397,38055.34721093271
2944,351380.3149679362,41823.01572716695,581392.6159375134,52.26151221725574,2320.1144252147656,inf,inf,13.828746428274304,41823.01572716695,inf,inf,inf,inf,inf,581392.6159375134,41823.01572716695
2945,468410.6086485933,37245.97774257079,661633.465674526,9.186603972590433,700.2709291430094,inf,inf,57.44273417377353,37245.97774257079,inf,inf,inf,inf,inf,661633.465674526,37245.97774257079
2946,580558.3573462388,79336.48567307909,738967.4199530468,116.51385477234449,1309.7631353670365,inf,inf,49.634737328599925,79336.48567307909,inf,inf,inf,inf,inf,738967.4199530468,79336.48567307909
2947,660720.3962084921,37492.126897230795,800254.9653771906,60.14087533195899,681.4979066133699,inf,inf,18.370205055841378,37492.126897230795,inf,inf,inf,inf,inf,800254.9653771906,37492.126897230795
2948,388680.641097867,348015.5340245463,784029.9643913001,47.91552120640166,252.76090060596306,inf,inf,13.30482935077959,348015.5340245463,inf,inf,inf,inf,inf,784029.9643913001,348015.5340245463
2949,464474.69523355644,115458.21317369373,854274.4723425589,21.101921352195692,829.1485331873761,inf,inf,17.94268077082552,115458.21317369373,inf,inf,inf,inf,inf,854274.4723425589,115458.21317369373
2950,581159.3628644821,37306.53763541635,622050.7890537273,44.58122256463561,280.58452020123343,inf,inf,29.047686284749638,37306.53763541635,inf,inf,inf,inf,inf,622050.7890537273,37306.53763541635
2951,389196.1696725359,153033.2970421686,696784.1227690716,3.084669891078885,878.0780830886831,inf,inf,36.524623153860404,153033.2970421686,inf,inf,inf,inf,inf,696784.1227690716,153033.2970421686
2952,506468.89789507363,75206.56129652564,787069.3634525147,58.864390034621636,503.47364472756624,inf,inf,37.42339056066671,75206.56129652564,inf,inf,inf,inf,inf,787069.3634525147,75206.56129652564
2953,425268.8496325917,1303.8096318414323,697354.2342131389,52.75528130744019,1841.4731784708204,inf,inf,13.219599610891331,1303.8096318414323,inf,inf,inf,inf,inf,697354.2342131389,1303.8096318414323
2954,424625.3916408879,37801.065745251006,739423.7647783,77.06853678320911,516.9982386399244,inf,inf,24.21504359166667,37801.065745251006,inf,inf,inf,inf,inf,739423.7647783,37801.065745251006
2955,429352.4699009,117164.79799261103,700498.9282288691,172.28956781742966,598.2840587937823,inf,inf,49.18247335226447,117164.79799261103,inf,inf,inf,inf,inf,700498.9282288691,117164.79799261103
2956,622863.0908015646,153454.4868312814,890751.7024022274,33.1041700525774,792.9148455495246,inf,inf,31.271145100677984,153454.4868312814,inf,inf,inf,inf,inf,890751.7024022274,153454.4868312814
2957,348032.6536590293,40985.622346156386,939984.9611536002,102.4453592010189,628.4678106541027,inf,inf,17.120869943560994,40985.622346156386,inf,inf,inf,inf,inf,939984.9611536002,40985.622346156386
2958,350829.217064115,272549.2319496619,897442.2656257778,34.75971569795292,1185.5992074768853,inf,inf,15.455331642513872,272549.2319496619,inf,inf,inf,inf,inf,897442.2656257778,272549.2319496619
2959,541606.3559303768,40999.312084823905,696837.7601357589,1.4016455740662677,790.5241391366918,inf,inf,4.863821793982885,40999.312084823905,inf,inf,inf,inf,inf,696837.7601357589,40999.312084823905
2960,622559.3340737274,311282.70249490684,834033.1256055225,104.17723954709987,1226.1627537860995,inf,inf,48.09281323967192,311282.70249490684,inf,inf,inf,inf,inf,834033.1256055225,311282.70249490684
2961,385836.80220491084,76107.69680579183,946144.3607652863,30.640071709420685,916.1601240493179,inf,inf,13.332356642972414,76107.69680579183,inf,inf,inf,inf,inf,946144.3607652863,76107.69680579183
2962,467250.22395078646,39589.6426460735,875206.1102024537,50.0685354397428,2052.8642748556067,inf,inf,9.23122339116596,39589.6426460735,inf,inf,inf,inf,inf,875206.1102024537,39589.6426460735
2963,505416.123267122,80373.09228636122,929531.8396091176,47.509230258026996,2833.863836145671,inf,inf,22.79173475988935,80373.09228636122,inf,inf,inf,inf,inf,929531.8396091176,80373.09228636122
2964,467218.30921679636,37503.49023257644,660634.1153938038,31.598212546664413,729.5892631419906,inf,inf,37.13560769391214,37503.49023257644,inf,inf,inf,inf,inf,660634.1153938038,37503.49023257644
2965,505439.65925330244,76561.53438069059,877253.3433030942,8.153346029914692,1795.7117775739582,inf,inf,35.2856075031759,76561.53438069059,inf,inf,inf,inf,inf,877253.3433030942,76561.53438069059
2966,468272.77363378066,157442.13427047676,774602.4280729733,30.385925090429,896.959257480517,inf,inf,25.148220001223272,157442.13427047676,inf,inf,inf,inf,inf,774602.4280729733,157442.13427047676
2967,539927.2170614778,156216.28212949279,896323.9499681308,7.62823867653678,688.2104483082379,inf,inf,1.5240614296656414,156216.28212949279,inf,inf,inf,inf,inf,896323.9499681308,156216.28212949279
2968,388860.65157063195,114907.89419571479,927106.2583975235,54.097446275266755,36011.48601690253,inf,inf,53.69229540779768,114907.89419571479,inf,inf,inf,inf,inf,927106.2583975235,114907.89419571479
2969,385938.0702719993,351188.6002210173,839818.6656373136,121.9818359082259,962.9769968434696,inf,inf,25.58326670201435,351188.6002210173,inf,inf,inf,inf,inf,839818.6656373136,351188.6002210173
2970,463901.96569767187,153993.65141172984,658267.1273780544,31.16146299815824,1849.7285702274996,inf,inf,57.58567637162461,153993.65141172984,inf,inf,inf,inf,inf,658267.1273780544,153993.65141172984
2971,506075.09003053413,119645.57720895266,699977.64754287,37.75010152262704,298.4928398556421,inf,inf,20.029320874870212,119645.57720895266,inf,inf,inf,inf,inf,699977.64754287,119645.57720895266
2972,462498.8803888199,192811.8233098388,925579.4841639084,15.615179200559133,841.1802843541817,inf,inf,58.998137165656324,192811.8233098388,inf,inf,inf,inf,inf,925579.4841639084,192811.8233098388
2973,502890.40315639076,153134.46527986403,947534.2603874018,14.815406549609497,203.76798235469442,inf,inf,46.042012986474134,153134.46527986403,inf,inf,inf,inf,inf,947534.2603874018,153134.46527986403
2974,429835.0293046908,114893.1863674423,736507.0874003402,31.075684514376977,350.5560903816882,inf,inf,9.573501968487099,114893.1863674423,inf,inf,inf,inf,inf,736507.0874003402,114893.1863674423
2975,386028.24297373765,36865.02193427461,738908.2748081298,13.175453979033325,1068.2587094485475,inf,inf,95.42714317358173,36865.02193427461,inf,inf,inf,inf,inf,738908.2748081298,36865.02193427461
2976,428540.7717943365,195644.02040991985,662494.0861909934,20.54867190246252,616.3877719420119,inf,inf,2.478229939960638,195644.02040991985,inf,inf,inf,inf,inf,662494.0861909934,195644.02040991985
2977,463347.936299109,76000.08292870509,776294.7118684698,13.308493730687443,37293.81655000365,inf,inf,43.1466670307453,76000.08292870509,inf,inf,inf,inf,inf,776294.7118684698,76000.08292870509
2978,581022.0546946223,1952.8696113951596,853800.0070728919,7.825633413188854,995.2322538080724,inf,inf,48.61184854530925,1952.8696113951596,inf,inf,inf,inf,inf,853800.0070728919,1952.8696113951596
2979,390017.18267987936,194974.9177545001,503260.2212452216,20.229691716221787,4492.2692895766495,inf,inf,3.0095246069753325,194974.9177545001,inf,inf,inf,inf,inf,503260.2212452216,194974.9177545001
2980,425688.4640101161,154640.8972303357,697696.2080921463,21.643680173505086,908.6749743449193,inf,inf,25.900937794157656,154640.8972303357,inf,inf,inf,inf,inf,697696.2080921463,154640.8972303357
2981,425561.01992307673,40096.48428571812,583445.2129453621,20.692093740799958,1884.8366920904816,inf,inf,29.23795262957269,40096.48428571812,inf,inf,inf,inf,inf,583445.2129453621,40096.48428571812
2982,464768.02036535536,156115.05975152686,775110.1939705202,3.1151958603649166,764.4701731096685,inf,inf,49.29826780792323,156115.05975152686,inf,inf,inf,inf,inf,775110.1939705202,156115.05975152686
2983,621683.8497956238,195789.91705221758,784126.1493065124,22.52261887413953,1349.1063484858755,inf,inf,14.936255716766569,195789.91705221758,inf,inf,inf,inf,inf,784126.1493065124,195789.91705221758
2984,386711.96870396857,76283.24999902157,845030.2857297908,51.045409367488006,551.7685590556198,inf,inf,213.77769540237801,76283.24999902157,inf,inf,inf,inf,inf,845030.2857297908,76283.24999902157
2985,467625.82250404975,76477.30906473246,794936.9117367119,141.89108946250138,759.735332400041,inf,inf,49.7614508618444,76477.30906473246,inf,inf,inf,inf,inf,794936.9117367119,76477.30906473246
2986,274613.3221611823,1004.240545303524,932868.9512846171,141.0228336857179,1639.6017476734273,inf,inf,31.2556050013404,1004.240545303524,inf,inf,inf,inf,inf,932868.9512846171,1004.240545303524
2987,427731.5796824708,78058.65032450478,623191.3304984162,33.99052419893005,1499.9316362441582,inf,inf,25.891752677223256,78058.65032450478,inf,inf,inf,inf,inf,623191.3304984162,78058.65032450478
2988,430209.3567649212,272553.09972671664,882679.3147188873,52.8090605803462,362.68683337625373,inf,inf,57.9943538213819,272553.09972671664,inf,inf,inf,inf,inf,882679.3147188873,272553.09972671664
2989,580014.9686481671,115293.92819902774,847953.2596468588,3.2799448151302184,756.5767541098367,inf,inf,42.64809367217413,115293.92819902774,inf,inf,inf,inf,inf,847953.2596468588,115293.92819902774
2990,541421.7032757344,118856.47960943346,823509.1017531485,23.948834551411597,882.7577834496894,inf,inf,6.713043776213469,118856.47960943346,inf,inf,inf,inf,inf,823509.1017531485,118856.47960943346
2991,386410.6945059728,39915.60803425592,660525.6885368172,6.85016281115736,896.191385272751,inf,inf,6.424423416319786,39915.60803425592,inf,inf,inf,inf,inf,660525.6885368172,39915.60803425592
2992,387092.59584120323,311720.4896724986,798812.9807165486,4.663983078025842,279.82455501353536,inf,inf,4.59143619680895,311720.4896724986,inf,inf,inf,inf,inf,798812.9807165486,311720.4896724986
2993,503796.8969473607,40259.45138309329,853757.408779491,32.78904813599013,1226.1908059302057,inf,inf,88.9948403091896,40259.45138309329,inf,inf,inf,inf,inf,853757.408779491,40259.45138309329
2994,507011.29310183413,193062.2383441276,622807.6861807731,35.990865068863776,35915.27792376726,inf,inf,51.766612593456266,193062.2383441276,inf,inf,inf,inf,inf,622807.6861807731,193062.2383441276
2995,462457.0986652055,195197.44044701313,736823.576346361,29.485038110269805,740.6456586095892,inf,inf,22.735626827005845,195197.44044701313,inf,inf,inf,inf,inf,736823.576346361,195197.44044701313
2996,426018.9043136755,37576.56317425548,857158.8852457984,9.274773659273666,1347.934855295078,inf,inf,36.28788161343454,37576.56317425548,inf,inf,inf,inf,inf,857158.8852457984,37576.56317425548
2997,544485.4048056287,77750.4837070965,905318.5620809116,22.570332387448822,827.9085279523506,inf,inf,27.209834750554645,77750.4837070965,inf,inf,inf,inf,inf,905318.5620809116,77750.4837070965
2998,544567.4777376732,114444.75345563181,947292.4216287115,11.475912309251003,1651.433894435805,inf,inf,45.51246475527021,114444.75345563181,inf,inf,inf,inf,inf,947292.4216287115,114444.75345563181
2999,580545.9115355214,114837.24656613507,736766.5479824175,24.947861924134738,674.4409834673445,inf,inf,35.471134710725934,114837.24656613507,inf,inf,inf,inf,inf,736766.5479824175,114837.24656613507
3000,464207.8480550747,76445.54517957571,932721.6344656268,41.44492950227862,1999.088217953014,inf,inf,38.09455487095105,76445.54517957571,inf,inf,inf,inf,inf,932721.6344656268,76445.54517957571
3001,502104.97267470125,1545.3408180774763,696713.9146349045,5.605540153763217,108.11178799187873,inf,inf,32.75127478203972,1545.3408180774763,inf,inf,inf,inf,inf,696713.9146349045,1545.3408180774763
3002,464165.478736031,129282.92516781214,700035.9597747404,55.996087395885866,313.32772679904963,inf,inf,95.73661207743322,129282.92516781214,inf,inf,inf,inf,inf,700035.9597747404,129282.92516781214
3003,386675.730986423,153884.80923594724,803853.7593317432,12.705114177261805,660.2776159594297,inf,inf,55.25484046095733,153884.80923594724,inf,inf,inf,inf,inf,803853.7593317432,153884.80923594724
3004,349597.1568228509,118054.52083045465,890898.6227586502,32.20304935626897,728.1207365805693,inf,inf,48.90169690293465,118054.52083045465,inf,inf,inf,inf,inf,890898.6227586502,118054.52083045465
3005,619313.471458565,661055.1621512211,944210.3824772688,105.2127525020721,1440.4358000974455,inf,inf,36.79375535509236,619313.471458565,inf,inf,inf,inf,inf,944210.3824772688,619313.471458565
3006,427995.5934965465,78831.697755278,661918.4412467142,24.823445932718123,1991.1924315588594,inf,inf,3.0033325652905214,78831.697755278,inf,inf,inf,inf,inf,661918.4412467142,78831.697755278
3007,350876.0827508471,1816.9588691337287,699515.350589354,38.52323240388406,893.3809371281261,inf,inf,70.75087098732499,1816.9588691337287,inf,inf,inf,inf,inf,699515.350589354,1816.9588691337287
3008,696996.2325803176,76586.05036544745,883367.0668656923,51.686044734710194,614.9443683615664,inf,inf,58.2350033947832,76586.05036544745,inf,inf,inf,inf,inf,883367.0668656923,76586.05036544745
3009,429021.2207912149,40507.66115924639,697034.3786714626,11.027113664437117,2599.4596181319985,inf,inf,15.580472668525847,40507.66115924639,inf,inf,inf,inf,inf,697034.3786714626,40507.66115924639
3010,386697.64054078213,153802.9635553279,884493.4908506843,113.69811210414701,2348.1296354119486,inf,inf,49.4559059378568,153802.9635553279,inf,inf,inf,inf,inf,884493.4908506843,153802.9635553279
3011,426388.760964462,74908.74733073317,793686.9454952647,244.2382861116455,940.5583645523976,inf,inf,47.60978925967921,74908.74733073317,inf,inf,inf,inf,inf,793686.9454952647,74908.74733073317
3012,697592.6949512562,671.6785264640417,738751.8579817109,52.468920795208646,1122.8023506947795,inf,inf,53.35035195787392,671.6785264640417,inf,inf,inf,inf,inf,738751.8579817109,671.6785264640417
3013,583935.4947496416,1292.7587959753298,658911.7319639362,54.04253305961025,973.5722865401947,inf,inf,41.310219476617185,1292.7587959753298,inf,inf,inf,inf,inf,658911.7319639362,1292.7587959753298
3014,464364.8804616981,36566.14614099824,584149.3427707478,8.24784128024302,1355.4444641475918,inf,inf,51.82881190816567,36566.14614099824,inf,inf,inf,inf,inf,584149.3427707478,36566.14614099824
3015,391278.04053164116,79107.39866891087,622459.047167369,45.4763687580485,952.9626702251611,inf,inf,76.59840714177975,79107.39866891087,inf,inf,inf,inf,inf,622459.047167369,79107.39866891087
3016,427533.81901914824,156080.7827287118,873017.1019114577,45.42702871912359,479.06631686524076,inf,inf,8.978043571896126,156080.7827287118,inf,inf,inf,inf,inf,873017.1019114577,156080.7827287118
3017,429123.1023556963,1134.089090843584,852386.5641376883,25.732914924530423,37401.12010477157,inf,inf,2.2931186507092023,1134.089090843584,inf,inf,inf,inf,inf,852386.5641376883,1134.089090843584
3018,467174.66086221696,758.6826491492272,699972.3202655844,37.84375754681945,1307.5077369005357,inf,inf,30.535881117298143,758.6826491492272,inf,inf,inf,inf,inf,699972.3202655844,758.6826491492272
3019,544798.3087575723,153566.9349861209,774152.5275304955,1.2457939126558133,559.3833390070055,inf,inf,30.71486490413609,153566.9349861209,inf,inf,inf,inf,inf,774152.5275304955,153566.9349861209
3020,465874.9480479683,118761.95095656648,882320.8216544276,44.75895182829616,2319.51643283314,inf,inf,32.76397712107221,118761.95095656648,inf,inf,inf,inf,inf,882320.8216544276,118761.95095656648
3021,309348.39229328686,928.2128257202469,580862.0218771514,53.930420745314116,1814.5742479563605,inf,inf,54.558025345361365,928.2128257202469,inf,inf,inf,inf,inf,580862.0218771514,928.2128257202469
3022,466606.49980814743,653.508237579438,696133.3996954506,27.7685707978716,1519.926547962387,inf,inf,0.32220822315248876,653.508237579438,inf,inf,inf,inf,inf,696133.3996954506,653.508237579438
3023,389455.39242147544,76823.5759890659,904128.7258236015,56.665735005159206,37780.745798347656,inf,inf,18.557870271132042,76823.5759890659,inf,inf,inf,inf,inf,904128.7258236015,76823.5759890659
3024,467743.1367636577,78191.26970870071,697554.4718664176,5.29294711071956,769.0515497107687,inf,inf,37.61769294192698,78191.26970870071,inf,inf,inf,inf,inf,697554.4718664176,78191.26970870071
3025,311931.20843392157,2414.555044044632,841218.4102695673,36.38079743747052,836.6162873965561,inf,inf,80.88009700447138,2414.555044044632,inf,inf,inf,inf,inf,841218.4102695673,2414.555044044632
3026,389727.4736320516,39798.309583158305,839393.905535597,40.44389583176724,713.267011255597,inf,inf,55.80600690762284,39798.309583158305,inf,inf,inf,inf,inf,839393.905535597,39798.309583158305
3027,699077.3395888114,194481.112240575,856243.8199765792,43.725502537205,367.84764874149533,inf,inf,54.346617802434935,194481.112240575,inf,inf,inf,inf,inf,856243.8199765792,194481.112240575
3028,544700.0378452201,36433.63841539136,774467.2054745385,5.239471816880931,632.5452417133931,inf,inf,37.36870426454859,36433.63841539136,inf,inf,inf,inf,inf,774467.2054745385,36433.63841539136
3029,427961.228660903,117673.4123713261,864069.2842792276,9.222549583914722,1028.2574209283296,inf,inf,39.326664692037596,117673.4123713261,inf,inf,inf,inf,inf,864069.2842792276,117673.4123713261
3030,424909.4307219016,37717.34132071974,737988.5095923832,4.438077195873589,262.85123551998123,inf,inf,11.151182541331032,37717.34132071974,inf,inf,inf,inf,inf,737988.5095923832,37717.34132071974
3031,425614.0653872862,195215.39944148174,699458.6513212707,20.24392712052225,637.1869043857859,inf,inf,122.02712202495557,195215.39944148174,inf,inf,inf,inf,inf,699458.6513212707,195215.39944148174
3032,503357.14953739755,392.2365060060505,922486.5644245425,44.67354288602492,669.2224810411434,inf,inf,17.779010809537873,392.2365060060505,inf,inf,inf,inf,inf,922486.5644245425,392.2365060060505
3033,350303.5402220796,78536.05022975165,658879.7484911868,45.418950043924774,645.0117274793299,inf,inf,38.03070527620834,78536.05022975165,inf,inf,inf,inf,inf,658879.7484911868,78536.05022975165
3034,622941.0875990494,37326.66134909831,926399.0643278426,8.75116726792836,192.74537391831842,inf,inf,65.63373698161568,37326.66134909831,inf,inf,inf,inf,inf,926399.0643278426,37326.66134909831
3035,467751.5708020758,309086.3163861445,738785.2292376292,35.022798943212045,1554.9812909162836,inf,inf,76.0831859131948,309086.3163861445,inf,inf,inf,inf,inf,738785.2292376292,309086.3163861445
3036,390525.9842716833,2749.9079935522905,809637.7658332025,50.589885435469434,851.9775263789777,inf,inf,49.76698961095494,2749.9079935522905,inf,inf,inf,inf,inf,809637.7658332025,2749.9079935522905
3037,466464.9271114979,2662.3771728339507,865461.8913952562,13.789120127040164,680.2211468298441,inf,inf,49.28314684197685,2662.3771728339507,inf,inf,inf,inf,inf,865461.8913952562,2662.3771728339507
3038,350385.0408868605,117097.21864209243,698233.8379872333,33.35070397114004,477.0587135713409,inf,inf,24.136639920961855,117097.21864209243,inf,inf,inf,inf,inf,698233.8379872333,117097.21864209243
3039,389912.00234588305,273608.9161093354,700420.7873436824,69.12079071786873,2192.1366421770895,inf,inf,39.71387214960653,273608.9161093354,inf,inf,inf,inf,inf,700420.7873436824,273608.9161093354
3040,505519.55640394095,114558.16711800985,661114.0065014608,37.35041383752139,1126.8861382272535,inf,inf,29.60990281866836,114558.16711800985,inf,inf,inf,inf,inf,661114.0065014608,114558.16711800985
3041,347274.3621681431,36859.39981445086,619622.4084125157,21.63919585773646,622.8691022547728,inf,inf,8.640596791882189,36859.39981445086,inf,inf,inf,inf,inf,619622.4084125157,36859.39981445086
3042,349844.97808773903,40795.97065550925,774394.1514098885,35.69572619725018,957.6073480282947,inf,inf,43.66603046945229,40795.97065550925,inf,inf,inf,inf,inf,774394.1514098885,40795.97065550925
3043,619277.5374807114,435.08300521384473,660662.218849368,49.834832391563346,986.7456074765896,inf,inf,52.554150091402235,435.08300521384473,inf,inf,inf,inf,inf,660662.218849368,435.08300521384473
3044,388738.63501192664,37193.74788729092,735898.3734664915,34.07734013311127,382.700324544254,inf,inf,28.056872822537656,37193.74788729092,inf,inf,inf,inf,inf,735898.3734664915,37193.74788729092
3045,505633.3813953649,78645.71967257917,737982.6917708837,46.56535806091357,783.9147955137815,inf,inf,51.407499586431996,78645.71967257917,inf,inf,inf,inf,inf,737982.6917708837,78645.71967257917
3046,542357.3067776329,75843.62308516912,836694.327121723,50.73489966508094,176.0576285535587,inf,inf,48.86082019597478,75843.62308516912,inf,inf,inf,inf,inf,836694.327121723,75843.62308516912
3047,350504.11931873916,115559.62356488318,813781.9755535766,13.588079892483655,854.345095577254,inf,inf,4.040362198720793,115559.62356488318,inf,inf,inf,inf,inf,813781.9755535766,115559.62356488318
3048,544858.9594882057,39414.820036281075,619874.255793058,54.354785038074255,422.4146635975879,inf,inf,44.70017996496801,39414.820036281075,inf,inf,inf,inf,inf,619874.255793058,39414.820036281075
3049,506036.51417946024,1186.3533487808186,699652.2814337686,53.57262591536361,1505.1163940026047,inf,inf,112.85022236293392,1186.3533487808186,inf,inf,inf,inf,inf,699652.2814337686,1186.3533487808186
3050,309306.8562398803,196296.358416313,826985.5701132698,41.47963415597789,593.1964535392715,inf,inf,11.821588066638919,196296.358416313,inf,inf,inf,inf,inf,826985.5701132698,196296.358416313
3051,544925.8410937364,114968.009740596,736767.5600739934,44.279024585147795,880.7223912110046,inf,inf,9.27008183678094,114968.009740596,inf,inf,inf,inf,inf,736767.5600739934,114968.009740596
3052,464167.3653104978,234926.10925611216,786376.885752303,40.32057408938363,888.3491609334784,inf,inf,40.45343889205596,234926.10925611216,inf,inf,inf,inf,inf,786376.885752303,234926.10925611216
3053,386187.20701291796,386496.07296780666,933886.2615116676,17.989795200461202,40138.92118651607,inf,inf,50.136948484116004,386187.20701291796,inf,inf,inf,inf,inf,933886.2615116676,386187.20701291796
3054,467164.23594306095,272721.32449587906,660769.4783088337,27.605668400163708,738.9682398377973,inf,inf,1.1212417212719317,272721.32449587906,inf,inf,inf,inf,inf,660769.4783088337,272721.32449587906
3055,505821.9131171369,229503.8649752064,739152.2125799858,12.706610882234417,2013.206487467156,inf,inf,105.3310001617744,229503.8649752064,inf,inf,inf,inf,inf,739152.2125799858,229503.8649752064
3056,350400.8214070991,41662.296388723895,623157.2120069338,50.47681547710688,468.03234148338447,inf,inf,18.408119604233548,41662.296388723895,inf,inf,inf,inf,inf,623157.2120069338,41662.296388723895
3057,389594.52488032525,117884.72555594599,938668.6461659076,58.34661786217377,1286.657319370611,inf,inf,22.124569991628512,117884.72555594599,inf,inf,inf,inf,inf,938668.6461659076,117884.72555594599
3058,386559.38466414885,629.8380155730927,853098.3840064699,117.04892011795113,618.3325782440417,inf,inf,78.35779877903391,629.8380155730927,inf,inf,inf,inf,inf,853098.3840064699,629.8380155730927
3059,425437.59085689014,39249.93776971341,816461.9427706745,64.10178347320807,1294.9742364875767,inf,inf,111.75730838031657,39249.93776971341,inf,inf,inf,inf,inf,816461.9427706745,39249.93776971341
3060,659562.5707237142,79730.86279575113,791255.9172177904,44.94405302840476,785.5054863768319,inf,inf,8.332066460763675,79730.86279575113,inf,inf,inf,inf,inf,791255.9172177904,79730.86279575113
3061,542842.1869935164,155987.11373586298,774731.5447044143,4.216628028814654,1124.9404338264526,inf,inf,39.329234933371474,155987.11373586298,inf,inf,inf,inf,inf,774731.5447044143,155987.11373586298
3062,386768.44789057074,114909.13286851803,846718.6222971686,20.250732280050432,1094.7851079070535,inf,inf,47.63756532789295,114909.13286851803,inf,inf,inf,inf,inf,846718.6222971686,114909.13286851803
3063,386896.8495489224,76635.89798020873,583174.6380377766,12.731541839153758,695.0974733573075,inf,inf,41.900261986106464,76635.89798020873,inf,inf,inf,inf,inf,583174.6380377766,76635.89798020873
3064,350980.1515923498,1026.881341169178,619799.884333421,22.02949772676704,915.4082532313913,inf,inf,44.47046712757091,1026.881341169178,inf,inf,inf,inf,inf,619799.884333421,1026.881341169178
3065,502522.3881587926,115278.86637115062,735435.9186264698,49.14600561882628,199.01182882450945,inf,inf,18.41851113619545,115278.86637115062,inf,inf,inf,inf,inf,735435.9186264698,115278.86637115062
3066,466195.8362254286,156198.81234177455,736037.8296072502,11.838958802401311,733.4295792454714,inf,inf,33.07807820124162,156198.81234177455,inf,inf,inf,inf,inf,736037.8296072502,156198.81234177455
3067,502952.62479420094,153970.5375566836,774672.0226651182,32.77786707771353,1528.086846706774,inf,inf,8.342018820669583,153970.5375566836,inf,inf,inf,inf,inf,774672.0226651182,153970.5375566836
3068,425941.8038117252,37718.00184842447,922544.7221079754,25.00253005994061,1028.1594947870842,inf,inf,113.20864912355438,37718.00184842447,inf,inf,inf,inf,inf,922544.7221079754,37718.00184842447
3069,428432.29383499915,75572.84768099092,735747.529581583,50.7920419839621,37091.48447102343,inf,inf,50.649192585392434,75572.84768099092,inf,inf,inf,inf,inf,735747.529581583,75572.84768099092
3070,583131.2893928582,155702.66206357232,937754.5654985725,10.284554261969754,628.9140149653427,inf,inf,37.64926265538051,155702.66206357232,inf,inf,inf,inf,inf,937754.5654985725,155702.66206357232
3071,388734.75411972293,154064.07126400206,658297.6673212247,53.892158268359076,1076.3934476916356,inf,inf,116.00740138259712,154064.07126400206,inf,inf,inf,inf,inf,658297.6673212247,154064.07126400206
3072,583085.73175284,156555.1383303655,789630.3412216763,13.150868238918582,2109.498815909421,inf,inf,24.15959219305529,156555.1383303655,inf,inf,inf,inf,inf,789630.3412216763,156555.1383303655
3073,505567.9560107534,78550.66827043454,619106.517109403,11.119840875290663,881.2986935884483,inf,inf,46.192653694822994,78550.66827043454,inf,inf,inf,inf,inf,619106.517109403,78550.66827043454
3074,467777.5087205773,75946.66292197109,700066.816465629,0.9560086528020857,1535.7722938002955,inf,inf,53.38371014702459,75946.66292197109,inf,inf,inf,inf,inf,700066.816465629,75946.66292197109
3075,580673.4031308325,78791.43554557321,775315.6121673664,30.696584712019327,450.4074733691098,inf,inf,127.36337865929326,78791.43554557321,inf,inf,inf,inf,inf,775315.6121673664,78791.43554557321
3076,542333.7237339425,115190.921490679,700014.1658894367,44.69852423501142,508.6685835275167,inf,inf,56.639785914216326,115190.921490679,inf,inf,inf,inf,inf,700014.1658894367,115190.921490679
3077,464223.6116760399,192547.47561844307,622501.4908855119,44.12912085814203,908.8977414182883,inf,inf,47.37138032990986,192547.47561844307,inf,inf,inf,inf,inf,622501.4908855119,192547.47561844307
3078,463974.69851918286,1096.5811116084758,739023.7401589723,46.241895682056295,1286.9281283495698,inf,inf,106.48677728314405,1096.5811116084758,inf,inf,inf,inf,inf,739023.7401589723,1096.5811116084758
3079,507015.5663553322,39881.99495597544,700671.5042176446,18.19717155991439,1010.4029341145105,inf,inf,55.222188576129675,39881.99495597544,inf,inf,inf,inf,inf,700671.5042176446,39881.99495597544
3080,544154.3263362104,312461.4496264109,696512.0905968981,43.3940442447203,1084.9177138189125,inf,inf,30.42127605616591,312461.4496264109,inf,inf,inf,inf,inf,696512.0905968981,312461.4496264109
3081,389608.6601571719,114694.63095008112,774196.1773008647,58.25763389654254,950.8231750250977,inf,inf,5.045113581545836,114694.63095008112,inf,inf,inf,inf,inf,774196.1773008647,114694.63095008112
3082,661631.8460200803,37432.204073322035,699212.1793868326,41.799655714540066,1296.2248908884885,inf,inf,22.089835242390492,37432.204073322035,inf,inf,inf,inf,inf,699212.1793868326,37432.204073322035
3083,583812.7918821586,40589.22353990328,622651.5972183456,88.00592667909326,1428.8037258290674,inf,inf,6.357128013349356,40589.22353990328,inf,inf,inf,inf,inf,622651.5972183456,40589.22353990328
3084,502327.3355225357,117859.58210993894,925310.942007411,10.211122544457666,841.0069936306219,inf,inf,38.17896588167029,117859.58210993894,inf,inf,inf,inf,inf,925310.942007411,117859.58210993894
