Time (s),LDO_TID,LDO_SEGR,MCU_TID,MCU_SEL,MCU_SEFI,WDT_TID,SRAM_TID,SRAM_SEL,LDO,WDT,Harden_SRAM_SEL,Harden_MCU_SEL,Harden_MCU_SEFI,SRAM,MCU,Payload
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
59.0,0.9989293922080257,1.0,0.9989293922080257,0.0,0.0,0.980077729592939,0.9989293922080257,0.0,1.0,0.980077729592939,0.9989293922080257,0.9989293922080257,0.9989293922080257,0.9989293922080257,0.9989293922080257,1.0
120.0,0.9983422507924592,1.0,0.9983422507924592,0.0,0.0,0.9961906023207455,0.9983422507924592,0.0,1.0,0.9961906023207455,0.9983422507924592,0.9983422507924592,0.9983422507924592,0.9983422507924592,0.9983422507924592,1.0
179.0,0.9976382265038535,1.0,0.9976382265038535,0.0,0.0,0.997476189658198,0.9976382265038535,0.0,1.0,0.997476189658198,0.9976382265038535,0.9976382265038535,0.9976382265038535,0.9976382265038535,0.9976382265038535,1.0
240.0,0.9968131682972644,1.0,0.9968131682972644,0.0,0.0,0.9968051453285108,0.9968131682972644,0.0,1.0,0.9968051453285108,0.9968131682972644,0.9968131682972644,0.9968131682972644,0.9968131682972644,0.9968131682972644,1.0
299.0,0.9957383877770825,1.0,0.9957383877770825,0.0,0.0,0.995738221244103,0.9957383877770825,0.0,1.0,0.995738221244103,0.9957383877770825,0.9957383877770825,0.9957383877770825,0.9957383877770825,0.9957383877770825,1.0
360.0,0.9943935665768175,1.0,0.9943935665768175,0.0,0.0,0.9943935651942559,0.9943935665768175,0.0,1.0,0.9943935651942559,0.9943935665768175,0.9943935665768175,0.9943935665768175,0.9943935665768175,0.9943935665768175,1.0
419.0,0.9925745100559643,1.0,0.9925745100559643,0.0,0.0,0.9925745100536648,0.9925745100559643,0.0,1.0,0.9925745100536648,0.9925745100559643,0.9925745100559643,0.9925745100559643,0.9925745100559643,0.9925745100559643,1.0
480.0,0.9902810326824123,1.0,0.9902810326824123,0.0,0.0,0.9902810326824115,0.9902810326824123,0.0,1.0,0.9902810326824115,0.9902810326824123,0.9902810326824123,0.9902810326824123,0.9902810326824123,0.9902810326824123,1.0
540.0,0.9872567905921902,1.0,0.9872567905921902,0.0,0.0,0.9872567905921902,0.9872567905921902,0.0,1.0,0.9872567905921902,0.9872567905921902,0.9872567905921902,0.9872567905921902,0.9872567905921902,0.9872567905921902,1.0
599.0,0.9835685308222591,1.0,0.9835685308222591,0.0,0.0,0.9835685308222591,0.9835685308222591,0.0,1.0,0.9835685308222591,0.9835685308222591,0.9835685308222591,0.9835685308222591,0.9835685308222591,0.9835685308222591,1.0
660.0,0.9792264869490666,1.0,0.9792264869490666,0.0,0.0,0.9792264869490666,0.9792264869490666,0.0,1.0,0.9792264869490666,0.9792264869490666,0.9792264869490666,0.9792264869490666,0.9792264869490666,0.9792264869490666,1.0
719.0,0.9740410379018068,1.0,0.9740410379018068,0.0,0.0,0.9740410379018068,0.9740410379018068,0.0,1.0,0.9740410379018068,0.9740410379018068,0.9740410379018068,0.9740410379018068,0.9740410379018068,0.9740410379018068,1.0
780.0,0.9684400765508459,1.0,0.9684400765508459,0.0,0.0,0.9684400765508459,0.9684400765508459,0.0,1.0,0.9684400765508459,0.9684400765508459,0.9684400765508459,0.9684400765508459,0.9684400765508459,0.9684400765508459,1.0
839.0,0.9621603439441984,1.0,0.9621603439441984,0.0,0.0,0.9621603439441984,0.9621603439441984,0.0,1.0,0.9621603439441984,0.9621603439441984,0.9621603439441984,0.9621603439441984,0.9621603439441984,0.9621603439441984,1.0
900.0,0.9557352761263261,1.0,0.9557352761263261,0.0,0.0,0.9557352761263261,0.9557352761263261,0.0,1.0,0.9557352761263261,0.9557352761263261,0.9557352761263261,0.9557352761263261,0.9557352761263261,0.9557352761263261,1.0
959.0,0.94885161609727,1.0,0.94885161609727,0.0,0.0,0.94885161609727,0.94885161609727,0.0,1.0,0.94885161609727,0.94885161609727,0.94885161609727,0.94885161609727,0.94885161609727,0.94885161609727,1.0
1020.0,0.9420672288541254,1.0,0.9420672288541254,0.0,0.0,0.9420672288541254,0.9420672288541254,0.0,1.0,0.9420672288541254,0.9420672288541254,0.9420672288541254,0.9420672288541254,0.9420672288541254,0.9420672288541254,1.0
1080.0,0.9350171846375468,1.0,0.9350171846375468,0.0,0.0,0.9350171846375468,0.9350171846375468,0.0,1.0,0.9350171846375468,0.9350171846375468,0.9350171846375468,0.9350171846375468,0.9350171846375468,0.9350171846375468,1.0
1139.0,0.9281266252141933,1.0,0.9281266252141933,0.0,0.0,0.9281266252141933,0.9281266252141933,0.0,1.0,0.9281266252141933,0.9281266252141933,0.9281266252141933,0.9281266252141933,0.9281266252141933,0.9281266252141933,1.0
1200.0,0.9214547512426297,1.0,0.9214547512426297,0.0,0.0,0.9214547512426297,0.9214547512426297,0.0,1.0,0.9214547512426297,0.9214547512426297,0.9214547512426297,0.9214547512426297,0.9214547512426297,0.9214547512426297,1.0
1259.0,0.9147213441242762,1.0,0.9147213441242762,0.0,0.0,0.9147213441242762,0.9147213441242762,0.0,1.0,0.9147213441242762,0.9147213441242762,0.9147213441242762,0.9147213441242762,0.9147213441242762,0.9147213441242762,1.0
1320.0,0.9084174496848272,1.0,0.9084174496848272,0.0,0.0,0.9084174496848272,0.9084174496848272,0.0,1.0,0.9084174496848272,0.9084174496848272,0.9084174496848272,0.9084174496848272,0.9084174496848272,0.9084174496848272,1.0
