time_s,alt_km,lat_deg,lon_deg
0.0,0.0,0.0,0.0
1.0000694492673103,0.013890818169190165,0.0,0.0
2.0001388985346207,0.02778163633838033,0.0,0.0
3.000208347801931,0.0416724545075705,0.0,0.0
4.000277797069241,0.05556327267676066,0.0,0.0
5.000347246336552,0.06945409084595082,0.0,0.0
6.000416695603862,0.083344909015141,0.0,0.0
7.000486144871172,0.09723572718433116,0.0,0.0
8.000555594138483,0.11112654535352132,0.0,0.0
9.000625043405794,0.12501736352271148,0.0,0.0
10.000694492673103,0.13890818169190164,0.0,0.0
11.000763941940413,0.1527989998610918,0.0,0.0
12.000833391207724,0.166689818030282,0.0,0.0
13.000902840475035,0.18058063619947215,0.0,0.0
14.000972289742345,0.1944714543686623,0.0,0.0
15.001041739009654,0.20836227253785247,0.0,0.0
16.001111188276965,0.22225309070704263,0.0,0.0
17.001180637544277,0.2361439088762328,0.0,0.0
18.001250086811588,0.25003472704542296,0.0,0.0
19.001319536078896,0.26392554521461314,0.0,0.0
20.001388985346207,0.2778163633838033,0.0,0.0
21.001458434613518,0.29170718155299347,0.0,0.0
22.001527883880826,0.3055979997221836,0.0,0.0
23.001597333148137,0.3194888178913738,0.0,0.0
24.001666782415448,0.333379636060564,0.0,0.0
25.00173623168276,0.3472704542297541,0.0,0.0
26.00180568095007,0.3611612723989443,0.0,0.0
27.00187513021738,0.37505209056813443,0.0,0.0
28.00194457948469,0.3889429087373246,0.0,0.0
29.002014028752,0.40283372690651476,0.0,0.0
30.00208347801931,0.41672454507570494,0.0,0.0
31.00215292728662,0.4306153632448951,0.0,0.0
32.00222237655393,0.44450618141408527,0.0,0.0
33.00229182582124,0.45839699958327546,0.0,0.0
34.00236127508855,0.4722878177524656,0.0,0.0
35.00243072435586,0.4861786359216558,0.0,0.0
36.002500173623176,0.5000694540908459,0.0,0.0
37.00256962289048,0.513960272260036,0.0,0.0
38.00263907215779,0.5278510904292263,0.0,0.0
39.002708521425106,0.5417419085984164,0.0,0.0
40.002777970692414,0.5556327267676066,0.0,0.0
41.00284741995972,0.5695235449367968,0.0,0.0
42.002916869227036,0.5834143631059869,0.0,0.0
43.002986318494344,0.5973051812751771,0.0,0.0
44.00305576776165,0.6111959994443672,0.0,0.0
45.003125217028966,0.6250868176135574,0.0,0.0
46.003194666296274,0.6389776357827476,0.0,0.0
47.00326411556359,0.6528684539519377,0.0,0.0
48.003333564830896,0.666759272121128,0.0,0.0
49.003403014098204,0.6806500902903181,0.0,0.0
50.00347246336552,0.6945409084595082,0.0,0.0
51.003541912632826,0.7084317266286984,0.0,0.0
52.00361136190014,0.7223225447978886,0.0,0.0
53.00368081116745,0.7362133629670787,0.0,0.0
54.00375026043476,0.7501041811362689,0.0,0.0
55.00381970970207,0.763994999305459,0.0,0.0
56.00388915896938,0.7778858174746492,0.0,0.0
57.00395860823669,0.7917766356438394,0.0,0.0
58.004028057504,0.8056674538130295,0.0,0.0
59.00409750677131,0.8195582719822198,0.0,0.0
60.00416695603862,0.8334490901514099,0.0,0.0
61.00423640530593,0.8473399083206,0.0,0.0
62.00430585457324,0.8612307264897902,0.0,0.0
63.004375303840554,0.8751215446589804,0.0,0.0
64.00444475310786,0.8890123628281705,0.0,0.0
65.00451420237518,0.9029031809973607,0.0,0.0
66.00458365164248,0.9167939991665509,0.0,0.0
67.00465310090979,0.930684817335741,0.0,0.0
68.0047225501771,0.9445756355049312,0.0,0.0
69.00479199944441,0.9584664536741213,0.0,0.0
70.00486144871172,0.9723572718433116,0.0,0.0
71.00493089797904,0.9862480900125017,0.0,0.0
72.00500034724635,1.0001389081816918,0.0,0.0
73.00506979651365,1.014029726350882,0.0,0.0
74.00513924578097,1.027920544520072,0.0,0.0
