Time (hr),LREG_SEGR,LREG_TID,MCU_SEL,MCU_SEFI,WDOG_TID,MCU_TID,SRAM_SEL,SRAM_TID,LREG,MCU,Harden MCU,Frozen MCU,WDOG,SRAM,Harden SRAM,Payload
92.06222,3.019039390605789e-07,0.9991875107992723,0.0,0.0,0.0,3.667392976897576e-10,1.5189189567745913e-10,0.0,0.999999013423121,3.667392976897576e-10,0.0,0.0,0.0,1.5189189567745913e-10,1.5189189567745913e-10,1.0
92.12861,2.9158344388680524e-07,0.999187513385984,0.0,0.0,0.0,3.567257139040037e-10,1.4774456973193676e-10,0.0,0.9999990064064262,3.567257139040037e-10,0.0,0.0,0.0,1.4774456973193676e-10,1.4774456973193676e-10,1.0
92.19528,2.816158650469744e-07,0.9991875156110408,0.0,0.0,0.0,3.4696819716596444e-10,1.437033635639116e-10,0.0,0.9999989993894426,3.4696819716596444e-10,0.0,0.0,0.0,1.437033635639116e-10,1.437033635639116e-10,1.0
92.26222,2.719891265684924e-07,0.999187517486209,0.0,0.0,0.0,3.374616115916546e-10,1.3976571155914306e-10,0.0,0.9999989923721755,3.374616115916546e-10,0.0,0.0,0.0,1.3976571155914306e-10,1.3976571155914306e-10,1.0
92.32889,2.6269156343956535e-07,0.9991875190287964,0.0,0.0,0.0,3.2819904598304176e-10,1.3592971514292578e-10,0.0,0.9999989853546307,3.2819904598304176e-10,0.0,0.0,0.0,1.3592971514292578e-10,1.3592971514292578e-10,1.0
92.39556,2.537119144632433e-07,0.9991875202471956,0.0,0.0,0.0,3.1917603400563057e-10,1.321926989647048e-10,0.0,0.9999989783368135,3.1917603400563057e-10,0.0,0.0,0.0,1.321926989647048e-10,1.321926989647048e-10,1.0
92.46194,2.45039301572477e-07,0.9991875211558138,0.0,0.0,0.0,3.103862227926073e-10,1.2855232146464007e-10,0.0,0.9999989713187294,3.103862227926073e-10,0.0,0.0,0.0,1.2855232146464007e-10,1.2855232146464007e-10,1.0
92.52861,2.3666322170424216e-07,0.9991875217592823,0.0,0.0,0.0,3.0182448249759705e-10,1.2500646376749813e-10,0.0,0.9999989643003828,3.0182448249759705e-10,0.0,0.0,0.0,1.2500646376749813e-10,1.2500646376749813e-10,1.0
92.59556,2.285735302422311e-07,0.9991875220687902,0.0,0.0,0.0,2.934855735131123e-10,1.2155267437254133e-10,0.0,0.9999989572817789,2.934855735131123e-10,0.0,0.0,0.0,1.2155267437254133e-10,1.2155267437254133e-10,1.0
92.66222,2.2076042757750911e-07,0.9991875221019465,0.0,0.0,0.0,2.8536403535365106e-10,1.1818894650811764e-10,0.0,0.9999989502629235,2.8536403535365106e-10,0.0,0.0,0.0,1.1818894650811764e-10,1.1818894650811764e-10,1.0
92.72861,2.1321445256208187e-07,0.999187521869704,0.0,0.0,0.0,2.774549639596437e-10,1.1491316282521401e-10,0.0,0.9999989432438221,2.774549639596437e-10,0.0,0.0,0.0,1.1491316282521401e-10,1.1491316282521401e-10,1.0
92.79528,2.0592646819584475e-07,0.9991875213770164,0.0,0.0,0.0,2.6975323425546715e-10,1.1172342852822554e-10,0.0,0.9999989362244791,2.6975323425546715e-10,0.0,0.0,0.0,1.1172342852822554e-10,1.1172342852822554e-10,1.0
92.86222,1.9888765020774256e-07,0.9991875206353182,0.0,0.0,0.0,2.6225394429832626e-10,1.0861762714273074e-10,0.0,0.9999989292048999,2.6225394429832626e-10,0.0,0.0,0.0,1.0861762714273074e-10,1.0861762714273074e-10,1.0
92.92889,1.920894733111787e-07,0.999187519662118,0.0,0.0,0.0,2.549524152125817e-10,1.0559342050211983e-10,0.0,0.9999989221850909,2.549524152125817e-10,0.0,0.0,0.0,1.0559342050211983e-10,1.0559342050211983e-10,1.0
92.99556,1.8552370768175362e-07,0.9991875184657475,0.0,0.0,0.0,2.4784363588954145e-10,1.0264924816346642e-10,0.0,0.9999989151650572,2.4784363588954145e-10,0.0,0.0,0.0,1.0264924816346642e-10,1.0264924816346642e-10,1.0
93.06194,1.7918240278083436e-07,0.9991875170608125,0.0,0.0,0.0,2.409229292318577e-10,9.978310584072358e-11,0.0,0.9999989081448055,2.409229292318577e-10,0.0,0.0,0.0,9.978310584072358e-11,9.978310584072358e-11,1.0
93.12861,1.7305788328846944e-07,0.9991875154522184,0.0,0.0,0.0,2.3418595209313897e-10,9.699254540307161e-11,0.0,0.9999989011243405,2.3418595209313897e-10,0.0,0.0,0.0,9.699254540307161e-11,9.699254540307161e-11,1.0
93.19556,1.671427346025921e-07,0.9991875136514082,0.0,0.0,0.0,2.2762758476981902e-10,9.427634054989641e-11,0.0,0.9999988941036683,2.2762758476981902e-10,0.0,0.0,0.0,9.427634054989641e-11,9.427634054989641e-11,1.0
93.26222,1.614297952276181e-07,0.9991875116752293,0.0,0.0,0.0,2.2124426291915676e-10,9.163226586154215e-11,0.0,0.9999988870827959,2.2124426291915676e-10,0.0,0.0,0.0,9.163226586154215e-11,9.163226586154215e-11,1.0
93.32861,1.5591215038855984e-07,0.9991875095338085,0.0,0.0,0.0,2.1503175659291718e-10,8.905987290904288e-11,0.0,0.9999988800617295,2.1503175659291718e-10,0.0,0.0,0.0,8.905987290904288e-11,8.905987290904288e-11,1.0
93.39528,1.5058312253970302e-07,0.9991875072318936,0.0,0.0,0.0,2.0898539230977123e-10,8.655560429209626e-11,0.0,0.9999988730404749,2.0898539230977123e-10,0.0,0.0,0.0,8.655560429209626e-11,8.655560429209626e-11,1.0
93.46222,1.454362606554754e-07,0.9991875047791738,0.0,0.0,0.0,2.0310094137198438e-10,8.411823479343285e-11,0.0,0.9999988660190381,2.0310094137198438e-10,0.0,0.0,0.0,8.411823479343285e-11,8.411823479343285e-11,1.0
93.52889,1.4046533585412167e-07,0.999187502189186,0.0,0.0,0.0,1.9737450877624865e-10,8.174653941801937e-11,0.0,0.9999988589974261,1.9737450877624865e-10,0.0,0.0,0.0,8.174653941801937e-11,8.174653941801937e-11,1.0
93.59556,1.3566433269376117e-07,0.9991874994673705,0.0,0.0,0.0,1.918027552541813e-10,7.94388492178053e-11,0.0,0.9999988519756446,1.918027552541813e-10,0.0,0.0,0.0,7.94388492178053e-11,7.94388492178053e-11,1.0
93.66194,1.3102744113766346e-07,0.9991874966229022,0.0,0.0,0.0,1.863811205839301e-10,7.719338441384239e-11,0.0,0.9999988449537001,1.863811205839301e-10,0.0,0.0,0.0,7.719338441384239e-11,7.719338441384239e-11,1.0
93.72861,1.2654904996576605e-07,0.9991874936578976,0.0,0.0,0.0,1.8110604438956746e-10,7.50084764670357e-11,0.0,0.9999988379315977,1.8110604438956746e-10,0.0,0.0,0.0,7.50084764670357e-11,7.50084764670357e-11,1.0
93.79556,1.2222374107703763e-07,0.9991874905779896,0.0,0.0,0.0,1.759735225798995e-10,7.288256806406279e-11,0.0,0.9999988309093429,1.759735225798995e-10,0.0,0.0,0.0,7.288256806406279e-11,7.288256806406279e-11,1.0
93.86222,1.1804628046301294e-07,0.9991874873908733,0.0,0.0,0.0,1.7098099498936044e-10,7.081510141174098e-11,0.0,0.9999988238869417,1.7098099498936044e-10,0.0,0.0,0.0,7.081510141174098e-11,7.081510141174098e-11,1.0
93.92861,1.140116132920056e-07,0.9991874840997156,0.0,0.0,0.0,1.6612401418172165e-10,6.880363121737433e-11,0.0,0.9999988168643988,1.6612401418172165e-10,0.0,0.0,0.0,6.880363121737433e-11,6.880363121737433e-11,1.0
93.99528,1.1011485777392438e-07,0.9991874807047885,0.0,0.0,0.0,1.6139891037210672e-10,6.684648962329939e-11,0.0,0.9999988098417186,1.6139891037210672e-10,0.0,0.0,0.0,6.684648962329939e-11,6.684648962329939e-11,1.0
94.06222,1.0635130035945496e-07,0.9991874772087895,0.0,0.0,0.0,1.56803235534357e-10,6.494311928927914e-11,0.0,0.9999988028189056,1.56803235534357e-10,0.0,0.0,0.0,6.494311928927914e-11,6.494311928927914e-11,1.0
94.12889,1.0271638738783635e-07,0.9991874736153558,0.0,0.0,0.0,1.5233287640903017e-10,6.30916305596364e-11,0.0,0.9999987957959642,1.5233287640903017e-10,0.0,0.0,0.0,6.30916305596364e-11,6.30916305596364e-11,1.0
94.19556,9.920572006745081e-08,0.9991874699250236,0.0,0.0,0.0,1.4798494145528855e-10,6.129068909562192e-11,0.0,0.9999987887728982,1.4798494145528855e-10,0.0,0.0,0.0,6.129068909562192e-11,6.129068909562192e-11,1.0
94.26194,9.581505256694917e-08,0.9991874661397134,0.0,0.0,0.0,1.4375653941763925e-10,5.953951585595786e-11,0.0,0.9999987817497115,1.4375653941763925e-10,0.0,0.0,0.0,5.953951585595786e-11,5.953951585595786e-11,1.0
94.32861,9.254028189115538e-08,0.9991874622591251,0.0,0.0,0.0,1.3964444620547866e-10,5.783644362455155e-11,0.0,0.999998774726407,1.3964444620547866e-10,0.0,0.0,0.0,5.783644362455155e-11,5.783644362455155e-11,1.0
94.39556,8.937744641914117e-08,0.9991874582844973,0.0,0.0,0.0,1.3564543798838213e-10,5.618036047108191e-11,0.0,0.9999987677029882,1.3564543798838213e-10,0.0,0.0,0.0,5.618036047108191e-11,5.618036047108191e-11,1.0
94.46222,8.632271922487725e-08,0.9991874542179107,0.0,0.0,0.0,1.317562911816583e-10,5.456959939305044e-11,0.0,0.9999987606794586,1.317562911816583e-10,0.0,0.0,0.0,5.456959939305044e-11,5.456959939305044e-11,1.0
94.52861,8.337240561838531e-08,0.9991874500603511,0.0,0.0,0.0,1.279747817359935e-10,5.300338175863376e-11,0.0,0.9999987536558208,1.279747817359935e-10,0.0,0.0,0.0,5.300338175863376e-11,5.300338175863376e-11,1.0
94.59528,8.052293535834423e-08,0.9991874458123088,0.0,0.0,0.0,1.242977975406227e-10,5.148015178560413e-11,0.0,0.9999987466320776,1.242977975406227e-10,0.0,0.0,0.0,5.148015178560413e-11,5.148015178560413e-11,1.0
94.66222,7.777086186086639e-08,0.9991874414751776,0.0,0.0,0.0,1.2072300392136795e-10,4.9999908241778257e-11,0.0,0.9999987396082318,1.2072300392136795e-10,0.0,0.0,0.0,4.9999908241778257e-11,4.9999908241778257e-11,1.0
94.72889,7.51128548582363e-08,0.9991874370508639,0.0,0.0,0.0,1.172469560626257e-10,4.856020724182756e-11,0.0,0.9999987325842862,1.172469560626257e-10,0.0,0.0,0.0,4.856020724182756e-11,4.856020724182756e-11,1.0
94.79556,7.254569916537574e-08,0.9991874325404506,0.0,0.0,0.0,1.1386776378821474e-10,4.7160603571737805e-11,0.0,0.999998725560243,1.1386776378821474e-10,0.0,0.0,0.0,4.7160603571737805e-11,4.7160603571737805e-11,1.0
94.86194,7.006629022716367e-08,0.9991874279454608,0.0,0.0,0.0,1.1058287088923552e-10,4.580009691939725e-11,0.0,0.9999987185361047,1.1058287088923552e-10,0.0,0.0,0.0,4.580009691939725e-11,4.580009691939725e-11,1.0
94.92861,6.767162589147101e-08,0.9991874232665107,0.0,0.0,0.0,1.0738872203069408e-10,4.447702084805942e-11,0.0,0.9999987115118735,1.0738872203069408e-10,0.0,0.0,0.0,4.447702084805942e-11,4.447702084805942e-11,1.0
94.99556,6.535881161777705e-08,0.9991874185043089,0.0,0.0,0.0,1.0428442678789223e-10,4.3191596520782586e-11,0.0,0.9999987044875515,1.0428442678789223e-10,0.0,0.0,0.0,4.3191596520782586e-11,4.3191596520782586e-11,1.0
95.06222,6.312504858754662e-08,0.9991874136592973,0.0,0.0,0.0,1.012665411465693e-10,4.1941602463983183e-11,0.0,0.9999986974631403,1.012665411465693e-10,0.0,0.0,0.0,4.1941602463983183e-11,4.1941602463983183e-11,1.0
95.12861,6.096763513905407e-08,0.9991874087301508,0.0,0.0,0.0,9.83335087561477e-11,4.072670479279745e-11,0.0,0.9999986904386415,9.83335087561477e-11,0.0,0.0,0.0,4.072670479279745e-11,4.072670479279745e-11,1.0
95.19528,5.888396120780417e-08,0.9991874037124409,0.0,0.0,0.0,9.548221895624115e-11,3.954590348453986e-11,0.0,0.9999986834140551,9.548221895624115e-11,0.0,0.0,0.0,3.954590348453986e-11,3.954590348453986e-11,1.0
95.26222,5.687150687564904e-08,0.9991873985970361,0.0,0.0,0.0,9.271133769213065e-11,3.839819856516344e-11,0.0,0.9999986763893799,9.271133769213065e-11,0.0,0.0,0.0,3.839819856516344e-11,3.839819856516344e-11,1.0
95.32889,5.492783858876397e-08,0.9991873933655948,0.0,0.0,0.0,9.001808762172864e-11,3.728281216616082e-11,0.0,0.999998669364611,9.001808762172864e-11,0.0,0.0,0.0,3.728281216616082e-11,3.728281216616082e-11,1.0
95.39556,5.305060737463797e-08,0.9991873879784836,0.0,0.0,0.0,8.740091283629043e-11,3.619885543074055e-11,0.0,0.9999986623397351,8.740091283629043e-11,0.0,0.0,0.0,3.619885543074055e-11,3.619885543074055e-11,1.0
95.41222,5.123752596403151e-08,0.9991873827017707,0.0,0.0,0.0,8.485736928386907e-11,3.514532851286663e-11,0.0,0.9999986553148107,8.485736928386907e-11,0.0,0.0,0.0,3.514532851286663e-11,3.514532851286663e-11,1.0
95.42861,4.9486412974927725e-08,0.9991873773545932,0.0,0.0,0.0,8.238556815163331e-11,3.4121453663334247e-11,0.0,0.9999986482898078,8.238556815163331e-11,0.0,0.0,0.0,3.4121453663334247e-11,3.4121453663334247e-11,1.0
95.44556,4.7795150271913564e-08,0.9991873719331812,0.0,0.0,0.0,7.998362071065836e-11,3.312689728297629e-11,0.0,0.9999986412647257,7.998362071065836e-11,0.0,0.0,0.0,3.312689728297629e-11,3.312689728297629e-11,1.0
95.46194,4.6161692509828325e-08,0.9991873664435996,0.0,0.0,0.0,7.764963831127934e-11,3.216010448705246e-11,0.0,0.9999986342395661,7.764963831127934e-11,0.0,0.0,0.0,3.216010448705246e-11,3.216010448705246e-11,1.0
