Time (hr),LREG_SEGR,LREG_TID,MCU_SEL,MCU_SEFI,MCU_TID,SRAM_SEL,SRAM_TID,LREG,MCU,SRAM,Payload
0.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,1.0
0.01639,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.03333,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0
0.04972,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0
0.06667,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0
0.08306,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0
0.1,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0
0.11639,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0
0.13333,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
0.15,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0000000000000002,0.9999999999999999,1.0,1.0000000000000002,1.0
0.16639,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0
0.18333,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0
0.19972,1.0,1.0,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.21667,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0
0.23306,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0
0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.26639,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.28333,1.0,1.0,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.3,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0
0.31639,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0
0.33333,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0
0.34972,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0
