Time (hr),dose,SRAM_SEL,MCU_SEL,LREG_SEGR,MCU_SEFI,SRAM_TID,MCU_TID,LREG_TID
1.13306,0.0006203081171243893,0.0006308798283363498,0.0006527749644136403,4.7006221210430564e-07,5.90740468012717e-06,0.0,0.0,0.0
1.15,0.0005142334566273601,0.0005308399169397117,0.000549281113169669,3.993243700161654e-07,4.983249409950462e-06,0.0,0.0,0.0
1.16639,0.00042374750181538957,0.0004448593668133137,0.00046033106311315,3.382608554212408e-07,4.1873008227492366e-06,0.0,0.0,0.0
1.18333,0.00034771166098139224,0.0003719267905360398,0.0003848784439785769,2.8618099694971997e-07,3.510629770147129e-06,0.0,0.0,0.0
1.2,0.00028411263628237303,0.0003102255887961643,0.00032104396275968206,2.4183118397352116e-07,2.9368086433295844e-06,0.0,0.0,0.0
1.21639,0.00023092386061448241,0.000257907030683695,0.0002669150884335333,2.039236995001371e-07,2.4490173312526916e-06,0.0,0.0,0.0
1.23333,0.00018694318036278326,0.00021393114152911422,0.00022141606097727593,1.7175479219454801e-07,2.037904315765445e-06,0.0,0.0,0.0
1.24972,0.00015093670987469096,0.000177249925192575,0.00018346289901522372,1.4462640986043432e-07,1.694013924267067e-06,0.0,0.0,0.0
1.26667,0.00012143269005690165,0.00014656279759606527,0.0001517102799223022,1.2165185947519864e-07,1.4054659603023521e-06,0.0,0.0,0.0
1.28306,9.747407969499935e-05,0.00012107241496423598,0.00012533355039398672,1.0231051320807277e-07,1.1650434101425654e-06,0.0,0.0,0.0
1.3,7.810669770179123e-05,9.995935323849008e-05,0.00010348517799086618,8.605768603025638e-08,9.652735072236428e-07,0.0,0.0,0.0
1.31639,6.251112436911962e-05,8.251348794771648e-05,8.543067572382532e-05,7.242009179546546e-08,7.996628494868359e-07,0.0,0.0,0.0
1.33333,4.995356574781524e-05,6.807913612903321e-05,7.049182532396644e-05,6.09523779002913e-08,6.621815490446367e-07,0.0,0.0,0.0
1.35,3.9940395734220675e-05,5.62386858420394e-05,5.823673326209744e-05,5.138492446516916e-08,5.490219515248907e-07,0.0,0.0,0.0
1.36639,3.1915526520772526e-05,4.646697430737005e-05,4.812212883350085e-05,4.334931845572633e-08,4.5531083649338757e-07,0.0,0.0,0.0
1.38333,2.5540295110179897e-05,3.846608092551384e-05,3.9839885714643e-05,3.6649818702223376e-08,3.7831405452224043e-07,0.0,0.0,0.0
1.39972,2.044410034073675e-05,3.186968889439459e-05,3.301102329164791e-05,3.102301820738604e-08,3.1461030052404903e-07,0.0,0.0,0.0
1.41667,1.6375884205770933e-05,2.6434844226250767e-05,2.738420810520725e-05,2.6298170464592082e-08,2.619379383259226e-07,0.0,0.0,0.0
1.43306,1.3152567498519975e-05,2.1988382661872814e-05,2.2780321313284382e-05,2.2357283813613355e-08,2.1869149470019537e-07,0.0,0.0,0.0
1.45,1.0587578855856867e-05,1.833371105722579e-05,1.899594941103557e-05,1.9054435325054422e-08,1.830200954929436e-07,0.0,0.0,0.0
1.46639,8.538296286047705e-06,1.5316943780245653e-05,1.587186033589421e-05,1.6273911919904034e-08,1.5347080957096816e-07,0.0,0.0,0.0
1.48333,6.906139713552213e-06,1.2834026612466978e-05,1.3300395008236364e-05,1.3939643092260875e-08,1.290648882634146e-07,0.0,0.0,0.0
1.5,5.6044404127690734e-06,1.0787665912474209e-05,1.118087278732411e-05,1.1977248495001884e-08,1.0887979856400818e-07,0.0,0.0,0.0
1.51639,4.564551703255446e-06,9.098402162849927e-06,9.431062402502241e-06,1.0324891237748126e-08,9.215943722538131e-08,0.0,0.0,0.0
1.53333,3.7293078623345966e-06,7.696506593236702e-06,7.978792710311838e-06,8.926265211065237e-09,7.823595508752898e-08,0.0,0.0,0.0
1.54972,3.0597706192629226e-06,6.535629177546062e-06,6.776095524622152e-06,7.745123098034836e-09,6.666728727860606e-08,0.0,0.0,0.0
1.56667,2.5217250049118005e-06,5.57226337949776e-06,5.777937009185392e-06,6.745688898054709e-09,5.703501914747049e-08,0.0,0.0,0.0
1.58306,2.086640584661946e-06,4.768095053792532e-06,4.944651952340228e-06,5.895216523214975e-09,4.8968259471727715e-08,0.0,0.0,0.0
1.6,1.7352993781414039e-06,4.098035283175256e-06,4.25027009747777e-06,5.173010124906846e-09,4.2225255184707314e-08,0.0,0.0,0.0
1.61639,1.4517217600410476e-06,3.5403474211239783e-06,3.6722888259212898e-06,4.560652581132196e-09,3.659557913040293e-08,0.0,0.0,0.0
1.63333,1.2202551951000106e-06,3.0712566373772315e-06,3.1860868732692265e-06,4.0361325722051745e-09,3.184587580725735e-08,0.0,0.0,0.0
1.65,1.032206552179556e-06,2.6788105825472038e-06,2.7792912187320016e-06,3.5894702528305526e-09,2.7860504018937117e-08,0.0,0.0,0.0
1.66639,8.736743388056962e-07,2.3382544942004576e-06,2.4262534773075743e-06,3.195044391841684e-09,2.439207402069643e-08,0.0,0.0,0.0
1.73306,4.838599988418335e-07,1.4472249706098595e-06,1.5024022460512075e-06,2.123435171160687e-09,1.5260785659950614e-08,0.0,0.0,0.0
1.8,2.972839434646164e-07,9.77311013836814e-07,1.0150536750018525e-06,1.5249893437921176e-09,1.0399058041630246e-08,0.0,0.0,0.0
1.86667,2.0348229043172302e-07,7.219426620331495e-07,7.501756898881405e-07,1.1853641579255738e-09,7.736990557915559e-09,0.0,0.0,0.0
1.93333,1.5337830784852363e-07,5.776869176681445e-07,6.005563436917614e-07,9.884882192033261e-10,6.2250251637678705e-09,0.0,0.0,0.0
1.99972,1.257182816157742e-07,4.954626002922546e-07,5.153100758627497e-07,8.760544297745065e-10,5.360472489265178e-09,0.0,0.0,0.0
2.06639,1.1070425624156311e-07,4.5088924189673804e-07,4.691581529985194e-07,8.177982398622733e-10,4.89170892429681e-09,0.0,0.0,0.0
2.13333,1.0364140070180273e-07,4.3161068080006737e-07,4.4929103937868136e-07,7.979292624388297e-10,4.690446816664947e-09,0.0,0.0,0.0
2.2,1.022087233767505e-07,4.3123758771646194e-07,4.4908858232621843e-07,8.081514392293017e-10,4.6899820501059836e-09,0.0,0.0,0.0
2.26639,1.0524847123600121e-07,4.4641442716598146e-07,4.650778838102652e-07,8.44027029008076e-10,4.85501749507195e-09,0.0,0.0,0.0
2.33306,1.123986349988825e-07,4.7617144555461855e-07,4.962694171245814e-07,9.047360131485093e-10,5.175274572397473e-09,0.0,0.0,0.0
2.4,1.236105170181679e-07,5.202135994180962e-07,5.42368989636956e-07,9.899427823635687e-10,5.647276957129828e-09,0.0,0.0,0.0
2.46667,1.3917523643443638e-07,5.79281087071034e-07,6.041627297223983e-07,1.1009559013236669e-09,6.278383643999676e-09,0.0,0.0,0.0
2.53333,1.5964314469511684e-07,6.548191858082157e-07,6.831720030505552e-07,1.240083809934515e-09,7.083242884793817e-09,0.0,0.0,0.0
2.59972,1.856648010148064e-07,7.483958159023245e-07,7.810456104558587e-07,1.409613668680705e-09,8.077577370005515e-09,0.0,0.0,0.0
2.66639,2.180250398788182e-07,8.618405355553608e-07,8.997058771947286e-07,1.612124763054303e-09,9.279687665627144e-09,0.0,0.0,0.0
2.73333,2.576446960221943e-07,9.972399944453174e-07,1.0413442058388149e-06,1.8504833824825826e-09,1.07104097564361e-08,0.0,0.0,0.0
2.8,3.0551823698127846e-07,1.1567164035500547e-06,1.2081895143374393e-06,2.1274717402503485e-09,1.2390763386700865e-08,0.0,0.0,0.0
2.86639,3.6235771157402224e-07,1.3412931084665135e-06,1.4013211788589714e-06,2.443875297639735e-09,1.433007953078596e-08,0.0,0.0,0.0
2.93306,4.290951716885007e-07,1.5526129075895378e-06,1.6224665040893382e-06,2.8015105029356478e-09,1.6544159848194617e-08,0.0,0.0,0.0
3.0,5.064752007794405e-07,1.7916301509770623e-06,1.8726321571781214e-06,3.2010031849321514e-09,1.9041550541485923e-08,0.0,0.0,0.0
3.06667,5.947102632450134e-07,2.057672176334675e-06,2.1511211235188916e-06,3.6403192182845336e-09,2.1813880817714904e-08,0.0,0.0,0.0
3.13333,6.939445708080444e-07,2.349980397152069e-06,2.4571451681074212e-06,4.1174218089416795e-09,2.485208094314887e-08,0.0,0.0,0.0
3.19972,8.035402584500331e-07,2.665682738816501e-06,2.7877018332962292e-06,4.627014576117087e-09,2.8125372385866003e-08,0.0,0.0,0.0
3.26639,9.227794614200597e-07,3.00196478744364e-06,3.139847074989035e-06,5.164145698127031e-09,3.160393470847462e-08,0.0,0.0,0.0
3.33333,1.0505593187062435e-06,3.35520808789245e-06,3.5097931177537697e-06,5.722809937420678e-09,3.52499625363825e-08,0.0,0.0,0.0
3.4,1.185103502740812e-06,3.7202650790442133e-06,3.892148890483894e-06,6.2948496486076295e-09,3.9010248010019814e-08,0.0,0.0,0.0
3.46639,1.3238994794482478e-06,4.090392544298998e-06,4.279849928622444e-06,6.869910911063851e-09,4.281558628648539e-08,0.0,0.0,0.0
3.53306,1.4643858847406665e-06,4.459121627569987e-06,4.666117171571992e-06,7.438359381479748e-09,4.6600028709693843e-08,0.0,0.0,0.0
3.6,1.6048503289204018e-06,4.822487493368764e-06,5.0467934747768575e-06,7.994607534305655e-09,5.0323601892034587e-08,0.0,0.0,0.0
3.66667,1.7412012533938192e-06,5.1706290686320374e-06,5.411543518386539e-06,8.524216450036065e-09,5.3886167494745096e-08,0.0,0.0,0.0
3.73333,1.8721274590381622e-06,5.501040065167138e-06,5.757736635751561e-06,9.024092940098116e-09,5.726309859601734e-08,0.0,0.0,0.0
3.79972,1.994507048408801e-06,5.806709935912018e-06,6.07802273693819e-06,9.484356534203528e-09,6.038376786316831e-08,0.0,0.0,0.0
3.86639,2.106256564771875e-06,6.0833313917560835e-06,6.367883972451503e-06,9.899242737402825e-09,6.32052400517665e-08,0.0,0.0,0.0
3.93333,2.2060280742821913e-06,6.328405011459879e-06,6.624697186682896e-06,1.0265663766593857e-08,6.570297054671526e-08,0.0,0.0,0.0
4.0,2.29211435857597e-06,6.538494710759509e-06,6.844858126766833e-06,1.0579066583368629e-08,6.784278835452213e-08,0.0,0.0,0.0
4.06639,2.3648898386198403e-06,6.715152310146923e-06,7.029990106156768e-06,1.084224675419141e-08,6.96412034770455e-08,0.0,0.0,0.0
4.13306,2.4237736015928378e-06,6.857476246007398e-06,7.179146102707475e-06,1.1054231047592374e-08,7.108959205875407e-08,0.0,0.0,0.0
4.2,2.4687737837646656e-06,6.965887771375465e-06,7.292765845593548e-06,1.1215922793542478e-08,7.219266532579113e-08,0.0,0.0,0.0
4.26667,2.5003660618799184e-06,7.041825562468271e-06,7.372355754908553e-06,1.132962364254874e-08,7.296535108623177e-08,0.0,0.0,0.0
4.33333,2.520042869569247e-06,7.0890663188311075e-06,7.421873101005103e-06,1.1401044462615324e-08,7.3446244765506e-08,0.0,0.0,0.0
4.39972,2.528812749743882e-06,7.110136737561098e-06,7.4439653800927116e-06,1.1433952649300126e-08,7.366113226854733e-08,0.0,0.0,0.0
4.46639,2.528053212416241e-06,7.108384035371272e-06,7.442140125672702e-06,1.1433268881944576e-08,7.364405755144636e-08,0.0,0.0,0.0
4.53333,2.5193109770862933e-06,7.087517056537973e-06,7.420284182853794e-06,1.1404445098380445e-08,7.343271180652746e-08,0.0,0.0,0.0
4.6,2.504254164081911e-06,7.051508503602525e-06,7.382560732804624e-06,1.1353266880160331e-08,7.306742599409495e-08,0.0,0.0,0.0
4.66639,2.4840257909428337e-06,7.003064464476341e-06,7.3318059729663e-06,1.1283708821163896e-08,7.257567395136829e-08,0.0,0.0,0.0
4.73306,2.4603160296134005e-06,6.946201022939714e-06,7.272228411609082e-06,1.120161078123764e-08,7.199821643793493e-08,0.0,0.0,0.0
4.8,2.4345274648797892e-06,6.884256696577807e-06,7.2073265844415095e-06,1.111185140928155e-08,7.136895745697806e-08,0.0,0.0,0.0
4.86667,2.4077239463492623e-06,6.81977052704849e-06,7.1397612260180405e-06,1.1018158374460343e-08,7.071369322156147e-08,0.0,0.0,0.0
4.93333,2.3812066764599552e-06,6.755868560822125e-06,7.07280794769783e-06,1.092511420262895e-08,7.00641999634214e-08,0.0,0.0,0.0
4.99972,2.355470915950163e-06,6.693749702428285e-06,7.007723070483261e-06,1.0834504123361898e-08,6.943268255484534e-08,0.0,0.0,0.0
5.06639,2.331801925467938e-06,6.636531408523326e-06,6.947772969247989e-06,1.0750917184503598e-08,6.885086320531893e-08,0.0,0.0,0.0
5.13333,2.3106434186951423e-06,6.5853098646430645e-06,6.894106152321852e-06,1.0675996823131067e-08,6.832992176626971e-08,0.0,0.0,0.0
5.2,2.301112760561026e-06,6.562215126456074e-06,6.869908967753578e-06,1.0642187932968358e-08,6.809501064418385e-08,0.0,0.0,0.0
5.26639,2.2820878931600466e-06,6.516071909629881e-06,6.821563229775745e-06,1.0574590862742836e-08,6.762560435282468e-08,0.0,0.0,0.0
5.33306,2.2705253495833313e-06,6.4880003618492195e-06,6.7921518691826836e-06,1.0533435367916188e-08,6.734000236548766e-08,0.0,0.0,0.0
5.4,2.26359632182796e-06,6.471168012820485e-06,6.774516177198894e-06,1.0508746882394993e-08,6.716873528686947e-08,0.0,0.0,0.0
5.46667,2.2617754186716095e-06,6.466743326897992e-06,6.769880323965351e-06,1.0502255203032944e-08,6.712371453324866e-08,0.0,0.0,0.0
5.53333,2.2642020666845313e-06,6.472639819866887e-06,6.776058228786933e-06,1.051090574748551e-08,6.718371082369369e-08,0.0,0.0,0.0
5.59972,2.2708247666495055e-06,6.488727551226334e-06,6.792913765353745e-06,1.0534501426701421e-08,6.734740142520061e-08,0.0,0.0,0.0
5.66639,2.281794371257681e-06,6.515359556241218e-06,6.8208168748405176e-06,1.0573546275390115e-08,6.761835744350704e-08,0.0,0.0,0.0
5.73333,2.29684938350951e-06,6.551879548625285e-06,6.859080029428516e-06,1.0627053468664308e-08,6.798987574396403e-08,0.0,0.0,0.0
5.8,2.3153390881357616e-06,6.5966832917901855e-06,6.90602251604842e-06,1.069264005086395e-08,6.844560099232738e-08,0.0,0.0,0.0
5.86639,2.337066871947047e-06,6.649266429140231e-06,6.96111598328992e-06,1.0769531243098763e-08,6.898036742476956e-08,0.0,0.0,0.0
5.93306,2.361412576168854e-06,6.708100008474467e-06,7.0227585480006e-06,1.0855448337573893e-08,6.957858467658357e-08,0.0,0.0,0.0
6.0,2.387391137205181e-06,6.770781356392421e-06,7.088432818480291e-06,1.0946843807247626e-08,7.021578667483761e-08,0.0,0.0,0.0
6.06667,2.4145744433541177e-06,6.836262105759674e-06,7.157040284466671e-06,1.104213965808024e-08,7.088128744110807e-08,0.0,0.0,0.0
6.13333,2.441485317654124e-06,6.900979183108346e-06,7.224847527247688e-06,1.1136109873497662e-08,7.1538851287863e-08,0.0,0.0,0.0
6.19972,2.467312048700881e-06,6.962988503466287e-06,7.2898172810051105e-06,1.1225883242014629e-08,7.216871759430276e-08,0.0,0.0,0.0
6.26639,2.490511680662129e-06,7.018604580082834e-06,7.348087559916691e-06,1.1306073659008773e-08,7.273344486213356e-08,0.0,0.0,0.0
6.33333,2.509624396077219e-06,7.064357323909199e-06,7.396021911787694e-06,1.1371609431427677e-08,7.319780526505174e-08,0.0,0.0,0.0
6.4,2.523096944429996e-06,7.09656088560571e-06,7.429757684073991e-06,1.1417114279319417e-08,7.352437927227154e-08,0.0,0.0,0.0
6.46639,2.5293321946097377e-06,7.111421953010543e-06,7.445319513380415e-06,1.1437048029357729e-08,7.367466264139992e-08,0.0,0.0,0.0
6.53306,2.5266005443341955e-06,7.1048139147945444e-06,7.438382810697441e-06,1.14253739256466e-08,7.360674426595732e-08,0.0,0.0,0.0
6.6,2.513306393441242e-06,7.072895661154142e-06,7.4049223240782575e-06,1.1376463962045472e-08,7.328158613801842e-08,0.0,0.0,0.0
6.66667,2.4879340177889345e-06,7.011958617422227e-06,7.341051784909491e-06,1.1284821722229208e-08,7.266142940517294e-08,0.0,0.0,0.0
6.73333,2.449192145814256e-06,6.918749783105774e-06,7.243362720228254e-06,1.1145569919679111e-08,7.171305270939327e-08,0.0,0.0,0.0
6.79972,2.3959197679031544e-06,6.79021959952061e-06,7.1086602874016264e-06,1.0954043319817208e-08,7.040519043633616e-08,0.0,0.0,0.0
6.86639,2.3279362111842067e-06,6.625556210449e-06,6.936095309349741e-06,1.0708796318739452e-08,6.87291899551475e-08,0.0,0.0,0.0
6.93333,2.2447712545114353e-06,6.423109303291478e-06,6.723940519973932e-06,1.0407010714780543e-08,6.666770692530118e-08,0.0,0.0,0.0
7.0,2.146852103607523e-06,6.183258605464648e-06,6.472596820872237e-06,1.004876897993078e-08,6.422388758263792e-08,0.0,0.0,0.0
7.06639,2.0352176597145297e-06,5.9077516720115235e-06,6.183899214663545e-06,9.636073636136118e-09,6.141465150172145e-08,0.0,0.0,0.0
7.13306,1.9115094403013156e-06,5.5997286249030316e-06,5.861142564203516e-06,9.172913419099816e-09,5.827098393822584e-08,0.0,0.0,0.0
7.2,1.7782560455660167e-06,5.2645137067947885e-06,5.509910694319873e-06,8.666516366742236e-09,5.4846108832894685e-08,0.0,0.0,0.0
7.26667,1.637074905408807e-06,4.905157012606363e-06,5.133404839836056e-06,8.120652794975193e-09,5.116999611461642e-08,0.0,0.0,0.0
7.33333,1.4919279566074927e-06,4.530770271417919e-06,4.741177026011898e-06,7.548337394580524e-09,4.733468683328618e-08,0.0,0.0,0.0
7.39972,1.3449193831744828e-06,4.14592370108181e-06,4.338020459408701e-06,6.955792239093399e-09,4.338593054863199e-08,0.0,0.0,0.0
7.46639,1.1995048935318475e-06,3.7589602827666614e-06,3.932679774881758e-06,6.35519335906261e-09,3.9408404595009895e-08,0.0,0.0,0.0
7.53333,1.0586083589243911e-06,3.3772364634189487e-06,3.5328643089598944e-06,5.757474967965317e-09,3.547707894048447e-08,0.0,0.0,0.0
7.6,9.245452455054617e-07,3.0068939904869474e-06,3.145009083585128e-06,5.17197904012442e-09,3.1654864753557684e-08,0.0,0.0,0.0
7.66639,7.994838902444326e-07,2.6541174503809693e-06,2.775591695902746e-06,4.60844229578079e-09,2.800559572629838e-08,0.0,0.0,0.0
7.73306,6.852325159397372e-07,2.3245793873220432e-06,2.4305507630014623e-06,4.076175425946181e-09,2.458836596174857e-08,0.0,0.0,0.0
7.8,5.82219041954272e-07,2.0203854215171442e-06,2.1120876750619485e-06,3.5790561834122828e-09,2.142576029496876e-08,0.0,0.0,0.0
7.86667,4.914766333291711e-07,1.7457509148055232e-06,1.8246103320705406e-06,3.124695809324885e-09,1.856269751329178e-08,0.0,0.0,0.0
7.93333,4.1249756409431783e-07,1.500544150147008e-06,1.5679738955371306e-06,2.7138041125028614e-09,1.599918151944653e-08,0.0,0.0,0.0
7.99972,3.44917544474001e-07,1.2851508911383178e-06,1.3425739955769036e-06,2.3480640037957952e-09,1.3740776693987698e-08,0.0,0.0,0.0
