Time (hr),SRAM_TID,MCU_TID,LREG_TID,WDOG_TID,MCU_SEL,MCU_SEFI,LREG_SEGR,SRAM_SEL
0.36667,0.0,0.0,0.0,0.0,0.0029400884716236364,2.510490378948571e-05,1.920225718321511e-06,0.0028421601217447634
0.38306,0.0,0.0,0.0,0.0,0.002717005384013871,2.3236985637997698e-05,1.77994963213024e-06,0.0026264791116810127
0.4,0.0,0.0,0.0,0.0,0.0026624310274594443,2.2804032343892722e-05,1.7490654549146e-06,0.002573702717769244
0.41639,0.0,0.0,0.0,0.0,0.0024263540829781993,2.0806919171056926e-05,1.5977335006134297e-06,0.002345467903683396
0.43333,0.0,0.0,0.0,0.0,0.0023437209834161754,2.0121135403061707e-05,1.5467271711200326e-06,0.0022655705567941054
0.45,0.0,0.0,0.0,0.0,0.0021425595821490395,1.8411424608233418e-05,1.4167112681873206e-06,0.002071095290420266
0.46639,0.0,0.0,0.0,0.0,0.0019451888463702938,1.672944027031331e-05,1.2885340903157072e-06,0.0018802880695543145
0.48333,0.0,0.0,0.0,0.0,0.0018464629228619467,1.5893354818108385e-05,1.2253356802549575e-06,0.0017848399438500362
0.49972,0.0,0.0,0.0,0.0,0.0016333775364065772,1.4069366599644972e-05,1.0858258456813985e-06,0.0015788481904572826
0.51667,0.0,0.0,0.0,0.0,0.001537687522942477,1.3255388631838727e-05,1.0241551183787223e-06,0.001486338324995451
0.53306,0.0,0.0,0.0,0.0,0.0013488719494105794,1.1636523274183297e-05,9.002064425001066e-07,0.0013038127556378454
0.55,0.0,0.0,0.0,0.0,0.0012609715653550957,1.0887416452054488e-05,8.434251979050345e-07,0.0012188360159309797
0.56639,0.0,0.0,0.0,0.0,0.001099435821728667,9.5008014689979e-06,7.371108058373821e-07,0.001062685329295987
0.58333,0.0,0.0,0.0,0.0,0.0010219882384359114,8.839690042727888e-06,6.868829025563628e-07,0.0009878161728813506
0.6,0.0,0.0,0.0,0.0,0.0009023472846171332,7.81212791700625e-06,6.079929958380248e-07,0.0008721659525009473
0.61639,0.0,0.0,0.0,0.0,0.0007941718266490927,6.882221702086966e-06,5.364596301626889e-07,0.000767600540865665
0.63333,0.0,0.0,0.0,0.0,0.0007328755832884948,6.357476531104744e-06,4.963123734214037e-07,0.0007083484546288599
0.64972,0.0,0.0,0.0,0.0,0.0006307271126571035,5.477007994580951e-06,4.282036315528259e-07,0.0006096127108680127
0.66667,0.0,0.0,0.0,0.0,0.0005799174809439922,5.041133294692024e-06,3.946522331155222e-07,0.0005604995590499096
0.68306,0.0,0.0,0.0,0.0,0.0004974051795373358,4.328464612401994e-06,3.392646829025736e-07,0.0004807464537600614
0.7,0.0,0.0,0.0,0.0,0.0004551392017112521,3.96500670785116e-06,3.1109324216682666e-07,0.000439893441160244
0.71639,0.0,0.0,0.0,0.0,0.00038943101916599776,3.396278133616093e-06,2.666856974142817e-07,0.00037638438302922683
0.73333,0.0,0.0,0.0,0.0,0.00035520575530467724,3.1012551521270026e-06,2.436586821197295e-07,0.0003433046269502027
0.75,0.0,0.0,0.0,0.0,0.00030796902435303863,2.691838994817175e-06,2.1155591678478913e-07,0.00029764997356618306
0.76639,0.0,0.0,0.0,0.0,0.000266659329493657,2.3333606165021337e-06,1.8338388985128518e-07,0.00025772436242499364
0.78333,0.0,0.0,0.0,0.0,0.00024218047824753342,2.1215542765906648e-06,1.666849357429001e-07,0.00023406612829823814
0.79972,0.0,0.0,0.0,0.0,0.00020584669779932785,1.8052670470725118e-06,1.4174138851519302e-07,0.0001989503873611742
0.81667,0.0,0.0,0.0,0.0,0.00018676513585302867,1.6397542584867253e-06,1.2861517151296908e-07,0.00018050908748734606
0.83306,0.0,0.0,0.0,0.0,0.00015833668988063376,1.3917050278866583e-06,1.090175948403882e-07,0.00015303394567445228
0.85,0.0,0.0,0.0,0.0,0.0001432535826486614,1.2605574135626796e-06,9.859640404119574e-08,0.00013845709742965617
0.86639,0.0,0.0,0.0,0.0,0.00012121613754323413,1.0678598945101925e-06,8.33903525121471e-08,0.00011715852615357125
0.88333,0.0,0.0,0.0,0.0,0.00010923065706935908,9.634188359308737e-07,7.511027899642642e-08,0.00010557520794296504
0.9,0.0,0.0,0.0,0.0,9.364254766930369e-05,8.269362749002696e-07,6.436747179705549e-08,9.050955498179913e-05
0.91639,0.0,0.0,0.0,0.0,8.010535814861885e-05,7.082816142478521e-07,5.505154232476883e-08,7.74259135288835e-05
0.93333,0.0,0.0,0.0,0.0,7.187270897612841e-05,6.363243277851538e-07,4.939681130800011e-08,6.946915008176902e-05
0.94972,0.0,0.0,0.0,0.0,6.0249874719753294e-05,5.341520090684782e-07,4.142507836757403e-08,5.8235354569169395e-05
0.96667,0.0,0.0,0.0,0.0,5.389904118657807e-05,4.785318894473534e-07,3.708852303052623e-08,5.2097097992587216e-05
0.98306,0.0,0.0,0.0,0.0,4.4968019532243275e-05,3.998403286242791e-07,3.098310163984763e-08,4.3464760663414204e-05
1.0,0.0,0.0,0.0,0.0,4.0011151790197985e-05,3.563288391017494e-07,2.7618966225162467e-08,3.867360413511989e-05
1.01639,0.0,0.0,0.0,0.0,3.3265243805313816e-05,2.9674322310491164e-07,2.301914714397668e-08,3.2153127297429585e-05
