Time (s),A,B1,B2,Y,Z
0.0,1.0,0.0,0.0,1.0,1.0
20000.0,0.9999982068042244,0.001339102600882991,0.001339102600882991,1.0,1.0
40000.0,0.999992836818774,0.0026764120059903362,0.0026764120059903362,1.0,1.0
60000.0,0.9999839044127277,0.004011930616595105,0.004011930616595105,1.0,1.0
80000.0,0.9999714239102825,0.005345660830754939,0.005345660830754939,1.0,1.0
100000.0,0.9999554095908855,0.006677605043316048,0.006677605043316048,1.0,1.0
120000.0,0.99993587568936,0.008007765645917875,0.008007765645917875,1.0,1.0
140000.0,0.9999128363960349,0.0093361450269972,0.0093361450269972,1.0,1.0
160000.0,0.9998863058568711,0.010662745571792365,0.010662745571792365,1.0,1.0
180000.0,0.9998562981735903,0.011987569662347706,0.011987569662347706,1.0,1.0
200000.0,0.9998228274038005,0.013310619677517566,0.013310619677517566,1.0,1.0
220000.0,0.9997859075611233,0.014631897992971044,0.014631897992971044,1.0,1.0
240000.0,0.9997455526153203,0.015951406981195904,0.015951406981195904,1.0,1.0
260000.0,0.9997017764924185,0.01726914901150267,0.01726914901150267,1.0,1.0
280000.0,0.9996545930748364,0.0185851264500293,0.0185851264500293,1.0,1.0
300000.0,0.9996040162015087,0.019899341659745384,0.019899341659745384,1.0,1.0
320000.0,0.9995500596680115,0.021211797000455945,0.021211797000455945,1.0,1.0
340000.0,0.9994927372266864,0.022522494828806305,0.022522494828806305,1.0,1.0
360000.0,0.9994320625867653,0.023831437498285646,0.023831437498285646,1.0,1.0
380000.0,0.9993680494144936,0.025138627359232,0.025138627359232,1.0,1.0
400000.0,0.9993007113332543,0.026444066758835594,0.026444066758835594,1.0,1.0
420000.0,0.9992300619236901,0.02774775804114393,0.02774775804114393,1.0,1.0
440000.0,0.9991561147238276,0.029049703547065486,0.029049703547065486,1.0,1.0
460000.0,0.9990788832291986,0.030349905614373673,0.030349905614373673,1.0,1.0
480000.0,0.9989983808929628,0.03164836657771197,0.03164836657771197,1.0,1.0
500000.0,0.9989146211260292,0.03294508876859714,0.03294508876859714,1.0,1.0
520000.0,0.9988276172971783,0.03424007451542377,0.03424007451542377,1.0,1.0
540000.0,0.9987373827331819,0.035533326143468824,0.035533326143468824,1.0,1.0
560000.0,0.9986439307189252,0.036824845974895104,0.036824845974895104,1.0,1.0
580000.0,0.9985472744975267,0.038114636328756,0.038114636328756,1.0,1.0
600000.0,0.9984474272704579,0.03940269952099951,0.03940269952099951,1.0,1.0
620000.0,0.9983444021976635,0.04068903786447209,0.04068903786447209,1.0,1.0
640000.0,0.9982382123976812,0.04197365366892336,0.04197365366892336,1.0,1.0
660000.0,0.99812887094776,0.043256549241009856,0.043256549241009856,1.0,1.0
680000.0,0.9980163908839796,0.04453772688429902,0.04453772688429902,1.0,1.0
700000.0,0.9979007852013683,0.045817188899273775,0.045817188899273775,1.0,1.0
720000.0,0.9977820668540215,0.047094937583336716,0.047094937583336716,1.0,1.0
740000.0,0.9976602487552203,0.04837097523081346,0.04837097523081346,1.0,1.0
760000.0,0.997535343777546,0.049645304132957646,0.049645304132957646,1.0,1.0
780000.0,0.997407364753002,0.05091792657795457,0.05091792657795457,1.0,1.0
800000.0,0.997276324473126,0.05218884485092557,0.05218884485092557,1.0,1.0
820000.0,0.9971422356891092,0.053458061233931604,0.053458061233931604,1.0,1.0
840000.0,0.9970051111119116,0.054725578005978104,0.054725578005978104,1.0,1.0
860000.0,0.996864963412378,0.05599139744301851,0.05599139744301851,1.0,1.0
880000.0,0.9967218052213532,0.057255521817958455,0.057255521817958455,1.0,1.0
900000.0,0.9965756491297981,0.05851795340066014,0.05851795340066014,1.0,1.0
920000.0,0.9964265076889035,0.05977869445794604,0.05977869445794604,1.0,1.0
940000.0,0.9962743934102053,0.061037747253603,0.061037747253603,1.0,1.0
960000.0,0.9961193187656984,0.062295114048386724,0.062295114048386724,1.0,1.0
980000.0,0.9959612961879514,0.0635507971000252,0.0635507971000252,1.0,1.0
1000000.0,0.995800338070219,0.06480479866322342,0.06480479866322342,1.0,1.0
1020000.0,0.9956364567665565,0.06605712098966687,0.06605712098966687,1.0,1.0
1040000.0,0.9954696645919318,0.06730776632802582,0.06730776632802582,1.0,1.0
1060000.0,0.995299973822339,0.06855673692395936,0.06855673692395936,1.0,1.0
1080000.0,0.9951273966949099,0.06980403502011945,0.06980403502011945,1.0,1.0
1100000.0,0.9949519454080267,0.07104966285615488,0.07104966285615488,1.0,1.0
1120000.0,0.9947736321214334,0.07229362266871542,0.07229362266871542,1.0,1.0
1140000.0,0.9945924689563472,0.07353591669145543,0.07353591669145543,1.0,1.0
1160000.0,0.9944084679955701,0.07477654715503868,0.07477654715503868,1.0,1.0
1180000.0,0.9942216412835994,0.07601551628714132,0.07601551628714132,1.0,1.0
1200000.0,0.9940320008267373,0.07725282631245678,0.07725282631245678,1.0,1.0
1220000.0,0.9938395585932032,0.07848847945269921,0.07848847945269921,1.0,1.0
1240000.0,0.9936443265132414,0.0797224779266078,0.0797224779266078,1.0,1.0
1260000.0,0.9934463164792325,0.08095482394995046,0.08095482394995046,1.0,1.0
1280000.0,0.9932455403458011,0.08218551973552801,0.08218551973552801,1.0,1.0
1300000.0,0.993042009929926,0.08341456749317833,0.08341456749317833,1.0,1.0
1320000.0,0.9928357370110482,0.08464196942977975,0.08464196942977975,1.0,1.0
1340000.0,0.9926267333311798,0.08586772774925544,0.08586772774925544,1.0,1.0
1360000.0,0.9924150105950112,0.08709184465257758,0.08709184465257758,1.0,1.0
1380000.0,0.9922005804700204,0.08831432233777059,0.08831432233777059,1.0,1.0
1400000.0,0.9919834545865783,0.08953516299991593,0.08953516299991593,1.0,1.0
1420000.0,0.9917636445380587,0.09075436883115529,0.09075436883115529,1.0,1.0
