Time (s),Time Step (s),Dose Rate (rad/s),Dose (rad),Total Dose (rad),A,B1,B2,Y,Z
10420000.0,20000.0,0.0023,46.0,24012.0,0.14504861742810338,0.04850980567087293,0.04850980567087293,0.14504861742810338,0.14504861742810338
10440000.0,20000.0,0.0023,46.0,24058.0,0.14102205398314438,0.04720476820892794,0.04720476820892794,0.14102205398314438,0.14102205398314438
10460000.0,20000.0,0.0023,46.0,24104.0,0.13707491315576747,0.04592387411338816,0.04592387411338816,0.13707491315576747,0.13707491315576747
10480000.0,20000.0,0.0023,46.0,24150.0,0.13320688494350486,0.0446670975852026,0.0446670975852026,0.13320688494350486,0.13320688494350486
10500000.0,20000.0,0.0023,46.0,24196.0,0.12941760775644795,0.04343439480587952,0.04343439480587952,0.12941760775644795,0.12941760775644795
10520000.0,20000.0,0.0023,46.0,24242.0,0.12570667027184668,0.0422257044887282,0.0422257044887282,0.12570667027184668,0.12570667027184668
10540000.0,20000.0,0.0023,46.0,24288.0,0.12207361330712119,0.04104094844001571,0.04104094844001571,0.12207361330712119,0.12207361330712119
10560000.0,20000.0,0.0023,46.0,24334.0,0.11851793170705094,0.03988003212862523,0.03988003212862523,0.11851793170705094,0.11851793170705094
10580000.0,20000.0,0.0023,46.0,24380.0,0.11503907624108889,0.038742845262850545,0.038742845262850545,0.11503907624108889,0.11503907624108889
10600000.0,20000.0,0.0023,46.0,24426.0,0.11163645550681944,0.0376292623729757,0.0376292623729757,0.11163645550681944,0.11163645550681944
10620000.0,20000.0,0.0023,46.0,24472.0,0.10830943783574654,0.03653914339834219,0.03653914339834219,0.10830943783574642,0.10830943783574654
10640000.0,20000.0,0.0023,46.0,24518.0,0.1050573531977228,0.03547233427762653,0.03547233427762653,0.1050573531977228,0.1050573531977228
10660000.0,20000.0,0.0023,46.0,24564.0,0.10187949510048877,0.03442866754111118,0.03442866754111118,0.10187949510048877,0.10187949510048877
10680000.0,20000.0,0.0023,46.0,24610.0,0.09877512248090092,0.03340796290375114,0.03340796290375114,0.09877512248090103,0.09877512248090103
10700000.0,20000.0,0.0023,46.0,24656.0,0.09574346158465963,0.03241002785791247,0.03241002785791247,0.09574346158465963,0.09574346158465963
10720000.0,20000.0,0.0023,46.0,24702.0,0.09278370783137024,0.03143465826466152,0.03143465826466152,0.09278370783137024,0.09278370783137024
10740000.0,20000.0,0.0023,46.0,24748.0,0.08989502766207069,0.030481638942572498,0.030481638942572498,0.08989502766207058,0.08989502766207069
10760000.0,20000.0,0.0023,46.0,24794.0,0.08707656036638667,0.02955074425303328,0.02955074425303328,0.08707656036638656,0.08707656036638667
10780000.0,20000.0,0.0023,46.0,24840.0,0.08432741988673598,0.028641738681105866,0.028641738681105866,0.08432741988673587,0.08432741988673598
10800000.0,20000.0,0.0023,46.0,24886.0,0.08164669659705281,0.027754377411007503,0.027754377411007503,0.0816466965970527,0.08164669659705281
10820000.0,20000.0,0.0023,46.0,24932.0,0.07903345905379167,0.026888406895379635,0.026888406895379635,0.07903345905379167,0.07903345905379167
10840000.0,20000.0,0.0023,46.0,24978.0,0.07648675571697205,0.026043565417499637,0.026043565417499637,0.07648675571697205,0.07648675571697205
10860000.0,20000.0,0.0023,46.0,25024.0,0.07400561663932337,0.025219583645692878,0.025219583645692878,0.07400561663932337,0.07400561663932337
10880000.0,20000.0,0.0023,46.0,25070.0,0.07158905512162639,0.024416185179207406,0.024416185179207406,0.07158905512162639,0.07158905512162639
10900000.0,20000.0,0.0023,46.0,25116.0,0.0692360693325984,0.023633087084901083,0.023633087084901083,0.0692360693325984,0.0692360693325984
10920000.0,20000.0,0.0023,46.0,25162.0,0.06694564389170221,0.022870000424093484,0.022870000424093484,0.06694564389170221,0.06694564389170221
10940000.0,20000.0,0.0023,46.0,25208.0,0.06471675141354571,0.022126630769034983,0.022126630769034983,0.06471675141354571,0.06471675141354571
10960000.0,20000.0,0.0023,46.0,25254.0,0.0625483540125431,0.021402678708439038,0.021402678708439038,0.0625483540125431,0.0625483540125431
10980000.0,20000.0,0.0023,46.0,25300.0,0.06043940476674148,0.020697840341609486,0.020697840341609486,0.06043940476674137,0.06043940476674148
11000000.0,20000.0,0.0023,46.0,25346.0,0.05838884913982001,0.020011807760719535,0.020011807760719535,0.05838884913982001,0.05838884913982001
11020000.0,20000.0,0.0023,46.0,25392.0,0.05639562636039286,0.019344269520845447,0.019344269520845447,0.05639562636039286,0.05639562636039286
11040000.0,20000.0,0.0023,46.0,25438.0,0.0544586707578969,0.018694911097410283,0.018694911097410283,0.0544586707578969,0.0544586707578969
11060000.0,20000.0,0.0023,46.0,25484.0,0.05257691305445822,0.0180634153307222,0.0180634153307222,0.05257691305445811,0.05257691305445822
11080000.0,20000.0,0.0023,46.0,25530.0,0.050749281612244124,0.017449462857343057,0.017449462857343057,0.050749281612244124,0.050749281612244124
11100000.0,20000.0,0.0023,46.0,25576.0,0.048974703635944694,0.016852732528057635,0.016852732528057635,0.048974703635944694,0.048974703635944694
11120000.0,20000.0,0.0023,46.0,25622.0,0.04725210633011101,0.016272901812251717,0.016272901812251717,0.04725210633011101,0.04725210633011101
11140000.0,20000.0,0.0023,46.0,25668.0,0.04558041801121804,0.015709647188546838,0.015709647188546838,0.04558041801121804,0.04558041801121804
11160000.0,20000.0,0.0023,46.0,25714.0,0.04395856917438845,0.015162644521578672,0.015162644521578672,0.04395856917438845,0.04395856917438845
11180000.0,20000.0,0.0023,46.0,25760.0,0.042385493514836003,0.014631569424829238,0.014631569424829238,0.042385493514836003,0.042385493514836003
11200000.0,20000.0,0.0023,46.0,25806.0,0.04086012890417212,0.014116097609469525,0.014116097609469525,0.04086012890417212,0.04086012890417212
11220000.0,20000.0,0.0023,46.0,25852.0,0.03938141832179598,0.013615905219190094,0.013615905219190094,0.03938141832179598,0.03938141832179598
11240000.0,20000.0,0.0023,46.0,25898.0,0.03794831074168903,0.013130669151033114,0.013130669151033114,0.03794831074168903,0.03794831074168903
11260000.0,20000.0,0.0023,46.0,25944.0,0.03655976197501343,0.012660067362270322,0.012660067362270322,0.03655976197501343,0.03655976197501343
11280000.0,20000.0,0.0023,46.0,25990.0,0.03521473546896392,0.012203779163386885,0.012203779163386885,0.03521473546896392,0.03521473546896392
11300000.0,20000.0,0.0023,46.0,26036.0,0.0339122030624176,0.011761485497272073,0.011761485497272073,0.0339122030624176,0.0339122030624176
11320000.0,20000.0,0.0023,46.0,26082.0,0.03265114569899097,0.011332869204734641,0.011332869204734641,0.03265114569899097,0.03265114569899097
11340000.0,20000.0,0.0023,46.0,26128.0,0.03143055409813433,0.010917615276472392,0.010917615276472392,0.03143055409813433,0.03143055409813433
11360000.0,20000.0,0.0023,46.0,26174.0,0.030249429385014293,0.01051541109167875,0.01051541109167875,0.03024942938501418,0.030249429385014293
11380000.0,20000.0,0.0023,46.0,26220.0,0.02910678367992403,0.010125946643448236,0.010125946643448236,0.02910678367992403,0.02910678367992403
11400000.0,20000.0,0.0023,46.0,26266.0,0.02800164064803745,0.009748914751191107,0.009748914751191107,0.02800164064803745,0.02800164064803745
11420000.0,20000.0,0.0023,46.0,26312.0,0.026933036010371336,0.009384011260276881,0.009384011260276881,0.026933036010371225,0.026933036010371336
11440000.0,20000.0,0.0023,46.0,26358.0,0.025900018016841053,0.009030935229134451,0.009030935229134451,0.025900018016841053,0.025900018016841053
11460000.0,20000.0,0.0023,46.0,26404.0,0.02490164788232818,0.008689389104058254,0.008689389104058254,0.02490164788232818,0.02490164788232818
11480000.0,20000.0,0.0023,46.0,26450.0,0.023937000186731727,0.008359078881984838,0.008359078881984838,0.023937000186731727,0.023937000186731727
11500000.0,20000.0,0.0023,46.0,26496.0,0.02300516323997681,0.008039714261510844,0.008039714261510844,0.02300516323997681,0.02300516323997681
11520000.0,20000.0,0.0023,46.0,26542.0,0.022105239412979927,0.007731008782431825,0.007731008782431825,0.022105239412979816,0.022105239412979927
