Time (s),Time Step (s),Dose Rate (rad/s),Dose (rad),Total Dose (rad),A,B,C,X,Z
0.0,20000.0,0.0023,46.0,46.0,0.0,0.0,0.0,0.0,0.0
20000.0,20000.0,0.0023,46.0,92.0,0.0,0.001339102600882991,0.0,0.0,0.0
40000.0,20000.0,0.0023,46.0,138.0,0.0,0.0026764120059903362,0.0,0.0,0.0
60000.0,20000.0,0.0023,46.0,184.0,0.0,0.004011930616595105,0.0,0.0,0.0
80000.0,20000.0,0.0023,46.0,230.0,0.0,0.005345660830754939,0.0,0.0,0.0
100000.0,20000.0,0.0023,46.0,276.0,0.0,0.006677605043316048,0.0,0.0,0.0
120000.0,20000.0,0.0023,46.0,322.0,0.0,0.008007765645917875,0.0,0.0,0.0
140000.0,20000.0,0.0023,46.0,368.0,0.0,0.0093361450269972,0.0,0.0,0.0
160000.0,20000.0,0.0023,46.0,414.0,0.0,0.010662745571792365,0.0,0.0,0.0
180000.0,20000.0,0.0023,46.0,460.0,0.0,0.011987569662347708,0.0,0.0,0.0
200000.0,20000.0,0.0023,46.0,506.0,0.0,0.013310619677517566,0.0,0.0,0.0
220000.0,20000.0,0.0023,46.0,552.0,0.0,0.014631897992971044,0.0,0.0,0.0
240000.0,20000.0,0.0023,46.0,598.0,0.0,0.015951406981195904,0.0,0.0,0.0
260000.0,20000.0,0.0023,46.0,644.0,0.0,0.01726914901150267,0.0,0.0,0.0
280000.0,20000.0,0.0023,46.0,690.0,0.0,0.0185851264500293,0.0,0.0,0.0
300000.0,20000.0,0.0023,46.0,736.0,0.0,0.019899341659745384,0.0,0.0,0.0
320000.0,20000.0,0.0023,46.0,782.0,0.0,0.021211797000455945,0.0,0.0,0.0
340000.0,20000.0,0.0023,46.0,828.0,0.0,0.022522494828806305,0.0,0.0,0.0
360000.0,20000.0,0.0023,46.0,874.0,0.0,0.023831437498285646,0.0,0.0,0.0
380000.0,20000.0,0.0023,46.0,920.0,0.0,0.025138627359232002,0.0,0.0,0.0
400000.0,20000.0,0.0023,46.0,966.0,0.0,0.026444066758835594,0.0,0.0,0.0
420000.0,20000.0,0.0023,46.0,1012.0,0.0,0.027747758041143933,0.0,0.0,0.0
440000.0,20000.0,0.0023,46.0,1058.0,0.0,0.029049703547065486,0.0,0.0,0.0
460000.0,20000.0,0.0023,46.0,1104.0,0.0,0.030349905614373673,0.0,0.0,0.0
480000.0,20000.0,0.0023,46.0,1150.0,0.0,0.03164836657771197,0.0,0.0,0.0
500000.0,20000.0,0.0023,46.0,1196.0,0.0,0.03294508876859714,0.0,0.0,0.0
520000.0,20000.0,0.0023,46.0,1242.0,0.0,0.03424007451542377,0.0,0.0,0.0
540000.0,20000.0,0.0023,46.0,1288.0,0.0,0.035533326143468824,0.0,0.0,0.0
560000.0,20000.0,0.0023,46.0,1334.0,0.0,0.036824845974895104,0.0,0.0,0.0
580000.0,20000.0,0.0023,46.0,1380.0,0.0,0.038114636328756,0.0,0.0,0.0
600000.0,20000.0,0.0023,46.0,1426.0,0.0,0.03940269952099951,0.0,0.0,0.0
620000.0,20000.0,0.0023,46.0,1472.0,0.0,0.04068903786447209,0.0,0.0,0.0
640000.0,20000.0,0.0023,46.0,1518.0,0.0,0.04197365366892336,0.0,0.0,0.0
660000.0,20000.0,0.0023,46.0,1564.0,0.0,0.043256549241009856,0.0,0.0,0.0
680000.0,20000.0,0.0023,46.0,1610.0,0.0,0.04453772688429902,0.0,0.0,0.0
700000.0,20000.0,0.0023,46.0,1656.0,0.0,0.045817188899273775,0.0,0.0,0.0
720000.0,20000.0,0.0023,46.0,1702.0,0.0,0.047094937583336716,0.0,0.0,0.0
740000.0,20000.0,0.0023,46.0,1748.0,0.0,0.04837097523081346,0.0,0.0,0.0
760000.0,20000.0,0.0023,46.0,1794.0,0.0,0.049645304132957646,0.0,0.0,0.0
780000.0,20000.0,0.0023,46.0,1840.0,0.0,0.050917926577954575,0.0,0.0,0.0
800000.0,20000.0,0.0023,46.0,1886.0,0.0,0.052188844850925564,0.0,0.0,0.0
820000.0,20000.0,0.0023,46.0,1932.0,0.0,0.0534580612339316,0.0,0.0,0.0
840000.0,20000.0,0.0023,46.0,1978.0,0.0,0.054725578005978104,0.0,0.0,0.0
860000.0,20000.0,0.0023,46.0,2024.0,0.0,0.05599139744301851,0.0,0.0,0.0
880000.0,20000.0,0.0023,46.0,2070.0,0.0,0.057255521817958455,0.0,0.0,0.0
900000.0,20000.0,0.0023,46.0,2116.0,0.0,0.05851795340066013,0.0,0.0,0.0
920000.0,20000.0,0.0023,46.0,2162.0,0.0,0.059778694457946036,0.0,0.0,0.0
940000.0,20000.0,0.0023,46.0,2208.0,0.0,0.061037747253603,0.0,0.0,0.0
960000.0,20000.0,0.0023,46.0,2254.0,0.0,0.062295114048386724,0.0,0.0,0.0
980000.0,20000.0,0.0023,46.0,2300.0,0.0,0.0635507971000252,0.0,0.0,0.0
1000000.0,20000.0,0.0023,46.0,2346.0,0.0,0.06480479866322342,0.0,0.0,0.0
1020000.0,20000.0,0.0023,46.0,2392.0,0.0,0.06605712098966687,0.0,0.0,0.0
1040000.0,20000.0,0.0023,46.0,2438.0,0.0,0.06730776632802582,0.0,0.0,0.0
1060000.0,20000.0,0.0023,46.0,2484.0,0.0,0.06855673692395936,0.0,0.0,0.0
1080000.0,20000.0,0.0023,46.0,2530.0,0.0,0.06980403502011945,0.0,0.0,0.0
1100000.0,20000.0,0.0023,46.0,2576.0,0.0,0.07104966285615488,0.0,0.0,0.0
1120000.0,20000.0,0.0023,46.0,2622.0,0.0,0.07229362266871542,0.0,0.0,0.0
1140000.0,20000.0,0.0023,46.0,2668.0,0.0,0.07353591669145543,0.0,0.0,0.0
1160000.0,20000.0,0.0023,46.0,2714.0,0.0,0.07477654715503868,0.0,0.0,0.0
1180000.0,20000.0,0.0023,46.0,2760.0,0.0,0.07601551628714132,0.0,0.0,0.0
1200000.0,20000.0,0.0023,46.0,2806.0,0.0,0.07725282631245678,0.0,0.0,0.0
1220000.0,20000.0,0.0023,46.0,2852.0,0.0,0.07848847945269921,0.0,0.0,0.0
1240000.0,20000.0,0.0023,46.0,2898.0,0.0,0.0797224779266078,0.0,0.0,0.0
1260000.0,20000.0,0.0023,46.0,2944.0,0.0,0.08095482394995046,0.0,0.0,0.0
1280000.0,20000.0,0.0023,46.0,2990.0,0.0,0.08218551973552801,0.0,0.0,0.0
1300000.0,20000.0,0.0023,46.0,3036.0,0.0,0.08341456749317833,0.0,0.0,0.0
1320000.0,20000.0,0.0023,46.0,3082.0,0.0,0.08464196942977975,0.0,0.0,0.0
1340000.0,20000.0,0.0023,46.0,3128.0,0.0,0.08586772774925544,0.0,0.0,0.0
1360000.0,20000.0,0.0023,46.0,3174.0,0.0,0.08709184465257758,0.0,0.0,0.0
1380000.0,20000.0,0.0023,46.0,3220.0,0.0,0.08831432233777059,0.0,0.0,0.0
1400000.0,20000.0,0.0023,46.0,3266.0,0.0,0.08953516299991593,0.0,0.0,0.0
1420000.0,20000.0,0.0023,46.0,3312.0,0.0,0.09075436883115529,0.0,0.0,0.0
1440000.0,20000.0,0.0023,46.0,3358.0,0.0,0.09197194202069503,0.0,0.0,0.0
1460000.0,20000.0,0.0023,46.0,3404.0,0.0,0.09318788475480988,0.0,0.0,0.0
1480000.0,20000.0,0.0023,46.0,3450.0,0.0,0.0944021992168469,0.0,0.0,0.0
1500000.0,20000.0,0.0023,46.0,3496.0,0.0,0.09561488758722958,0.0,0.0,0.0
1520000.0,20000.0,0.0023,46.0,3542.0,0.0,0.09682595204346145,0.0,0.0,0.0
1540000.0,20000.0,0.0023,46.0,3588.0,0.0,0.09803539476013001,0.0,0.0,0.0
1560000.0,20000.0,0.0023,46.0,3634.0,0.0,0.09924321790891122,0.0,0.0,0.0
1580000.0,20000.0,0.0023,46.0,3680.0,0.0,0.10044942365857246,0.0,0.0,0.0
1600000.0,20000.0,0.0023,46.0,3726.0,0.0,0.10165401417497699,0.0,0.0,0.0
1620000.0,20000.0,0.0023,46.0,3772.0,0.0,0.10285699162108819,0.0,0.0,0.0
1640000.0,20000.0,0.0023,46.0,3818.0,0.0,0.1040583581569724,0.0,0.0,0.0
1660000.0,20000.0,0.0023,46.0,3864.0,0.0,0.10525811593980383,0.0,0.0,0.0
1680000.0,20000.0,0.0023,46.0,3910.0,0.0,0.1064562671238678,0.0,0.0,0.0
1700000.0,20000.0,0.0023,46.0,3956.0,0.0,0.10765281386056491,0.0,0.0,0.0
1720000.0,20000.0,0.0023,46.0,4002.0,0.0,0.10884775829841487,0.0,0.0,0.0
1740000.0,20000.0,0.0023,46.0,4048.0,0.0,0.11004110258306021,0.0,0.0,0.0
1760000.0,20000.0,0.0023,46.0,4094.0,0.0,0.11123284885727025,0.0,0.0,0.0
1780000.0,20000.0,0.0023,46.0,4140.0,0.0,0.1124229992609449,0.0,0.0,0.0
1800000.0,20000.0,0.0023,46.0,4186.0,0.0,0.11361155593111849,0.0,0.0,0.0
1820000.0,20000.0,0.0023,46.0,4232.0,0.0,0.11479852100196386,0.0,0.0,0.0
1840000.0,20000.0,0.0023,46.0,4278.0,0.0,0.11598389660479558,0.0,0.0,0.0
1860000.0,20000.0,0.0023,46.0,4324.0,0.0,0.1171676848680746,0.0,0.0,0.0
1880000.0,20000.0,0.0023,46.0,4370.0,0.0,0.1183498879174113,0.0,0.0,0.0
1900000.0,20000.0,0.0023,46.0,4416.0,0.0,0.11953050787556996,0.0,0.0,0.0
1920000.0,20000.0,0.0023,46.0,4462.0,0.0,0.12070954686247193,0.0,0.0,0.0
1940000.0,20000.0,0.0023,46.0,4508.0,0.0,0.12188700699520005,0.0,0.0,0.0
1960000.0,20000.0,0.0023,46.0,4554.0,0.0,0.12306289038800189,0.0,0.0,0.0
1980000.0,20000.0,0.0023,46.0,4600.0,0.0,0.12423719915229414,0.0,0.0,0.0
2000000.0,20000.0,0.0023,46.0,4646.0,0.0,0.125409935396666,0.0,0.0,0.0
2020000.0,20000.0,0.0023,46.0,4692.0,0.0,0.1265811012268827,0.0,0.0,0.0
2040000.0,20000.0,0.0023,46.0,4738.0,0.0,0.12775069874589018,0.0,0.0,0.0
2060000.0,20000.0,0.0023,46.0,4784.0,0.0,0.12891873005381804,0.0,0.0,0.0
2080000.0,20000.0,0.0023,46.0,4830.0,0.0,0.1300851972479834,0.0,0.0,0.0
2100000.0,20000.0,0.0023,46.0,4876.0,0.0,0.13125010242289525,0.0,0.0,0.0
2120000.0,20000.0,0.0023,46.0,4922.0,0.0,0.13241344767025764,0.0,0.0,0.0
2140000.0,20000.0,0.0023,46.0,4968.0,0.0,0.1335752350789735,0.0,0.0,0.0
2160000.0,20000.0,0.0023,46.0,5014.0,0.0,0.1347354667351488,0.0,0.0,0.0
2180000.0,20000.0,0.0023,46.0,5060.0,0.0,0.1358941447220956,0.0,0.0,0.0
2200000.0,20000.0,0.0023,46.0,5106.0,0.0,0.13705127112033644,0.0,0.0,0.0
2220000.0,20000.0,0.0023,46.0,5152.0,0.0,0.13820684800760796,0.0,0.0,0.0
