Time (s),Altitude (km),L-shell,Dose Rate (rad/s),Total Dose (rad)
11060000.0,35786.0,6.75,0.0023,25484.0
11080000.0,35786.0,6.75,0.0023,25530.0
11100000.0,35786.0,6.75,0.0023,25576.0
11120000.0,35786.0,6.75,0.0023,25622.0
11140000.0,35786.0,6.75,0.0023,25668.0
11160000.0,35786.0,6.75,0.0023,25714.0
11180000.0,35786.0,6.75,0.0023,25760.0
11200000.0,35786.0,6.75,0.0023,25806.0
11220000.0,35786.0,6.75,0.0023,25852.0
11240000.0,35786.0,6.75,0.0023,25898.0
11260000.0,35786.0,6.75,0.0023,25944.0
11280000.0,35786.0,6.75,0.0023,25990.0
11300000.0,35786.0,6.75,0.0023,26036.0
11320000.0,35786.0,6.75,0.0023,26082.0
11340000.0,35786.0,6.75,0.0023,26128.0
11360000.0,35786.0,6.75,0.0023,26174.0
11380000.0,35786.0,6.75,0.0023,26220.0
11400000.0,35786.0,6.75,0.0023,26266.0
11420000.0,35786.0,6.75,0.0023,26312.0
11440000.0,35786.0,6.75,0.0023,26358.0
11460000.0,35786.0,6.75,0.0023,26404.0
11480000.0,35786.0,6.75,0.0023,26450.0
11500000.0,35786.0,6.75,0.0023,26496.0
11520000.0,35786.0,6.75,0.0023,26542.0
11540000.0,35786.0,6.75,0.0023,26588.0
11560000.0,35786.0,6.75,0.0023,26634.0
11580000.0,35786.0,6.75,0.0023,26680.0
11600000.0,35786.0,6.75,0.0023,26726.0
11620000.0,35786.0,6.75,0.0023,26772.0
11640000.0,35786.0,6.75,0.0023,26818.0
11660000.0,35786.0,6.75,0.0023,26864.0
11680000.0,35786.0,6.75,0.0023,26910.0
11700000.0,35786.0,6.75,0.0023,26956.0
11720000.0,35786.0,6.75,0.0023,27002.0
11740000.0,35786.0,6.75,0.0023,27048.0
11760000.0,35786.0,6.75,0.0023,27094.0
11780000.0,35786.0,6.75,0.0023,27140.0
11800000.0,35786.0,6.75,0.0023,27186.0
11820000.0,35786.0,6.75,0.0023,27232.0
11840000.0,35786.0,6.75,0.0023,27278.0
11860000.0,35786.0,6.75,0.0023,27324.0
11880000.0,35786.0,6.75,0.0023,27370.0
11900000.0,35786.0,6.75,0.0023,27416.0
11920000.0,35786.0,6.75,0.0023,27462.0
11940000.0,35786.0,6.75,0.0023,27508.0
11960000.0,35786.0,6.75,0.0023,27554.0
11980000.0,35786.0,6.75,0.0023,27600.0
12000000.0,35786.0,6.75,0.0023,27646.0
12020000.0,35786.0,6.75,0.0023,27692.0
12040000.0,35786.0,6.75,0.0023,27738.0
12060000.0,35786.0,6.75,0.0023,27784.0
12080000.0,35786.0,6.75,0.0023,27830.0
12100000.0,35786.0,6.75,0.0023,27876.0
12120000.0,35786.0,6.75,0.0023,27922.0
12140000.0,35786.0,6.75,0.0023,27968.0
12160000.0,35786.0,6.75,0.0023,28014.0
12180000.0,35786.0,6.75,0.0023,28060.0
12200000.0,35786.0,6.75,0.0023,28106.0
12220000.0,35786.0,6.75,0.0023,28152.0
12240000.0,35786.0,6.75,0.0023,28198.0
12260000.0,35786.0,6.75,0.0023,28244.0
12280000.0,35786.0,6.75,0.0023,28290.0
12300000.0,35786.0,6.75,0.0023,28336.0
12320000.0,35786.0,6.75,0.0023,28382.0
12340000.0,35786.0,6.75,0.0023,28428.0
12360000.0,35786.0,6.75,0.0023,28474.0
12380000.0,35786.0,6.75,0.0023,28520.0
12400000.0,35786.0,6.75,0.0023,28566.0
12420000.0,35786.0,6.75,0.0023,28612.0
12440000.0,35786.0,6.75,0.0023,28658.0
12460000.0,35786.0,6.75,0.0023,28704.0
12480000.0,35786.0,6.75,0.0023,28750.0
12500000.0,35786.0,6.75,0.0023,28796.0
12520000.0,35786.0,6.75,0.0023,28842.0
12540000.0,35786.0,6.75,0.0023,28888.0
12560000.0,35786.0,6.75,0.0023,28934.0
12580000.0,35786.0,6.75,0.0023,28980.0
12600000.0,35786.0,6.75,0.0023,29026.0
12620000.0,35786.0,6.75,0.0023,29072.0
12640000.0,35786.0,6.75,0.0023,29118.0
12660000.0,35786.0,6.75,0.0023,29164.0
12680000.0,35786.0,6.75,0.0023,29210.0
12700000.0,35786.0,6.75,0.0023,29256.0
12720000.0,35786.0,6.75,0.0023,29302.0
12740000.0,35786.0,6.75,0.0023,29348.0
12760000.0,35786.0,6.75,0.0023,29394.0
12780000.0,35786.0,6.75,0.0023,29440.0
12800000.0,35786.0,6.75,0.0023,29486.0
12820000.0,35786.0,6.75,0.0023,29532.0
12840000.0,35786.0,6.75,0.0023,29578.0
12860000.0,35786.0,6.75,0.0023,29624.0
12880000.0,35786.0,6.75,0.0023,29670.0
12900000.0,35786.0,6.75,0.0023,29716.0
12920000.0,35786.0,6.75,0.0023,29762.0
12940000.0,35786.0,6.75,0.0023,29808.0
12960000.0,35786.0,6.75,0.0023,29854.0
12980000.0,35786.0,6.75,0.0023,29900.0
13000000.0,35786.0,6.75,0.0023,29946.0
13020000.0,35786.0,6.75,0.0023,29992.0
13040000.0,35786.0,6.75,0.0023,30038.0
13060000.0,35786.0,6.75,0.0023,30084.0
13080000.0,35786.0,6.75,0.0023,30130.0
13100000.0,35786.0,6.75,0.0023,30176.0
13120000.0,35786.0,6.75,0.0023,30222.0
13140000.0,35786.0,6.75,0.0023,30268.0
13160000.0,35786.0,6.75,0.0023,30314.0
13180000.0,35786.0,6.75,0.0023,30360.0
13200000.0,35786.0,6.75,0.0023,30406.0
13220000.0,35786.0,6.75,0.0023,30452.0
13240000.0,35786.0,6.75,0.0023,30498.0
13260000.0,35786.0,6.75,0.0023,30544.0
13280000.0,35786.0,6.75,0.0023,30590.0
13300000.0,35786.0,6.75,0.0023,30636.0
13320000.0,35786.0,6.75,0.0023,30682.0
13340000.0,35786.0,6.75,0.0023,30728.0
13360000.0,35786.0,6.75,0.0023,30774.0
13380000.0,35786.0,6.75,0.0023,30820.0
13400000.0,35786.0,6.75,0.0023,30866.0
13420000.0,35786.0,6.75,0.0023,30912.0
13440000.0,35786.0,6.75,0.0023,30958.0
13460000.0,35786.0,6.75,0.0023,31004.0
13480000.0,35786.0,6.75,0.0023,31050.0
13500000.0,35786.0,6.75,0.0023,31096.0
13520000.0,35786.0,6.75,0.0023,31142.0
13540000.0,35786.0,6.75,0.0023,31188.0
13560000.0,35786.0,6.75,0.0023,31234.0
13580000.0,35786.0,6.75,0.0023,31280.0
13600000.0,35786.0,6.75,0.0023,31326.0
13620000.0,35786.0,6.75,0.0023,31372.0
13640000.0,35786.0,6.75,0.0023,31418.0
13660000.0,35786.0,6.75,0.0023,31464.0
13680000.0,35786.0,6.75,0.0023,31510.0
13700000.0,35786.0,6.75,0.0023,31556.0
13720000.0,35786.0,6.75,0.0023,31602.0
13740000.0,35786.0,6.75,0.0023,31648.0
13760000.0,35786.0,6.75,0.0023,31694.0
13780000.0,35786.0,6.75,0.0023,31740.0
13800000.0,35786.0,6.75,0.0023,31786.0
13820000.0,35786.0,6.75,0.0023,31832.0
13840000.0,35786.0,6.75,0.0023,31878.0
13860000.0,35786.0,6.75,0.0023,31924.0
13880000.0,35786.0,6.75,0.0023,31970.0
13900000.0,35786.0,6.75,0.0023,32016.0
13920000.0,35786.0,6.75,0.0023,32062.0
13940000.0,35786.0,6.75,0.0023,32108.0
13960000.0,35786.0,6.75,0.0023,32154.0
13980000.0,35786.0,6.75,0.0023,32200.0
14000000.0,35786.0,6.75,0.0023,32246.0
14020000.0,35786.0,6.75,0.0023,32292.0
14040000.0,35786.0,6.75,0.0023,32338.0
14060000.0,35786.0,6.75,0.0023,32384.0
14080000.0,35786.0,6.75,0.0023,32430.0
14100000.0,35786.0,6.75,0.0023,32476.0
14120000.0,35786.0,6.75,0.0023,32522.0
14140000.0,35786.0,6.75,0.0023,32568.0
14160000.0,35786.0,6.75,0.0023,32614.0
14180000.0,35786.0,6.75,0.0023,32660.0
14200000.0,35786.0,6.75,0.0023,32706.0
14220000.0,35786.0,6.75,0.0023,32752.0
14240000.0,35786.0,6.75,0.0023,32798.0
14260000.0,35786.0,6.75,0.0023,32844.0
14280000.0,35786.0,6.75,0.0023,32890.0
14300000.0,35786.0,6.75,0.0023,32936.0
14320000.0,35786.0,6.75,0.0023,32982.0
14340000.0,35786.0,6.75,0.0023,33028.0
14360000.0,35786.0,6.75,0.0023,33074.0
14380000.0,35786.0,6.75,0.0023,33120.0
14400000.0,35786.0,6.75,0.0023,33166.0
14420000.0,35786.0,6.75,0.0023,33212.0
14440000.0,35786.0,6.75,0.0023,33258.0
14460000.0,35786.0,6.75,0.0023,33304.0
14480000.0,35786.0,6.75,0.0023,33350.0
14500000.0,35786.0,6.75,0.0023,33396.0
14520000.0,35786.0,6.75,0.0023,33442.0
14540000.0,35786.0,6.75,0.0023,33488.0
14560000.0,35786.0,6.75,0.0023,33534.0
14580000.0,35786.0,6.75,0.0023,33580.0
14600000.0,35786.0,6.75,0.0023,33626.0
14620000.0,35786.0,6.75,0.0023,33672.0
14640000.0,35786.0,6.75,0.0023,33718.0
14660000.0,35786.0,6.75,0.0023,33764.0
14680000.0,35786.0,6.75,0.0023,33810.0
14700000.0,35786.0,6.75,0.0023,33856.0
14720000.0,35786.0,6.75,0.0023,33902.0
14740000.0,35786.0,6.75,0.0023,33948.0
14760000.0,35786.0,6.75,0.0023,33994.0
14780000.0,35786.0,6.75,0.0023,34040.0
14800000.0,35786.0,6.75,0.0023,34086.0
14820000.0,35786.0,6.75,0.0023,34132.0
14840000.0,35786.0,6.75,0.0023,34178.0
14860000.0,35786.0,6.75,0.0023,34224.0
14880000.0,35786.0,6.75,0.0023,34270.0
14900000.0,35786.0,6.75,0.0023,34316.0
14920000.0,35786.0,6.75,0.0023,34362.0
14940000.0,35786.0,6.75,0.0023,34408.0
14960000.0,35786.0,6.75,0.0023,34454.0
14980000.0,35786.0,6.75,0.0023,34500.0
15000000.0,35786.0,6.75,0.0023,34546.0
15020000.0,35786.0,6.75,0.0023,34592.0
15040000.0,35786.0,6.75,0.0023,34638.0
15060000.0,35786.0,6.75,0.0023,34684.0
15080000.0,35786.0,6.75,0.0023,34730.0
15100000.0,35786.0,6.75,0.0023,34776.0
15120000.0,35786.0,6.75,0.0023,34822.0
15140000.0,35786.0,6.75,0.0023,34868.0
15160000.0,35786.0,6.75,0.0023,34914.0
15180000.0,35786.0,6.75,0.0023,34960.0
15200000.0,35786.0,6.75,0.0023,35006.0
15220000.0,35786.0,6.75,0.0023,35052.0
15240000.0,35786.0,6.75,0.0023,35098.0
15260000.0,35786.0,6.75,0.0023,35144.0
15280000.0,35786.0,6.75,0.0023,35190.0
15300000.0,35786.0,6.75,0.0023,35236.0
15320000.0,35786.0,6.75,0.0023,35282.0
15340000.0,35786.0,6.75,0.0023,35328.0
15360000.0,35786.0,6.75,0.0023,35374.0
15380000.0,35786.0,6.75,0.0023,35420.0
15400000.0,35786.0,6.75,0.0023,35466.0
15420000.0,35786.0,6.75,0.0023,35512.0
15440000.0,35786.0,6.75,0.0023,35558.0
15460000.0,35786.0,6.75,0.0023,35604.0
15480000.0,35786.0,6.75,0.0023,35650.0
15500000.0,35786.0,6.75,0.0023,35696.0
15520000.0,35786.0,6.75,0.0023,35742.0
15540000.0,35786.0,6.75,0.0023,35788.0
15560000.0,35786.0,6.75,0.0023,35834.0
15580000.0,35786.0,6.75,0.0023,35880.0
15600000.0,35786.0,6.75,0.0023,35926.0
15620000.0,35786.0,6.75,0.0023,35972.0
15640000.0,35786.0,6.75,0.0023,36018.0
15660000.0,35786.0,6.75,0.0023,36064.0
15680000.0,35786.0,6.75,0.0023,36110.0
15700000.0,35786.0,6.75,0.0023,36156.0
15720000.0,35786.0,6.75,0.0023,36202.0
15740000.0,35786.0,6.75,0.0023,36248.0
15760000.0,35786.0,6.75,0.0023,36294.0
15780000.0,35786.0,6.75,0.0023,36340.0
15800000.0,35786.0,6.75,0.0023,36386.0
15820000.0,35786.0,6.75,0.0023,36432.0
15840000.0,35786.0,6.75,0.0023,36478.0
15860000.0,35786.0,6.75,0.0023,36524.0
15880000.0,35786.0,6.75,0.0023,36570.0
15900000.0,35786.0,6.75,0.0023,36616.0
15920000.0,35786.0,6.75,0.0023,36662.0
15940000.0,35786.0,6.75,0.0023,36708.0
15960000.0,35786.0,6.75,0.0023,36754.0
15980000.0,35786.0,6.75,0.0023,36800.0
16000000.0,35786.0,6.75,0.0023,36846.0
16020000.0,35786.0,6.75,0.0023,36892.0
16040000.0,35786.0,6.75,0.0023,36938.0
16060000.0,35786.0,6.75,0.0023,36984.0
16080000.0,35786.0,6.75,0.0023,37030.0
16100000.0,35786.0,6.75,0.0023,37076.0
16120000.0,35786.0,6.75,0.0023,37122.0
16140000.0,35786.0,6.75,0.0023,37168.0
16160000.0,35786.0,6.75,0.0023,37214.0
16180000.0,35786.0,6.75,0.0023,37260.0
16200000.0,35786.0,6.75,0.0023,37306.0
16220000.0,35786.0,6.75,0.0023,37352.0
16240000.0,35786.0,6.75,0.0023,37398.0
16260000.0,35786.0,6.75,0.0023,37444.0
16280000.0,35786.0,6.75,0.0023,37490.0
16300000.0,35786.0,6.75,0.0023,37536.0
16320000.0,35786.0,6.75,0.0023,37582.0
16340000.0,35786.0,6.75,0.0023,37628.0
16360000.0,35786.0,6.75,0.0023,37674.0
16380000.0,35786.0,6.75,0.0023,37720.0
16400000.0,35786.0,6.75,0.0023,37766.0
16420000.0,35786.0,6.75,0.0023,37812.0
16440000.0,35786.0,6.75,0.0023,37858.0
16460000.0,35786.0,6.75,0.0023,37904.0
16480000.0,35786.0,6.75,0.0023,37950.0
16500000.0,35786.0,6.75,0.0023,37996.0
16520000.0,35786.0,6.75,0.0023,38042.0
16540000.0,35786.0,6.75,0.0023,38088.0
16560000.0,35786.0,6.75,0.0023,38134.0
16580000.0,35786.0,6.75,0.0023,38180.0
16600000.0,35786.0,6.75,0.0023,38226.0
16620000.0,35786.0,6.75,0.0023,38272.0
16640000.0,35786.0,6.75,0.0023,38318.0
16660000.0,35786.0,6.75,0.0023,38364.0
16680000.0,35786.0,6.75,0.0023,38410.0
16700000.0,35786.0,6.75,0.0023,38456.0
16720000.0,35786.0,6.75,0.0023,38502.0
16740000.0,35786.0,6.75,0.0023,38548.0
16760000.0,35786.0,6.75,0.0023,38594.0
16780000.0,35786.0,6.75,0.0023,38640.0
16800000.0,35786.0,6.75,0.0023,38686.0
16820000.0,35786.0,6.75,0.0023,38732.0
16840000.0,35786.0,6.75,0.0023,38778.0
16860000.0,35786.0,6.75,0.0023,38824.0
16880000.0,35786.0,6.75,0.0023,38870.0
16900000.0,35786.0,6.75,0.0023,38916.0
16920000.0,35786.0,6.75,0.0023,38962.0
16940000.0,35786.0,6.75,0.0023,39008.0
16960000.0,35786.0,6.75,0.0023,39054.0
16980000.0,35786.0,6.75,0.0023,39100.0
17000000.0,35786.0,6.75,0.0023,39146.0
17020000.0,35786.0,6.75,0.0023,39192.0
17040000.0,35786.0,6.75,0.0023,39238.0
17060000.0,35786.0,6.75,0.0023,39284.0
17080000.0,35786.0,6.75,0.0023,39330.0
17100000.0,35786.0,6.75,0.0023,39376.0
17120000.0,35786.0,6.75,0.0023,39422.0
17140000.0,35786.0,6.75,0.0023,39468.0
17160000.0,35786.0,6.75,0.0023,39514.0
17180000.0,35786.0,6.75,0.0023,39560.0
17200000.0,35786.0,6.75,0.0023,39606.0
17220000.0,35786.0,6.75,0.0023,39652.0
17240000.0,35786.0,6.75,0.0023,39698.0
17260000.0,35786.0,6.75,0.0023,39744.0
17280000.0,35786.0,6.75,0.0023,39790.0
17300000.0,35786.0,6.75,0.0023,39836.0
17320000.0,35786.0,6.75,0.0023,39882.0
17340000.0,35786.0,6.75,0.0023,39928.0
17360000.0,35786.0,6.75,0.0023,39974.0
17380000.0,35786.0,6.75,0.0023,40020.0
17400000.0,35786.0,6.75,0.0023,40066.0
17420000.0,35786.0,6.75,0.0023,40112.0
17440000.0,35786.0,6.75,0.0023,40158.0
17460000.0,35786.0,6.75,0.0023,40204.0
17480000.0,35786.0,6.75,0.0023,40250.0
17500000.0,35786.0,6.75,0.0023,40296.0
17520000.0,35786.0,6.75,0.0023,40342.0
17540000.0,35786.0,6.75,0.0023,40388.0
17560000.0,35786.0,6.75,0.0023,40434.0
17580000.0,35786.0,6.75,0.0023,40480.0
17600000.0,35786.0,6.75,0.0023,40526.0
17620000.0,35786.0,6.75,0.0023,40572.0
17640000.0,35786.0,6.75,0.0023,40618.0
17660000.0,35786.0,6.75,0.0023,40664.0
17680000.0,35786.0,6.75,0.0023,40710.0
17700000.0,35786.0,6.75,0.0023,40756.0
17720000.0,35786.0,6.75,0.0023,40802.0
17740000.0,35786.0,6.75,0.0023,40848.0
17760000.0,35786.0,6.75,0.0023,40894.0
17780000.0,35786.0,6.75,0.0023,40940.0
17800000.0,35786.0,6.75,0.0023,40986.0
17820000.0,35786.0,6.75,0.0023,41032.0
17840000.0,35786.0,6.75,0.0023,41078.0
17860000.0,35786.0,6.75,0.0023,41124.0
17880000.0,35786.0,6.75,0.0023,41170.0
17900000.0,35786.0,6.75,0.0023,41216.0
17920000.0,35786.0,6.75,0.0023,41262.0
17940000.0,35786.0,6.75,0.0023,41308.0
17960000.0,35786.0,6.75,0.0023,41354.0
17980000.0,35786.0,6.75,0.0023,41400.0
18000000.0,35786.0,6.75,0.0023,41446.0
18020000.0,35786.0,6.75,0.0023,41492.0
18040000.0,35786.0,6.75,0.0023,41538.0
18060000.0,35786.0,6.75,0.0023,41584.0
18080000.0,35786.0,6.75,0.0023,41630.0
18100000.0,35786.0,6.75,0.0023,41676.0
18120000.0,35786.0,6.75,0.0023,41722.0
18140000.0,35786.0,6.75,0.0023,41768.0
18160000.0,35786.0,6.75,0.0023,41814.0
18180000.0,35786.0,6.75,0.0023,41860.0
18200000.0,35786.0,6.75,0.0023,41906.0
18220000.0,35786.0,6.75,0.0023,41952.0
18240000.0,35786.0,6.75,0.0023,41998.0
18260000.0,35786.0,6.75,0.0023,42044.0
18280000.0,35786.0,6.75,0.0023,42090.0
18300000.0,35786.0,6.75,0.0023,42136.0
18320000.0,35786.0,6.75,0.0023,42182.0
18340000.0,35786.0,6.75,0.0023,42228.0
18360000.0,35786.0,6.75,0.0023,42274.0
18380000.0,35786.0,6.75,0.0023,42320.0
18400000.0,35786.0,6.75,0.0023,42366.0
18420000.0,35786.0,6.75,0.0023,42412.0
18440000.0,35786.0,6.75,0.0023,42458.0
18460000.0,35786.0,6.75,0.0023,42504.0
18480000.0,35786.0,6.75,0.0023,42550.0
18500000.0,35786.0,6.75,0.0023,42596.0
18520000.0,35786.0,6.75,0.0023,42642.0
18540000.0,35786.0,6.75,0.0023,42688.0
18560000.0,35786.0,6.75,0.0023,42734.0
18580000.0,35786.0,6.75,0.0023,42780.0
18600000.0,35786.0,6.75,0.0023,42826.0
18620000.0,35786.0,6.75,0.0023,42872.0
18640000.0,35786.0,6.75,0.0023,42918.0
18660000.0,35786.0,6.75,0.0023,42964.0
18680000.0,35786.0,6.75,0.0023,43010.0
18700000.0,35786.0,6.75,0.0023,43056.0
18720000.0,35786.0,6.75,0.0023,43102.0
18740000.0,35786.0,6.75,0.0023,43148.0
18760000.0,35786.0,6.75,0.0023,43194.0
18780000.0,35786.0,6.75,0.0023,43240.0
18800000.0,35786.0,6.75,0.0023,43286.0
18820000.0,35786.0,6.75,0.0023,43332.0
18840000.0,35786.0,6.75,0.0023,43378.0
18860000.0,35786.0,6.75,0.0023,43424.0
18880000.0,35786.0,6.75,0.0023,43470.0
18900000.0,35786.0,6.75,0.0023,43516.0
18920000.0,35786.0,6.75,0.0023,43562.0
18940000.0,35786.0,6.75,0.0023,43608.0
18960000.0,35786.0,6.75,0.0023,43654.0
18980000.0,35786.0,6.75,0.0023,43700.0
19000000.0,35786.0,6.75,0.0023,43746.0
19020000.0,35786.0,6.75,0.0023,43792.0
19040000.0,35786.0,6.75,0.0023,43838.0
19060000.0,35786.0,6.75,0.0023,43884.0
19080000.0,35786.0,6.75,0.0023,43930.0
19100000.0,35786.0,6.75,0.0023,43976.0
19120000.0,35786.0,6.75,0.0023,44022.0
19140000.0,35786.0,6.75,0.0023,44068.0
19160000.0,35786.0,6.75,0.0023,44114.0
19180000.0,35786.0,6.75,0.0023,44160.0
19200000.0,35786.0,6.75,0.0023,44206.0
19220000.0,35786.0,6.75,0.0023,44252.0
19240000.0,35786.0,6.75,0.0023,44298.0
19260000.0,35786.0,6.75,0.0023,44344.0
19280000.0,35786.0,6.75,0.0023,44390.0
19300000.0,35786.0,6.75,0.0023,44436.0
19320000.0,35786.0,6.75,0.0023,44482.0
19340000.0,35786.0,6.75,0.0023,44528.0
19360000.0,35786.0,6.75,0.0023,44574.0
19380000.0,35786.0,6.75,0.0023,44620.0
19400000.0,35786.0,6.75,0.0023,44666.0
19420000.0,35786.0,6.75,0.0023,44712.0
19440000.0,35786.0,6.75,0.0023,44758.0
19460000.0,35786.0,6.75,0.0023,44804.0
19480000.0,35786.0,6.75,0.0023,44850.0
19500000.0,35786.0,6.75,0.0023,44896.0
19520000.0,35786.0,6.75,0.0023,44942.0
19540000.0,35786.0,6.75,0.0023,44988.0
19560000.0,35786.0,6.75,0.0023,45034.0
19580000.0,35786.0,6.75,0.0023,45080.0
19600000.0,35786.0,6.75,0.0023,45126.0
19620000.0,35786.0,6.75,0.0023,45172.0
19640000.0,35786.0,6.75,0.0023,45218.0
19660000.0,35786.0,6.75,0.0023,45264.0
19680000.0,35786.0,6.75,0.0023,45310.0
19700000.0,35786.0,6.75,0.0023,45356.0
19720000.0,35786.0,6.75,0.0023,45402.0
19740000.0,35786.0,6.75,0.0023,45448.0
19760000.0,35786.0,6.75,0.0023,45494.0
19780000.0,35786.0,6.75,0.0023,45540.0
19800000.0,35786.0,6.75,0.0023,45586.0
19820000.0,35786.0,6.75,0.0023,45632.0
19840000.0,35786.0,6.75,0.0023,45678.0
19860000.0,35786.0,6.75,0.0023,45724.0
19880000.0,35786.0,6.75,0.0023,45770.0
19900000.0,35786.0,6.75,0.0023,45816.0
19920000.0,35786.0,6.75,0.0023,45862.0
19940000.0,35786.0,6.75,0.0023,45908.0
19960000.0,35786.0,6.75,0.0023,45954.0
19980000.0,35786.0,6.75,0.0023,46000.0
