Time (s),dose,REG_SET,MCU_SEFI,REG_DSEE,SRAM_SEL,MCU_SEL,DOSE (rad)
707123.0,,2.314970732196786e-07,9.261686557752407e-08,1.353903978536157e-10,3.293128453099464e-07,6.548576952553696e-08,1.368171082089527e-07
707364.0,,2.491645510893156e-07,9.96821354714175e-08,1.368910682833732e-10,3.541584578600812e-07,7.04303712072942e-08,1.4872124109065894e-07
707604.0,,2.731432152511487e-07,1.0927099807199087e-07,1.3767585262436967e-10,3.8708035751867096e-07,7.698148029167729e-08,1.6506363491187295e-07
707844.0,,3.0380469915039023e-07,1.2153180347120396e-07,1.3785142144891705e-10,4.2847696872129815e-07,8.521853716159612e-08,1.8624604622897762e-07
708083.0,,3.415602136848165e-07,1.3662868090905111e-07,1.3751903932894936e-10,4.787446284083183e-07,9.52205370207738e-08,2.12729711992424e-07
708323.0,,3.8690946881677433e-07,1.5476110494430645e-07,1.3677612322965228e-10,5.383579325501579e-07,1.0708202996655924e-07,2.450675883254526e-07
708564.0,,4.4043480845889773e-07,1.761615501698834e-07,1.357103842937974e-10,6.078665539753539e-07,1.2091249166362096e-07,2.839010084930713e-07
708804.0,,5.027113723545157e-07,2.01059573041319e-07,1.3439872718701253e-10,6.877825345381448e-07,1.3681389948570148e-07,3.298946039938991e-07
709043.0,,5.738740963449516e-07,2.2950871963148893e-07,1.329152815447132e-10,7.780408554283798e-07,1.547733970717224e-07,3.8340452427440745e-07
709283.0,,6.542972088504164e-07,2.61658201917732e-07,1.3131570066196198e-10,8.788825513228474e-07,1.7483901128821835e-07,4.449705900911843e-07
709524.0,,7.44091823065337e-07,2.9755205046493637e-07,1.2964770907218782e-10,9.90219882375607e-07,1.9699333455346254e-07,5.14935661782997e-07
709764.0,,8.427763310456231e-07,3.3699739871902557e-07,1.2795661856341168e-10,1.1112529773537418e-06,2.2107723803431844e-07,5.931631757851543e-07
710004.0,,9.498726871871784e-07,3.7980286487249165e-07,1.2627437712885926e-10,1.2412265450694913e-06,2.469404422637284e-07,6.794820908485444e-07
710243.0,,1.0641732282168413e-06,4.25485521220133e-07,1.246324303621124e-10,1.3785486330023176e-06,2.7426616061772437e-07,7.730840343181991e-07
710483.0,,1.1845503396064671e-06,4.7359453279362045e-07,1.2304998359495273e-10,1.52178605666117e-06,3.027691780912055e-07,8.731591741526323e-07
710724.0,,1.30964192836964e-06,5.235854441676997e-07,1.2154118968252441e-10,1.669282017622184e-06,3.3211976482422153e-07,9.786402877170862e-07
710964.0,,1.4376037872511003e-06,5.747212297317901e-07,1.2011915987009493e-10,1.818871623607307e-06,3.618870689611664e-07,1.0879830635093013e-06
711203.0,,1.5661020695091828e-06,6.260693116730453e-07,1.1879624417159603e-10,1.9678867151512212e-06,3.9154008038027443e-07,1.199142099838923e-06
711443.0,,1.692966619256709e-06,6.767626370292011e-07,1.1757838294944885e-10,2.1139149977058036e-06,4.20598698832786e-07,1.3101326020456592e-06
711684.0,,1.8169317960340514e-06,7.262956555000436e-07,1.1646100522303523e-10,2.2556252924218126e-06,4.4879795826535377e-07,1.4197090865982728e-06
711924.0,,1.9347614062637517e-06,7.733755059161647e-07,1.1545618880297495e-10,2.3894701708432744e-06,4.754318816855909e-07,1.5248365876993045e-06
712164.0,,2.0457520836732657e-06,8.177214114826729e-07,1.1455350020602065e-10,2.5148163059917407e-06,5.00374384728031e-07,1.6246925780812633e-06
712403.0,,2.1476951057573873e-06,8.584511464446628e-07,1.1375616410211286e-10,2.6293330647052554e-06,5.231616491483073e-07,1.7170936307058717e-06
712643.0,,2.2393067386073836e-06,8.950520858460518e-07,1.1306093714762884e-10,2.7317432605114574e-06,5.435395017266862e-07,1.8006771391248172e-06
712884.0,,2.3199031986895627e-06,9.27251297114807e-07,1.1246185186810387e-10,2.8214341011636185e-06,5.613859926467589e-07,1.8746356665337627e-06
713124.0,,2.388490623374923e-06,9.546519598554142e-07,1.1195726440904738e-10,2.8974368180952517e-06,5.765083651198975e-07,1.9378923725505735e-06
713363.0,,2.4456954563023715e-06,9.775045478728247e-07,1.1153568083080489e-10,2.960561986126821e-06,5.890679229161658e-07,1.990886890360304e-06
713603.0,,2.4913273760590873e-06,9.957332073779335e-07,1.111935794399848e-10,3.010694057662584e-06,5.990417118965346e-07,2.0333331355092143e-06
