Time (s),REG_TID,REG_DSEE,MCU_TID,MCU_SEL,WDT_TID,MCU_SEFI,SRAM_TID,SRAM_SEL,REG,WDT,Harden_MCU_SEFI,Harden_SRAM_SEL,Harden_MCU_SEL,SRAM,MCU,Payload
930373.0,0.009304072119022067,0.008845743205943224,0.9496861988284024,0.0,0.008840844688812632,0.0,0.008840844688812632,0.0,0.00930922730025907,0.008840844688812632,0.008840844688812632,0.008840844688812632,0.008840844688812632,0.008840844688812632,0.9496861988284024,1.0
930913.0,0.008656887365626309,0.008206157434724637,0.9468831520888208,0.0,0.008201607854215531,0.0,0.008201607854215531,0.0,0.008661689497931002,0.008201607854215531,0.008201607854215531,0.008201607854215531,0.008201607854215531,0.008201607854215531,0.9468831520888208,1.0
931453.0,0.008647681504680205,0.00819706671806808,0.9468410471816544,0.0,0.008192522004960123,0.0,0.008192522004960123,0.0,0.008652478712605216,0.008192522004960123,0.008192522004960234,0.008192522004960123,0.008192522004960234,0.008192522004960123,0.9468410471816544,1.0
931992.0,0.008640891681515273,0.008190361975456528,0.9468099475512486,0.0,0.008185820828694457,0.0,0.008185820828694457,0.0,0.00864568528231624,0.008185820828694457,0.008185820828694457,0.008185820828694457,0.008185820828694457,0.008185820828694457,0.9468099475512486,1.0
932532.0,0.008118757895026807,0.007675108674122355,0.9443060338314008,0.0,0.007670849188854856,0.0,0.007670849188854745,0.0,0.008123266095982795,0.007670849188854856,0.007670849188854856,0.007670849188854745,0.007670849188854856,0.007670849188854745,0.9443060338314008,1.0
933072.0,0.0065809810140243785,0.0061622546377393395,0.935327685037024,0.0,0.006158813226473825,0.0,0.006158813226473825,0.0,0.006584658323494308,0.006158813226473825,0.006158813226473825,0.006158813226473825,0.006158813226473825,0.006158813226473825,0.935327685037024,1.0
933612.0,0.005393088107182531,0.004999834934156788,0.9260396156340538,0.0,0.0049970232954490434,0.0,0.0049970232954490434,0.0,0.005396122596793562,0.0049970232954490434,0.0049970232954490434,0.0049970232954490434,0.0049970232954490434,0.0049970232954490434,0.9260396156340538,1.0
934152.0,0.004893992626151422,0.004513599397731882,0.9212333889015333,0.0,0.004511053687088373,0.0,0.004511053687088373,0.0,0.004896754439683626,0.004511053687088373,0.004511053687088373,0.004511053687088373,0.004511053687088373,0.004511053687088373,0.9212333889015333,1.0
934692.0,0.004747931546070672,0.004371592114339795,0.9196967652537287,0.0,0.004369124002730818,0.0,0.00436912400273104,0.0,0.004750613645493895,0.004369124002730818,0.0043691240027307066,0.00436912400273104,0.0043691240027307066,0.00436912400273104,0.9196967652537287,1.0
935232.0,0.004713861943503428,0.0043384885801955875,0.9193289255486061,0.0,0.004336038416084653,0.0,0.004336038416084653,0.0,0.004716525604257615,0.004336038416084653,0.004336038416084653,0.004336038416084653,0.004336038416084653,0.004336038416084653,0.9193289255486061,1.0
