Run,REG_TID,REG_DSEE,MCU_TID,MCU_SEL,WDT_TID,MCU_SEFI,SRAM_TID,SRAM_SEL,REG,WDT,Harden_MCU_SEFI,Harden_SRAM_SEL,Harden_MCU_SEL,SRAM,MCU,Payload
5854,1010115.0875422173,4721090177.022979,658966.7028483199,1039.5230924708503,inf,1053.9545062959883,inf,994.744072393579,1010115.0875422173,inf,inf,inf,inf,inf,658966.7028483199,658966.7028483199
5855,1281540.6661738458,3880147639.168854,696935.8248315456,412.9414683388271,inf,898.4940511716281,inf,717.2954025648883,1281540.6661738458,inf,inf,inf,inf,inf,696935.8248315456,696935.8248315456
5856,1011219.6032010858,3957461358.9015703,817042.9282286654,850.9071177769656,inf,1057.1535909585814,inf,234.84967068049446,1011219.6032010858,inf,inf,inf,inf,inf,817042.9282286654,817042.9282286654
5857,1255257.2308459808,7822027391.602655,891111.8310891727,738.8807122357597,inf,212.15809445223806,inf,55.50463925391532,1255257.2308459808,inf,inf,inf,inf,inf,891111.8310891727,891111.8310891727
5858,933604.2350870733,7757439281.322607,774420.0036161991,825.2967251385417,inf,265.7456560272691,inf,131.38302748390592,933604.2350870733,inf,inf,inf,inf,inf,774420.0036161991,774420.0036161991
5859,1084616.1254385693,772946450.7897333,623418.9650007146,971.5063781741769,inf,973.9351585572024,inf,972.2197949075041,1084616.1254385693,inf,inf,inf,inf,inf,623418.9650007146,623418.9650007146
5860,1087944.7794248105,2627324559.5906773,816443.111588131,607.4559430013999,inf,505.84291189693977,inf,405.8752749226418,1087944.7794248105,inf,inf,inf,inf,inf,816443.111588131,816443.111588131
5861,1123897.6573452957,4280452125.2801404,738734.4754819156,992.6589009205597,inf,991.0378335805012,inf,430.0219009479639,1123897.6573452957,inf,inf,inf,inf,inf,738734.4754819156,738734.4754819156
5862,1046302.0398608074,7004610566.09949,661782.3749915091,687.7208480546699,inf,649.7827892426898,inf,151.01651699438904,1046302.0398608074,inf,inf,inf,inf,inf,661782.3749915091,661782.3749915091
5863,1123567.4835279358,298983885.5223633,658154.8970350891,593.1687115938126,inf,983.4111275027542,inf,783.2996635577036,1123567.4835279358,inf,inf,inf,inf,inf,658154.8970350891,658154.8970350891
5864,1341905.4840968407,7925521233.106187,777423.79253562,817.1192505603394,inf,849.3342914915287,inf,648.7580369078421,1341905.4840968407,inf,inf,inf,inf,inf,777423.79253562,777423.79253562
5865,1049210.1324792297,7884511338.353527,817520.7958427517,944.2650733479118,inf,695.9451253601267,inf,1040.6939295625311,1049210.1324792297,inf,inf,inf,inf,inf,817520.7958427517,817520.7958427517
5866,1007461.8444618215,5675069424.379556,777315.1789516873,857.0179128738589,inf,287.8130237129882,inf,928.8676027819051,1007461.8444618215,inf,inf,inf,inf,inf,777315.1789516873,777315.1789516873
5867,1046247.2753456333,4905045237.535219,738629.2685830062,711.0408467395798,inf,952.3284618683942,inf,652.6559953599096,1046247.2753456333,inf,inf,inf,inf,inf,738629.2685830062,738629.2685830062
5868,1127812.9301044028,5297706195.752109,893708.1964282723,860.4506915717338,inf,244.42741090364376,inf,661.6287815146986,1127812.9301044028,inf,inf,inf,inf,inf,893708.1964282723,893708.1964282723
5869,1084271.9966078561,2633178614.2900977,774569.3464582613,506.0746435032581,inf,156.68680071602358,inf,360.7939632156496,1084271.9966078561,inf,inf,inf,inf,inf,774569.3464582613,774569.3464582613
5870,971672.4888529014,6027174173.349174,852226.3561899548,293.2472056086016,inf,873.6020629435233,inf,558.0171274259164,971672.4888529014,inf,inf,inf,inf,inf,852226.3561899548,852226.3561899548
5871,1127264.7054567935,2132547114.3051832,620059.8406192452,597.009104401528,inf,928.7405536036028,inf,306.27863201172306,1127264.7054567935,inf,inf,inf,inf,inf,620059.8406192452,620059.8406192452
5872,930358.5459259026,5055605237.921736,929811.1346539411,817.368076201675,inf,804.0525119289109,inf,353.76297132713034,930358.5459259026,inf,inf,inf,inf,inf,929811.1346539411,929811.1346539411
5873,1162284.40499484,3864166727.9353366,774285.7486636654,348.25675175901796,inf,982.1850167538817,inf,59.87958660759192,1162284.40499484,inf,inf,inf,inf,inf,774285.7486636654,774285.7486636654
5874,1194465.9045687525,2942887841.605185,813484.717626975,637.2011111322588,inf,44.15507122897008,inf,698.4229606987252,1194465.9045687525,inf,inf,inf,inf,inf,813484.717626975,813484.717626975
5875,1224746.0856865766,1105351956.3134775,736537.827974266,549.8335554229707,inf,926.868415242006,inf,153.80852577003753,1224746.0856865766,inf,inf,inf,inf,inf,736537.827974266,736537.827974266
5876,1050225.9214540212,2248781251.8502364,738709.6005749194,682.41575143331,inf,906.8348982839739,inf,259.03655112247105,1050225.9214540212,inf,inf,inf,inf,inf,738709.6005749194,738709.6005749194
5877,1010413.3958043724,626092498.6502899,739127.1632241305,1415.7144057324665,inf,181.35616260488305,inf,3.487580956896605,1010413.3958043724,inf,inf,inf,inf,inf,739127.1632241305,739127.1632241305
5878,1241436.218131469,7450636167.013493,700106.3552917755,912.5609710395288,inf,33.179717252194564,inf,848.5459002152948,1241436.218131469,inf,inf,inf,inf,inf,700106.3552917755,700106.3552917755
5879,1087507.4766121,8119896466.852716,700272.6814047622,468.4698679457797,inf,708.7119766944779,inf,935.7043712432101,1087507.4766121,inf,inf,inf,inf,inf,700272.6814047622,700272.6814047622
5880,1172299.0621496914,6008549518.333088,699455.8241395884,1255.1934325892958,inf,590.3819536407987,inf,713.8588083666751,1172299.0621496914,inf,inf,inf,inf,inf,699455.8241395884,699455.8241395884
5881,932799.0706421804,6787126594.81059,700624.6715570772,1023.9536525333174,inf,684.2845468191331,inf,905.8844026323129,932799.0706421804,inf,inf,inf,inf,inf,700624.6715570772,700624.6715570772
5882,971244.503051736,2845061215.1507263,776882.8873566744,645.256798223138,inf,667.0652591887742,inf,971.655868079624,971244.503051736,inf,inf,inf,inf,inf,776882.8873566744,776882.8873566744
5883,1220177.0300360632,5137029733.714812,660381.9320283381,876.9792726029707,inf,265.01621003029146,inf,644.2072567024395,1220177.0300360632,inf,inf,inf,inf,inf,660381.9320283381,660381.9320283381
5884,1085402.9248866474,801171510.0380367,696813.8125034366,887.4376345019234,inf,858.2327799752932,inf,852.5298615812371,1085402.9248866474,inf,inf,inf,inf,inf,696813.8125034366,696813.8125034366
5885,1123682.654214926,1400014201.0603485,697177.4279543688,842.5998789336836,inf,1006.054885935944,inf,353.9990151574898,1123682.654214926,inf,inf,inf,inf,inf,697177.4279543688,697177.4279543688
5886,968077.3420119374,2985343974.0656457,623075.1933032302,807.4440990891158,inf,549.1799268394392,inf,573.1307264614122,968077.3420119374,inf,inf,inf,inf,inf,623075.1933032302,623075.1933032302
5887,1010203.330119952,6662324413.345828,774675.8503165294,831.8422767136875,inf,187.27511123906854,inf,77.06120597202204,1010203.330119952,inf,inf,inf,inf,inf,774675.8503165294,774675.8503165294
5888,1124483.132049268,6236036423.133685,971828.1326535911,1045.9370474937446,inf,890.3790697441264,inf,605.9242693989393,1124483.132049268,inf,inf,inf,inf,inf,971828.1326535911,971828.1326535911
5889,1277061.6601005779,4250152863.144594,774269.4390973558,1050.307994048765,inf,965.8505164106557,inf,455.65418112794146,1277061.6601005779,inf,inf,inf,inf,inf,774269.4390973558,774269.4390973558
5890,1162734.5942167433,1149897452.9490771,816197.4667695119,103.64646124204913,inf,990.7276837454787,inf,871.9274486141865,1162734.5942167433,inf,inf,inf,inf,inf,816197.4667695119,816197.4667695119
5891,1124205.0016933049,7712373055.756566,583463.47495389,769.6629409587267,inf,665.7110372519929,inf,174.138664132416,1124205.0016933049,inf,inf,inf,inf,inf,583463.47495389,583463.47495389
5892,1372154.3147570589,2745558193.4802256,699947.4844581395,732.4765452618781,inf,1014.3544546380673,inf,320.544395774197,1372154.3147570589,inf,inf,inf,inf,inf,699947.4844581395,699947.4844581395
5893,1007123.1597887509,3616098849.9570823,816925.5835420763,1044.7711368452078,inf,18.861709383096876,inf,630.1478834638949,1007123.1597887509,inf,inf,inf,inf,inf,816925.5835420763,816925.5835420763
5894,1321167.4985162097,3681908322.0346236,584803.7426352277,542.0354660794011,inf,7.950798993126636,inf,829.8168044736851,1321167.4985162097,inf,inf,inf,inf,inf,584803.7426352277,584803.7426352277
5895,971909.4810032267,4656527943.781385,735262.5435683323,1000.5267693377009,inf,834.4320945353819,inf,201.96593197680158,971909.4810032267,inf,inf,inf,inf,inf,735262.5435683323,735262.5435683323
5896,1090115.2276042134,5636135969.138247,700708.9640279026,977.0332702237981,inf,795.0606486306206,inf,489.31924902753786,1090115.2276042134,inf,inf,inf,inf,inf,700708.9640279026,700708.9640279026
5897,1084382.662683648,2752269532.4424105,660846.5164097941,745.4778343397543,inf,953.6704924816603,inf,329.88629209867526,1084382.662683648,inf,inf,inf,inf,inf,660846.5164097941,660846.5164097941
5898,1311983.6166642788,929620162.9004523,777500.0744716398,958.5111737108766,inf,292.2342455594443,inf,720.3608477613697,1311983.6166642788,inf,inf,inf,inf,inf,777500.0744716398,777500.0744716398
5899,1123698.5244400376,3020266271.8582025,774061.8862667152,1071.0229155216684,inf,887.9513758513526,inf,1050.7871092048058,1123698.5244400376,inf,inf,inf,inf,inf,774061.8862667152,774061.8862667152
5900,1347873.8182352637,3461311460.650995,853150.9006618371,1016.8185052707507,inf,671.038442309419,inf,306.6700867206769,1347873.8182352637,inf,inf,inf,inf,inf,853150.9006618371,853150.9006618371
5901,1085576.9759780108,6468896721.343245,817020.8783110469,85.3859496210581,inf,815.2311744381664,inf,689.7063165202921,1085576.9759780108,inf,inf,inf,inf,inf,817020.8783110469,817020.8783110469
5902,971381.7166061488,667195377.3939601,777782.6360642749,1024.6350529634017,inf,1016.8744167846578,inf,15.265026505300794,971381.7166061488,inf,inf,inf,inf,inf,777782.6360642749,777782.6360642749
5903,1188518.4679769021,7981962018.753919,812201.128531727,1018.0440028678408,inf,1078.3067535839527,inf,397.2386480005748,1188518.4679769021,inf,inf,inf,inf,inf,812201.128531727,812201.128531727
5904,933129.2944931656,600881629.4071206,662190.4252297956,572.6425681746113,inf,825.3395639606799,inf,54.046427354679615,933129.2944931656,inf,inf,inf,inf,inf,662190.4252297956,662190.4252297956
5905,1367488.6512988468,6948467715.059943,774259.9339201059,784.0595039438251,inf,758.575734397127,inf,658.2445190332492,1367488.6512988468,inf,inf,inf,inf,inf,774259.9339201059,774259.9339201059
5906,930147.4566694367,5534508402.259634,661473.4460610545,756.1570403022996,inf,15.025080355503858,inf,991.657885765032,930147.4566694367,inf,inf,inf,inf,inf,661473.4460610545,661473.4460610545
5907,1006622.9961812801,5065965113.749567,813444.7024066804,754.4527243738262,inf,638.5617734251404,inf,460.2521413311778,1006622.9961812801,inf,inf,inf,inf,inf,813444.7024066804,813444.7024066804
5908,1088408.829050652,3065506663.6156945,738323.0372247621,852.3028630407523,inf,676.2990365276682,inf,44.22399138038792,1088408.829050652,inf,inf,inf,inf,inf,738323.0372247621,738323.0372247621
5909,1012080.2670002826,3341591328.7805915,697006.2537645992,800.7420891144171,inf,1039.2024502921956,inf,230.4395429151118,1012080.2670002826,inf,inf,inf,inf,inf,697006.2537645992,697006.2537645992
5910,1085444.2338251632,3115425332.032257,774372.6491996826,915.8282861321575,inf,1006.5274102391057,inf,449.45062945517776,1085444.2338251632,inf,inf,inf,inf,inf,774372.6491996826,774372.6491996826
5911,933511.195154839,4585564902.729855,734661.0453729834,554.1663510961425,inf,939.2577171122493,inf,0.25629512334803545,933511.195154839,inf,inf,inf,inf,inf,734661.0453729834,734661.0453729834
5912,1163117.902121877,6703133041.795379,816644.3503211957,813.8325225113506,inf,641.8327616686119,inf,202.7455301406101,1163117.902121877,inf,inf,inf,inf,inf,816644.3503211957,816644.3503211957
5913,1358962.9871970888,6544651638.552723,660883.7371751035,858.6232949727421,inf,325.4175359320016,inf,554.7504097703387,1358962.9871970888,inf,inf,inf,inf,inf,660883.7371751035,660883.7371751035
5914,971906.0402152338,6309134606.815647,584096.6837002868,718.1903589818073,inf,290.31830222164774,inf,640.9490807109049,971906.0402152338,inf,inf,inf,inf,inf,584096.6837002868,584096.6837002868
5915,1123630.1032778625,6272422921.181953,701756.2815060038,986.3635224191619,inf,1061.178183400567,inf,549.5493282717075,1123630.1032778625,inf,inf,inf,inf,inf,701756.2815060038,701756.2815060038
5916,1085462.3520674012,41386192.909542546,735279.8927802064,985.4513916753419,inf,711.999235821377,inf,142.17041405169178,1085462.3520674012,inf,inf,inf,inf,inf,735279.8927802064,735279.8927802064
5917,1010953.0641816339,8126651442.581713,581475.701093611,1070.912307899834,inf,584.0648419966099,inf,9.119149819298048,1010953.0641816339,inf,inf,inf,inf,inf,581475.701093611,581475.701093611
5918,1010733.4409452471,6185267516.567138,661136.5665861489,1047.4091406565326,inf,818.5583517556714,inf,1024.264843237825,1010733.4409452471,inf,inf,inf,inf,inf,661136.5665861489,661136.5665861489
5919,1088045.9471451372,3442355782.61646,735714.0665509652,548.7748694590067,inf,988.1461898425598,inf,289.5733759667967,1088045.9471451372,inf,inf,inf,inf,inf,735714.0665509652,735714.0665509652
5920,1086034.998045602,6896152474.108505,776911.1650387368,1157.4365390803264,inf,930.2755635827947,inf,754.2076003823378,1086034.998045602,inf,inf,inf,inf,inf,776911.1650387368,776911.1650387368
5921,1050446.4800118452,2270513062.8859043,619597.0585768447,54.49704474089678,inf,262.72459971984256,inf,717.6171367106884,1050446.4800118452,inf,inf,inf,inf,inf,619597.0585768447,619597.0585768447
5922,1084296.9052752766,5338463874.163328,774165.7280801301,855.6656920311013,inf,1048.8486806427568,inf,463.8515303991193,1084296.9052752766,inf,inf,inf,inf,inf,774165.7280801301,774165.7280801301
5923,971822.0558352158,5984869680.09532,735849.8663950062,1496.399378875433,inf,690.409201867898,inf,323.976542991837,971822.0558352158,inf,inf,inf,inf,inf,735849.8663950062,735849.8663950062
5924,933112.1769000359,1791271817.749909,735564.6906471502,941.173964793692,inf,1022.3208916115298,inf,1033.66325187275,933112.1769000359,inf,inf,inf,inf,inf,735564.6906471502,735564.6906471502
5925,1010893.9948309755,3883066543.421231,739050.5008636652,672.5968229595667,inf,340.47290886610574,inf,1031.9347584410814,1010893.9948309755,inf,inf,inf,inf,inf,739050.5008636652,739050.5008636652
5926,1286265.3830848609,551707084.2193916,734053.0052778054,1036.8562240307883,inf,540.8496366672412,inf,584.3695622592795,1286265.3830848609,inf,inf,inf,inf,inf,734053.0052778054,734053.0052778054
5927,968890.2903059828,300239173.0336288,661532.9475370375,909.836747319508,inf,1010.6815921222036,inf,135.47587477675725,968890.2903059828,inf,inf,inf,inf,inf,661532.9475370375,661532.9475370375
5928,1127365.308337379,2221152993.8093486,894182.4045743146,567.135160543382,inf,779.1414456669123,inf,853.65133599268,1127365.308337379,inf,inf,inf,inf,inf,894182.4045743146,894182.4045743146
5929,930059.0012949153,741305167.0538344,773756.2979327501,22.552459315589598,inf,13.10701630522505,inf,470.71613274674144,930059.0012949153,inf,inf,inf,inf,inf,773756.2979327501,773756.2979327501
5930,1300434.3711395878,5422927003.767487,696893.1071569315,800.5261479203275,inf,867.155583799562,inf,879.0501024131804,1300434.3711395878,inf,inf,inf,inf,inf,696893.1071569315,696893.1071569315
5931,1088531.9952201857,4406422638.158006,661424.430522017,805.867129285753,inf,619.709006193342,inf,341.62967600363044,1088531.9952201857,inf,inf,inf,inf,inf,661424.430522017,661424.430522017
5932,1267925.5527897542,2351219971.9891853,662345.7416297729,1071.9372924786321,inf,717.6750197728786,inf,956.0750294048514,1267925.5527897542,inf,inf,inf,inf,inf,662345.7416297729,662345.7416297729
5933,1007804.463235601,1993064695.6127305,777620.9414346546,671.9889105378019,inf,130.33088914751164,inf,134.22263621557633,1007804.463235601,inf,inf,inf,inf,inf,777620.9414346546,777620.9414346546
5934,1049653.4290428138,6262432054.32505,700372.1453493421,868.907926726728,inf,788.4007421253153,inf,511.6435588798855,1049653.4290428138,inf,inf,inf,inf,inf,700372.1453493421,700372.1453493421
5935,1010028.8017317926,6081389521.129794,657622.3360837384,1057.1150337289603,inf,435.3986307639017,inf,375.0130106885079,1010028.8017317926,inf,inf,inf,inf,inf,657622.3360837384,657622.3360837384
5936,1006963.5627997179,25026561.582692016,813725.0881094736,965.6308976256829,inf,724.8172619529046,inf,944.491473304358,1006963.5627997179,inf,inf,inf,inf,inf,813725.0881094736,813725.0881094736
5937,1162374.2664306585,7373236148.691988,852454.4506875636,1008.3654518109154,inf,10.042241807069907,inf,901.6979418571916,1162374.2664306585,inf,inf,inf,inf,inf,852454.4506875636,852454.4506875636
5938,1124027.9889365984,1080430833.9187024,891311.3152173328,567.0724791932709,inf,524.4359399016596,inf,376.66943138862524,1124027.9889365984,inf,inf,inf,inf,inf,891311.3152173328,891311.3152173328
5939,1087696.6161704995,4695518382.820937,774332.9295077957,677.2250776225062,inf,697.1586583158471,inf,394.3963129625991,1087696.6161704995,inf,inf,inf,inf,inf,774332.9295077957,774332.9295077957
5940,1046438.10575693,2203975746.057207,738905.3367636887,762.7363156306369,inf,40.40616268888102,inf,527.8740159134328,1046438.10575693,inf,inf,inf,inf,inf,738905.3367636887,738905.3367636887
5941,1089017.8593030067,5813048362.199664,545818.567466641,632.3320104847026,inf,658.8035196099609,inf,385.0526722221255,1089017.8593030067,inf,inf,inf,inf,inf,545818.567466641,545818.567466641
5942,1007468.3397954714,5266511020.234044,816876.65847045,960.5759468423194,inf,1006.2617117845489,inf,257.73248010729145,1007468.3397954714,inf,inf,inf,inf,inf,816876.65847045,816876.65847045
5943,1339541.6340522934,4026603739.8413844,735337.665831545,261.7225593072565,inf,806.5919735143859,inf,207.42891127704542,1339541.6340522934,inf,inf,inf,inf,inf,735337.665831545,735337.665831545
5944,1217954.42312321,1905300402.3329422,735838.0542421044,614.4582438704897,inf,605.3494312127967,inf,592.5734403949559,1217954.42312321,inf,inf,inf,inf,inf,735838.0542421044,735838.0542421044
5945,1127919.2748287946,3675746148.675372,816794.5577376793,962.3878522613074,inf,794.8828456625515,inf,1070.039716123279,1127919.2748287946,inf,inf,inf,inf,inf,816794.5577376793,816794.5577376793
5946,1088377.0742969546,4527208218.287269,697308.8844398683,873.5002796398653,inf,291.65955144973054,inf,1057.14075173828,1088377.0742969546,inf,inf,inf,inf,inf,697308.8844398683,697308.8844398683
5947,1266839.5783671434,2078222271.516934,891609.7432415258,746.0460689696206,inf,975.536832897413,inf,406.6904343910183,1266839.5783671434,inf,inf,inf,inf,inf,891609.7432415258,891609.7432415258
5948,895251.4250186746,7474711750.096371,699990.8066781221,677.5268464806036,inf,944.1865174246462,inf,32.21592666508854,895251.4250186746,inf,inf,inf,inf,inf,699990.8066781221,699990.8066781221
5949,1089834.1817344069,2712214239.878121,777502.1525290981,833.4096786422224,inf,914.0557716610308,inf,904.813817059031,1089834.1817344069,inf,inf,inf,inf,inf,777502.1525290981,777502.1525290981
5950,895322.834678294,1988185186.388111,699335.7035231959,705.5420901036061,inf,1068.6529174463076,inf,74.12119467477963,895322.834678294,inf,inf,inf,inf,inf,699335.7035231959,699335.7035231959
5951,1219058.5793036283,3470909585.5515676,735975.3179821466,910.9648610664678,inf,829.108365580141,inf,443.77433143058903,1219058.5793036283,inf,inf,inf,inf,inf,735975.3179821466,735975.3179821466
5952,1367875.523416514,7211313892.070106,774934.0576418651,724.8942406314252,inf,387.28910975981336,inf,1005.3969554464422,1367875.523416514,inf,inf,inf,inf,inf,774934.0576418651,774934.0576418651
5953,1242394.2044703125,7703483539.14702,696602.1549630887,197.1523419578183,inf,520.5032398958834,inf,483.3671473130509,1242394.2044703125,inf,inf,inf,inf,inf,696602.1549630887,696602.1549630887
5954,1212790.087624136,2748569001.5438614,778469.848199093,798.4401129065482,inf,305.1831206924844,inf,560.7133713184315,1212790.087624136,inf,inf,inf,inf,inf,778469.848199093,778469.848199093
5955,893912.440291835,2549721711.733369,777308.0179142053,1052.7782253989283,inf,538.3714868130121,inf,54.46136445678544,893912.440291835,inf,inf,inf,inf,inf,777308.0179142053,777308.0179142053
5956,1007552.609067087,5949702206.301988,739800.7277495998,983.2764398299738,inf,785.0328096291527,inf,598.2888413396593,1007552.609067087,inf,inf,inf,inf,inf,739800.7277495998,739800.7277495998
5957,929723.038443911,3391618904.7002482,658090.6019575709,936.6488427169463,inf,706.6409173444027,inf,74.83059731973414,929723.038443911,inf,inf,inf,inf,inf,658090.6019575709,658090.6019575709
5958,1050380.9757892347,3823264696.932536,739179.3704421889,1056.0321922820294,inf,552.1586451143091,inf,822.1950011937848,1050380.9757892347,inf,inf,inf,inf,inf,739179.3704421889,739179.3704421889
5959,1087996.523166693,8174850030.8460455,662234.0582175399,718.7063542524114,inf,840.3406694371693,inf,755.0864652613501,1087996.523166693,inf,inf,inf,inf,inf,662234.0582175399,662234.0582175399
5960,1046026.4300273365,7379323984.79263,777334.2806834892,55.41698685879494,inf,1014.1399502118466,inf,441.25020699572747,1046026.4300273365,inf,inf,inf,inf,inf,777334.2806834892,777334.2806834892
5961,1088798.4977663886,1790824220.5743728,777534.9092108986,790.6049629466868,inf,1056.2017902092139,inf,888.6552901093246,1088798.4977663886,inf,inf,inf,inf,inf,777534.9092108986,777534.9092108986
5962,1126846.262225372,6883440751.428015,817188.0699376228,781.1284853493679,inf,874.2548492584946,inf,361.0545666044789,1126846.262225372,inf,inf,inf,inf,inf,817188.0699376228,817188.0699376228
5963,1088992.2449901241,3473534065.039122,623184.7026526795,844.0280030216138,inf,778.9107256387201,inf,535.0465810616593,1088992.2449901241,inf,inf,inf,inf,inf,623184.7026526795,623184.7026526795
5964,1363465.7765074072,1591024394.9725494,777565.3042238969,979.4311584300128,inf,299.304552472389,inf,805.474776970823,1363465.7765074072,inf,inf,inf,inf,inf,777565.3042238969,777565.3042238969
5965,971255.3848573377,933392755.3221291,699985.2120495483,1465.9404027183896,inf,3.2415371829202706,inf,374.77989135419165,971255.3848573377,inf,inf,inf,inf,inf,699985.2120495483,699985.2120495483
5966,972566.4388505543,8160706612.048753,658601.5608450804,1034.1058964252675,inf,87.11204200774166,inf,499.66872730135657,972566.4388505543,inf,inf,inf,inf,inf,658601.5608450804,658601.5608450804
5967,1050096.5517900758,5236310064.473955,774897.6431184376,919.8980968258188,inf,915.8400603995501,inf,402.681242036105,1050096.5517900758,inf,inf,inf,inf,inf,774897.6431184376,774897.6431184376
5968,972386.6898695728,1046567744.6560556,851961.3141227713,658.5048201438357,inf,829.9973435682435,inf,540.2952880996451,972386.6898695728,inf,inf,inf,inf,inf,851961.3141227713,851961.3141227713
5969,1010252.7937720536,704034955.3540623,699635.1842409644,589.3768032332405,inf,862.6870924646595,inf,814.3560525660334,1010252.7937720536,inf,inf,inf,inf,inf,699635.1842409644,699635.1842409644
5970,1011627.3736556473,3624163038.08697,815946.20519218,584.5218003632136,inf,734.330482807781,inf,546.9897750023093,1011627.3736556473,inf,inf,inf,inf,inf,815946.20519218,815946.20519218
5971,1048628.20917406,249138067.98385462,775214.2337408358,974.1948882050771,inf,118.05673884954292,inf,582.6089896194142,1048628.20917406,inf,inf,inf,inf,inf,775214.2337408358,775214.2337408358
5972,1049373.148961796,5210523845.029388,813314.312981087,643.098031785977,inf,23.80181989335553,inf,503.0345156909742,1049373.148961796,inf,inf,inf,inf,inf,813314.312981087,813314.312981087
5973,1123045.5095312179,1508093416.9942484,774466.0834417656,1014.729355657135,inf,931.2481582128787,inf,699.6279823654229,1123045.5095312179,inf,inf,inf,inf,inf,774466.0834417656,774466.0834417656
5974,1086003.4429187812,280693417.7049979,697608.8938876193,861.8813690485941,inf,465.5846027642983,inf,147.8487819221407,1086003.4429187812,inf,inf,inf,inf,inf,697608.8938876193,697608.8938876193
5975,1280143.631534857,886460206.7397633,737912.1199841903,863.3815961232428,inf,526.3157324441313,inf,208.57041735216208,1280143.631534857,inf,inf,inf,inf,inf,737912.1199841903,737912.1199841903
5976,1349834.2588601727,235495723.88102767,813577.7945491901,139.977363923315,inf,238.65362607970948,inf,588.8738339101756,1349834.2588601727,inf,inf,inf,inf,inf,813577.7945491901,813577.7945491901
5977,1127268.5064319135,3810820932.3497705,889697.41420675,631.115600682446,inf,141.9637911619479,inf,199.28672329242255,1127268.5064319135,inf,inf,inf,inf,inf,889697.41420675,889697.41420675
5978,1088697.5903231462,3874848068.8234572,623448.1361705065,641.7774877440934,inf,739.3487898628791,inf,152.36555030778686,1088697.5903231462,inf,inf,inf,inf,inf,623448.1361705065,623448.1361705065
5979,969088.8239902987,6037408863.579915,658489.5449887657,933.0694179588032,inf,1070.997197634304,inf,872.6228310147053,969088.8239902987,inf,inf,inf,inf,inf,658489.5449887657,658489.5449887657
5980,1194987.831753931,1467730926.9219353,816719.564197232,820.7028938406462,inf,922.6067199446666,inf,101.5722003894095,1194987.831753931,inf,inf,inf,inf,inf,816719.564197232,816719.564197232
5981,1161645.6664265888,2367047435.1343107,818077.0120487397,997.9489777443949,inf,603.4165851725135,inf,969.1365372695095,1161645.6664265888,inf,inf,inf,inf,inf,818077.0120487397,818077.0120487397
5982,1123674.115766484,5114176077.829873,584135.9617000034,549.1837513280046,inf,512.1290926886576,inf,426.58233384478126,1123674.115766484,inf,inf,inf,inf,inf,584135.9617000034,584135.9617000034
5983,1126531.791835594,5322024529.767491,735732.200729625,683.9101896367541,inf,744.8595199521487,inf,298.2161645688317,1126531.791835594,inf,inf,inf,inf,inf,735732.200729625,735732.200729625
5984,1315749.7602544473,862842294.047791,777332.3675077921,724.7903274096086,inf,428.115055075939,inf,522.2493166931835,1315749.7602544473,inf,inf,inf,inf,inf,777332.3675077921,777332.3675077921
5985,972336.7905232213,221297950.33746713,620069.6576636818,1044.2273535577287,inf,1053.557655906872,inf,741.5296047784776,972336.7905232213,inf,inf,inf,inf,inf,620069.6576636818,620069.6576636818
5986,1246611.7358416994,6663920866.645708,851605.1414034873,1008.4172275976528,inf,116.11131532075187,inf,853.0114553626731,1246611.7358416994,inf,inf,inf,inf,inf,851605.1414034873,851605.1414034873
5987,1185084.1817796081,3378833055.0507536,774534.2345496521,952.4823028549904,inf,989.3423445886615,inf,29.039647421062295,1185084.1817796081,inf,inf,inf,inf,inf,774534.2345496521,774534.2345496521
5988,930220.3767799272,1061530423.851424,813814.0054551086,875.5666799142067,inf,549.7516805258649,inf,267.86541431734935,930220.3767799272,inf,inf,inf,inf,inf,813814.0054551086,813814.0054551086
5989,1089223.4293736448,3116717948.107884,774301.2332118367,745.7106186572676,inf,55.858190372638276,inf,502.4058011952306,1089223.4293736448,inf,inf,inf,inf,inf,774301.2332118367,774301.2332118367
5990,1168657.2174836586,1571634479.2713451,775115.573142545,866.4361256656084,inf,1023.6516655213735,inf,978.5748203368155,1168657.2174836586,inf,inf,inf,inf,inf,775115.573142545,775115.573142545
5991,969285.541543466,2561079962.8578267,734791.6496029453,901.1631197257308,inf,441.8426523744942,inf,492.5027631160975,969285.541543466,inf,inf,inf,inf,inf,734791.6496029453,734791.6496029453
5992,932740.7679801262,3873648480.563201,739296.2659525772,867.4225451023904,inf,642.2551541167372,inf,286.1510208243203,932740.7679801262,inf,inf,inf,inf,inf,739296.2659525772,739296.2659525772
5993,1007609.8103970686,3358591126.6107445,619481.4830610119,34.74216369274387,inf,99.33030237693364,inf,334.45274307359523,1007609.8103970686,inf,inf,inf,inf,inf,619481.4830610119,619481.4830610119
5994,1008057.7870425269,4176866302.246567,739663.9011906162,821.5294307439135,inf,235.56363258150884,inf,292.23051635285475,1008057.7870425269,inf,inf,inf,inf,inf,739663.9011906162,739663.9011906162
5995,971097.0804162638,6252891050.37121,736350.1187645412,1008.9873034165425,inf,437.0969324758902,inf,424.1834188479286,971097.0804162638,inf,inf,inf,inf,inf,736350.1187645412,736350.1187645412
