Time (s),REG_SET,MCU_SEFI,REG_DSEE,SRAM_SEL,MCU_SEL,SRAM_TID,MCU_TID,REG_TID,WDT_TID
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.013226126735121798,0.0052452396561035635,3.039588134434213e-09,0.009749251650121497,0.001861479057512793,0.0,0.0,0.0,0.0
120.0,0.021433621546406843,0.008521940528580697,4.733845863392729e-09,0.015815074266248553,0.0030278058650781195,0.0,0.0,0.0,0.0
179.0,0.033499241787752425,0.013370112348785972,6.825663017419866e-09,0.024753402528170723,0.00475868154626702,0.0,0.0,0.0,0.0
240.0,0.051874735683584784,0.020826386645984716,9.391792864060935e-09,0.038416567272649076,0.0074328025375655,0.0,0.0,0.0,0.0
299.0,0.08446356444420014,0.03427243035235855,1.2971362693186238e-08,0.06280845144685375,0.012291878697123518,0.0,0.0,0.0,0.0
360.0,0.14100826681267525,0.05831685029002517,1.790406454279822e-08,0.10566026581844003,0.021098779034199447,0.0,0.0,0.0,0.0
419.0,0.24433670123442208,0.10488135157478544,2.5491972819653327e-08,0.18592217083658533,0.038594749220740125,0.0,0.0,0.0,0.0
480.0,0.4056867925229342,0.18607981768824639,3.6748365572599116e-08,0.3173763621992778,0.07060470613106622,0.0,0.0,0.0,0.0
540.0,0.6245012871079897,0.32144464395720024,5.472219200543307e-08,0.5124140474358853,0.1289757337320792,0.0,0.0,0.0,0.0
599.0,0.8287813381331799,0.5029680077451875,8.1949570310705e-08,0.7256955907396855,0.2206311975365285,0.0,0.0,0.0,0.0
660.0,0.9505620273758888,0.69634604511809,1.224114799261464e-07,0.8895372186668817,0.3465843413338889,0.0,0.0,0.0,0.0
719.0,0.9926644773054246,0.857615596691714,1.8389634270590894e-07,0.9726679032303555,0.5018666889381371,0.0,0.0,0.0,0.0
780.0,0.9994232911125673,0.9481466377731302,2.683848232570032e-07,0.9957498422779003,0.6533137302651026,0.0,0.0,0.0,0.0
839.0,0.999980681816626,0.9865544065737204,3.8826399176059814e-07,0.999645850468632,0.7865485647804213,0.0,0.0,0.0,0.0
900.0,0.999999653041737,0.99728093622997,5.420613933685181e-07,0.9999812891639025,0.879900914359792,0.0,0.0,0.0,0.0
959.0,0.9999999973279978,0.9996077157707564,7.462109394419683e-07,0.9999994676941776,0.9402067821849208,0.0,0.0,0.0,0.0
1020.0,0.9999999999869875,0.999952883444739,9.921986071937234e-07,0.9999999891646708,0.9721559313267396,0.0,0.0,0.0,0.0
1080.0,0.9999999999999699,0.9999957937202549,1.3004367259222783e-06,0.9999999998718242,0.9883589197775472,0.0,0.0,0.0,0.0
1139.0,1.0,0.9999996768042141,1.6568539464567934e-06,0.9999999999988463,0.9953929777667158,0.0,0.0,0.0,0.0
1200.0,1.0,0.9999999779493701,2.0569875703081226e-06,0.9999999999999917,0.9982544116812246,0.0,0.0,0.0,0.0
1259.0,1.0,0.9999999988042761,2.5161343571268097e-06,1.0,0.9993915923156539,0.0,0.0,0.0,0.0
1320.0,0.9999999999999999,0.9999999999355865,2.995797236122583e-06,1.0,0.9997885253000645,0.0,0.0,0.0,0.0
1379.0,1.0,0.9999999999970686,3.5178407878730287e-06,1.0,0.9999308610136803,0.0,0.0,0.0,0.0
1440.0,1.0,0.9999999999998568,4.036317349506913e-06,1.0,0.9999768087472026,0.0,0.0,0.0,0.0
1499.0,0.9999999999999999,0.9999999999999937,4.574072922947333e-06,1.0,0.9999924832658241,0.0,0.0,0.0,0.0
1560.0,0.9999999999999999,0.9999999999999996,5.084797081387418e-06,1.0,0.9999974323189664,0.0,0.0,0.0,0.0
1620.0,1.0,0.9999999999999999,5.593081339578377e-06,1.0,0.9999991295914545,0.0,0.0,0.0,0.0
1679.0,0.9999999999999999,1.0,6.066169628968984e-06,1.0,0.9999996878163863,0.0,0.0,0.0,0.0
1740.0,1.0,1.0,6.4998819723597625e-06,1.0,0.9999998806712306,0.0,0.0,0.0,0.0
1799.0,1.0,1.0,6.912925142351792e-06,1.0,0.9999999533659572,0.0,0.0,0.0,0.0
1860.0,1.0,1.0,7.2775965614335e-06,1.0,0.9999999800994536,0.0,0.0,0.0,0.0
1919.0,1.0,1.0,7.619549507676958e-06,1.0,0.9999999912247853,0.0,0.0,0.0,0.0
1980.0,1.0,1.0,7.918521866228245e-06,1.0,0.9999999957785368,0.0,0.0,0.0,0.0
2039.0,1.0,1.0,8.197451305836147e-06,0.9999999999999999,0.9999999978931257,0.0,0.0,0.0,0.0
2100.0,1.0,1.0,8.440247323099387e-06,1.0,0.9999999988592055,0.0,0.0,0.0,0.0
2160.0,1.0,1.0,8.665930795423262e-06,1.0,0.9999999993587414,0.0,0.0,0.0,0.0
2219.0,0.9999999999999999,1.0,8.8651693472076e-06,1.0,0.9999999996156531,0.0,0.0,0.0,0.0
2280.0,1.0,1.0,9.040704990261301e-06,1.0,0.9999999997555216,0.0,0.0,0.0,0.0
2339.0,0.9999999999999999,0.9999999999999999,9.202962151418075e-06,1.0,0.9999999998390747,0.0,0.0,0.0,0.0
2400.0,1.0,1.0,9.342778054400667e-06,1.0,0.9999999998876408,0.0,0.0,0.0,0.0
2459.0,0.9999999999999999,1.0,9.471510772857941e-06,0.9999999999999999,0.9999999999191276,0.0,0.0,0.0,0.0
2520.0,1.0,0.9999999999999999,9.58212912076864e-06,0.9999999999999999,0.9999999999388882,0.0,0.0,0.0,0.0
